	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT											EVL LIMCH1 SPOCK3							NAV3 SPOCK3 TMEFF2																DACH1 LIMCH1												AIF1 EVL NAV3 SPOCK3			
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION											EVL RTN4RL1 STMN2 TMOD1 TMOD2 TUBB4A					ARHGAP24 RAP1GAP2 RTN4RL1																								DACT1 ISL1									
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS								ADAMTSL2 AGT ONECUT1 SFRP1										ADAMTSL2 AGT																															
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION																						DTX1 SFRP1																							CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION																																													CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_CELL_DEATH													MAP3K12 PELI3 PRKCG			CD200 MAPK8IP2 NAIP										CRH GRIN1 MAPK8IP1 PELI3																							
GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT					CDK5R1 DTX1 GPR173 ID4 MAP2 RTN4RL1						PAX6 RTN4RL1 STMN2					RAP1GAP2 RTN4RL1					EFNB3 PAX6 RTN4RL1	DLL1 DTX1 TP73								DLL1 RGS4 TP73		EPHA4 PAX6				ID4 RAP1GAP2 SPP1		DTX1 EFNB3 GPR173 ID4 ISL1 LMX1A MAP2 RGS4 SPP1						RGS4 TP73					
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION					CDK5R1 DTX1 GPR173 ID4 MAP2 RTN4RL1 RUNX1T1									CARTPT EFNB3								DLL1 DTX1 SFRP1 TP73								DLL1 RGS4 SIX2 TP73														RGS4 TP73 USH2A					
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH																		AGT RGS4																				AGT GNG4 MAP2 RGS4 SPP1											
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION					CDK5R1 MAP2																																												
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION						CHD5 SSTR3	AIF1 CHD5 SSTR3 WNK2								AIF1 MTSS1 SSTR1							DHRS2 DLL1 SFRP1 TP73								ATOH8 CBFA2T3 CD200 DHRS2 DLL1 PODN PROX1 TP73																			
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION					CDK5R1 MAP2 RTN4RL1		RTN4RL1 SPP1				EVL RTN4RL1 STMN2					ARHGAP24 RAP1GAP2 RTN4RL1		ARHGAP24 RTN4RL1									ARHGAP24 SPP1																			ARHGAP24 EVL			
GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION											STMN2 TMOD1 TMOD2 TUBB4A							NAV3 TMEFF2																				MAP1B MAP2 SPTBN4 TMEFF2 TMOD1											
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE																															ADORA2A ISL1 SIRPA																		
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION			ELFN1 PPP1R16B RIMBP2																																										CSRNP3 PPP1R16B				
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH		RGS4 SPP1			CDK5R1 MAP2																	NKD1 SFRP1 TP73								RGS4 TP73									NKD1 TP73					RGS4 TP73					
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS														CARTPT EFNB3							AKT3 EFNB3 NKD1 PAX6 RTN4RL1 RUNX1T1	DLL1 DTX1 NKD1 SFRP1 TP73																						RGS4 TP73 USH2A					
GO_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS					SCT WNK3																																												
GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY																														CD200 HES6 PROX1																			
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION											ATOH8 PAX6									ISL1 KRT4 SCG2																													
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION															CHGA STXBP5L							SFRP1 SRCIN1				KCNJ11 SRCIN1																							
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY									EYA4 SCG2																																								
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION					ID4 RUNX1T1																																												
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION								DACH1 SFRP1																																									
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS																																										ASCL2 ID4							
GO_NEGATIVE_REGULATION_OF_GROWTH																						NKD1 SFRP1 TP73																						RGS4 TP73					
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY								APLP1 RGS4										APLP1 RGS4																															
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS																						DLL1 DTX1 SFRP1																											
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION								CRH SFRP1 STXBP5L							CHGA STXBP5L											CRH KCNJ11																							
GO_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY																		AGT RIMBP2 SERPINA10 SPOCK3																											AGT CSRNP3 NAIP PCSK1N	CSRNP3 PCSK1N PTPRN2 SPOCK3			
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS																						DLL1 DTX1 SFRP1																											
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE																															ADORA2A ISL1 SIRPA											ADORA2A GHRL ISL1							
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION																ARHGAP24 ITPR1		AGT APLP1 ARHGAP24 RGS4																														AGT APLP1 GSTM2 ITPR1 MAPK8IP1 PDE2A SIRPA	
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT									HECW2 KCNE4		HECW2 KCNE4																										GSTM2 KCNE4					GSTM2 KCNH2						GSTM2 KCNH2	
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT											HECW2 KCNE4									KCNE4 RGS4 WNK2																	GSTM2 KCNE4												
GO_NEGATIVE_REGULATION_OF_JNK_CASCADE																																																MAPK8IP1 SIRPA	
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	CDKN1C SRCIN1	PTPRT RGS4 SLC8A1 SRCIN1																								MAPK8IP1 PTPRT SRCIN1																			AGT DUSP26 UCHL1				
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION																																													CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION																						DTX1 SFRP1																											
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION																																													CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION																						DTX1 SFRP1																							CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION																						DTX1 SFRP1																											
GO_NEGATIVE_REGULATION_OF_MAPK_CASCADE																		AGT RGS4																											AGT DUSP26 UCHL1			AGT MAPK8IP1 SIRPA	
GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY								AGT RGS4 SFRP1										AGT RGS4																				AGT RGS4 UCHL1				AGT UCHL1			AGT UCHL1			AGT MAPK8IP1	
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION											STMN2 TUBB4A																																						
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION								MAP1B NAV3			STMN2 TUBB4A																											MAP1B MAP2											
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION																			DKK3 KCNE4 PTPRN2 SPINK4							GABBR2 MAPK8IP1 PTPRT SRCIN1											CAMK1 CSRNP3 GSTM2 HHEX KCNE4 SCG5								AGT CSRNP3 DUSP26 NAIP PCSK1N SCGB1A1 UCHL1	CSRNP3 DUSP26 HECW2 PCSK1N PTPRN2 SCG5 SLC8A1 SPOCK3			
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS														CARTPT EFNB3																														CRH RGS4 SCT TAC1 TP73					
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION																				DLL1 RGS4										DLL1 RGS4																			
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT																				DLL1 RGS4		DLL1 TP73								DLL1 RGS4 TP73														RGS4 TP73					
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION																						DLL1 SFRP1																											
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION								MAFB SFRP1																																									
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT					CDK5R1 DTX1 GPR173 ID4 MAP2 RTN4RL1						PAX6 RTN4RL1 STMN2					RAP1GAP2 RTN4RL1					EFNB3 PAX6 RTN4RL1	DLL1 DTX1 TP73										EPHA4 PAX6				ID4 RAP1GAP2 SPP1		DTX1 EFNB3 GPR173 ID4 ISL1 LMX1A MAP2 SPP1											
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	MAP3K12 PRKCG	NEFL PRKCG											MAP3K12 PRKCG				ADORA2A NR4A3														ADORA2A ISL1 NTRK2											ADORA2A ISL1 NTRK2							
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	MAP3K12 PRKCG												MAP3K12 PRKCG		CHGA PRKCG	CD200 NAIP	ADORA2A NR4A3														ADORA2A ISL1 NTRK2											ADORA2A ISL1 NTRK2							
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION					CDK5R1 DTX1 ID4 MAP2 RTN4RL1		RTN4RL1 SPP1				PAX6 RTN4RL1 STMN2					RAP1GAP2 RTN4RL1					EFNB3 PAX6 RTN4RL1	DLL1 DTX1 TP73								DLL1 TP73		EPHA4 PAX6				ID4 RAP1GAP2 SPP1		DTX1 EFNB3 ID4 ISL1 LMX1A MAP2 SPP1											
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT					CDK5R1 MAP2 RTN4RL1		RTN4RL1 SPP1				RTN4RL1 STMN2					RAP1GAP2 RTN4RL1					EFNB3 RTN4RL1															RAP1GAP2 SPP1													
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION							RTN4RL1 SPP1																																										
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS					CBX2 CDK5R1 CDKN1C CELF4 ID4 KCNIP3 LEFTY1 NR4A3 PDE2A RUNX1T1 SAMD11																																			DACT1 ISL1 LEFTY1									
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION											STMN2 TMOD1 TMOD2 TUBB4A																																						
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH																														RGS4 TP73														RGS4 TP73					
GO_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION								MAFB SFRP1																																									
GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY																		AGT SERPINA10 SPOCK3																											AGT NAIP PCSK1N				
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION								CRH SFRP1 STXBP5L							CHGA STXBP5L											CRH KCNJ11												CHGA STXBP5L											
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION								CRH SFRP1 SRCIN1 STXBP5L							CHGA STXBP5L							SFRP1 SRCIN1				CRH KCNJ11 SRCIN1																							
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION								SFRP1 SRCIN1														SFRP1 SRCIN1																											
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS			CBFA2T3 ELFN1 HHEX PPP1R16B RIMBP2 SIRPA																							MAPK8IP1 PPP1R16B PTPRT SRCIN1						CBFA2T3 PAX6 PPP4R4													AGT CSRNP3 DUSP26 PPP1R16B UCHL1				
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION		PTPRT RGS4 SLC8A1 SRCIN1																								MAPK8IP1 PTPRT SRCIN1																			AGT DUSP26 UCHL1				
GO_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY																																														ARHGAP24 EVL			
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT																				KCNE4 RGS4																													
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT																				KCNE4 RGS4																													
GO_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS								MAP1A PRKCG																																									
GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS							GRIN2C MAP1A																																										
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY											STMN2 TMOD1 TMOD2 TUBB4A																				ISL1 SPTBN4							ISL1 JAM3 MAP2 SPTBN4 TMOD1		DACT1 ISL1		ISL1 JAM3 TMOD1					DACT1 SPTBN4		
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY								MAP1B NAV3 TMOD2			STMN2 TMOD1 TMOD2																											MAP1B SPTBN4 TMOD1											
GO_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION			ELFN1 PPP1R16B																																														
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS				ELFN1 FXYD1 GRIN2C SIRPA														AGT CELF4 MAP1A RGS4 SERPINA10 SPOCK3								MAPK8IP1 PPP1R16B PTPRT SRCIN1																			AGT DUSP26 GRIN2C NAIP PCSK1N PPP1R16B UCHL1				
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	CDKN1C PRKCG SRCIN1	PRKCG PTPRT RGS4 SLC8A1 SRCIN1		ELFN1 FXYD1 SIRPA																						MAPK8IP1 PPP1R16B PTPRT SRCIN1																			AGT DUSP26 PPP1R16B UCHL1				
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION											STMN2 TMOD1 TMOD2 TUBB4A																											MAP2 SPTBN4 TMOD1											
GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		RGS4 SLC8A1						AGT RGS4 SFRP1 SLC8A1										AGT RGS4																											AGT UCHL1			AGT CDKN1C MAPK8IP1	
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS																		AGT MAP1A SERPINA10 SPOCK3																											AGT NAIP PCSK1N				
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS							AIF1 RTN4RL1 SPP1									CD200 RTN4RL1	ADORA2A RTN4RL1 SUSD4														ADORA2A ISL1 SIRPA																		
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS																ARHGAP24 CD200 ITPR1 MAPK8IP2 RTN4RL1					AIF1 AKT3 APLP1 CELF4 GSTM2 HIC1 NKD1 RTN4RL1 SIRPA																												
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING							RTN4RL1 SPP1																																										
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS					CBX2 CDK5R1 CDKN1C ID4 KCNIP3 LEFTY1 NR4A3 PDE2A RUNX1T1 SAMD11																																			DACT1 ISL1 LEFTY1					ARX ASCL1 DUSP26 HIC1 MAPK10 SCGB1A1				
GO_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY																																														ARHGAP24 EVL			
GO_NEGATIVE_REGULATION_OF_SECRETION					KCNJ11 SCT WNK3			CRH SFRP1 SRCIN1 STXBP5L WNK3				ASIC1 WNK3			CHGA STXBP5L							ASIC1 SFRP1 SRCIN1				ASIC1 CRH KCNJ11 SRCIN1																		CRH SCT					
GO_NEGATIVE_REGULATION_OF_SIGNALING														CARTPT ITPR1				ADAMTSL2 AGT APLP1 ARHGAP24 CELF4 PCDH17 RGS4				ARHGAP24 ASIC1 DLL1 EPM2A NKD1 SFRP1				ASIC1 CRH KCNJ11 MAPK8IP1 PELI3 PTPRT														DACT1 ISL1 STXBP5L									
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION																											ARHGAP24 STMN3																						
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS																														CBFA2T3 PROX1																			
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT								HECW2 WNK3																																									
GO_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE																																																MAPK8IP1 SIRPA	
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION																				DLL1 RGS4										DLL1 RGS4																			
GO_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION											STMN2 TMOD1 TMOD2 TUBB4A							NAV3 TMEFF2																				MAP1B MAP2 SPTBN4 TMEFF2 TMOD1											
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION			ASIC1 SORCS2															CELF4 PCDH17																															
GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING								AGT SFRP1																																									
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II																																								DACT1 ISL1 LEFTY1					ARX ASCL1 DUSP26 HIC1 MAPK10 SCGB1A1				
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	CDKN1C SRCIN1	PTPRT RGS4 SLC8A1 SRCIN1																								MAPK8IP1 PTPRT SRCIN1																			AGT DUSP26 UCHL1				
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT									HECW2 KCNE4		HECW2 KCNE4						FABP5 HECW2																				FABP5 GSTM2 KCNE4												
GO_NEGATIVE_REGULATION_OF_TRANSPORT					ANKRD13B CNIH2 KCNJ11 SCT WNK3			CRH HECW2 MAP1B RGS4 SFRP1 SRCIN1 STXBP5L WNK3													CHGA GSTM2 SCT SIRPA	ASIC1 SFRP1 SRCIN1				ASIC1 CRH KCNJ11 SRCIN1											FABP5 GSTM2 KCNE4 SCT							CRH RGS4 SCT				ANKRD13B CNIH2 GSTM2 KCNH2 KCNJ11 SIRPA	
GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY									HECW2 KCNE4		HECW2 KCNE4																										GSTM2 KCNE4												
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION																																													CLEC4G SCGB1A1				
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION																														BTBD17 PROX1																			
GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE																														BTBD17 PROX1																			
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS																														BTBD17 PROX1																			
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY																						NKD1 SFRP1									CXXC4 ISL1									DACT1 ISL1							DACT1 NKD1		
GO_NEPHRON_DEVELOPMENT			BASP1 PDGFD					AGT KIRREL3 MTSS1 RET										AGT BASP1 SIX2		DLL1 KIRREL3 SIX2		DCHS1 DLL1								DLL1 SIX2	BASP1 KIRREL3						DCHS1 SIX2	AGT BASP1 KIRREL3 PDGFD RET				AGT DCHS1 KIRREL3 SIX2			AGT DCHS1				
GO_NEPHRON_EPITHELIUM_DEVELOPMENT																		AGT BASP1 SIX2				DCHS1 DLL1								DLL1 SIX2							DCHS1 SIX2					AGT DCHS1 SIX2			AGT DCHS1				
GO_NEPHRON_MORPHOGENESIS																		AGT SIX2																			DCHS1 SIX2					AGT DCHS1 SIX2			AGT DCHS1				
GO_NERVE_DEVELOPMENT	CHRNB2 PRKCG							MAFB PRKCG RET	GABRB3 UNC13A																													ISL1 MAFB RET			MAFB RET								
GO_NERVOUS_SYSTEM_PROCESS		C1QL1 FZD4 MPP2 NEFL PAK6 PRKCG RGS4 SEZ6 SNAP25 SRRM4 STX1A	ADCY1 ASIC1 CACNA1G FZD4 KCNAB2 KCNMB2 LHFPL4 NTRK2 REEP2 RGS16 SCN1B	ADCY5 FZD4 GRIN2C PAK6	BRSK1 C1QL1 CELF4 CNGA3 CNIH2 JAKMIP1 KCNJ11 NR4A3 SLC12A5 SNAP25 SRRM4			AGT CACNB2 CELF4 CHRNA5 CNGA3 CNGA4 CRH CRYBA2 GIP JAKMIP1 JAM3 MAP1A MYO3A NR4A3 PAX6 PBX3 PRKCG RGS16 RGS4 SCN1B SCN3B SRRM4 TMOD2 TRPM3 USH2A	ADCY1 CACNA1G CHRNA5 EYA4 GABRB3 GABRG2 RGS16 RGS9 TMOD2	ADCY5 GABRG2 GHRL GIP TRPM3	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 GIP PAX6 SHC3 STX1A TMOD2			CARTPT DNAH11 GABRB3	ADCY1 CELF4 NPTX2 PBX3 PRKCG STX1A TAS2R20		ADORA2A BRSK1 CHRNA5 CRYBA2 FABP5 JAM3 NR4A3 TRPM3			ASIC1 CACNA1G GIP KCNAB2 LMX1A MYO3A NEFL P2RX6 PAK6 PBX3 RGS4 SHC3 STX1A						ASIC1 CNGA4 CRH GRIN1 KCNJ11					ADORA2A BRSK1 CACNA1G CRYBA2 GRIK5 KCNAB2 NTRK2 SNAP25 SPTBN4 USH2A	ASIC1 FZD4 KCNAB2 NPTXR PAK6 PAX6			P2RX6 PAK6 SHC3			AGT ASIC1 BRSK1 CHL1 CHRNA5 CNIH2 CRYBA2 EYA4 FABP5 FZD4 GABRA1 GIP GRIK5 JAKMIP1 JAM3 KCNMB2 LMX1A MAP1A MPP2 MYO3A NFASC PAK6 PBX3 REEP2 RGS4 SCN1B SEZ6 SHC3 SLC12A5 SNAP25 SPTBN4 STX1A TRPM3 UCHL1 USH2A	ASIC1 CNGA4 FZD4 GABRG2 KCNAB2 MPP2 NR4A3 SCN3B SRRM4 TRPM3 USH2A			ADORA2A AGT BRSK1 C1QL1 CACNA1G CNGA3 CRYBA2 CXCL12 GABRA1 GHRL JAKMIP1 JAM3 MPP2 MYO3A NPTX2 NTRK2 P2RX6 SEZ6 UCHL1		CRH JAKMIP1 RGS16 RGS4 SCN1B TAC1 USH2A			C1QL1 CRH CRYBA2 GRIK5 MYO3A REEP2 SPTBN4	AGT CNIH2 GRIN1 KCNJ11 MAP1A MPP2 P2RX6 SCN1B SCN3B SEZ6	
GO_NEURAL_NUCLEUS_DEVELOPMENT					CDK5R1 CDK5R2						CHRNB2 KCNC1 S100A1							BASP1 KCNC1		KIRREL3 S100A1											BASP1 CDK5R2 KIRREL3							BASP1 CDK5R2 KIRREL3 S100A1				CDK5R2 KIRREL3			ARX ASCL1				
GO_NEURAL_PRECURSOR_CELL_PROLIFERATION																					PAX6 PROX1								KIF1A PROX1							ID4 TOX									ARX ASCL1				
GO_NEURAL_RETINA_DEVELOPMENT			NTRK2 SDK1																						NTRK2 SDK1																	NEUROD1 NTRK2 SDK2							
GO_NEURAL_TUBE_DEVELOPMENT																					PAX6 PROX1	DCHS1 SFRP1																											
