	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY																																									CD200 HES6 MAD2L2 PROX1																		HES6 HEYL MAD2L2
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS																														CDH5 SCG2	CDH5 SCG2		CDH5 SCG2																										
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION				ATOH8 FLT1	ATOH8 DLL4									ATOH8 DLL4 FLT1													DLL4 FLT1 SCG2 SPARC	SCG2 SPARC		ATOH8 FLT1 SCG2 SPARC			ATOH8 DLL4 FLT1 SCG2		ATOH8 FLT1 SCG2 SPARC		ATOH8 DLL4			ATOH8 DLL4	ATOH8 DLL4 FLT1	ATOH8 DLL4 FLT1					DLL4 FLT1	DLL4 SPARC	DLL4 FLT1 SPARC				ATOH8 DLL4 FLT1 SPARC						ATOH8 DLL4
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS																											MDK SCG2	MDK SCG2		CDH5 SCG2	CDH5 MDK SCG2		CDH5 MDK NEUROD1 SCG2		MDK NEUROD1 SCG2			CDH5 MDK			CDH5 MDK		CDH5 MDK				CDH5 MDK		CDH5 MDK	CDH5 MDK			CDH5 MDK NEUROD1						
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION		CDKN1C DLL4			ATOH8 CDKN1C DLL4									ATOH8 DLL4 FLT1													CDKN1C DLL4 FLT1 SCG2 SFRP1 SPARC	SCG2 SFRP1 SPARC		ATOH8 CDKN1C FLT1 SCG2 SFRP1 SPARC	CDKN1C FLT1 SCG2 SFRP1		ATOH8 DLL4 FLT1 SCG2		ATOH8 FLT1 SCG2 SPARC		ATOH8 CDKN1C DLL4				ATOH8 DLL4 FLT1	ATOH8 CDKN1C DLL4 FLT1 SFRP1						CDKN1C DLL4 SPARC	CDKN1C DLL4 FLT1 SPARC				ATOH8 CDKN1C DLL4 FLT1 SPARC						ATOH8 CDKN1C DLL4 SFRP1
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION											MAD2L2 SFRP1	MAD2L2 SFRP1																																														MAD2L2 SFRP1	MAD2L2 SFRP1
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION			CD200 DRD2 SFRP1																								CD200 DRD2 SFRP1	CD200 DRD2 SFRP1		CHGA DRD2 KCNJ11 SFRP1											CD200 DRD2 KCNJ11				CD200 KCNJ11 SFRP1														
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY													FAIM2 ITPRIP		FAIM2 ITPRIP															FAIM2 ITPRIP SCG2										FAIM2 ITPRIP							FAIM2 ITPRIP												
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS			FAIM2 ITPRIP								FAIM2 ITPRIP		FAIM2 ITPRIP		FAIM2 ITPRIP															FAIM2 ITPRIP										FAIM2 ITPRIP							FAIM2 ITPRIP	FAIM2 ITPRIP	FAIM2 ITPRIP				FAIM2 ITPRIP						
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION									CCDC85B MMP11		CCDC85B MMP11	CCDC85B MMP11																										CCDC85B MMP11			CCDC85B MMP11							CCDC85B MMP11		CCDC85B MMP11			CCDC85B MMP11						
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION												DACH1 SFRP1															DACH1 SFRP1			DACH1 SFRP1	DACH1 SFRP1														DACH1 SFRP1														DACH1 SFRP1
GO_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS				ACTN3 CBFA2T3	ACTN3 CBFA2T3							ACTN3 CBFA2T3																									ACTN3 CBFA2T3				ACTN3 CBFA2T3	ACTN3 CBFA2T3											ACTN3 CBFA2T3						
GO_NEGATIVE_REGULATION_OF_GROWTH			GNG4 RGS4 SEMA6B SFRP1								CCDC85B GNG4 NKD1 RGS4 SEMA6B SFRP1 TP73	AGT CCDC85B GNG4 NKD1 RGS4 SEMA6B SFRP1					AGT CCDC85B														AGT CCDC85B GNG4 NKD1 SFRP1 TP73				GNG4 NKD1 RGS4 SEMA6B TP73			AGT CCDC85B GNG4 NKD1 SEMA6B TP73			CCDC85B RGS4 SEMA6B TP73	GNG4 RGS4 SFRP1 TP73			GNG4 NKD1 SFRP1 TP73			CCDC85B GNG4 NKD1 SEMA6B TP73	AGT GNG4 NKD1 RGS4 SEMA6B TP73	AGT CCDC85B GNG4 NKD1 SEMA6B TP73					RGS4 TP73			CCDC85B NKD1 SFRP1	AGT CCDC85B GNG4 SFRP1
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY			DRD2 RGS4																								DRD2 RGS4	DRD2 RGS4							DRD2 RGS4						DRD2 RGS4								DRD2 RGS4										
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS			HMGB3 MDK SFRP1	DLL1 LTF SOCS1	DLL1 HMGB3 LTF SOCS1							DLL1 HMGB3 LTF SFRP1 SOCS1															HMGB3 MDK SFRP1	DLL1 HMGB3 MDK SFRP1					LTF MDK SOCS1		LTF MDK SOCS1			LTF MDK SOCS1		DLL1 LTF SOCS1	DLL1 MDK SOCS1	DLL1 HMGB3 SFRP1	HMGB3 MDK						DLL1 HMGB3 LTF MDK				DLL1 HMGB3 MDK SOCS1					DLL1 HMGB3 MDK SFRP1	HMGB3 MDK SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION			DRD2 SFRP1																								DRD2 SFRP1	DRD2 SFRP1		CHGA DRD2 KCNJ11 SFRP1	CHGA KCNJ11 SFRP1		CHGA KCNJ11								DRD2 KCNJ11				KCNJ11 SFRP1		CHGA DRD2											KCNJ11 SFRP1	KCNJ11 SFRP1
GO_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY				ELFN1 LTF RIMBP2 SERPINI1 WNT9A	AMBP DPEP1 ELFN1 LTF RIMBP2 WNT9A	ADORA2A DPEP1 ELFN1		ADORA2A DPEP1		ADORA2A AGT TFPI2					ADORA2A AGT AMBP DPEP1 LTF PPP1R14A RIMBP2 SPINK4 TFPI2									AMBP PPP1R14A	AGT RIMBP2 TFPI2		AGT AMBP DPEP1 PPP1R14A SPINK4 TFPI2			AMBP ELFN1 LTF PPP1R14A SERPINI1 SPINK4 TFPI2			AGT AMBP LTF PPP1R14A SERPINI1 SPINK4 WNT9A	AMBP SERPINI1 SPINK4 WNT9A		LTF SERPINI1 SPINK4 TFPI2		AGT AMBP LTF PPP1R14A RIMBP2 SERPINI1	AGT AMBP ELFN1 LTF PPP1R14A SPINK4										AGT AMBP DPEP1 LTF PPP1R14A SERPINI1 SPINK4 TFPI2 WNT9A	ADORA2A AGT AMBP SERPINI1 TFPI2 WNT9A			ADORA2A AGT AMBP DPEP1 PPP1R14A RIMBP2 SERPINI1 TFPI2 WNT9A			AGT LTF			
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE																																							AMBP DRD2																				
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS			AMBP CD200 DRD2 GAL HMGB3 MDK SFRP1	DLL1 GAL LTF SOCS1	AMBP DLL1 GAL HMGB3 LTF SOCS1																						AMBP CD200 DRD2 GAL HMGB3 MDK SFRP1	AMBP CD200 DLL1 DRD2 GAL HMGB3 MDK SFRP1										AMBP CD200 DRD2 GAL LTF MDK SOCS1		CD200 DLL1 LTF SOCS1										ADORA2A AMBP CD200 DRD2 GAL MDK								DLL1 GAL HMGB3 MDK SFRP1	GAL HMGB3 MDK SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE																																											CDH5 MDK							ADORA2A CD200 CDH5 MDK									
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION																											ACTN3 AGT AMBP DRD2 RGS4 SFRP1																																
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY											HEYL SFRP1																			HEYL SFRP1	HEYL SFRP1											HEYL SFRP1			HEYL SFRP1														HEYL SFRP1
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT																											DRD2 HECW2 RGS4	DRD2 HECW2 RGS4											DRD2 HECW2		DRD2 HECW2 RGS4	HECW2 RGS4					DRD2 HECW2		DRD2 HECW2 RGS4										
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT												GABRE HECW2 RGS4											GABRE HECW2				DRD2 GABRE HECW2 RGS4	DRD2 GABRE HECW2 RGS4										DRD2 GABRE HECW2	DRD2 HECW2		DRD2 GABRE HECW2 RGS4								DRD2 GABRE HECW2 RGS4	DRD2 GABRE HECW2									
GO_NEGATIVE_REGULATION_OF_JNK_CASCADE			AMBP SFRP1																								AMBP SFRP1	AMBP SFRP1		AMBP SFRP1	AMBP SFRP1																												
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY								ADORA2A RGS4		ADORA2A AGT ITPRIP		AGT CDKN1C RGS4 SFRP1 SOCS1					ADORA2A AGT										AGT CDKN1C ITPRIP RGS4 SFRP1															ADORA2A CDKN1C RGS4 SFRP1						ADORA2A CDKN1C ITPRIP SOCS1					ADORA2A AGT CDKN1C ITPRIP SOCS1			AGT ITPRIP			AGT CDKN1C ITPRIP SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION			HMGB3 MDK SFRP1	LTF SOCS1	HMGB3 LTF SOCS1						MDK SFRP1 SOCS1	HMGB3 LTF SFRP1 SOCS1															HMGB3 MDK SFRP1	HMGB3 MDK SFRP1					LTF MDK SOCS1		LTF MDK SOCS1			LTF MDK SOCS1		LTF SOCS1		HMGB3 SFRP1	HMGB3 MDK				MDK SOCS1		HMGB3 LTF MDK				HMGB3 MDK SOCS1					HMGB3 MDK SFRP1	HMGB3 MDK SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY													DRD2 GABBR2															DRD2 GABBR2							DRD2 GABBR2						DRD2 GABBR2						DRD2 GABBR2		DRD2 GABBR2	DRD2 GABBR2									
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION			GAL HMGB3 MDK SFRP1	GAL SOCS1	GAL HMGB3 SOCS1					ADORA2A HMGB3	GAL MDK SFRP1 SOCS1	GAL HMGB3 SFRP1 SOCS1															GAL HMGB3 MDK SFRP1	GAL HMGB3 MDK SFRP1			ADORA2A GAL MDK SFRP1		GAL MDK SOCS1		GAL MDK SOCS1			GAL MDK SOCS1				ADORA2A HMGB3 SFRP1	HMGB3 MDK							ADORA2A GAL MDK			ADORA2A GAL HMGB3 MDK SOCS1					GAL HMGB3 MDK SFRP1	GAL HMGB3 MDK SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION			HMGB3 MDK SFRP1		HMGB3 SOCS1						MDK SFRP1 SOCS1	HMGB3 SFRP1 SOCS1															HMGB3 MDK SFRP1	HMGB3 MDK SFRP1			MDK SFRP1		MDK SOCS1		MDK SOCS1			MDK SOCS1			MDK SOCS1	HMGB3 SFRP1	HMGB3 MDK				MDK SOCS1		HMGB3 MDK				HMGB3 MDK SOCS1					HMGB3 MDK SFRP1	HMGB3 MDK SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_MAPK_CASCADE			AMBP RGS4 SFRP1																						AGT RGS4		AGT AMBP RGS4 SFRP1												AGT AMBP																				
GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY			RGS4 SFRP1									AGT RGS4 SFRP1													AGT RGS4		AGT RGS4 SFRP1	RGS4 SFRP1														RGS4 SFRP1																	AGT SFRP1
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION					CDH5 TUBB4A									CDH5 TUBB4A																			CDH5 TUBB4A	CDH5 TUBB4A						CDH5 TUBB4A													CDH5 TUBB4A						
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION					CDH5 TUBB4A									CDH5 TUBB4A																			CDH5 TUBB4A	CDH5 TUBB4A						CDH5 TUBB4A													CDH5 TUBB4A						
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE									CDKN1C MAD2L2 PCBP4 WNT9A													CDKN1C PCBP4															CDKN1C MAD2L2 PCBP4 SOX4 WNT9A											CDKN1C MAD2L2 PCBP4 SOX4 WNT9A										MAD2L2 PCBP4 WNT9A	CDKN1C MAD2L2 PCBP4 WNT9A
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION					AMBP CDKN1C DPEP1 ELFN1 HEYL LTF RIMBP2 SOCS1 WNT9A			ADORA2A DPEP1 RGS4		ADORA2A AGT ITPRIP TFPI2		AGT CDKN1C DPEP1 HECW2 HES6 LTF MAD2L2 PROX1 RGS4 RIMBP2 SFRP1 SOCS1 SPINK4	DRD2 GABBR2 ITPRIP PPP1R14A RIMBP2 TFPI2		ADORA2A AGT AMBP DPEP1 ITPRIP LTF PPP1R14A PROX1 RIMBP2 SPINK4 TFPI2								CD200 HECW2 ITPRIP PPP1R14A TFPI2				AGT AMBP CD200 CDKN1C DPEP1 DRD2 HECW2 ITPRIP PPP1R14A RGS4 SFRP1 SPINK4 TFPI2	AMBP CD200 DPEP1 DRD2 GABBR2 HECW2 ITPRIP PPP1R14A RGS4 RIMBP2 SFRP1 SPINK4										AGT AMBP CD200 CDKN1C DRD2 HECW2 HEYL LTF PPP1R14A PROX1 RIMBP2 SERPINI1 SOCS1	AGT AMBP DRD2 ELFN1 HECW2 LTF PPP1R14A SPINK4		CD200 DRD2 GABBR2 HECW2 HES6 MAD2L2 PPP1R14A PROX1 RGS4 SERPINI1 SOCS1 SPINK4	ADORA2A CDKN1C DPEP1 GABBR2 HECW2 HEYL PPP1R14A RGS4 SFRP1 TFPI2						ADORA2A AMBP CDKN1C GABBR2 HECW2 HEYL ITPRIP MAD2L2 PPP1R14A PROX1 SOCS1 WNT9A	AGT AMBP CD200 CDKN1C DPEP1 DRD2 GABBR2 HECW2 HES6 ITPRIP LTF PPP1R14A PROX1 RGS4 SERPINI1 SPINK4 TFPI2 WNT9A	ADORA2A AGT AMBP CD200 CDKN1C DRD2 GABBR2 HECW2 PROX1 SERPINI1 TFPI2 WNT9A			ADORA2A AGT AMBP CDKN1C DPEP1 GABBR2 HECW2 HES6 HEYL ITPRIP MAD2L2 PPP1R14A RIMBP2 SERPINI1 SOCS1 TFPI2 WNT9A			AGT ITPRIP LTF			AGT CDKN1C HES6 HEYL ITPRIP MAD2L2 PPP1R14A SFRP1 SOCS1 TFPI2 WNT9A
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS			ACTN3 CD200 DRD2 GDF10 HMGB3 LINGO1 MDK PMP22 RGS4 SEMA6B SFRP1 SPARC WNT9A		ACTN3 DLL1 DLL4 HMGB3 LTF PTGDR2 SOCS1 TP73 WNT9A							ACTN3 AGT DLL1 GDF10 HMGB3 LINGO1 LTF MAD2L2 NEUROD2 PMP22 PTGDR2 RGS4 SEMA6B SFRP1 SOCS1 SPARC															ACTN3 AGT CD200 DLL4 DRD2 HMGB3 MDK NEUROD2 PMP22 PTGDR2 RGS4 SFRP1 SPARC	ACTN3 CD200 DLL1 DPYSL3 DRD2 HMGB3 MDK NEUROD2 NKX2-2 PMP22 PTGDR2 RGS4 SFRP1 SPARC													ACTN3 CD200 DLL1 DLL4 DRD2 GDF10 MAD2L2 MDK PMP22 PTGDR2 RGS4 SEMA6B SOCS1 TP73									AGT CD200 DLL4 DRD2 GDF10 LINGO1 MDK NEUROD2 PMP22 PTGDR2 SEMA6B TP73 WNT9A								DLL1 DLL4 HMGB3 MAD2L2 MDK NEUROD2 PTGDR2 SFRP1 WNT9A	ACTN3 AGT DLL4 GDF10 HMGB3 LINGO1 MAD2L2 MDK NEUROD2 SFRP1 SOCS1 WNT9A
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION												DLL1 RGS4																DLL1 RGS4													DLL1 RGS4	DLL1 RGS4																	
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT				DLL1 TP73	DLL1 TP73						RGS4 TP73	DLL1 RGS4																DLL1 RGS4		DLL1 TP73	DLL1 TP73				RGS4 TP73						DLL1 RGS4 TP73	DLL1 RGS4 TP73			DLL1 TP73				DLL1 RGS4 TP73						RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION			HMGB3 SFRP1	DLL1 LTF	DLL1 HMGB3 LTF							DLL1 HMGB3 LTF SFRP1															HMGB3 SFRP1	DLL1 HMGB3 SFRP1		DLL1 LTF SFRP1										DLL1 LTF		DLL1 HMGB3 SFRP1							DLL1 HMGB3 LTF									DLL1 HMGB3 SFRP1	HMGB3 SFRP1
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION												LTF SFRP1																		LTF SFRP1																													
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT				DLL1 DPYSL3 TP73							LINGO1 NEUROD2 PMP22 SEMA6B TP73	DLL1 LINGO1 NEUROD2 PMP22 SEMA6B												DPYSL3 NKX2-2				DLL1 DPYSL3 NEUROD2 NKX2-2 PMP22			DLL1 DPYSL3 LINGO1 NEUROD2 TP73		DPYSL3 LINGO1 NKX2-2 PMP22 SEMA6B TP73		DPYSL3 LINGO1 PMP22 SEMA6B TP73			DPYSL3 LINGO1 PMP22 SEMA6B TP73										DPYSL3 LINGO1 PMP22 SEMA6B TP73	DLL1 DPYSL3 LINGO1 NEUROD2 PMP22 SEMA6B TP73	LINGO1 NEUROD2 PMP22 SEMA6B TP73									
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS			FAIM2 MDK VSTM2L								CRLF1 FAIM2 MDK NTRK1				ADORA2A FAIM2 VSTM2L															CRLF1 FAIM2 NTRK1 VSTM2L	ADORA2A CRLF1 FAIM2 MDK NTRK1 VSTM2L							CRLF1 MDK NTRK1 VSTM2L									CRLF1 FAIM2 MDK VSTM2L	ADORA2A CRLF1 FAIM2		ADORA2A CRLF1 FAIM2 MDK NTRK1			ADORA2A CRLF1 FAIM2 MDK NTRK1					CRLF1 MDK	
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH			CD200 FAIM2 MDK VSTM2L								CRLF1 FAIM2 MDK NTRK1				ADORA2A FAIM2 VSTM2L															CHGA CRLF1 FAIM2 NTRK1 VSTM2L	ADORA2A CHGA CRLF1 FAIM2 MDK NTRK1 VSTM2L							CD200 CRLF1 MDK NTRK1 VSTM2L		CD200 CRLF1 FAIM2							CHGA CRLF1 FAIM2 MDK VSTM2L			ADORA2A CD200 CRLF1 FAIM2 MDK NTRK1			ADORA2A CHGA CRLF1 FAIM2 MDK NTRK1						
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION				DLL1 DPYSL3 TP73							LINGO1 PMP22 SEMA6B TP73	DLL1 LINGO1 PMP22 SEMA6B												DPYSL3 NKX2-2				DLL1 DPYSL3 NKX2-2 PMP22		DLL1 LINGO1 PMP22 TP73	DLL1 DPYSL3 LINGO1 TP73		DPYSL3 LINGO1 NKX2-2 PMP22 SEMA6B TP73		DPYSL3 LINGO1 PMP22 SEMA6B TP73			DPYSL3 LINGO1 PMP22 SEMA6B TP73		DLL1 NKX2-2 SEMA6B	DLL1 PMP22 SEMA6B TP73							DPYSL3 LINGO1 PMP22 SEMA6B TP73	DLL1 DPYSL3 LINGO1 PMP22 SEMA6B TP73	LINGO1 PMP22 SEMA6B TP73			DLL1 DPYSL3 LINGO1 PMP22 TP73				DPYSL3 SEMA6B		
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT			LINGO1 PMP22 SEMA6B									LINGO1 PMP22 SEMA6B																					DPYSL3 LINGO1 PMP22 SEMA6B		DPYSL3 LINGO1 PMP22 SEMA6B			DPYSL3 LINGO1 PMP22 SEMA6B	DPYSL3 PMP22									DPYSL3 LINGO1 PMP22 SEMA6B	DPYSL3 LINGO1 PMP22 SEMA6B	LINGO1 PMP22 SEMA6B							DPYSL3 SEMA6B		
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY					DLL1 DLL4																																			DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS																																					ACTN3 ATOH8 CBFA2T3 CDKN1C DLL4 INSM1 LEFTY1 MAD2L2 NEUROG3 PCBP4 RCOR2																						ACTN3 ATOH8 CCDC85B CDKN1C DACH1 DLL4 HEYL MAD2L2 NEUROD2 NEUROG3 PCBP4 PDE2A SAP30 SFRP1
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS				ACTN3 CBFA2T3	ACTN3 CBFA2T3							ACTN3 CBFA2T3																									ACTN3 CBFA2T3				ACTN3 CBFA2T3	ACTN3 CBFA2T3											ACTN3 CBFA2T3						
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH											RGS4 TP73																								RGS4 TP73						RGS4 TP73	RGS4 TP73							RGS4 TP73						RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_OSSIFICATION			GDF10 MDK SFRP1								GDF10 MDK SFRP1																MDK SFRP1	MDK SFRP1													GDF10 MDK						GDF10 MDK			GDF10 MDK								MDK SFRP1	GDF10 MDK SFRP1
GO_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION			GDF10 SFRP1								GDF10 SFRP1	GDF10 SFRP1																		GDF10 SFRP1																													GDF10 SFRP1
GO_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION												LTF SFRP1																		LTF SFRP1																													
GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY			AMBP SPINK4 TFPI2 WNT9A	LTF SERPINI1 WNT9A	AMBP DPEP1 LTF WNT9A	ADORA2A DPEP1		ADORA2A DPEP1		ADORA2A AGT TFPI2					ADORA2A AGT AMBP DPEP1 LTF SPINK4 TFPI2		ADORA2A AGT					SERPINI1 TFPI2					AGT AMBP DPEP1 SPINK4 TFPI2			AMBP LTF SERPINI1 SPINK4 TFPI2	ADORA2A AGT AMBP TFPI2 WNT9A		AGT AMBP LTF SERPINI1 SPINK4 WNT9A	AMBP SERPINI1 SPINK4 WNT9A		LTF SERPINI1 SPINK4 TFPI2	AMBP SERPINI1 WNT9A	AGT AMBP LTF SERPINI1	AGT AMBP LTF SPINK4										AGT AMBP DPEP1 LTF SERPINI1 SPINK4 TFPI2 WNT9A	ADORA2A AGT AMBP SERPINI1 TFPI2 WNT9A			ADORA2A AGT AMBP DPEP1 SERPINI1 TFPI2 WNT9A			AGT LTF			
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION			DRD2 SFRP1																								DRD2 SFRP1	DRD2 SFRP1		CHGA DRD2 KCNJ11 SFRP1	CHGA KCNJ11 SFRP1		CHGA KCNJ11								DRD2 KCNJ11				KCNJ11 SFRP1		CHGA DRD2		CHGA DRD2									KCNJ11 SFRP1	KCNJ11 SFRP1
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION			CD200 DRD2 SFRP1																								CD200 DRD2 SFRP1	CD200 DRD2 SFRP1		CHGA DRD2 KCNJ11 SFRP1	CHGA KCNJ11 SFRP1									CD200 KCNJ11	CD200 DRD2 KCNJ11				CD200 KCNJ11 SFRP1													KCNJ11 SFRP1	
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION											SFRP1 SOCS1	SFRP1 SOCS1																																															SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS				ACTN3 CBFA2T3 ELFN1 PPP1R16B RIMBP2 SOCS1	ACTN3 AMBP CBFA2T3 CDKN1C ELFN1 PPP1R16B RIMBP2 SOCS1					ADORA2A AGT ITPRIP		ACTN3 AGT CBFA2T3 CDKN1C PPP1R16B RGS4 RIMBP2 SFRP1 SOCS1	DRD2 ITPRIP PPP1R14A PPP1R16B RIMBP2		ACTN3 ADORA2A AGT AMBP ITPRIP PPP1R14A PPP1R16B RIMBP2								ITPRIP PPP1R14A PPP1R16B	AMBP PPP1R14A			ACTN3 AGT AMBP CDKN1C DRD2 ITPRIP PPP1R14A RGS4 SFRP1	ACTN3 AMBP DRD2 INSM1 ITPRIP PPP1R14A PPP1R16B RGS4 RIMBP2 SFRP1		AMBP CBFA2T3 CDKN1C DRD2 ELFN1 INSM1 ITPRIP PPP1R14A SFRP1							ACTN3 AMBP CBFA2T3 CDKN1C INSM1 PPP1R14A PPP1R16B SOCS1	AGT AMBP CDKN1C DRD2 PPP1R14A RIMBP2 SOCS1	AGT AMBP DRD2 ELFN1 PPP1R14A		ACTN3 CBFA2T3 DRD2 PPP1R14A PPP1R16B RGS4 SOCS1	ACTN3 ADORA2A CBFA2T3 CDKN1C PPP1R14A PPP1R16B RGS4 SFRP1						ADORA2A AMBP CBFA2T3 CDKN1C INSM1 ITPRIP PPP1R14A SOCS1					ACTN3 ADORA2A AGT AMBP CBFA2T3 CDKN1C ITPRIP PPP1R14A RIMBP2 SOCS1			AGT ITPRIP PPP1R16B			ACTN3 AGT CDKN1C ITPRIP PPP1R14A SFRP1 SOCS1
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION			ACTN3 AMBP DRD2 ITPRIP RGS4 SFRP1		ACTN3 AMBP CBFA2T3 CDKN1C SOCS1			ADORA2A RGS4		ADORA2A AGT ITPRIP		ACTN3 AGT CBFA2T3 CDKN1C RGS4 SFRP1 SOCS1			ACTN3 ADORA2A AGT AMBP ITPRIP												ACTN3 AGT AMBP CDKN1C DRD2 ITPRIP RGS4 SFRP1	ACTN3 AMBP DRD2 INSM1 ITPRIP RGS4 SFRP1		AMBP CBFA2T3 CDKN1C DRD2 INSM1 ITPRIP SFRP1							ACTN3 AMBP CBFA2T3 CDKN1C INSM1 SOCS1					ACTN3 ADORA2A CBFA2T3 CDKN1C RGS4 SFRP1						ADORA2A AMBP CBFA2T3 CDKN1C INSM1 ITPRIP SOCS1	AGT AMBP CBFA2T3 CDKN1C DRD2 INSM1 ITPRIP RGS4	ADORA2A AGT AMBP CBFA2T3 CDKN1C DRD2			ACTN3 ADORA2A AGT AMBP CBFA2T3 CDKN1C ITPRIP SOCS1			AGT ITPRIP			ACTN3 AGT CDKN1C ITPRIP SFRP1 SOCS1
