	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING									CRH UCN3																																		GNAO1 UCN3												
GO_PEPTIDE_HORMONE_SECRETION		BRSK2 ILDR2 SLC30A8 SNAP25 SSTR5 STX1A UCN3				BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SCT SNAP25	APLN CACNA2D2		BAIAP3 CACNA1C CACNA1E CACNA2D2 CNR1 CPE CRH GIP PTPRN SFRP1 SLC30A8 STXBP5L UCN3	APLN CACNA1E DRD2 FFAR2 PTPRN2 SSTR5 UCN3	ADCY5 GHRL GIP	ADCY5 APLN GIP STX1A STXBP5L			CARTPT ITPR1		CHGA STX1A STXBP5L				CACNA1C CACNA1E PTPRN SNAP25	CPLX1 DRD2 ILDR2 PTPRN2	GAL GIP ISL1 ITPR1 SLC30A8 STX1A UCN3		CACNA1C CACNA1E CHGA PTPRN SCT SLC30A8						CRH KCNJ11 VGF			APLN CACNA1E CACNA2D2 ITPR1 PTPRN2 SSTR5		ILDR2 ISL1 SNAP25 SOX4		CACNA2D2 CPLX1 MAFA	APLN ITPR1 MAFA		CPE CPLX1 DRD2 ILDR2 RAPGEF4		ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 FFAR1 GIP ISL1 SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		BAIAP3 CACNA1C CPE GAL GHRL ISL1 NEUROD1 PTPRN RFX6 SCT VGF		CRH SCT VGF		CPE FFAR2 GCK PTPRN2		CNR1 CPE CRH GAL NKX6-1	APLN ITPR1 KCNJ11 SSTR5 VGF	CACNA1C CACNA2D2
GO_PEPTIDE_RECEPTOR_ACTIVITY																						CCR6 CYSLTR2 SORCS2									CCR6 OGFRL1 SSTR1																								
GO_PEPTIDE_SECRETION		BRSK2 ILDR2 SLC30A8 SNAP25 SRCIN1 SSTR5 STX1A UCN3		ADCY5 POU2F2 RSAD2 SOCS1 SSTR5		APBB1 BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 RSAD2 SCT SNAP25 SOCS1			AGT BAIAP3 CACNA1C CACNA1E CACNA2D2 CNR1 CPE CRH GIP POU2F2 PTPRN SFRP1 SLC30A8 SRCIN1 STXBP5L UCN3	APLN CACNA1E DRD2 FFAR2 PTPRN2 RAB3C SCG2 SSTR5 UCN3		ADCY5 APLN GIP STX1A STXBP5L			CARTPT ITPR1		AIF1 CHGA STX1A STXBP5L		ADORA2A APLN CPE CSF1R FFAR2 PARD6A SOCS1		AGT CACNA1C CACNA1E PTPRN SNAP25		ARL4D GAL GIP ISL1 ITPR1 SCG2 SLC30A8 STX1A UCN3		AIF1 CACNA1C CACNA1E CHGA POU2F2 PTPRN SCT SLC30A8						CRH KCNJ11 SRCIN1 VGF			APLN CACNA1E CACNA2D2 CSF1R ITPR1 PTPRN2 RAB3C SSTR5					APLN ITPR1 MAFA		CPE CPLX1 DRD2 ILDR2 LTBP2 POU2F2 RAPGEF4 RSAD2 SOCS1		ABCC8 AGT APBB1 BAIAP3 CACNA1A CACNA1C CHGA DRD2 FFAR1 GIP ISL1 POU2F2 RAB3C SNAP25 SRCIN1 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		ADORA2A AGT AIF1 ARL4D BAIAP3 CACNA1C CPE GAL GHRL ISL1 NEUROD1 POU2F2 PTPRN RFX6 SCT SOCS1 VGF		CRH SCT VGF		AIF1 CPE FFAR2 GCK PTPRN2 SOCS1		AIF1 CNR1 CPE CRH CSF1R GAL NKX6-1	AGT AIF1 APBB1 APLN ITPR1 KCNJ11 SOCS1 SSTR5 VGF	
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	MAP3K12 PRKCG PRKCH ROS1 SPRED3 SPTBN4 SRCIN1 TTLL7																									CIT CLSPN CRLF1 DPF3 EPHB3 GOLGA7B INSRR NKTR NTRK1 PLCL1 SFRP1 SRCIN1				CSH2 EPHA4 IGF2 NTRK2 PRKCH SH2D3C SRCIN1 THBS4 TRPC6 TTBK1		ACE APOA1 CIT CLSPN CRLF1 DPF3 EPHB3 FKBP7 MAPK12 NUP210 PLCL1											AGT AKT3 APBB1 BGN BRSK1 CAMKV CHD5 CIT CLIP3 CLSPN DPF3 DPY19L2 ENPP2 FKBP7 GALNT16 ISL1 MAPK12 MBOAT4 PDGFD PLCL1 RET SPRED3 SPTBN4 SRCIN1 STX1A THBS4 TPGS1 TPST2 TTLL10 TTLL6 ZDHHC11												
GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION									TTLL10 TTLL6																																TPGS1 TTLL6		TPGS1 TTLL10 TTLL6												
GO_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION									CLIP3 ZDHHC11																																		CLIP3 ZDHHC11												
GO_PEPTIDYL_SERINE_DEPHOSPHORYLATION																																																		DUSP26 PPP1R16B					
GO_PEPTIDYL_SERINE_MODIFICATION	MAP3K12 PRKCG PRKCH SPTBN4					BRSK1 BRSK2 CDK5R1 MAD2L2 PLCL1 TTBK1								MAP3K12 PRKCG			MAPK12 PRKCG SH2D3C				MBOAT4 SBK1 SH2D3C SPOCK3									NTRK2 PRKCH SH2D3C TTBK1						BRSK1 CAMKV NTRK2 PRKCH SPTBN4			NTRK2 PRKCH			CAMK1 CDK5R1 GALNT16 TTBK1	AKT3 BGN BRSK1 CAMKV CLSPN GALNT16 MAPK12 MBOAT4 PLCL1 RET SPTBN4				BGN BRSK1 CLSPN GALNT16 NTRK2 PRKD1 SPOCK3						MAST1 SBK1 SH2D3C SPTBN4		
GO_PEPTIDYL_THREONINE_MODIFICATION	MAP3K12 SPRED3					CDK5R1 SPRED3 TTBK1 WNK3			SPRED3 TRPC6 TSSK4 WNK3	BCL2 CIT SBK1 TRPC6																				TRPC6 TTBK1				BCL2 GALNT16 TTBK1								CDK5R1 GALNT16 TTBK1											SBK1 SPRED3		
GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION																									NTRK1 ROS1																														
GO_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION																																																			DUSP26 PTPRN2				
GO_PEPTIDYL_TYROSINE_MODIFICATION			ACE FLT1 NTRK2 PDGFD SOCS1							CRLF1 CSH1 EPHA4 EPHB3 IGF2 PDGFD														ACE IL11		CRLF1 EPHB3 INSRR NTRK1 SFRP1 SRCIN1				CSH2 EPHA4 IGF2 NTRK2 SRCIN1 THBS4 TTBK1							EPHA4 EPHB3 INSRR										AGT CSH1 GHRL INSRR ISL1 NTRK2 SOCS1				ACE CSH1 IL11 SOCS1				
GO_PERIKARYON		DLG2 GAP43 KCNB2 TRPM2	PCSK2 SCN1B SORCS2	DLG2 KCNB2 TRPM2		CACNA1C CDK5R1 CNGA3 DLG2 RTN4RL1			CACNA1C CNGA3 CPLX2 CRH KCNB2 KIF5A KNDC1 MAP1B PCSK2 PTPRN SCN1B	CRMP1 DRD2 EPHA4 GAP43 TRPM2		DDN RTN4RL1									CACNA1C PRPH PTPRN RTN4RL1 TRPM2	CPLX1 DRD2 SORCS2 TTLL7			AIF1 CACNA1C PTPRN RTN4RL1				CPLX2 KNDC1	EPHA4 KIF5A SERPINI1	CDK5R1 CRH				DRD2 SCN1B SERPINI1 TTLL7	DDN DLG2 GRIK5 SORCS2					CPLX1 DDN DRD2 KCNB2 SERPINI1		CACNA1C CPLX2 DLG2 DRD2 GAP43 GRIK5 KCNB2 KIF5A MAP1B MAPK10 PCSK2 SCN1B	CRMP1 DRD2 KNDC1			AIF1 CACNA1C CNGA3 DLG2 PCSK2 PTPRN		CRH SCN1B	GRIK3 MAPK10	AIF1 KIF5A PRPH		AIF1 CPLX2 CRH GRIK5 KNDC1		
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	DNM3 EML1 OSBPL6 PRKCG ROS1 STXBP1	ANXA6 BRSK2 CABP7 FMN2 MX1 PRKCG SEZ6 SNAP25 SPP1 TPPP3	ANXA6 APLP1 CCDC78 DYNC1I1 NTRK2 PPP1R16B RAP1GAP2			ANKRD13B APBB1 BRSK2 CDK5R1 DNM3 EML1 MAP6 MX1 PDE2A SNAP25 SYP TTBK1		AIF1 HCN4 LAMP3 OSBPL6 RD3 SPP1 TRPC7		APLN CERKL EML1 LCP1 OSBPL6 PPP1R16B PTCH1 RAB3C STK33					CCDC78 ITPR1		AIF1 CHGA MAP6 PRKCG STXBP1 SYT5	HERC5 ITPR1 MMD2 RAP1GAP2		DYNC1I1 HERC5 MX1										CCDC78 HERC5 KIF5A NTRK2 PRR7 RASD1 TTBK1			AKR1B1 EML1 MX1 PRR7	APLN CERKL HCN4 ITPR1 PTCH1 RAB3C TTBK1					AKR1B1 APLN DYNC1I1 ITPR1 NTRK2			AKR1B1 CDK5R1 MMD2 PTPN22 RD3 STK33 TTBK1	AKR1B1 ANXA6 APBB1 APLP1 CERKL CHGA FMN2 HCN4 KIF5A LCP1 LRAT MAP1B MAP6 PTPN22 RAB3C SEZ6 SNAP25 SPP1 STK33 SYP TPPP3		SYP SYT5		AIF1 AKR1B1 CCDC78 EML1 KCNH2 LRAT MAP6 NTRK2 OSBPL6 PRR7 PTPN22 RD3 SEZ6 TPPP3 TRPC7						AIF1 ANXA6 LCP1 NCS1 RAP1GAP2 STXBP1 SYP	AIF1 AKR1B1 ANKRD13B ANXA6 APBB1 APLN APLP1 CCDC78 HCN4 ITPR1 KCNH2 LCP1 LRAT MAP6 MAPK8IP1 PDE2A PRR7 SEZ6 STK33 SYP TPPP3	
GO_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION																							APOA1 NEFL																																
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT		GFRA3 PMP22																					GFRA3 ISL1 SH3TC2		GFRA3 NTRK2 PMP22					NTRK2 SERPINI1						ISL1 NTRK2											ETV1 ISL1 NEUROG3 NTRK2 PMP22								
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION																																				ISL1 NTRK2							ETV1 ISL1				ETV1 ISL1 NTRK2								
GO_PHAGOCYTIC_CUP																																																					AIF1 LCP1	AIF1 LCP1	
GO_PHAGOCYTIC_VESICLE																																																		EVL LTF					
GO_PHAGOSOME_ACIDIFICATION								ATP6V1B1 ATP6V1G2																																			ATP6V0E2 ATP6V1G2											ATP6V0E2 ATP6V1B1	
GO_PHAGOSOME_MATURATION								ATP6V1B1 ATP6V1G2																																														ATP6V0E2 ATP6V1B1	
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS										DDC INSM1	DDC GCH1																															DDC INSM1					DDC GCH1				DDC GCH1				
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	CHRNB2 SULT1A4									BCL2 DDC DRD2 INSM1 SULT1A4	DDC GCH1	BCL2 CHRNB2																SULT1A4 TPH1					AKR1B1 DRD2									AKR1B1 DDC INSM1					AKR1B1 DDC GCH1 SULT1A4				DDC GCH1				
GO_PHOSPHATASE_BINDING	PPP1R3C ROS1 SPTBN4												CDH5 CSF1R EIF4EBP1 PPP1R3C PTPRT																		PPP1R16B PPP1R3C PTPRT			BCL2 CDH5 CSF1R		PTPRT SIRPA SPTBN4																			
GO_PHOSPHATASE_COMPLEX																																																					NKD1 PPP4R4		
GO_PHOSPHATASE_REGULATOR_ACTIVITY			ELFN1 PPP1R16B																																																				
GO_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS																																											ENPP2 LIPC												
GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS																			FABP5 LIPC																							FABP5 LIPC	ENPP2 FABP5 LIPC PCYT1B												
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING			FLT1 NTRK2 PDGFD PPP1R16B																						NTRK1 NTRK2 PDGFD																									AGT PPP1R16B					
GO_PHOSPHATIDYLINOSITOL_BINDING	KCNJ2 MCF2L NOXO1																																																						
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS																			CSF1R PLCG2 SOCS1																																				
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	KCNJ2 NOXO1																																																						
GO_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION			SOCS1 TTC7B																																						FAM126A SOCS1														
GO_PHOSPHATIDYLSERINE_BINDING		ANXA6 GAP43 SYT2								CD300LF GAP43																																													
GO_PHOSPHOLIPASE_ACTIVITY																						ENPP2 NOTUM																																	
GO_PHOSPHOLIPASE_C_ACTIVITY						NOTUM PLCL1																													NOTUM PLCG2																				
GO_PHOSPHOLIPID_BINDING	CPNE9 KCNJ2 MCF2L NOXO1 SPTBN4	ANXA6 F10 GAP43 KCNJ2 PCYT1B SYT2							APOB APOC3 ARHGAP33 BAIAP3 CCDC88A CPNE9 DPEP1 F10 FRMPD4 KCNJ2 MAP1B PCYT1B PSD SYT2																																		AMPH ANXA6 ARHGAP33 BAIAP3 CCDC88A CPNE9 DPEP1 FRMPD4 GAP43 MAP1B PCYT1B PLTP PSD RASAL1 SPTBN4												
GO_PHOSPHOLIPID_CATABOLIC_PROCESS																			LIPC PLCG2																						ENPP7 PLCG2						LIPC PLCG2								
GO_PHOSPHOLIPID_EFFLUX																																APOA1 APOC3																							
GO_PHOSPHOLIPID_METABOLIC_PROCESS																			CCL19 CSF1R FABP5 LIPC PLCG2 SOCS1																																				
GO_PHOSPHOLIPID_TRANSPORT																										ATP8B2 PLTP						APOA1 APOC3																							
GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	PPP1R3C PTPRN2																														PPP1R3C PTPRT																								
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY						NOTUM PDE2A PLCL1													PLCG2 PLCXD3			ENPP2 NOTUM				PDE6B PLCL1						ENPP7 PDE2A PLCL1									ENPP7 PDE8B PLCG2		ENPP2 PDE6B PDE8B PLCL1 PLCXD3												
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY																																DUSP2 ENPP7 EYA4 PDE2A PLCL1																							
GO_PHOSPHORUS_OXYGEN_LYASE_ACTIVITY												ADCY1 ADCY5																																											
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR																																															AK5 DLG2							AK5 MPP1	
GO_PHOSPHOTYROSINE_RESIDUE_BINDING																																			PLCG2 SHF																				
GO_PHOTORECEPTOR_CELL_CILIUM								CEP290 RD3 USH1G	CDHR1 CEP290 CERKL IMPG1 MAP1B USH2A																									CERKL KIAA1549 USH2A									CERKL MAP1B PDE6B USH2A VCAN												
GO_PHOTORECEPTOR_CELL_DEVELOPMENT									CABP4 CDHR1 CEP290 PAX6																CABP4 NTRK2 PAX6																						CABP4 CEP290 NTRK2								
GO_PHOTORECEPTOR_CELL_DIFFERENTIATION									CABP4 CDHR1 CEP290 PAX6																CABP4 NKD1 NTRK2 PAX6	CABP4 NKD1																		CEP290 NKD1			CABP4 CEP290 NTRK2 SDK2								
GO_PHOTORECEPTOR_CONNECTING_CILIUM								CEP290 USH1G															CEP290 KIAA1549											KIAA1549 USH2A		KIAA1549 USH2A								CEP290 USH2A			CEP290 USH1G								
GO_PHOTORECEPTOR_INNER_SEGMENT	ASRGL1 DNM3			ATP1A3 DNM3		DNM3 SNAP25		ASRGL1 RD3 USH1G	CERKL IMPG1 USH2A	ATP1A3 CERKL									ASRGL1 CERKL USH1G		ASRGL1 SNAP25													CERKL USH2A	DNM3 RD3	SNAP25 USH2A							ATP1A3 CERKL SNAP25 USH2A	ASRGL1 USH2A											
GO_PHOTORECEPTOR_OUTER_SEGMENT									CDHR1 CERKL IMPG1 MAP1B																																		CERKL MAP1B PDE6B VCAN												
GO_PHOTOTRANSDUCTION													PDE6B PLEKHB1													CABP4 PDE6B																													
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY									AGT RGS4												AGT RGS4																																		
GO_PH_REDUCTION								ATP6V1B1 ATP6V1G2		ATP6V1G2 BCL2																											ATP6V1G2 BCL2																	ATP6V0E2 ATP6V1B1	
GO_PIGMENTATION										BCL2 DRD2 SPARC												DRD2 SPARC											DRD2 EDAR																						
GO_PIGMENT_METABOLIC_PROCESS										AMBP BCL2																																													
GO_PLACENTA_DEVELOPMENT										E2F7 HEY1 IGF2																																													
GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE																																APOA1 APOC3																							
GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM				DLG2 DNAJB13 DST				CCDC39 DNAJB13 MAP1A	AKR1B1 CCDC39 DST HAP1 KIF5A MAP1A TCTEX1D4																						CCDC39 DNAJB13 RSPH4A				CCDC40 DNAJB13 KIF19 TCTEX1D4	DLG2 DST KIF1A	CCDC40 TTC25						AKR1B1 DLG2 HAP1 KIF5A MAP1A MAP2 RSPH4A TCTEX1D4 UCHL1				AKR1B1 DLG2 DST KIF19 TCTEX1D4 UCHL1								
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX				ATP1A3 DLG2 FXYD1 GRIN2C KCNB2 KCNJ2		CACNA1C CACNG6 CDHR3 CNIH2 DLG2 FXYD1 HSPA2 ITGBL1 KCNG1 KCNIP3 KCNJ11 LIN7A SNAP25		CACNG6 GRIN2C HCN4 KCNG1 KCNIP3 KCNJ3 SCN2A	CACNA1C CACNA1E CACNA2D2 CACNB2 CACNB4 CDHR3 CHRNA5 ITGBL1 KCNB2 KCNC1 KCNF1 KCNJ2 KCNJ3 KCNMB3 RET SCN1B SCN3B			CHRNA3 CHRNA5 CHRNB2 HSPA2 KCNC1 KCNE4 KCNMB3 SGCD STX1A									CACNA1C CACNA1E GNAO1 KCNC1 KCNJ3 PGM5 SNAP25	C7 CACNB4 CHRNA1 KCNAB2 KCNE4 KCNMB3	ATP1A3 CACNA1G CACNB4 CPT1C ITGA7 KCNAB2 KCNE4 KCNJ3 STX1A					CACNG6 KCNJ2 RET SCN2A SCN3B	KCNC1 KCNF1 KCNG1 KCNJ3 KCNMB3	CACNG7 CDH22 CHRNA1 DCHS1 GJD2				CACNA1E CACNA1G CACNA1H CACNA2D2 CDH5 GNG4 HCN4 HSPA2	CACNA1H CACNB4 CDH5 CHRNB4 FXYD1 HSPA2 ITGA7 KCNMB3 SCN1B	CACNA1G CATSPERB DLG2 GNG4 GRIK5 HSPA2 ITGA7 KCNAB2 KCNE4 LIN7A SNAP25			CDH5 HSPA2 KCNAB2				ABCC8 ATP1A3 CACNA1A CACNA1C CACNB4 CACNG7 CATSPERB CDHR3 CHRNA5 CNIH2 DLG2 DPP10 GNAO1 GNG2 GNG4 GRIK5 HCN4 ITGA7 ITGBL1 KCNB2 KCNIP3 KCNJ3 KCNMA1 KCNMB2 KCNMB3 RET SCN1B SGCD SNAP25 STX1A				CACNA1C CACNA1G CACNB4 CDH5 DCHS1 DLG2 FXYD1 INSRR KCNF1 KCNH2 KCNJ6			ATP1A3 CACNA1B DCHS1 DPP10 GNAO1 GRIK3 GRIN2C HLA-DQA2 KCNA6 PGM5	C7 GNG2 KCNA6 KCNJ6 SGCD			CDH22 CNIH2 CPT1C GRIN1 HCN4 KCNF1 KCNH2 KCNJ11 NOXO1 RET SCN1B SCN3B	CACNA1C CACNA2D2 ITGA7
GO_PLASMA_MEMBRANE_RAFT												CHRNA3 CHRNB2																						ADD2 PTCH1																					
GO_PLASMA_MEMBRANE_REGION	CHRNB2 DNM3 PARD6A PRKCG SLC14A2 SSTR3 STXBP1 UPK2	CHRM4 DLG2 DOCK8 GAP43 IGSF21 IGSF9B MPP2 MX1 MX2 PRKCG SLC8A1 SNAP25 STX1A UPK2		ATP1A3 CLDN6 DLG2 DNM3 DST FXYD1 GRIN2C TENM2		APBB1 ARC ATP6V1B1 CACNA1C CLDN6 CNIH2 DLG2 DNM3 FSD1 FXYD1 FXYD6 KCNJ11 KCTD16 LIN7A LRFN1 LRFN2 MX1 NAALADL1 PDE2A PLEKHO1 PSD SLC14A1 SNAP25 SYP			ANK2 CACNA1C CDHR1 CHRM4 CHRNA5 CLCA4 CNGA4 CNR1 DPEP1 DST FAIM2 FXYD6 GABRE KCNC1 KCNJ3 LRFN2 PCDH17 PDE2A PRKCG PSD SLC14A1 SLC16A12 SLC26A7 SLC8A1 SSTR3 SYP USH2A	ADCY1 ADD2 ARC ATP1A3 CHRNA5 DRD2 EPHA4 GABBR2 GABRB3 GABRG2 GAP43 IGSF21 KCNE4 LCP1 PTCH1 RGS9 SLC1A2 SLC38A3 TENM2 UNC13A	ANK2 CHRNA1 CLCA4 DLG2 DNM3 GABRG2 KCTD16 MUC17 SHISA9 SLC14A1	ADCY1 CHRNA3 CHRNA5 CHRNB2 CLCA4 DDN KCNC1 KCNE4 STX1A TENM2					ADCY1 AIF1 ARC NAALADL1 PRKCG SH2D3C SHISA9 SLC38A3 STX1A STXBP1		ADORA2A CHRNA5 CLDN6 LRFN2 LRP3 MX2 PARD6A PLEKHO1 SLC14A1 SLC38A3 UPK2									CLDN6 DNM3 PAPPA2 SCN2A SLC14A2 SLC22A13 UPK2	APBB1 CLCA4 DST GABRP KCNC1 KCNJ3 UPK2		ARC CNGA4 GABBR2 GRIN1 KCNJ11 MUC17 PRRT2 PTCH1					ADORA2A DDN DLG2 DST GABRP GRIK5 KCNE4 LIN7A NDRG4 PRRT2 SNAP25 SORCS2 STX2 UPK2 USH2A					ADCY1 ADD2 ARC CACNG4 CHRM4 CLDN6 DDN DRD2 GABBR2 KCTD16 MX2 NAALADL1 PLEKHO1 PRRT2 RGS9 UPK2		ANK2 APBB1 ATP1A3 CACNA1C CACNG7 CHRNA5 CLCA4 CNIH2 DLG2 DPEP1 DRD2 EFNB3 FAIM2 GABRA1 GABRE GABRP GAP43 GRIK5 IGSF21 KCNJ3 KCNMA1 LCP1 LRRTM3 MPP2 NDRG4 PAPPA2 PDE6B PSD SLC14A1 SLC16A12 SNAP25 STX1A STX2 SYP USH2A	ABCC4 ATP6V1B1 CHRNA1 CHRNB4 CNGA4 DRD2 FAIM2 FXYD6 GABRG2 IGSF9B KL LCP1 LRP3 MPP2 PARD6A PDE2A SLC14A1 SYNE2 USH2A			ADORA2A AIF1 ARC CACNA1C DLG2 DPEP1 DST FXYD1 GABRA1 IGSF9B LRFN2 MPP2 NAALADL1 NDRG4 P2RX6 PRR7 PRRT2 S100G SLC14A1 SYNE2	GRIK5 LCP1 MUC17 NAALADL1 NTNG2 STX2					AIF1 ATP1A3 CHRM4 CNR1 GRIK5 LCP1 LRP3 NAALADL1 PDE6B SH2D3C SSTR3 STXBP1 SYP	AIF1 APBB1 ATP6V1B1 CADM3 CLDN6 CNIH2 DDN EFNB3 FSD1 GRIN1 KCNJ11 LCP1 LRFN1 LRP3 LZTS1 MPP2 MUC17 P2RX6 PDE2A PRR7 SYP	
GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX											CHRNA1 DLG2 SHISA9	CHRNA3 CHRNA5 CHRNB2																																											
GO_PLATELET_ACTIVATION	PRKCG PRKCH STXBP1																PRKCG STXBP1	ITPR1 PLCG2	COL1A2 GNG2 PLCG2						PRKCH TRPC6 VAV3					COL1A2 PRKCH TRPC6									ITPR1 PRKCH																
GO_PLATELET_ALPHA_GRANULE_LUMEN										IGF2 SPARC																																													
GO_PLATELET_DENSE_GRANULE																		ABCC4 ITPR1					ABCC4 ITPR1																																
GO_PLATELET_DENSE_GRANULE_MEMBRANE																		ABCC4 ITPR1					ABCC4 ITPR1																																
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY																																											NDRG4 PDGFD RGS14	NR4A3 PDGFD											
GO_PML_BODY				RGS14 TENM2																	BASP1 RGS14															BASP1 SPTBN4																			
GO_POINTED_END_ACTIN_FILAMENT_CAPPING												TMOD1 TMOD2																																											
GO_POLYMERIC_CYTOSKELETAL_FIBER	DNM3 EML1 MTUS2 SPTBN4 TTLL7		ACTN3 CCDC181 DNAH14 DPYSL3 DYNC1I1 KCNAB2 REEP2 TTLL6						CLIP3 DST EML5 HOOK3 JAKMIP1 JAM3 KIF5A KRTAP5-2 MAP1A MAP1B MAP9 MYO3A NAV3 NEFM SLC8A1 TEKT2 TTLL6				ACTN3 CENPE EML1 KCNAB2 MAP9 TTLL7 TUBA1A						ADORA2A CCDC181 DYNC1I1 JAM3 MTUS2 SMTNL2 TPGS1 TUBB2B	DYNC1I1 MAP1A													DPYSL3 EML1 EML5 TMOD1 TPGS1										CLIP3 EML5 JAKMIP1 JAM3 KIF5A KRT4 LCP1 MAP1A MAP1B MAP2 MAP6 MTUS2 MYO3A NEFM REEP2 RGS14 SPTBN4 SYNM TMOD1 TPGS1 TPPP3 TTLL6 TUBA1A TUBB2B				ADORA2A AIF1 CLIP3 DST EML1 HOOK3 JAKMIP1 JAM3 KIF19 MAP6 MYO3A RGS14 TMOD1 TPPP3				AIF1 DNAH11 DPYSL3 DYNC1I1 KIF5A NAV3 PRPH SLC8A1 TUBB2B TUBB3		AIF1 LCP1 MYO3A REEP2 SPTBN4 TUBA1A TUBB3	ACTN3 AIF1 CLIP3 FSD1 LCP1 LRRC49 MAP1A MAP6 TMOD1 TPPP3	
GO_POLYOL_BIOSYNTHETIC_PROCESS						CYP27A1 GCH1					CYP27A1 GCH1								GCH1 PLCG2														AKR1B1 QDPR														AKR1B1 AVPR1B GCH1 PLCG2 QDPR								
GO_POLYOL_METABOLIC_PROCESS											CYP27A1 GCH1																						AKR1B1 QDPR														AKR1B1 AVPR1B GCH1 PLCG2 QDPR								
GO_PONS_DEVELOPMENT						CDK5R1 CDK5R2																									CDK5R1 GRIN1																								
GO_POSITIVE_CHEMOTAXIS										ANGPT2 PGF SCG2													PGF SCG2																																
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY									CCDC88A LIMCH1 SFRP1			EVL LIMCH1											APOA1 CCDC88A																																
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE			C2CD4B FFAR2																																																			C2CD4A C2CD4B	
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION																			CCL19 SOCS1																PTPN22 SOCS1																				
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION																			CCL19 SOCS1																																				
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	CHRNB2 STXBP1									DRD2 SLC38A3		CHRNB2 STX1A					SLC38A3 STX1A STXBP1		ADORA2A SLC38A3													DRD2 SLC38A3 STXBP1											AGT DRD2 STX1A				ADORA2A AGT CXCL12								
GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT																	SLC38A3 STXBP1		ADORA2A SLC38A3													SLC38A3 STXBP1															ADORA2A AGT								
GO_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY																																									ARC CACNG4														
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS																					AGT BASP1																																		
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT																	SLC38A3 STXBP1		ADORA2A SLC38A3													APOA1 SLC38A3 STXBP1															ADORA2A AGT AVPR1B								
