	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION			APLN BAIAP3 CSF1R DRD2 ISL1 NKX6-1 PARD6A SCT SLC30A8 SOX4 UCN3		BAIAP3 CRH CSF1R GCK PARD6A SCT									AIF1 APBB1 APLN BAIAP3 CRH CSF1R PARD6A RFX6 SCT	ADORA2A APLN GHRL SCT	AIF1 APLN BAIAP3 GCK GHRL GIP ISL1 PARD6A RFX6 SCT SLC30A8 SOX4 UCN3	AIF1 APBB1 BAIAP3 CRH CSF1R GCK GHRL GIP ISL1 RFX6 SCT SLC30A8 SOX4 UCN3	AIF1 APBB1 APLN BAIAP3 CRH DRD2 GHRL SCT SOX4 UCN3		AIF1 APLN BAIAP3 CSF1R GCK GIP OR51E2	ADORA2A APBB1 CSF1R FFAR1 GCK GHRL ISL1 SOX4 UCN3									BAIAP3 FFAR1 PARD6A			AIF1 APBB1 APLN DRD2 FFAR1 GCK GIP ISL1 SLC30A8 SOX4 UCN3	AIF1 APBB1 APLN BAIAP3 DRD2 GIP ISL1 OR51E2 SLC30A8 SOX4 UCN3	AIF1 APLN BAIAP3 CRH CSF1R DRD2 GCK GIP NKX6-1 PARD6A SCT SLC30A8 SOX4	ADORA2A AIF1 APBB1 APLN BAIAP3 CRH GCK NKX6-1 PARD6A RFX6 SCT SLC30A8 SOX4				APBB1 BAIAP3 CSF1R DRD2 GHRL ISL1 OR51E2 RFX6 SCT		CRH CSF1R PARD6A RFX6 SCT SOX4				APLN BAIAP3 CSF1R GIP NKX6-1 UCN3	AIF1 APBB1 APLN CRH DRD2 GIP NKX6-1 PARD6A RFX6 SCT SOX4					ADORA2A OR51E2 RFX6					ADORA2A AIF1 APLN BAIAP3 CSF1R RFX6 SCT SOX4 UCN3		ADORA2A APBB1 APLN CRH DRD2 GCK ISL1 PARD6A RFX6 SCT SLC30A8 SOX4 UCN3	ISL1 OR51E2 SOX4		ADORA2A AIF1 APBB1 BAIAP3 CRH CSF1R GCK GHRL GIP ISL1 PARD6A RFX6 SCT SOX4		APBB1 CRH PARD6A SCT									
GO_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION																																																												ISL1 SOX4													
GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION																								IFNE IL11	IFNE IL11																IL11 NTRK2 SH2D3C																				IL11 PRKD1 RET	BCL2 CAMK1 IFNE MAD2L2 NTRK2 PRKD1 RET SH2D3C							BCL2 IFNE MAD2L2 PRKD1 SH2D3C	IFNE IL11	CAMK1 IFNE MAD2L2 RET SH2D3C		PRKD1 SH2D3C
GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION						IL11 KIT					CSH1 CSH2								CSH1 EPHA4 GHRL IL11 NTRK2 SRCIN1		AGT CSF1R EPHA4 GHRL IL11 ISL1 SRCIN1 THBS4			CSH2 IGF2 IL11	IGF2 IL11																CSH2 EPHA4 IGF2 IL11 NTRK2 SRCIN1 THBS4													CSH1 CSH2	ACE CSH2 IGF2					ISL1 KIT		AGT CRLF1 CSF1R CSH1 EPHA4 GHRL ISL1 KIT NTRK2 SRCIN1	CRLF1 IL11 KIT SRCIN1							IGF2 IL11			
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS			APOA1 CD300LF GATA2 SIRPA												CD300LF GATA2								APOA1 TUB										APOA1 CD300LF GATA2 SIRPA																										APOA1 GATA2 SIRPA TUB														
GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING				FLT1 NTRK2 PDGFD															FLT1 NTRK2 PDGFD																			AGT FLT1 NTRK1													FLT1 NTRK2 PDGFD											AGT FLT1 KIT NTRK1 NTRK2 PDGFD											
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY																																								AVPR1B FLT1 KIT NTRK2					AGT FLT1 NTRK2																	AGT AVPR1B FLT1 KIT NTRK2											
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS						EPHA8 KIT										CCL19 EPHA8 FLT1 VAV3																EPHA8 KIT			CCL19 ENPP7 FLT1 VAV3	CCL19 ENPP7 FLT1 VAV3				ENPP7 FLT1 KIT VAV3								EPHA8 FLT1 VAV3			EPHA8 FLT1	KIT PRKD1										FLT1 KIT PRKD1 VAV3	ENPP7 KIT										
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS				ACE ADCY1 ADCY5 CAMK1 CCDC88A CDH5 CDK5R1 CDK5R2 CSF1R FLT1 FZD4 GADD45G GDF11 LEFTY1 LIMCH1 LTF NEK10 NTRK2 PAK3 PAK6 PDGFD PPP1R16B SH2D3C SOCS1 TP73 TTBK1	ACE ADCY1 ADCY5 CAMK1 CCDC88A CDH5 CDK5R1 CDK5R2 CHRNA3 CLSPN CRH CSF1R EPHB3 FGF9 FZD4 GADD45G GDF11 KLB LEFTY1 LTF NTRK2 PAK6 PDGFD PPP1R16B SH2D3C SH3RF3 SOCS1 TP73		IL11 KNDC1 MAPK8IP2				CHRNA3 CSH1 CSH2 DUSP26 PRKD1			AIF1 APLN CAMK1 CARTPT CCDC88A CDK5R1 CDK5R2 CLSPN CRH CRLF1 CSF1R EPHA4 FZD4 HSPA2 IL11 INSRR KLB LEFTY1 LIMCH1 MAD2L2 MAPK8IP1 NTRK1 PRKD1 SOCS1 SPDYA SRCIN1 TTBK1 VAV3 WNK3		AIF1 APLN AVPR1B CAMK1 CCDC88A CCL19 CCND2 CDK5R1 CDK5R2 CENPE CHRNA3 CRLF1 EDAR ENPP2 EPHA4 EPHA8 EPHB3 FGF17 FGF9 FLT1 FZD4 GADD45G GDF1 GDF10 GHRL HSPA2 ISL1 KL KLB KNDC1 LEFTY1 MAD2L2 MAPK8IP1 MMD2 NEK10 NTRK1 PAK6 PDGFD PROX1 PTPN22 RET ROBO1 ROS1 SOCS1 SPDYA SRCIN1 THBS4 TP73 TRPC6 VAV3 WNK3	ADCY1 ADCY2 ADCY5 AGT AIF1 AVPR1B CCDC88A CCL19 CCND2 CDK5R1 CDK5R2 CLIP3 CRH CRLF1 CSF1R DUSP26 EDAR ENPP2 EPHA8 FGF17 GDF1 GDF10 GHRL HSPA2 ISL1 KL KLB KNDC1 LIMCH1 LTF MAD2L2 MAP3K12 MAPK8IP1 MAPK8IP2 MMD2 NDRG4 PAK6 PGF PPP1R16B PROX1 PTPN22 RET ROS1 SOCS1 SPDYA SRCIN1 THBS4 TRPC6 WNK3	ADCY1 ADCY5 AIF1 APLN BCL2 CCDC88A CDH5 CRH CRLF1 CSH1 DRD2 EDAR EPHA4 EPHB3 FGF17 FGF9 FLT1 FZD4 GDF10 GHRL HSPA2 IFNE IGF2 KL KLB LEFTY1 MAP3K12 MAPK10 MMD2 NEK10 NTRK2 PAK6 PDGFD PGF PPP1R16B PROX1 PTPN22 ROBO1 SPDYA SRCIN1 TRPC6 TTBK1	ADCY5 APLN CDH5 CSH1 DRD2 EPHA4 FGF9 FLT1 GADD45G GHRL IL11 LEFTY1 MAP3K12 MMD2 NEK10 NTRK2 PDGFD PPP1R16B ROBO1 SH2D3C SRCIN1 TRPC6 TTBK1	ADCY1 ADCY5 AIF1 APLN BCL2 CDH5 CHRNA3 CSF1R CSH1 CSH2 EDAR FGF9 FLT1 HSPA2 LIMCH1 MAP3K12 NEK10 PRKD1 ROBO1 ROS1 SH3RF3 SPDYA SRCIN1	ADCY1 ADCY2 ADCY5 AGT BCL2 CDH5 CENPE CSF1R EDAR ENPP7 EPHA4 FLT1 FZD4 GDF1 GHRL IL11 ISL1 KL KLB LTF MAPK10 NDRG4 PAK6 PGF PPP1R16B PROX1 ROBO1 SH2D3C SRCIN1 THBS4 TRPC6 TTBK1 WNK3				CCL19 CDK5R1 IFNE IGF2 IL11 MAPK8IP2				ADCY1 ADCY2 ADCY5 APLN CCDC88A CCL19 CSF1R DUSP26 EDAR EPHB3 GDF1 GPBAR1 INSRR LIMCH1 MAP3K12 MMD2 NEK10 NTRK1 NTRK2 ROBO1 ROS1 SH2D3C SH3RF3 SOCS1 TRPC6 TTBK1			CARTPT DUSP26 EPHA8 GDF1 KIT MAPK8IP2 PAK3		ADCY1 ADCY2 AIF1 APLN BCL2 CAMK1 CCDC88A CENPE CLSPN CSH2 DRD2 EDAR ENPP2 EPHA4 EPHB3 FGF17 FGF9 GADD45G GPBAR1 HSPA2 ISL1 KL KLB LEFTY1 MAP3K12 NDRG4 NEK10 PAK6 PGF PPP1R16B SH2D3C SH3RF3 SPDYA SRCIN1 THBS4 TRPC6 TTBK1	ACE ADCY1 ADCY2 ADCY5 AIF1 APLN AVPR1B CCL19 CDH5 CDK5R2 CLIP3 CLSPN CRH CRLF1 CSF1R DRD2 EDAR ENPP2 ENPP7 EPHB3 FGF17 FGF9 FLT1 FZD4 GADD45G GDF10 GDF11 GPBAR1 IL11 INSRR KL KLB LEFTY1 LTF MAPK8IP1 NDRG4 NEK10 NTRK1 NTRK2 PDGFD PGF PROX1 PTPN22 ROBO1 ROS1 SPDYA SRCIN1 THBS4 TP73 TRPC6 VAV3	ACE ADCY1 AGT AIF1 APLN AVPR1B BCL2 CARTPT CCL19 CCND2 CDH5 CDK5R2 CENPE CLIP3 CLSPN CRH CRLF1 ENPP7 EPHA4 EPHB3 FGF17 FGF9 FLT1 FZD4 GADD45G GDF11 GPBAR1 HSPA2 IGF2 INSRR KL KLB MAP3K12 MAPK10 MAPK8IP1 NDRG4 NTRK1 NTRK2 PAK3 PAK6 PDGFD PGF PROX1 PTPN22 ROS1 SH2D3C SPDYA SRCIN1 THBS4 TP73 TRPC6 TTBK1 VAV3		ADCY2 AGT CDH5 CHRNA3 CRH DUSP26 FLT1 FZD4 GADD45G GDF11 HSPA2 INSRR KLB LTF NEK10 NTRK1 PPP1R16B RET SH3RF3 SOCS1 SRCIN1 TP73	ADCY2 ADCY5 CDH5 CRH FZD4 GDF11 HSPA2 KIT KLB MAP3K12 MAPK10 NEK10 NTRK1 PPP1R16B RET SH3RF3	ADCY5 AVPR1B CAMK1 CCDC88A CCND2 CDK5R1 CSF1R DRD2 ENPP2 ENPP7 EPHA4 EPHB3 FGF9 FLT1 GADD45G GDF10 GHRL ISL1 KIT KNDC1 LIMCH1 LTF MAP3K12 MAPK10 NEK10 NTRK2 PAK3 PAK6 PDGFD PPP1R16B PROX1 ROBO1 ROS1 SH2D3C SOCS1 TP73 TTBK1 VAV3	ADCY1 CENPE CLSPN CSH2 EPHA4 GADD45G GDF1 IGF2 IL11 KLB LTF MAPK10 MAPK8IP2 NEK10 NTRK2 PGF ROBO1 SH2D3C SRCIN1 THBS4 TRPC6 TTBK1	CDK5R1 CENPE CLSPN CRH CRLF1 CSF1R EDAR FZD4 GDF11 GPBAR1 LEFTY1 MAD2L2 MAPK10 MAPK8IP1 PAK6 PPP1R16B SH2D3C SH3RF3 SOCS1 SRCIN1 TP73 VAV3		ACE ADCY1 ADCY2 ADCY5 AGT AVPR1B BCL2 CAMK1 CCL19 CCND2 CDH5 CHRNA3 CLSPN CRH CRLF1 DRD2 EDAR ENPP7 EPHA4 EPHB3 FGF17 FZD4 GDF10 GDF11 GPBAR1 HSPA2 INSRR KLB LEFTY1 LIMCH1 LTF MAP3K12 MAPK10 NDRG4 NTRK1 NTRK2 PGF PRKD1 PROX1 ROS1 SOCS1 SPDYA THBS4 TP73 TRPC6 TTBK1 WNK3	ADCY2 ADCY5 AGT APLN BCL2 CARTPT CDH5 DRD2 EDAR ENPP7 EPHA4 FGF9 FLT1 GPBAR1 KL LTF NEK10 NTRK2 PAK6 ROBO1 ROS1 SRCIN1 TRPC6	ADCY1 ADCY5 APLN BCL2 CDH5 CDK5R2 CHRNA3 CRLF1 CSF1R DUSP26 EDAR EPHB3 FGF9 GPBAR1 HSPA2 LEFTY1 LTF MAPK10 MMD2 NDRG4 NEK10 NTRK2 PAK6 PGF PROX1 ROBO1 SOCS1 SRCIN1 THBS4 TTBK1	ACE ADCY5 AIF1 APLN AVPR1B BCL2 CDH5 CLSPN CRH CRLF1 DRD2 DUSP26 EDAR FGF17 FGF9 FLT1 FZD4 GDF10 GPBAR1 HSPA2 LIMCH1 MAD2L2 MAP3K12 MAPK10 MMD2 NEK10 NTRK2 PAK6 PDGFD PGF PPP1R16B PROX1 PTPN22 RET ROBO1 SH3RF3 SOCS1 THBS4 TP73 TTBK1	ADCY5 AIF1 CDK5R2 CHRNA3 CLIP3 EPHA4 EPHA8 EPHB3 FLT1 FZD4 GADD45G GDF11 HSPA2 ISL1 KL LEFTY1 MAPK10 NDRG4 NEK10 NTRK2 PPP1R16B ROBO1 SH2D3C SH3RF3 SPDYA SRCIN1 THBS4 TP73 TTBK1 VAV3	BCL2 CDK5R2 CSF1R EPHA4 EPHB3 FZD4 GADD45G INSRR LIMCH1 NTRK1 PAK6								ACE ADCY5 AIF1 APLN CAMK1 CCND2 CDK5R1 CENPE CRLF1 CSF1R EDAR EPHA4 EPHB3 FZD4 GADD45G GDF10 GPBAR1 HSPA2 KLB LEFTY1 LIMCH1 MAD2L2 MAP3K12 MAPK10 MAPK8IP1 MMD2 NDRG4 NEK10 NTRK2 PAK6 PGF PROX1 PTPN22 RET ROBO1 ROS1 SH2D3C SH3RF3 SOCS1 SRCIN1 THBS4 TP73 TTBK1	ADCY1 ADCY2 AGT AIF1 APLN BCL2 CARTPT CCDC88A CCL19 CCND2 CDH5 CDK5R1 CDK5R2 CENPE CLIP3 CLSPN CSF1R CSH1 DRD2 DUSP26 EDAR ENPP2 ENPP7 EPHB3 FGF17 FGF9 FLT1 FZD4 GADD45G GDF11 GPBAR1 HSPA2 IFNE ISL1 KL KLB LEFTY1 LIMCH1 LTF MAP3K12 MAPK10 MMD2 NDRG4 PAK6 PDGFD PGF PROX1 PTPN22 RET ROS1 SH3RF3 SRCIN1 THBS4 TP73 TTBK1	ADCY1 AGT APLN CCDC88A CCL19 CCND2 CDH5 CENPE CLIP3 CLSPN CRH CRLF1 DRD2 DUSP26 EDAR ENPP2 ENPP7 EPHA8 FGF9 FZD4 GADD45G GDF1 GDF10 GDF11 GPBAR1 HSPA2 ISL1 KL KNDC1 LIMCH1 MAPK8IP1 NDRG4 NTRK1 NTRK2 PDGFD PGF PROX1 RET THBS4 TP73 WNK3	CARTPT EDAR ISL1 KIT LEFTY1 SH3RF3	AVPR1B CLSPN EPHA4 GADD45G GDF1 GDF11 IL11 MAP3K12 PPP1R16B PRKD1 RET	ADCY1 ADCY2 ADCY5 AGT AIF1 AVPR1B BCL2 CAMK1 CARTPT CCDC88A CDH5 CDK5R1 CDK5R2 CLIP3 CLSPN CRH CRLF1 CSF1R CSH1 EDAR EPHA4 EPHB3 FLT1 FZD4 GADD45G GDF10 GDF11 GHRL HSPA2 IFNE INSRR ISL1 KIT KLB KNDC1 LEFTY1 LIMCH1 MAD2L2 MAPK10 NDRG4 NEK10 NTRK1 NTRK2 PAK6 PDGFD PGF PRKD1 PTPN22 RET ROBO1 SH2D3C SOCS1 SRCIN1 TP73 TTBK1 VAV3		ADCY5 AVPR1B CCDC88A CRH EDAR EPHA4 FZD4 LEFTY1 PAK6 PDGFD THBS4 TP73 TTBK1			ACE AIF1 CSH1 DUSP26 EDAR GDF1 GDF10 IFNE IL11 MAP3K12 MAPK10 NDRG4 NEK10 PAK6 PROX1 ROBO1 SH3RF3 SOCS1			IFNE IGF2 IL11 SPDYA	ADCY5 AGT AIF1 APLN CAMK1 CDK5R1 CDK5R2 CENPE CLIP3 CRH CRLF1 EPHA4 FZD4 GDF10 GPBAR1 HSPA2 IFNE KL LIMCH1 MAD2L2 MAP3K12 MAPK8IP1 PAK6 PGF PTPN22 RET SH2D3C SOCS1 SPDYA THBS4 WNK3		
GO_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY					CCDC88A DNM3 DZIP1 TENM2														DNM3 DPYSL3 DZIP1 HAP1										CCDC88A CCL19 DNM3 TENM2					CCDC88A DNM3 DPYSL3 DZIP1 HAP1 TENM2					DNM3 KIT TENM2																																		
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY				GAL KCNC1	ANK2 GAL KCNC1												ANK2 GAL KCNC1		ANK2 KCNC1												GAL KCNC1		ANK2 GAL KCNC1		ANK2 GAL KCNC1	ANK2 GAL KCNC1						ANK2 GAL KCNC1		ANK2 GAL KCNC1	ANK2 KCNC1						ANK2 KCNC1											ANK2 GAL KCNC1									GAL KCNC1		
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT			FHL1 GAL KCNJ2	GAL KCNC1 KCNJ2 WNK2	ANK2 GAL KCNC1 KCNH2 KCNJ2 WNK2									FHL1 GAL WNK3	FHL1 KCNH2	ANK2 GAL KCNH2 KCNJ2 WNK2 WNK3	ANK2 GAL KCNC1 KCNH2 KCNJ2 WNK2 WNK3		ANK2 KCNC1 WNK2		ANK2 FHL1 WNK2 WNK3										GAL KCNC1		ANK2 FHL1 GAL KCNC1 KCNJ2		ANK2 GAL KCNC1 KCNJ2 WNK2	ANK2 GAL KCNC1 KCNH2 KCNJ2 WNK2		GAL KCNH2 KCNJ2	KCNC1 KCNJ2	GAL KCNC1 KCNH2		ANK2 GAL KCNC1 KCNH2		ANK2 GAL KCNC1 KCNJ2 WNK3	ANK2 FHL1 KCNC1			ANK2 KCNJ2 WNK2			ANK2 KCNC1 WNK2		ANK2 KCNH2 WNK2				ANK2 KCNC1 KCNJ2 WNK2	ANK2 FHL1 KCNC1 KCNH2 WNK2	GAL KCNC1 KCNJ2 WNK3			ANK2 GAL KCNC1 KCNH2 KCNJ2 WNK2									GAL KCNC1 KCNH2 KCNJ2 WNK3		
GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II															APLN GATA2					APLN ATOH8									APLN ATOH8																	APLN ATOH8																											
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE																	FFAR2 MAD2L2 NR4A3 PTPN22 RSAD2 SPON2				FFAR2 FFAR3 NR4A3 RSAD2 SPON2																					FFAR2 MAD2L2 NR4A3 RSAD2 SPON2																															
GO_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION			CAMK1 FAM161A ISL1 SOX4																														CAMK1 FAM161A ISL1 SOX4	CAMK1 FAM161A ISL1 SOX4						CAMK1 FAM161A ISL1								FAM161A ISL1 SOX4												ISL1 SOX4		CAMK1 FAM161A ISL1 SOX4											
GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION				ACE NEK10 PDGFD	ACE PDGFD														NEK10 PDGFD																ACE NEK10 PDGFD												ACE NEK10 PDGFD																				ACE NEK10						
GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING				ACE PLCL1 SPON1										DACT1 EPHA4 PLCL1 SPON1																			ADD2 DACT1 EPHA4 PLCL1 SPON1			ACE ADD2 DACT1 EPHA4 PLCL1 SPON1												DACT1 EPHA4 PLCL1 SPON1							ACE DACT1									EPHA4 PLCL1									
GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY																																																																									NAV3 TPPP3 TTBK1
GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION																			CDH5 PPP1R16B																			CDH5 DUSP26 PPP1R16B	CDH5 PPP1R16B								CDH5 DUSP26 PPP1R16B																			CDH5 DUSP26 PPP1R16B							
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY			ADCY1 CAMK1 CCND2 CENPE CLSPN CSF1R DRD2 EPHA4 FZD4 GADD45G PAK3 PAK6 PDGFD PROX1 SPDYA SRCIN1 TTBK1	ACE ADCY1 ADCY5 CAMK1 CCDC88A CDK5R1 CDK5R2 CSF1R FLT1 FZD4 GADD45G LTF NEK10 NTRK2 PAK3 PAK6 PDGFD SOCS1 TP73 TTBK1	ACE ADCY1 ADCY5 CAMK1 CCDC88A CDK5R1 CDK5R2 CHRNA3 CLSPN CSF1R FZD4 GADD45G LTF NTRK2 PAK6 PDGFD SOCS1 TP73											CAMK1 CCDC88A CCL19 CCND2 CDK5R1 CDK5R2 CENPE CHRNA3 EPHA4 FLT1 FZD4 GADD45G GHRL MMD2 NEK10 NTRK1 PAK6 PDGFD PROX1 RET ROBO1 SOCS1 SPDYA SRCIN1 TP73		ADCY1 ADCY5 CCDC88A DRD2 EPHA4 FLT1 FZD4 GHRL IGF2 MAP3K12 MAPK10 MMD2 NEK10 NTRK2 PAK6 PDGFD PROX1 ROBO1 SPDYA SRCIN1 TTBK1	ADCY5 DRD2 EPHA4 FLT1 GADD45G GHRL MAP3K12 MMD2 NEK10 NTRK2 PDGFD ROBO1 SRCIN1 TTBK1		ADCY1 ADCY2 ADCY5 AGT CENPE CSF1R EPHA4 FLT1 FZD4 GHRL LTF MAPK10 PAK6 PROX1 ROBO1 SRCIN1 TTBK1				CCL19 CDK5R1 IGF2				ADCY1 ADCY2 ADCY5 CCDC88A CCL19 CSF1R MAP3K12 MMD2 NEK10 NTRK1 NTRK2 ROBO1 SOCS1 TTBK1							ACE ADCY1 AGT CARTPT CCL19 CCND2 CDK5R2 CENPE CLSPN EPHA4 FLT1 FZD4 GADD45G IGF2 MAP3K12 MAPK10 NTRK1 NTRK2 PAK3 PAK6 PDGFD PROX1 SPDYA SRCIN1 TP73 TTBK1		ADCY2 AGT CHRNA3 FLT1 FZD4 GADD45G LTF NEK10 NTRK1 RET SOCS1 SRCIN1 TP73	ADCY2 ADCY5 FZD4 KIT MAP3K12 MAPK10 NEK10 NTRK1 RET	ADCY5 CAMK1 CCDC88A CCND2 CDK5R1 CSF1R DRD2 EPHA4 FLT1 GADD45G GHRL KIT LTF MAP3K12 MAPK10 NEK10 NTRK2 PAK3 PAK6 PDGFD PROX1 ROBO1 SOCS1 TP73 TTBK1	ADCY1 CENPE CLSPN EPHA4 GADD45G IGF2 LTF MAPK10 NEK10 NTRK2 ROBO1 SRCIN1 TTBK1			ACE ADCY1 ADCY2 ADCY5 AGT CAMK1 CCL19 CCND2 CHRNA3 CLSPN DRD2 EPHA4 FZD4 LTF MAP3K12 MAPK10 NTRK1 NTRK2 PROX1 SOCS1 SPDYA TP73 TTBK1	ADCY2 ADCY5 AGT CARTPT DRD2 EPHA4 FLT1 LTF NEK10 NTRK2 PAK6 ROBO1 SRCIN1	ADCY1 ADCY5 CDK5R2 CHRNA3 CSF1R LTF MAPK10 MMD2 NEK10 NTRK2 PAK6 PROX1 ROBO1 SOCS1 SRCIN1 TTBK1	ACE ADCY5 CLSPN DRD2 FLT1 FZD4 MAP3K12 MAPK10 MMD2 NEK10 NTRK2 PAK6 PDGFD PROX1 RET ROBO1 SOCS1 TP73 TTBK1		CDK5R2 CSF1R EPHA4 FZD4 GADD45G NTRK1 PAK6								ACE ADCY5 CAMK1 CCND2 CDK5R1 CENPE CSF1R EPHA4 FZD4 GADD45G MAP3K12 MAPK10 MMD2 NEK10 NTRK2 PAK6 PROX1 RET ROBO1 SOCS1 SRCIN1 TP73 TTBK1	ADCY1 ADCY2 AGT CARTPT CCDC88A CCL19 CCND2 CDK5R1 CDK5R2 CENPE CLSPN CSF1R DRD2 FLT1 FZD4 GADD45G LTF MAP3K12 MAPK10 MMD2 PAK6 PDGFD PROX1 RET SRCIN1 TP73 TTBK1			CLSPN EPHA4 GADD45G MAP3K12 RET	ADCY1 ADCY2 ADCY5 AGT CAMK1 CARTPT CCDC88A CDK5R1 CDK5R2 CLSPN CSF1R EPHA4 FLT1 FZD4 GADD45G GHRL KIT MAPK10 NEK10 NTRK1 NTRK2 PAK6 PDGFD RET ROBO1 SOCS1 SRCIN1 TP73 TTBK1	CENPE CHRNA3 GADD45G KIT MAP3K12 SPDYA SRCIN1 TTBK1	ADCY5 CCDC88A EPHA4 FZD4 PAK6 PDGFD TP73 TTBK1									
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING								CCL19 IGF2																	CCL19 IGF2																																																
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY																							PRKCH WNK3					DPP10 PRKCH																																													
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE																							CDK5R1 PRKCH WNK3					CDK5R1 DPP10 PRKCH																																													
GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION																	SOX4 SPON1 TNP1			SPON1 TNP1														SOX4 SPON1 TNP1					SOX4 SPON1		SOX4 TNP1	SOX4 SPON1						SOX4 SPON1																		SOX4 TNP1							
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS				ACE ADCY1 ADCY5 CAMK1 CBFA2T3 CCDC88A CDH5 CDK5R1 CDK5R2 CSF1R FLT1 FZD4 GADD45G GDF11 LEFTY1 LIMCH1 LRRTM3 LTF NEK10 NTRK2 PAK3 PAK6 PDGFD PPP1R16B SH2D3C SOCS1 SPON1 TP73 TTBK1	ACE ADCY1 ADCY5 CAMK1 CBFA2T3 CCDC88A CDH5 CDK5R1 CDK5R2 CHRNA3 CLSPN CRH CSF1R FGF9 FZD4 GADD45G GDF11 KLB LEFTY1 LTF NTRK2 PAK6 PDGFD PPP1R16B SH2D3C SH3RF3 SOCS1 SPON1 ST18 TP73 USP13																				CCL19 CDK5R1 IFNE IGF2 IL11 LRRTM3 MAPK8IP2 TNP1																ADCY1 CENPE CLSPN CSH2 EPHA4 GADD45G GDF1 IGF2 IL11 KLB LTF MAPK10 MAPK8IP2 NEK10 NTRK2 PGF PRR7 ROBO1 SH2D3C SOX4 SRCIN1 ST18 THBS4 TNP1 TRPC6 TTBK1					ADCY1 ADCY5 BCL2 CDH5 CDK5R2 CHRNA3 CRLF1 CSF1R DUSP26 EDAR FGF9 GPBAR1 HSPA2 LEFTY1 LTF MAPK10 MMD2 NDRG4 NEK10 NTRK2 PAK6 PGF PROX1 PRR7 ROBO1 SOCS1 SPON1 SRCIN1 THBS4 TTBK1 UBE2S														CARTPT DACT1 EDAR ISL1 KIT LEFTY1 SH3RF3 SOX4				ADCY5 AVPR1B CCDC88A CRH EDAR EPHA4 FZD4 LEFTY1 MAPK12 PAK6 PDGFD THBS4 TP73 TTBK1									
