	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_		HSPA2 TUBB3	TUBA1A TUBB3					DYNC1I1 HSPA2 TUBB3		DYNC1I1 HSPA2 TUBA1A	HSPA2 TUBA1A TUBB3		DYNC1I1 HSPA2 TUBB4A	DYNC1I1 TUBA1A					DYNC1I1 TUBB4A		DYNC1I1 HSPA2			HSPA2 TUBA1A	HSPA2 TUBA1A		DYNC1I1 TUBB3	HSPA2 TUBB3		DYNC1I1 HSPA2 TUBB4A	DYNC1I1 HSPA2 TUBB4A				HSPA2 TUBB3		HSPA2 TUBA1A TUBB3 TUBB4A		DYNC1I1 HSPA2 TUBB3	DYNC1I1 HSPA2 TUBA1A		TUBA1A TUBB3 TUBB4A			DYNC1I1 HSPA2 TUBB3	HSPA2 TUBA1A TUBB3	DYNC1I1 HSPA2 TUBB3			DYNC1I1 HSPA2 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_INFECTIOUS_DISEASE						ADORA2A DPEP1 IGHG1 TUBB4A										ADORA2A NOXO1 TUBB4A		ADORA2A IGHG1																																			DYNC1I1 LTF NOXO1			
REACTOME_INSULIN_PROCESSING											CPE PCSK1			CPE PCSK1										CPE PCSK1														CPE PCSK1							CPE PCSK1	CPE PCSK1	CPE PCSK1			CPE PCSK1						
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM			ABCC8 GNG4 SYT5	ABCC8 KCNJ11 SYT5	ABCC8 KCNJ11					ABCC8 GNG4 SYT5	ABCC8 GNG4 SYT5																GNG4 KCNJ11 SYT5	GNG4 KCNJ11 SYT5									GNG4 KCNJ11					GNG4 KCNJ11 SYT5			ABCC8 GNG4 KCNJ11 SYT5	ABCC8 GNG4 SYT5					ABCC8 GNG4				KCNJ11 SYT5	ABCC8 GNG4 KCNJ11
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS			COL16A1 JAM3																																																					
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS				SCN1B SCN3A						SCN1B SCN3A																																														
REACTOME_INTERFERON_GAMMA_SIGNALING				CAMK2B SOCS1	CAMK2B SOCS1																													CAMK2B SOCS1																						CAMK2B SOCS1
REACTOME_INTRAFLAGELLAR_TRANSPORT			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC								DYNC1I1 KIF19 TUBB3											DYNC1I1 TUBB4A																		KIF1A TUBA1A TUBB3 TUBB4A		DYNC1I1 KIF1A TUBB3	DYNC1I1 TUBA1A		KIF1A TUBA1A TUBB3 TUBB4A								DYNC1I1 KIF19 TUBA1A TUBB3 TUBB4A					DYNC1I1 TUBA1A TUBB3	
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS			ABCC8 GNG4	ABCC8 GABBR2 KCNJ11	ABCC8 KCNJ11					ABCC8 GNG4	ABCC8 GNG4														ABCC8 GABBR2		GNG4 KCNJ11	GABBR2 GNG4 KCNJ11		ABCC8 KCNJ11		ABCC8 GABBR2 GNG4		GABBR2 KCNJ11			GNG4 KCNJ11	GABBR2 KCNJ11	GABBR2 GNG4			GABBR2 GNG4 KCNJ11			ABCC8 GABBR2 GNG4 KCNJ11	ABCC8 GABBR2 GNG4	GABBR2 GNG4			GABBR2 GNG4	ABCC8 GNG4					ABCC8 GNG4 KCNJ11
REACTOME_ION_CHANNEL_TRANSPORT																																																			CAMK2B CLCNKA					
REACTOME_ION_HOMEOSTASIS				CAMK2B KCNJ11	CAMK2B KCNJ11																									CAMK2B KCNJ11				CAMK2B KCNJ11								CAMK2B KCNJ11			CAMK2B KCNJ11											CAMK2B KCNJ11
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES			ATP13A4 CAMK2B	ATP13A4 CAMK2B						ATP13A4 CAMK2B																				ATP13A4 CAMK2B					ATP13A4 CAMK2B							ATP13A4 CAMK2B														ATP13A4 CAMK2B
REACTOME_KINESINS			KIF1A TUBA1A TUBB3		KIF19 TUBB4A			KIF19 TUBB3			KIF19 TUBA1A TUBB3																			KIF19 TUBB4A							KIF1A TUBA1A TUBB3 TUBB4A		KIF1A TUBB3			KIF1A TUBA1A TUBB3 TUBB4A			KIF19 TUBB3	KIF19 TUBA1A TUBB3				KIF19 TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_L1CAM_INTERACTIONS				SCN1B SCN3A	SCN1B TUBB4A					SCN1B SCN3A TUBA1A	SCN1B TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A													SCN1B TUBA1A TUBB3	
REACTOME_LEISHMANIA_INFECTION						ADORA2A DPEP1 IGHG1	ADORA2A DPEP1									ADORA2A NOXO1	IGHG1 NOXO1	ADORA2A IGHG1																																ADORA2A DPEP1 GGT5 GNG4 IGHG1 NOXO1 PLCG2	GNG4 IGHG1 PLCG2					
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION																																										DPEP1 GGT5				DPEP1 GGT5				DPEP1 GGT5						
REACTOME_MAPK6_MAPK4_SIGNALING																																																							MAPK4 MMP2	
REACTOME_MEMBRANE_TRAFFICKING																			DYNC1I1 TUBB4A										KIF1A RAB39B																											
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES																						ASRGL1 BHMT	ASRGL1 NNMT QDPR													ASRGL1 NNMT QDPR																				
REACTOME_METABOLISM_OF_CARBOHYDRATES																															AKR1B1 GPC2 PPP1R3C PRELP																									
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS								GPC2 RBP1			CLPS GPC2 RBP1																			CLPS GPC2	CLPS GPC2	CLPS RBP1			CLPS RBP1				GPC2 RBP1							GPC2 RBP1				CLPS GPC2 RBP1						
REACTOME_METABOLISM_OF_LIPIDS																										CYP27A1 G0S2																														
REACTOME_METABOLISM_OF_NUCLEOTIDES					AK5 AMPD3								AK5 AMPD3											AK5 AMPD3															AK5 AMPD3					AK5 AMPD3										AK5 AMPD3		
REACTOME_METABOLISM_OF_STEROIDS																																															AKR1B1 CYP27A1 OSBPL6									
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS											CLPS ENPP2 GPC2 NNMT RBP1																					CLPS ENPP2 NNMT RBP1							GPC2 NNMT RBP1																	
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_MITOTIC_G2_G2_M_PHASES																																					TUBA1A TUBB3 TUBB4A																			
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE																			DYNC1I1 TUBB4A																		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A															DYNC1I1 TUBA1A TUBB3	
REACTOME_MITOTIC_PROMETAPHASE																			DYNC1I1 TUBB4A																		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A															DYNC1I1 TUBA1A TUBB3	
REACTOME_MUSCLE_CONTRACTION				ACTN3 CAMK2B KCNJ11 SCN1B SCN3A	ACTN3 CAMK2B KCNJ11 SCN1B					ACTN3 CAMK2B MYBPC2 SCN1B SCN3A													KCNK3 SCN3A		ACTN3 CAMK2B KCNK3 TMOD1		CACNG4 KCNJ11 KCNK3 TMOD1	CACNG4 KCNJ11 KCNK3 TMOD1		CAMK2B KCNJ11 KCNK3 TMOD1		CACNG4 CAMK2B KCNK3 SCN3A		ACTN3 CAMK2B KCNJ11 KCNK3 SCN1B	CAMK2B KCNK3 SCN1B TMOD1				ACTN3 KCNK3 TMOD1			CACNG4 CAMK2B KCNJ11 MYBPC2 TMOD1			CAMK2B KCNJ11 KCNK3 MYBPC2 SCN1B TMOD1										KCNJ11 KCNK3 SCN1B TMOD1	ACTN3 CAMK2B KCNJ11 SCN1B TMOD1
REACTOME_M_PHASE																			DYNC1I1 TUBB4A																																					
REACTOME_NCAM1_INTERACTIONS																																			CACNA1H GFRA1			CACNA1H GFRA1																		
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH																																			CACNA1H GFRA1			CACNA1H GFRA1																		
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS			SFRP1 WIF1 WNT9A							SFRP1 WNT9A														SFRP1 WIF1	SFRP1 WIF1		SFRP1 WIF1	SFRP1 WNT9A		WIF1 WNT9A	WIF1 WNT9A															WIF1 WNT9A									SFRP1 WNT9A	SFRP1 WNT9A
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		CACNA1H DPYSL3 DPYSL4 TUBB3																	EPHB3 GFRA1 TUBB4A																CACNA1H DPYSL3 DPYSL4 EPHB3 GFRA1 MMP2 MSI1 PMP22 SCN1B TUBB3	DPYSL3 DSCAML1 MMP2 PMP22	CACNA1H EPHB3 TUBA1A TUBB3 TUBB4A			DSCAML1 MSI1 TUBA1A						DPYSL3 DPYSL4 DSCAML1 EPHB3 GFRA1 MSI1 PMP22 SCN1B TUBA1A TUBB3				DPYSL3 DSCAML1 EPHB3 GFRA1 MMP2 MSI1 PMP22 TUBA1A TUBB3 TUBB4A					MMP2 MSI1 SCN1B TUBA1A TUBB3	
REACTOME_NEURONAL_SYSTEM			ABCC8 CAMK2B CHRNA1 CPLX1 GNG4 SLC1A2 SLITRK6 TUBA1A TUBB3	ABCC8 CAMK2B CHRNB2 GABBR2 KCNF1 KCNJ11	ABCC8 CAMK2B CHRNA3 CHRNB2 KCNF1 KCNJ11 SLC1A2 TUBB4A		CHRNA3 LRFN1			ABCC8 CAMK2B CHRNA1 CHRNA3 CHRNB2 GNG4 KCNF1 KCNH6 SLITRK6 TUBA1A	ABCC8 CHRNA1 CHRNB2 GNG4 KCNF1 KCNH6 SLITRK6 TUBA1A TUBB3	CHRNA1 CHRNB2 GABBR2 SLC1A2 SLITRK6	CHRNA3 CHRNB2 CPLX1 GABBR2 SLITRK6 TUBB4A	ABCC8 KCNH6 KCNK3 SLC1A2 TUBA1A		KCNF1 TUBB4A			CHRNA3 TUBB4A			CAMK2B CPLX1		ABCC8 CHRNA1 CPLX1 SLITRK6 TUBA1A	ABCC8 CAMK2B CHRNA1 CPLX1 GABBR2 KCNK3 SLITRK6 TUBA1A		CACNG4 CHRNA1 CHRNB2 CPLX1 GNG4 KCNH6 KCNJ11 KCNK3 SLC1A2 SLITRK6 TUBB3	CACNG4 CPLX1 GABBR2 GNG4 KCNH6 KCNJ11 KCNK3 SLC1A2 SLITRK6 TUBB3		ABCC8 CAMK2B CHRNA1 CHRNA3 CPLX1 KCNF1 KCNJ11 KCNK3 SLC1A2 TUBB4A	CHRNA1 KCNK3 SLC1A2 TUBB4A	ABCC8 CACNG4 CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 KCNF1 KCNK3 SLC1A2 SLITRK6			CAMK2B CHRNA3 CHRNB2 CPLX1 GNG4 KCNH6 KCNK3 LRFN1 TUBB3		CHRNA3 GNG4 KCNH6 KCNJ11 KCNK3 TUBA1A TUBB3 TUBB4A		CHRNA3 CPLX1 GABBR2 GNG4 KCNK3 SLC1A2 TUBB3	CPLX1 SLITRK6 TUBA1A		CACNG4 CAMK2B CHRNA1 CHRNA3 GABBR2 GNG4 KCNF1 KCNH6 KCNJ11 TUBA1A TUBB3 TUBB4A		CACNG4 CHRNA1 CPLX1 GABBR2 SLC1A2 SLITRK6	ABCC8 CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 KCNF1 KCNH6 KCNJ11 KCNK3 SLC1A2 TUBB3	ABCC8 CHRNA1 CHRNB2 GABBR2 GNG4 KCNF1 KCNH6 KCNK3 LRFN1 SLC1A2 SLITRK6 TUBA1A TUBB3	CHRNA1 CPLX1 GABBR2 GNG4 SLITRK6 TUBB3			CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 KCNF1 KCNK3 LRFN1 TUBA1A TUBB3 TUBB4A	ABCC8 CAMK2B CHRNA3 GNG4 LRFN1 TUBB4A				KCNH6 KCNJ11 KCNK3 TUBA1A TUBB3	ABCC8 CAMK2B CHRNA1 GNG4 KCNF1 KCNJ11 LRFN1
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION			CAMK2B CHRNA1 GNG4 TUBA1A TUBB3	CAMK2B CHRNB2 GABBR2	CAMK2B CHRNA3 CHRNB2 TUBB4A					CAMK2B CHRNA1 CHRNA3 CHRNB2 GNG4 TUBA1A	CHRNA1 CHRNB2 GNG4 TUBA1A TUBB3	CHRNA1 CHRNB2 GABBR2	CHRNA3 CHRNB2 GABBR2 TUBB4A						CHRNA3 TUBB4A						CAMK2B CHRNA1 GABBR2 TUBA1A		CACNG4 CHRNA1 CHRNB2 GNG4 TUBB3	CACNG4 GABBR2 GNG4 TUBB3		CAMK2B CHRNA1 CHRNA3 TUBB4A		CACNG4 CAMK2B CHRNA1 GABBR2 GNG4			CAMK2B CHRNA3 CHRNB2 GNG4 TUBB3		CHRNA3 GNG4 TUBA1A TUBB3 TUBB4A		CHRNA3 GABBR2 GNG4 TUBB3			CACNG4 CAMK2B CHRNA1 CHRNA3 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A		CACNG4 CHRNA1 GABBR2	CAMK2B CHRNA1 GABBR2 GNG4 TUBB3	CHRNA1 CHRNB2 GABBR2 GNG4 TUBA1A TUBB3	CHRNA1 GABBR2 GNG4 TUBB3			CACNG4 CHRNB2 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 GNG4 TUBB4A					CAMK2B CHRNA1 GNG4
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 SLC1A2																								CPLX1 SLC1A2	CPLX1 SLC1A2		CPLX1 SLC1A2		CPLX1 SLC1A2							CPLX1 SLC1A2					CPLX1 SLC1A2	CPLX1 SLC1A2											
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION																												ADORA2A NTRK1																			ADORA2A NTRK1			ADORA2A NTRK1						
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS					DLL1 DLL4																			DLL4 MDK	DLL1 MDK			DLL1 MDK		DLL4 MDK					DLL4 MDK		DLL1 DLL4	DLL1 DLL4 MDK	DLL1 DLL4					DLL4 MDK		DLL1 DLL4 MDK	DLL4 MDK			DLL1 DLL4 MDK					DLL1 DLL4 MDK	DLL4 MDK
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS					DLL1 DLL4																																DLL1 DLL4	DLL1 DLL4	DLL1 DLL4							DLL1 DLL4				DLL1 DLL4					DLL1 DLL4	
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY			TUBA1A TUBB3																																		TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_OPIOID_SIGNALLING			CAMK2B GNG4							CAMK2B GNAO1 GNG4																						CAMK2B GNAO1 GNG4			CAMK2B GNAO1 GNG4										CAMK2B GNAO1 GNG4						CAMK2B GNG4					CAMK2B GNG4
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS											ADAMTSL2 SPON2																ADAMTSL2 SPON2			ADAMTSL2 SPON2				ADAMTSL2 SPON2										ADAMTSL2 SPON2												
REACTOME_O_LINKED_GLYCOSYLATION									ADAMTSL2 MUC5AC		ADAMTSL2 MUC15 SPON2			MUC15 MUC5AC SPON2													ADAMTSL2 MUC15 SPON2							ADAMTSL2 SPON2																						
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS														MUC15 MUC5AC																																										
REACTOME_PEPTIDE_HORMONE_METABOLISM											AGT CPE PCSK1			AGT CPE PCSK1									AGT PCSK1	AGT CPE PCSK1												AGT CPE										AGT CPE PCSK1	AGT CPE PCSK1			AGT CPE PCSK1						
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS																							AGT GAL SSTR1 SSTR2	AGT GAL SSTR1																																
REACTOME_PHASE_0_RAPID_DEPOLARISATION				CAMK2B SCN1B SCN3A	CAMK2B SCN1B					CAMK2B SCN1B SCN3A																						CACNG4 CAMK2B SCN3A		CAMK2B SCN1B	CAMK2B SCN1B							CACNG4 CAMK2B			CAMK2B SCN1B											CAMK2B SCN1B
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS													NNMT PODXL2										NNMT PODXL2				GGT5 NNMT PODXL2									NNMT PODXL2				GGT5 NNMT																
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM										ASRGL1 QDPR	ASRGL1 QDPR			ASRGL1 QDPR									ASRGL1 QDPR		ASRGL1 QDPR											ASRGL1 QDPR		ASRGL1 QDPR	ASRGL1 QDPR							ASRGL1 QDPR										
REACTOME_PHENYLALANINE_METABOLISM										ASRGL1 QDPR	ASRGL1 QDPR			ASRGL1 QDPR									ASRGL1 QDPR		ASRGL1 QDPR											ASRGL1 QDPR		ASRGL1 QDPR	ASRGL1 QDPR							ASRGL1 QDPR										
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION			GNG4 PLCG2 SCG3 SPARC																																																					
REACTOME_PLATELET_HOMEOSTASIS								P2RX6 PDE2A		GNG4 P2RX6 PDE2A	GNG4 P2RX6 PDE2A			P2RX6 PDE2A													GNG4 P2RX6 PDE2A								GNG4 P2RX6 PDE2A				GNG4 PDE2A			GNG4 P2RX6 PDE2A					GNG4 P2RX6 PDE2A									GNG4 P2RX6 PDE2A
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS						CD52 LYPD8																																																		
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION						CD52 LYPD8 MUC5AC RAB39B TUBB4A																																																		
REACTOME_POTASSIUM_CHANNELS				ABCC8 GABBR2 KCNF1 KCNJ11	ABCC8 KCNF1 KCNJ11					ABCC8 GNG4 KCNF1 KCNH6	ABCC8 GNG4 KCNF1 KCNH6			ABCC8 KCNH6 KCNK3											ABCC8 GABBR2 KCNK3		GNG4 KCNH6 KCNJ11 KCNK3	GABBR2 GNG4 KCNH6 KCNJ11 KCNK3		ABCC8 KCNF1 KCNJ11 KCNK3		ABCC8 GABBR2 GNG4 KCNF1 KCNK3		GABBR2 KCNJ11 KCNK3	GNG4 KCNH6 KCNK3		GNG4 KCNH6 KCNJ11 KCNK3		GABBR2 GNG4 KCNK3			GABBR2 GNG4 KCNF1 KCNH6 KCNJ11			ABCC8 GABBR2 GNG4 KCNF1 KCNH6 KCNJ11 KCNK3	ABCC8 GABBR2 GNG4 KCNF1 KCNH6 KCNK3				GABBR2 GNG4 KCNF1 KCNK3	ABCC8 GNG4				KCNH6 KCNJ11 KCNK3	ABCC8 GNG4 KCNF1 KCNJ11
REACTOME_PROTEIN_FOLDING			GNG4 RGS9 TUBA1A TUBB3					GNAO1 RGS9 TUBB3		GNAO1 GNG4 TUBA1A	GNAO1 GNG4 RGS9 TUBA1A TUBB3																	GNAO1 GNG4 TUBB3			GNAO1 TUBB4A	GNAO1 GNG4 RGS9			GNAO1 GNG4 RGS9 TUBB3		GNG4 TUBA1A TUBB3 TUBB4A		GNG4 TUBB3			GNG4 RGS9 TUBA1A TUBB3 TUBB4A			GNAO1 GNG4 RGS9 TUBB3	GNAO1 GNG4 RGS9 TUBA1A TUBB3	GNAO1 GNG4 TUBB3			GNAO1 GNG4 RGS9 TUBA1A TUBB3 TUBB4A	GNG4 TUBB4A			RGS9 TUBB3	RGS9 TUBA1A TUBB3	
REACTOME_RAB_GERANYLGERANYLATION																														RAB26 RAB39B												RAB26 RAB39B														
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES																																					TUBA1A TUBB4A					TUBA1A TUBB4A														
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																					TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_RECYCLING_PATHWAY_OF_L1			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT						NEUROG3 PAX4	NKX2-2 PAX4		MAFA NEUROG3													NKX2-2 PAX4			INSM1 NKX2-2		INSM1 NEUROG3			INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1 RFX6		INSM1 NEUROG3 RFX6				MAFA RFX6				INSM1 MAFA NEUROD1 NKX2-2 PAX4			INSM1 MAFA RFX6	INSM1 MAFA				NEUROD1 NEUROG3 RFX6						MAFA NEUROG3 RFX6
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS																														NEUROD1 NKX2-2		NEUROD1 RFX6						MAFA RFX6				MAFA NEUROD1 NKX2-2			MAFA RFX6					NEUROD1 RFX6						MAFA RFX6
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS						NEUROG3 PAX4	NKX2-2 PAX4															NKX2-2 PAX4			INSM1 NKX2-2		INSM1 NEUROG3			INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1		INSM1 NEUROG3								INSM1 NEUROD1 NKX2-2 PAX4								NEUROD1 NEUROG3						
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_			EVA1A MMP2 NOTUM SCG3					CHGB NOTUM SCG3		CHGB EVA1A SCG3	EVA1A NOTUM SCG3												MMP2 SCG3	EVA1A NOTUM SCG2	MMP2 NOTUM SCG2 SCG3		CHGB EVA1A SCG2 SCG3	CHGB EVA1A MMP2 SCG2 SCG3		CHGB EVA1A MMP2 NOTUM SCG2	EVA1A MMP2	CHGB MMP2 NOTUM SCG2 SCG3	CHGB NOTUM		MMP2 NOTUM SCG3	EVA1A MMP2		CHGB MMP2 NOTUM						EVA1A MMP2 SCG3	CHGB EVA1A NOTUM					CHGB EVA1A MMP2 NOTUM					MMP2 NOTUM	CHGB NOTUM SCG3
REACTOME_REGULATION_OF_INSULIN_SECRETION			ABCC8 GNG4 SYT5	ABCC8 KCNJ11 SYT5	ABCC8 KCNJ11					ABCC8 GNG4 SYT5	ABCC8 GNG4 SYT5													ABCC8 SYT5			GNG4 KCNJ11 SYT5	GNG4 KCNJ11 SYT5									GNG4 KCNJ11		GNG4 SYT5			GNG4 KCNJ11 SYT5			ABCC8 GNG4 KCNJ11 SYT5	ABCC8 GNG4 SYT5	GNG4 SYT5				ABCC8 GNG4				KCNJ11 SYT5	ABCC8 GNG4 KCNJ11
REACTOME_REGULATION_OF_KIT_SIGNALING																																KIT SOCS1																		KIT SOCS1						
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION																																					TUBA1A TUBB4A					TUBA1A TUBB4A														
REACTOME_REPRODUCTION		CATSPERB HSPA2																			CATSPERB HSPA2																																			
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS													DYNC1I1 TUBB4A						DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A								DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_RHO_GTPASE_EFFECTORS																NOXO1 TUBB4A			DYNC1I1 TUBB4A		DYNC1I1 PPP1R14A	DYNC1I1 PPP1R14A																															DYNC1I1 NOXO1			
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS																																																			IGHG1 PLCG2					
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III			TUBA1A TUBB3								TUBA1A TUBB3																										TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A				TUBA1A TUBB3				TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3	
REACTOME_SELECTIVE_AUTOPHAGY			TUBA1A TUBB3					DYNC1I1 TUBB3					DYNC1I1 TUBB4A	DYNC1I1 TUBA1A					DYNC1I1 TUBB4A												DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3	DYNC1I1 TUBA1A		TUBA1A TUBB3 TUBB4A					DYNC1I1 TUBB3			DYNC1I1 TUBA1A TUBB3 TUBB4A				DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
REACTOME_SEMAPHORIN_INTERACTIONS		DPYSL3 DPYSL4		DPYSL3 DPYSL4				DPYSL3 DPYSL4																											DPYSL3 DPYSL4																					
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS																			DYNC1I1 TUBB4A																		TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBA1A														DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3	
