	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS			SNAP25 STX1A SV2B											SV2A SV2B	SNAP25 STX1A SV2A SV2B	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A SV2B	SNAP25 STX1A SV2B	SNAP25 SV2B	SNAP25 STX1A SV2B				SNAP25 STX1A				SNAP25 STX1A SV2A												STX1A SV2A SV2B		SNAP25 STX1A SV2A SV2B				STX1A SV2A								
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	GABRG2 GRIA2 GRIK3 GRIN1	CHRNB2 KCNJ2 NCALD PRKCG	ADCY1 CAMK1 CAMK2B GNG2 GNG4 GRIK3 GRIK5 KCNJ2 KCNJ3 NEFL PRKCG TUBB2B	ADCY1 ADCY5 CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C KCNJ2 KCNJ6 PPM1E	ADCY1 ADCY5 CAMK1 CAMK2B CHRNA3 CHRNB2 GRIN2C KCNJ2 PPM1E TUBB4A		GABRB3 GRIA2 GRIN2C			GABBR2 GRIA2 GRIN2C		CAMK1 CHRNA5 CHRNB2 LIN7A PPM1E PRKCG		CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD PRKCG	ADCY1 ADCY2 ADCY5 CHRNA5 CHRNB2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C KCNJ2 KCNJ3 LIN7A NCALD PPM1E PRKCG	ADCY1 ADCY5 CHRNA5 GABBR2 GABRB3 GABRG2 GRIK5 KCNJ2 KCNJ6 NCALD PPM1E	ADCY5 CHRNB2 GABBR2 GABRG2 NCALD PPM1E	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 GABBR2 GNG2 NCALD TUBB4A	ADCY1 ADCY2 ADCY5 CHRNA5 GABRA1 GABRB3 GRIA2 GRIK5 KCNJ6 PPM1E		PRKCG TUBB4A			CHRNA3 LIN7A NCALD TUBB4A	ADCY1 CHRNA5 PPM1E PRKCG	GABRA1 GABRB3 GRIA2	ADCY1 ADCY2 ADCY5 CHRNA5 GNG2 KCNJ3 KCNJ6 LIN7A PPM1E TUBB2B TUBB4A	CAMK2B GABRB3			ADCY2 ADCY5 CAMK1 GABRA1 GABRB3 GNG2 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD NEFL PPM1E TUBB2B	ADCY1 ADCY2 CAMK1 CAMK2B GABBR2 KCNJ3 LIN7A NCALD NEFL PPM1E TUBB2B	ADCY1 ADCY2 ADCY5 CACNG4 CHRNA5 CHRNB2 GNG2 GNG4 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD PPM1E TSPAN7	ADCY1 CACNG4 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 TSPAN7	CHRNA3 GRIK3 TSPAN7	ADCY2 CAMK2B CHRNA3 KCNJ2 TUBB4A	ADCY2 ADCY5 KCNJ2 TUBB4A	ADCY5 CACNG4 CAMK1 CAMK2B GABBR2 GABRB3 GNG4 GRIN2C KCNJ3 KCNJ6		CAMK2B GABBR2 GRIN1 NCALD		ADCY1 ADCY2 ADCY5 CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 GNG4 GRIK5 GRIN1 KCNJ2 NCALD PRKCG	ADCY2 ADCY5 GABRB3 GRIA2 NCALD PPM1E	ADCY1 ADCY5 CHRNA3 GNG4 GRIN2C KCNJ6 TUBB2B TUBB4A	ADCY5 CHRNB2 GABBR2 GNG2 GRIK5 GRIN1 GRIN2C KCNJ2 KCNJ3 KCNJ6	ADCY5 CHRNA3 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 LIN7A NCALD PPM1E		ADCY1 KCNJ3 KCNJ6 LIN7A NEFL	ADCY1 ADCY2 GNG2 NCALD PPM1E		CACNG4 CAMK2B CHRNA3 GABBR2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD NEFL PPM1E PRKCG TUBB4A		GABRA1 GABRG2 GRIA2 GRIK3 TSPAN7	ADCY1 ADCY5 CACNG4 GABBR2 GABRA1 GABRB3 GABRG2 GRIA2 GRIN1 GRIN2C NCALD NEFL PPM1E PRKCG	ADCY5 CAMK1 CAMK2B GABBR2 GABRB3 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 LIN7A NCALD NEFL PPM1E PRKCG TSPAN7	ADCY1 ADCY2 CHRNA5 CHRNB2 GABBR2 GABRA1 GABRB3 GNG2 GNG4 GRIK3 GRIK5 KCNJ3 KCNJ6 LIN7A PPM1E TUBB2B	ADCY1 GABBR2 GABRG2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD TUBB2B	GABRA1 GRIK3 LIN7A		ADCY1 ADCY2 ADCY5 CACNG4 CAMK1 CHRNB2 GABBR2 GABRA1 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 PPM1E PRKCG TSPAN7 TUBB4A	CAMK2B CHRNA3 CHRNA5 GNG4 GRIK5 TUBB4A		GRIK3 GRIN2C TSPAN7	GNG2 KCNJ6 NCALD TUBB2B	GABRG2 GRIK5 KCNJ2 PPM1E PRKCG	ADCY5 CAMK1 CAMK2B CHRNA5 GNG4 GRIN1 GRIN2C KCNJ2 PRKCG		NEFL PPM1E
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 GAD2 SNAP25 STX1A SYN1									LIN7A SNAP25 SYN1			LIN7A SNAP25 STX1A SYN1			CPLX1 STX1A									CPLX1 LIN7A SNAP25				CPLX1 GAD2 LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1				CPLX1 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A				CPLX1 LIN7A SNAP25 SYN1		CPLX1 LIN7A			GAD2 LIN7A SNAP25			CPLX1 GAD2 STX1A	CPLX1 LIN7A SYN1	LIN7A SNAP25 STX1A	CPLX1 GAD2 LIN7A SYN1			CPLX1 STX1A SYN1								
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION																											ADORA2A NTRK2							ADORA2A NTRK2												ADORA2A NTRK2									ADORA2A NTRK2		ADORA2A NTRK2			ADORA2A NTRK2								
REACTOME_NGF_STIMULATED_TRANSCRIPTION		TPH1 VGF		CDK5R1 CDK5R2 TPH1	CDK5R1 CDK5R2							CDK5R1 CDK5R2 ID4		CDK5R1 CDK5R2 TPH1 VGF	ASCL1 CDK5R1 CDK5R2 ID4 TPH1 VGF				ID4 TPH1 VGF														CDK5R2 TPH1 VGF	CDK5R2 TPH1 VGF				CDK5R1 ID4 TPH1		CDK5R1 ID4 VGF				CDK5R2 VGF	ASCL1 TPH1 VGF	CDK5R2 ID4					CDK5R1 CDK5R2 VGF				CDK5R1 ID4 VGF	CDK5R1 CDK5R2 ID4 TPH1 VGF				CDK5R1 CDK5R2 ID4 TPH1 VGF					CDK5R1 CDK5R2 ID4 TPH1	CDK5R1 CDK5R2 TPH1 VGF		
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE												ITPR1 PDE2A		KCNMA1 KCNMB2 PDE2A	ITPR1 PDE2A				ITPR1 KCNMA1 KCNMB2 PDE2A										ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	ITPR1 KCNMA1	ITPR1 KCNMB2 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2				ITPR1 PDE2A	ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A								ITPR1 KCNMA1 KCNMB2 PDE2A	ITPR1 KCNMB2	ITPR1 KCNMA1 KCNMB2				ITPR1 KCNMB2						ITPR1 PDE2A		
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS																											COL1A2 TTR												COL1A2 TTR																									COL1A2 TTR				
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 SNAP25 STX1A												SNAP25 STX1A	SNAP25 STX1A		CPLX1 STX1A	SNAP25 STX1A								CPLX1 SNAP25				CPLX1 SNAP25 STX1A	CPLX1 SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SNAP25								CPLX1 STX1A		SNAP25 STX1A				CPLX1 STX1A								
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_		TPH1 VGF		CDK5R1 CDK5R2 TPH1	CDK5R1 CDK5R2							CDK5R1 CDK5R2 ID4		CDK5R1 CDK5R2 TPH1 VGF	ASCL1 CDK5R1 CDK5R2 ID4 TPH1 VGF				ID4 TPH1 VGF														CDK5R2 TPH1 VGF					CDK5R1 ID4 TPH1		CDK5R1 ID4 VGF				CDK5R2 VGF	ASCL1 TPH1 VGF						CDK5R1 CDK5R2 VGF				CDK5R1 ID4 VGF	CDK5R1 CDK5R2 ID4 TPH1 VGF				CDK5R1 CDK5R2 ID4 TPH1 VGF					CDK5R1 CDK5R2 ID4 TPH1	CDK5R1 CDK5R2 TPH1 VGF		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI			CHST10 CHST8 ST8SIA3									CHST8 ST8SIA3		CHST10 CHST8 ST8SIA3	CHST10 CHST8 ST8SIA3																							CHST10 CHST8				CHST10 CHST8 ST8SIA3			CHST10 ST8SIA3									CHST8 ST8SIA3														
REACTOME_ONCOGENIC_MAPK_SIGNALING														CAMK2B FAM131B KIAA1549 KSR2			KIAA1549 KSR2																				FAM131B KSR2			CAMK2B KSR2					FAM131B KIAA1549 KSR2										CAMK2B KIAA1549 KSR2											CAMK2B FAM131B KIAA1549		
REACTOME_OPIOID_SIGNALLING		ITPR1 PRKCG	ADCY1 CAMK2B GNG2 GNG4 PRKCG	ADCY1 ADCY5 CAMK2B	ADCY1 ADCY5 CAMK2B							GNAO1 ITPR1 PRKCG		CAMK2B GNAO1 GNG2 GNG4 PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 GNG2 GNG4 ITPR1 PRKCG			ADCY1 ADCY5 GNG2 ITPR1	ADCY1 ADCY2 ADCY5 ITPR1		ITPR1 PRKCG				ADCY1 PRKCG		ADCY1 ADCY2 ADCY5 GNG2					ADCY1 ADCY2 CAMK2B ITPR1	ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1	ADCY1 GNAO1 GNG2 GNG4		ADCY2 CAMK2B GNAO1	ADCY2 ADCY5 GNAO1	ADCY5 CAMK2B GNAO1 GNG4				ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG	ADCY2 ADCY5 ITPR1	ADCY1 ADCY5 GNG4 ITPR1		ADCY5 GNG2 GNG4			ADCY1 ADCY2 GNG2 ITPR1		CAMK2B GNG2 GNG4 PRKCG			ADCY1 ADCY5 GNAO1 ITPR1 PRKCG	ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG	ADCY1 ADCY2 GNAO1 GNG2 GNG4 ITPR1	ADCY1 GNAO1 GNG2 GNG4			ADCY1 ADCY2 ADCY5 GNAO1 GNG4 ITPR1 PRKCG	CAMK2B GNG4		GNAO1 ITPR1			ADCY5 CAMK2B GNG4 ITPR1 PRKCG		
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE													CNGA4 SSTR3 TUBB4A																																																							
REACTOME_OTHER_INTERLEUKIN_SIGNALING			SNAP25 STX1A												SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A	SNAP25 STX1A		SNAP25 STX1A				SNAP25 STX1A				SNAP25 STX1A														SNAP25 STX1A												
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS					ADAMTSL1 ADAMTSL2											ADAMTSL1 ADAMTSL2			ADAMTS2 SPON2														ADAMTSL1 ADAMTSL2 SPON2			ADAMTSL2 SPON2				ADAMTSL2 SPON2														ADAMTS2 ADAMTSL2 SPON2												ADAMTSL1 SPON2		
REACTOME_O_LINKED_GLYCOSYLATION																																																						ADAMTS2 ADAMTSL2 B3GNTL1 SPON2												ADAMTSL1 B3GNTL1 GALNT16 SPON2		
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS																																																																	B3GNTL1 GALNT16			
REACTOME_PEPTIDE_HORMONE_METABOLISM	CES1 FFAR1 GPR119 KIF5C		CPB1 GPR119 ISL1 KIF5A PAX6 PCSK1 PCSK2 SLC30A8 STX1A				CES1 FFAR1						AGT CES1 GHRL GPR119 PAX6	GHRL GIP ISL1 KIF5A KIF5C MBOAT4 PAX6 PCSK1 PCSK2 SLC30A8	AGT CPE GHRL GIP ISL1 KIF5A MBOAT4 PAX6 PCSK1 PCSK2 SLC30A8 STX1A	CPB1 CPE GHRL KIF5A PAX6 PCSK2 STX1A	GHRL GIP PAX6	GIP PAX6 STX1A	AGT CES1 CPB1 CPE FFAR1 GHRL ISL1 KIF5A KIF5C PCSK1 STX1A							CES1 FFAR1		CES1 FFAR1	AGT GPR119 KIF5C MBOAT4 PAX6 PCSK1	CES1 GPR119 KIF5C	AGT CES1 CPB1 CPE FFAR1 GIP GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SLC30A8 STX1A	CPB1 GIP ISL1 KIF5A PCSK2 SLC30A8 STX1A	CPB1 GIP KIF5A MBOAT4 PAX6 PCSK1 SLC30A8	AGT CES1 CPE KIF5A MBOAT4 SLC30A8 STX1A	CES1 KIF5C	AGT KIF5A PCSK1		GHRL ISL1 PCSK1 PCSK2 STX1A				AGT GIP KIF5A SLC30A8 STX1A	AGT CPE PAX6		CPE GIP MBOAT4 PCSK1 PCSK2	CPE FFAR1 ISL1 PAX6			CPE KIF5A				CES1 FFAR1 GPR119 KIF5C	CES1 CPE FFAR1 KIF5A MBOAT4 STX1A	CPE KIF5C MBOAT4 PCSK1	AGT CES1 CPB1 CPE FFAR1 GIP ISL1 KIF5A MBOAT4 PCSK1 PCSK2 STX1A	AGT CPE ISL1 MBOAT4 PAX6 PCSK1 SLC30A8	CES1 ISL1		AGT CPE GHRL GIP ISL1 MBOAT4 PCSK1 PCSK2 STX1A			AGT CES1 GPR119	CPE KIF5A				
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	NTS TAC1						CXCL12 NTS TAC1						AGT GHRL NTS SSTR3		AGT AVPR1B BRS3 GHRL MLN SST SSTR1 SSTR3				AGT GHRL NTS SSTR1 TAC1 TAC3		AGT BRS3 MLN					CXCL12 NTS TAC1			AGT AVPR1B NPY SSTR1 SSTR2	CXCL12 NTS TAC1	AGT MLN NTS PYY SSTR1 TAC1			AGT AVPR1B BRS3 NPY NTS PYY SST TAC3		AGT BRS3 SSTR2 SSTR3						AGT AVPR1B CXCL12 MLN NPY PYY SST TAC3			AVPR1B BRS3 CXCL12 MLN NPY PYY SSTR3								NTS SST TAC1			AGT BRS3 NTS PYY SSTR2 SSTR3 TAC1 TAC3				AGT AVPR1B CXCL12 GHRL MLN PYY SSTR1 SSTR3 TAC3		AVPR1B NTS TAC1				AGT BRS3 MLN PYY TAC3		
REACTOME_PHASE_0_RAPID_DEPOLARISATION			CACNA1C CACNA2D1 CACNA2D2 CAMK2B FGF14	CAMK2B SCN1B SCN3A	CACNA2D2 CAMK2B SCN1B							CACNA1C CACNA2D2 CACNB2	CACNA2D2 SCN3B	CACNA2D1 CACNA2D2 CAMK2B FGF14 SCN1B SCN3A SCN3B	CACNA1C CACNA2D1 CACNA2D2 CACNB2 FGF14 SCN1B SCN3B		CACNA1C CACNA2D2										CACNA1C FGF14		CACNA1C FGF14 SCN3A		CACNA1C CACNA2D2 FGF14		CACNA1C CACNA2D1 CACNA2D2 CACNG4	CACNA1C CACNA2D2 CACNG4 SCN3B			CACNA2D1 SCN3B	CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 SCN3A SCN3B		CACNA2D2 CAMK2B SCN1B	CACNB2 SCN3A	CACNA2D1 CACNA2D2 CAMK2B SCN1B SCN3B	CACNA1C CACNA2D1 CACNA2D2 CACNB2	CACNA2D1 CACNA2D2 FGF14	CACNA2D1 CACNA2D2 FGF14 SCN1B SCN3B			CACNA2D1 CACNA2D2 FGF14	CACNA2D1 CACNA2D2		CACNB2 CACNG4 CAMK2B FGF14		CACNB2 SCN3A	CACNA2D1 CACNA2D2 CACNG4	CACNA1C CACNA2D2 CAMK2B SCN1B SCN3B	CACNA1C CACNA2D1 CACNA2D2 FGF14 SCN1B	CACNA1C CACNA2D2 FGF14 SCN3A SCN3B			CACNA1C CACNA2D1 CACNA2D2 CACNG4 SCN3B				CACNA1C CACNB2	CACNA2D2 SCN1B	CAMK2B FGF14 SCN1B SCN3B		CACNA1C CACNA2D2
REACTOME_PHASE_2_PLATEAU_PHASE			CACNA1C CACNA2D1 CACNA2D2 KCNE4									CACNA1C CACNA2D2 CACNB2		CACNA2D1 CACNA2D2	CACNA1C CACNA2D1 CACNA2D2 CACNB2 KCNE4	CACNA2D2 KCNE4	CACNA1C CACNA2D2 KCNE4		CACNA1C KCNE4												CACNA1C CACNA2D2 KCNE4	CACNA2D1 KCNE4	CACNA1C CACNA2D1 CACNA2D2 CACNG4 KCNE4	CACNA1C CACNA2D2 CACNG4 KCNE4				CACNA1C CACNA2D1 CACNG4 KCNE4				CACNA2D1 CACNA2D2	CACNA1C CACNA2D1 CACNA2D2 CACNB2 KCNE4	CACNA2D1 CACNA2D2	CACNA2D1 CACNA2D2			CACNA2D1 CACNA2D2	CACNA2D1 CACNA2D2		CACNB2 CACNG4			CACNA2D1 CACNA2D2 CACNG4 KCNE4	CACNA1C CACNA2D2 KCNE4	CACNA1C CACNA2D1 CACNA2D2 KCNE4	CACNA1C CACNA2D2 KCNE4			CACNA1C CACNA2D1 CACNA2D2 CACNG4				CACNA1C CACNB2				CACNA1C CACNA2D2
REACTOME_PHASE_3_RAPID_REPOLARISATION															KCNE4 KCNH2																			KCNE4 KCNH2		KCNE4 KCNH2		KCNE4 KCNH2																		KCNE4 KCNH2												
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL			KCNJ2 KCNK17	KCNJ2 KCNK17	KCNJ2 KCNK17									KCNJ2 KCNK16 KCNK17	KCNJ2 KCNK16 KCNK17	KCNJ2 KCNK3															KCNJ2 KCNK17	KCNK17 KCNK3	KCNJ2 KCNK16 KCNK17 KCNK3	KCNJ2 KCNK16 KCNK17 KCNK3		KCNJ2 KCNK17 KCNK3	KCNJ2 KCNK17 KCNK3			KCNK17 KCNK3		KCNJ2 KCNK3				KCNJ2 KCNK3			KCNK16 KCNK17					KCNK16 KCNK17	KCNJ2 KCNK16 KCNK3		KCNJ2 KCNK17			KCNJ2 KCNK3					KCNJ2 KCNK3			
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS													ARNT2 CES1																																																							
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4														FGF17 KLB	FGF17 KLB	FGF17 KLB															FGF17 KLB	FGF17 KLB	FGF17 KLB	FGF17 KLB								FGF17 KLB														FGF17 KLB												
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER		AKT3 KLB																													AKT3 FGF17 KL KLB	AKT3 FGF17 KL KLB																																				
REACTOME_PI_3K_CASCADE_FGFR1			FGF17 KL											FGF17 KL	FGF17 KL	FGF17 KL															FGF17 KL	FGF17 KL	FGF17 KL	FGF17 KL																				FGF17 KL		FGF17 KL												
REACTOME_PI_3K_CASCADE_FGFR4														FGF17 KLB	FGF17 KLB	FGF17 KLB															FGF17 KLB	FGF17 KLB	FGF17 KLB	FGF17 KLB								FGF17 KLB														FGF17 KLB												
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING				ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2	ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5								
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB				ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2	ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5								
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION		ABCC4 ITPR1 PRKCG	COL1A2 DGKB GNG2 GNG4 MMRN1 PRKCG SCG3																								ABCC4 COL1A2 DGKB GNG2 RAPGEF4 SCG3																						ABCC4 DGKB GNG2 ITPR1								ABCC4 COL1A2 GNG2 GNG4 MMRN1 RAPGEF4 SCG3							COL1A2 DGKB GNG2 RAPGEF4		ABCC4 GNG4 ITPR1 PRKCG RAPGEF4 SCG3		
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_																											COL1A2 RAPGEF4																	COL1A2 RAPGEF4																				COL1A2 RAPGEF4				
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS												ITPR1 P2RX6		P2RX6 SLC8A1	ITPR1 P2RX6 SLC8A1				ITPR1 P2RX6													ITPR1 P2RX6	ITPR1 P2RX6 SLC8A1				P2RX6 SLC8A1	P2RX6 SLC8A1				ITPR1 P2RX6	ITPR1 SLC8A1								P2RX6 SLC8A1			ITPR1 SLC8A1			P2RX6 SLC8A1			ITPR1 P2RX6						ITPR1 P2RX6		
REACTOME_PLATELET_HOMEOSTASIS												ITPR1 P2RX6 PDE2A		GNG2 GNG4 KCNMA1 KCNMB2 P2RX6 PDE2A SLC8A1	GNG2 GNG4 ITPR1 P2RX6 PDE2A SLC8A1				ITPR1 KCNMA1 KCNMB2 P2RX6 PDE2A										ITPR1 KCNMA1 KCNMB2		GNG2 KCNMA1 KCNMB2 P2RX6		GNG2 GNG4 ITPR1 KCNMB2 P2RX6 PDE2A SLC8A1	GNG2 GNG4 KCNMA1 KCNMB2 PDE2A SLC8A1		KCNMA1 P2RX6 PDE2A	P2RX6 SLC8A1	GNG4 KCNMA1 KCNMB2 P2RX6 SLC8A1	KCNMA1 SLC8A1			GNG4 ITPR1 P2RX6 PDE2A	ITPR1 KCNMA1 KCNMB2 SLC8A1		GNG2 KCNMA1 KCNMB2 P2RX6	GNG2 GNG4 KCNMA1 PDE2A SLC8A1			GNG2 ITPR1		GNG2 GNG4 P2RX6 PDE2A SLC8A1			ITPR1 KCNMA1 KCNMB2 PDE2A SLC8A1	GNG4 ITPR1 KCNMB2	GNG2 GNG4 ITPR1 KCNMA1 KCNMB2 SLC8A1	GNG2 GNG4 P2RX6 PDE2A SLC8A1			GNG4 ITPR1 KCNMB2 P2RX6				GNG2 KCNMB2 SLC8A1		GNG4 ITPR1 P2RX6 PDE2A		
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY																											TUBB2B TUBB4A																	TUBB2B TUBB4A																								
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS												LSAMP NEGR1 RTN4RL1														LSAMP LY6H RTN4RL1																												LSAMP LY6H NEGR1 RTN4RL1														
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION						LY6H RAB39B TUBB4A																																																							CHST10 F10 FBN1 HIC1 LRRC49 RAB26 RAB3C RTN4RL1 TUBB4A VGF							
