	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034565411758410436	1	1	1	1	1	1
GO_NODAL_BINDING	1	1	1	1	1	1	1	0.00025850737536792234	1	1	1	1	1	1	1	1	1	1	1	1	0.0006161766728618456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0028407966352952396	1	1	1	1	1	1	1	1	1	0.0006323130297549717
GO_NODAL_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.003377180844673311	1	1	1	1	1	1	1	1	1	1	1	1	0.007872230683120374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03373299253805384	1	1	1	1	1	1	1	1	1	0.008071723844926715
GO_NODE_OF_RANVIER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0019585081007671423	1	1	1	1	1	1	1	1	1	1
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	0.009181065712488556	1	0.006396856289095254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05670911443561022	1	1	1	1	1	1	0.04654765494809232	1	1	1	1	1	1	1	1	0.0006591414608485557	1	1	1	1	1	1	1	0.016940231541313744	1
GO_NON_MOTILE_CILIUM	1	1	1	1	1	1	1	0.010600528425742106	0.00045746497186116564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026045538253842593	1	0.046385854979163144	1	1	1	1	0.02478961694521964	1	1	1	0.08827946746149051	1	0.029112090912119193	1	1	1	1
GO_NORADRENERGIC_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00021155359278512975	1	1	1
GO_NOREPINEPHRINE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016984159156173684	1	1	1	1	1	1	1	1	1	1	1
GO_NOREPINEPHRINE_SECRETION	1	1	1	1	1	1	1	1	0.021881485911569798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03373299253805384	1	1	1	0.012530758069882242	1	1	0.001341950592733121	1	1	1
GO_NOREPINEPHRINE_TRANSPORT	1	1	1	1	1	1	1	1	0.044970005726481355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06806622234428628	1	1	1	0.026220396266751322	1	1	0.002911592914636274	1	1	1
GO_NOTCH_BINDING	1	1	1	1	1	0.0012010099662260743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00975921593248652	1	1	1	1	1	1	1	1	0.016653114220152032	1	1	1	1	1	0.07292703262121392	1	1	1	1	1	1	1	1	1	1
GO_NOTCH_SIGNALING_INVOLVED_IN_HEART_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031183362846756157	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_ENVELOPE	1	1	1	1	1	1	1	1	1	1	1	0.032211548141429014	1	1	1	1	0.0789143681980995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_INNER_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08221935569812011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08406325416982585
GO_NUCLEAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09737200300480198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_MEMBRANE	1	1	1	1	1	1	1	1	1	0.08424309868421365	0.08424309868421365	0.06552879311653004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08405821576263417	0.07942650561888753	1	1	1	1	1	1	0.08588596684562255	1	1	1	1	1	1
GO_NUCLEAR_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005340767428724913	1	1	1	1	0.022405476702822558	1	1	1	1	1	1
GO_NUCLEAR_OUTER_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03239324349683148	1	1	1	1	1	1
GO_NUCLEAR_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	0.09193453321935463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06542737751412231	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_SPECK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06991112227096075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	1	1	1	1	1	0.047887265261974954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004972595516236078
GO_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07017837936532656	1	1	1	1	1	0.04680082019773102
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019768593890597375
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01866451639170419	1	1	1	0.007180281795052146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07104421219671231	1	0.06319243518530215
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01622006363696038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08115158595359251	1	0.09726524382148871	1	1	0.045544215465863624	1	1	1	1	1	0.04063056963916467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04981086082937081	1	1	1	0.018844224881364613	1	1	1	1	1	0.012204652252162607
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06276819027424729	1	1	1	1	0.07272664094695702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07135195140904171	1	1
GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06118304687382703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	1	1	1	0.07012205372070757	1	0.06487874210703026	1	1	0.008155432023853715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026374859417948482	1	1	1	1	1	1	1	1	0.06335513020288552	1	1	1	1	1	1
GO_NUCLEOTIDE_PHOSPHORYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08434093898463146	1	1
GO_NUCLEUS_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00785705797419689	1	1	1	1	0.03239324349683148	1	1	1	1	1	1
GO_N_ACYLTRANSFERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05631516555236449	1	1
GO_OBSERVATIONAL_LEARNING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016118763339830755	1	1	1	1	1	1	1	1	1	1	1	1
GO_OLFACTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027711419492870704
GO_OLIGODENDROCYTE_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08674837630691834	1	1	1	1	1	1
GO_OMEGA_PEPTIDASE_ACTIVITY	1	1	1	1	1	1	0.009265345382524215	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08191187580555648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06391874615403303	1	1	1
GO_OOCYTE_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01703367253625454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OOGENESIS	1	0.09098178662593082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04781930387310729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OPIOID_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	0.011102901690175582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017317557494771818	1	1	1	1	1	1	1	1	1	1
GO_ORGANELLE_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008005007610692005	1	1	1	1	1	1	1	1	1	1	0.0011693817819506958	1	0.06802760549786635	1	1	1	1	1	1	1
GO_ORGANELLE_FISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01842829262610446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANELLE_FUSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05485732119898923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005857259193645659	1	1	1	1	0.0938941643121276	1	1	1	1	0.03257268865319052	1	1	1	0.013858893702152875	1
GO_ORGANELLE_LOCALIZATION	1	0.028069943131548092	1	1	1	0.0008731852539340945	1	1	1	1	1	1	1	1	1	0.007778679811001332	1	0.06907854097821553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09369728068527372	1	1	1	1	0.01718736481630667	1	1	1	1	1	1	1	1	1	1
GO_ORGANELLE_MEMBRANE_FUSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03380919909334379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00016917840677066476	1	1	1	0.09267888930299728	0.03730932419799082	1	1	1	1	0.019791338878810127	1	1	1	0.006680830672785909	1
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	1	1	1	1	1	0.03222674120761071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0034373918030460304	1	1	1	1	1	1	1	0.037261664526084926	1	1
GO_ORGANIC_ACID_BINDING	1	1	1	1	1	1	1	1	1	0.041516581116864515	0.041516581116864515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09192621735322926	1	1	1	1	1	0.07526882273188795	1	1	1	1	1
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	0.037346426133887056	1	1	1	1	1	1	1	1	1	1	0.0734530395855586	1	0.08237410048355442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_ACID_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07096171394958839	1	1	1	1	1	1	1	1	1	1	1	0.0803499548169514	1
GO_ORGANIC_ACID_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	0.018943987241199056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09455810168389722	1	1	1	1	1	1	1	1	1	1	1	0.04654765494809232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053349539095258525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_ACID_TRANSPORT	1	1	0.09413343807461727	1	1	1	1	1	1	1	1	1	1	1	1	0.06977995123820357	1	1	1	1	1	0.05586233139937802	1	1	1	1	1	1	1	0.045411071165345374	0.04645022467475268	1	1	1	1	1	1	1	0.08449955884819904	1	1	1	1	1	0.018735306310541988	1	1	1	1
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09894235477477364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_ANION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024483524192227657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049970760527190294	1	1	1	1
GO_ORGANIC_CATION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	0.012242461838894103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013325172036972699	1
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	0.058619641767103436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06807615155585434	1	1	1	0.0541340754160885	0.020968392998455432	1	1	1	0.06437309116020984	1	1	1	1	1	1	1	0.016221935235544493	1	0.06437309116020984	1	0.06522465243563369	1	1
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	0.027970488861673637	1	1	1	1	1	1	1	1	0.027970488861673637	1	1	1	1	0.07114236936043206	1	1	1	1	1	1	1	1	1	0.052135563374177574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	0.07614986352648201	1	1	1	1	1	1	1	1	0.043231230706973656	0.043231230706973656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013460455118554315	1	1	1	0.08971735295849326	0.008801740004195202	1	1	1	0.060630033741086	1	1	1	1	1	1	1	0.06015949697268608	1	1	1	0.050711590477852786	1	1
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	1	0.06226572891064819	1	1	1	1	1	1	1	1	0.06419490927888938	1	1	1	1	0.03564247943442911	1	1	1	1	1	1	1	1	1	0.07272664094695702	1	1	1	0.016273604307963097	1	1	1	1	1	1	1	1	0.04253575118621178	1	0.015696593198104902	1	0.0060680701612712	1	0.008961189715064322	0.05520409714997798	0.07135195140904171	0.07135195140904171	1
GO_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034565411758410436	1	1	1	1	0.004816775452545441	1
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	1	0.07860641720344475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07351420602873482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03758700615191146	1	1	1	1	1	1	1	1	1	1	1	1	0.045143156581631816	1	1	1	1	1	1	0.025640040509285367	1	1	1	1	1	1	1	1	1	0.09409312539906622	1	1
GO_ORGANOPHOSPHATE_METABOLIC_PROCESS	1	1	1	0.06889795587406988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0958138798454714	1	1	1	0.001934880408092421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08318082818333605	1	1
GO_ORGAN_GROWTH	1	0.09027807330338311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027782733667650716	1	0.06597197643839614	1	1	0.09812082794512944	1	1	1	1	1	1	1	0.006265244537745018	0.003489531387740219	1	1	1	1	1	1	1	1	1	1	1	0.03763101256921919	1	1	1	1
GO_OSSIFICATION	1	0.07827059599857245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07282349829315071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OSTEOBLAST_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05864896312030554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OSTEOBLAST_PROLIFERATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007970427958015947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OSTEOCLAST_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	0.08735367261920468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05456750424940526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OUTER_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023612277358872613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_OVARIAN_FOLLICLE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07697107180618756
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08104568755838926	0.020065957376961152	1	1	0.03927999264747062	1	1	1	1	1	1	1	1	1	0.025054318662670938	0.0011734972763560725	1	1	1	1	0.012934320000626331	1	1	1	1	1	1	1	1	1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04246642261707423	1	1	1	1	1
GO_O_ACYLTRANSFERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05712677333811378	1	1	1	1	1	1	1	1	1	1	1	0.06123908891073926
GO_O_GLYCAN_PROCESSING	1	1	1	1	1	0.08591986274203567	1	1	1	1	1	0.036727982114495905	1	0.0004219223727160992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011015082593041403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012487972243082957
GO_O_PALMITOYLTRANSFERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006323130297549717
GO_P38MAPK_CASCADE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025600602338782807	1	1	1	1	1	1	1	1	1	1	1
GO_PALLIUM_DEVELOPMENT	1	1	1	1	1	0.013733862523526263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00011109892351401918	1	1	1	1	1	0.07673995186434146	1	1	1	1	0.009851778040030013	1	1	1	0.009493037306883223	1	1	1	1	0.0003872059260613403	1	1	1	1	1	1
GO_PALMITOYLTRANSFERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021198549652260423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03920788859666369
GO_PANCREAS_DEVELOPMENT	1	1	1	1	1	1	1	1	0.02264996006898401	1	0.030040874633493253	1	1	1	1	1	1	1	1	0.03347044179126013	0.025004058913723926	1	0.0015441009912079418	0.07607119011724706	1	1	1	1	1	1	1	1	0.003132580373160443	0.006598606388076189	1	1	1	0.0547862596333637	1	1	1	1	0.008457489412312502	1	1	1	1	1	1
GO_PANCREATIC_A_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002067869598260441	1	1	1	1	1	1
GO_PANCREATIC_JUICE_SECRETION	1	1	1	1	1	0.004123610337907979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0069822356563167265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00715966395185752
GO_PARANODAL_JUNCTION	1	1	1	1	1	1	1	1	0.0048821766740809736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0002635687188348168	1	1	1	0.0027388275581838872	1	1	1	1	1	1
GO_PARANODAL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005831329710847433	1	1	1	1	1	1	1	1	1	1
GO_PARANODE_REGION_OF_AXON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017317557494771818	1	1	1	1	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.017394361960686888	0.002360411567205345	4.55279099460526e-05	1	0.0019243450126503747	1	3.501090364188553e-05	0.0	0.0058906187251265285	3.5294927408058285e-05	0.03394426771300496	1	0.024298876428550775	1	1	1	1	0.0058906187251265285	0.0017404778765666151	0.0015669895862314709	0.014539603522191413	0.031492815711827604	1	1	1.099824284755968e-05	6.0558455718728865e-05	0.011643476475449388	0.0376080832604766	1	1	1.4143303639801985e-05	0.030677328721857577	0.028401082105099285	0.040981204749845346	0.037689126497819636	0.07869797937596534	1	2.2134127863893127e-10	3.0116539099678263e-05	0.046035490308564686	0.014539603522191413	0.00038590420827355754	0.07219045044488692	1	0.018826949182992325	1	0.028443673162426242	0.0017381836466676681
GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	1	0.05064141841949965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06293311200148244	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0900938105230027	1	1	1	1	1	1	1	1	1	1	1	1
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.08489764234763575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06806496504175574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PATTERN_SPECIFICATION_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019734499289167817	1	0.028997420534314866	1	0.02474573646197431	0.0478976800945321	1	1	1	1	1	1	1	0.030584908502755526	1	0.06918281949095884	0.03602715486199637	1	0.025279145297481653	0.0666894554224331	1	1	0.04194618771201475	1	0.09174187961857982	1	1	1	0.0801430025250931	1	1
