	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_PATTERN_SPECIFICATION_PROCESS		BASP1 CCDC40 DCHS1 HHEX LMX1B NKD1 PBX3		BASP1 CELSR2 CFC1B DCHS1 DLL1 HHEX LEFTY1											CFC1 CFC1B DCHS1 HHEX PAX6		ASCL1 BASP1 CCDC40 CFC1 CFC1B DCHS1 DLL1 DNAH11 HES6 ISL1 LMX1B MAFB NKD1 PAX6 PBX3 SFRP1	BASP1 CFC1B CXXC4 DCHS1 DNAH11 DSCAML1 LEFTY1 LMX1B MAFB NKD1 PAX6 PBX3 SFRP1 SIX2	BASP1 CELSR2 CFC1B DNAH11 LEFTY1 PAX6												ASCL1 BASP1 LMX1B PAX6 PBX3 SIX2		BASP1 CCDC40 CELSR2 CFC1 CFC1B DNAH11 DSCAML1 ISL1 PAX6 PBX3 SFRP1 SIX2	CCDC40 CELSR2 CFC1 CFC1B CXXC4 DLL1 DNAH11 DSCAML1 ISL1 LEFTY1 NKX2-2 PBX3 SFRP1 SIX2	CFC1 DCHS1 DLL1 DNAH11 LEFTY1 LMX1B MAFB NKD1 PAX6 PBX3 SFRP1 SIX2	BASP1 CELSR2 CFC1B DCHS1 DLL1 DNAH11 DSCAML1 HHEX LMX1B NKD1 PBX3 SFRP1 SIX2		CELSR2 CFC1 CFC1B DSCAML1 HES6 MAFB NEUROD1 NKX2-2	CELSR2 CFC1 CFC1B HES6 LMX1B MAFB	BASP1 CELSR2 CFC1B CXXC4 DCHS1 DNAH11 DSCAML1 HES6 HHEX ISL1 LMX1B MAFB NEUROD1 NKD1				BASP1 CCDC40 CFC1B CXXC4 DNAH11 HHEX LEFTY1 LMX1B NKD1 PBX3 SIX2				BASP1 CXXC4 DLL1 ISL1 LEFTY1 MAFB PAX6 PBX3 SFRP1 SIX2		CFC1 CFC1B CXXC4 HES6 LMX1B PBX3	CELSR2 CFC1 CFC1B DCHS1 DNAH11 DSCAML1 HES6 LMX1B PBX3		BASP1 CCDC40 CXXC4 DLL1 DNAH11 HHEX LMX1B NEUROD1 NKD1 NKX2-2 PAX6 PBX3 SFRP1 SIX2				CCDC40 CELSR2 CXXC4 DCHS1 DSCAML1 HHEX LEFTY1 LMX1B MAFB NKD1 PBX3 SIX2	BASP1 CCDC40 CFC1 CFC1B CXXC4 DCHS1 DLL1 DNAH11 DSCAML1 HES6 ISL1 LEFTY1 MAFB NKD1 PBX3				CCDC40 CELSR2 CXXC4 DCHS1 DLL1 DNAH11 DSCAML1 HES6 HHEX ISL1 LEFTY1 MAFB NEUROD1 PBX3 SIX2		CELSR2 DSCAML1 HES6 LEFTY1						CELSR2 CFC1 CFC1B DNAH11 HES6 HHEX MAFB PBX3 SFRP1 SIX2		
GO_PDZ_DOMAIN_BINDING														CIT FZD4 NKD1		CIT FZD4 GRIK5 NKD1 SSTR2		CIT CXXC4 FZD4 GRIK5 NKD1 SSTR2	CIT SSTR2		CIT CXXC4 FZD4 GRIK5										CIT SSTR2					CIT FZD4 GRIK5 NKD1			CIT FZD4	CIT CXXC4 NKD1 SSTR2				CIT CXXC4 FZD4 GRIK5 NKD1				CIT CXXC4 FZD4 GRIK5									CXXC4 FZD4 GRIK5 NKD1	CIT CXXC4 FZD4 GRIK5 NKD1 SSTR2	CIT FZD4 GRIK5 NKD1				CXXC4 GRIK5				CIT CXXC4	GRIK5 NKD1				
GO_PEPTIDASE_ACTIVITY			ADAMTS2 ADAMTSL1 CLCA1 CLCA4 CPB1 F10 KLK12 MEP1B MMP13 MMP2 PAPPA2 PCSK1 PCSK2 SFRP1 UCHL1 USP41 VASH2															ADAM12 ADAMTSL1 ADAMTSL2 CELA3A CLCA1 CLCA4 CPB1 CPE DPP10 MEP1B MMP13 MMP2 PCSK2 PGA3 SFRP1 USP13 VASH2			ADAMTS2 CELA3A CLCA4 CPB1 CPE DPP10 F10 KLK12 MEP1B PCSK1 USP13 USP41												ADAM12 ADAMTSL1 CELA3A CLCA1 CLCA4 CPB1 CPE DPP10 F10 MEP1B MMP13 PAPPA2 PCSK1 PCSK2 SFRP1 USP13 USP41	ADAMTSL1 CLCA1 CPB1 DPP10 F10 KLK12 MEP1B MMP13 MMP2 PAPPA2 PCSK2 SFRP1 USP13 USP41 VASH2	ADAM12 ADAMTSL1 ADAMTSL2 CELA3A CLCA4 CPB1 DPP10 F10 KLK12 MEP1B MMP13 PAPPA2 PCSK1 PGA3 PGA5 SFRP1 VASH2			ADAMTSL2 KLK12 MEP1B MMP2 PAPPA2 PCSK1 PGA3 PGA4 PGA5 VASH2	MMP2 PAPPA2 PCSK2 PGA3 PGA4 PGA5 VASH2	ADAMTSL1 CELA3A CLCA4 DPP10 MEP1B MMP2 PCSK1 PCSK2 PGA3 PGA4 PGA5 USP13 VASH2								ADAM12 ADAMTSL2 CELA3A CLCA4 CPE MEP1B MMP2 SFRP1 UCHL1 USP13 VASH2								ADAM12 ADAMTS2 ADAMTSL2 CLCA1 CPE DPP10 F10 MEP1B MMP2 PAPPA2 PGA4 UCHL1 USP13 USP41		ADAM12 ADAMTSL1 CELA3A CLCA4 CPB1 CPE DPP10 MEP1B MMP13 PAPPA2 PCSK1 PCSK2 PGA3 PGA5 UCHL1 USP13 USP41 VASH2														
GO_PEPTIDASE_REGULATOR_ACTIVITY	PCSK1N SERPINA10																						AGT PCSK1N								AGT PCSK1N SERPINA10 SPOCK3																																			AGT NAIP PCSK1N	NAIP PCSK1N SPOCK3					
GO_PEPTIDE_BINDING	CACNA1B GRIA2 GRIN1 MAPK8IP2															AVPR1B CACNA1A CACNA1B EPHA4 FZD4 GSTM2 PEX5L SSTR2 SSTR3					ATP1A3 CACNA1A EPHA4 FZD4 GRIA2 PEX5L SSTR1																										ATP1A3 AVPR1B FZD4 GRIN1 GSTM2 PEX5L SSTR3								CACNA1B GRIA2 MAPK8IP2	ATP1A3 CACNA1A CACNA1B EPHA4 GRIA2 GRIN1 GSTM2 PEX5L					ATP1A3 AVPR1B EPHA4			AVPR1B EPHA4 FZD4								
GO_PEPTIDE_CROSS_LINKING			BGN SPOCK3																																									BGN SPOCK3																												
GO_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN			BGN SPOCK3																																									BGN SPOCK3														BGN SPOCK3				BGN SPOCK3										
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING														CRH GNAO1		GNAO1 UCN3	CRH GNAO1 UCN3	CRH UCN3																		CRH GNAO1		CRH GNAO1	CRH GNAO1					CRH GNAO1			CRH GNAO1										GNAO1 UCN3	GNAO1 UCN3	CRH GNAO1 UCN3			CRH GNAO1								CRH UCN3		
GO_PEPTIDE_HORMONE_SECRETION	CARTPT FFAR1 GPR119	BAIAP3 BRSK2 ITPR1 PTPRN2 VGF	ABCC8 BAIAP3 BRSK2 CACNA1C CACNA2D2 CPLX1 GPR119 ISL1 PTPRN SCT SFRP1 SLC30A8 SNAP25 STX1A STXBP5L UCN3	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A FFAR2 GCK KCNJ11 PTPRN2	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA2D2 CRH FFAR2 GCK KCNJ11 PTPRN PTPRN2 SCT			FFAR1 FFAR3						BAIAP3 BRSK2 CACNA1C CACNA2D2 CARTPT CRH ITPR1 KCNJ11 RAPGEF4 RFX6 SCT SNAP25	ABCC8 CACNA1A CACNA2D2 GHRL GPR119 SCT	ABCC8 BAIAP3 CACNA1A CACNA1E CACNA2D2 FFAR2 GCK GHRL GIP ISL1 PTPRN RFX6 SCT SFRP1 SLC30A8 STXBP5L UCN3 VGF	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CPE CRH FFAR2 GCK GHRL GIP ISL1 ITPR1 PTPRN RAPGEF4 RFX6 SCT SFRP1 SLC30A8 SNAP25 STX1A STXBP5L UCN3 VGF	ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1E CACNA2D2 CPE CRH FFAR2 GHRL PTPRN2 SCT SFRP1 SNAP25 STX1A STXBP5L UCN3	ADCY5 CACNA1C CACNA1E CACNA2D2 FFAR2 GHRL GIP PTPRN2	ADCY5 BAIAP3 CPLX1 GCK GIP ITPR1 STX1A STXBP5L	ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E CPE FFAR1 FFAR2 FFAR3 GCK GHRL ISL1 ITPR1 PTPRN SNAP25 STX1A STXBP5L UCN3 VGF			BRSK2 CARTPT CPLX1 ITPR1			BRSK2 CHGA PTPRN2 STX1A STXBP5L	FFAR1 ITPR1 SNAP25	ADCY5 CACNA1C CACNA1E CPE CPLX1 FFAR2 RAPGEF4 SNAP25 STXBP5L	BAIAP3 CPLX1 FFAR1 FFAR3	BAIAP3 CACNA1C CACNA1E GPR119 ITPR1 PTPRN SNAP25	CARTPT GPR119	ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CPE CPLX1 FFAR1 FFAR2 FFAR3 GCK GIP GPR119 ISL1 PTPRN2 RAPGEF4 SFRP1 SLC30A8 SNAP25 STX1A STXBP5L UCN3	ABCC8 BAIAP3 BRSK2 CACNA1A CPLX1 GIP ISL1 ITPR1 PTPRN2 RAPGEF4 SFRP1 SLC30A8 SNAP25 STX1A STXBP5L UCN3	ADCY5 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CHGA CPLX1 CRH FFAR2 GCK GIP ITPR1 KCNJ11 PTPRN RAPGEF4 SCT SFRP1 SLC30A8 SNAP25 STXBP5L VGF	BAIAP3 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA CPE CPLX1 CRH FFAR3 GCK KCNJ11 PTPRN RAPGEF4 RFX6 SCT SFRP1 SLC30A8 SNAP25 STX1A VGF		ABCC8 CACNA1E CHGA CPLX1 CRH GCK KCNJ11 NEUROD1 RAPGEF4 VGF		ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C CPLX1 GHRL ISL1 NEUROD1 PTPRN RFX6 SCT SNAP25 STX1A		CACNA2D2 CRH FFAR2 KCNJ11 PTPRN2 RFX6 SCT VGF	CARTPT GPR119	ADCY5 BRSK2 CACNA1E CACNA2D2 CPLX1 CRH GIP ITPR1 RAPGEF4 SCT SLC30A8 SNAP25 STX1A VGF	ADCY5 CACNA1A CACNA1C CACNA2D2 CARTPT CPE FFAR2 ITPR1 PTPRN2 RAPGEF4 SNAP25	ADCY5 BAIAP3 BRSK2 CACNA1E CACNA2D2 GIP ITPR1 KCNJ11 PTPRN PTPRN2 RAPGEF4 SNAP25 UCN3 VGF	ADCY5 BRSK2 CACNA2D2 CPE CPLX1 CRH GIP KCNJ11 PTPRN PTPRN2 RAPGEF4 RFX6 SCT SNAP25 STXBP5L VGF	ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1E CPE CPLX1 FFAR1 FFAR3 ISL1 SFRP1 SNAP25 STXBP5L		CACNA1A CACNA2D2 CPE CPLX1	CACNA2D2 CPE CPLX1 ITPR1		BAIAP3 BRSK2 CACNA1A CACNA1E FFAR2 GCK GHRL KCNJ11 NEUROD1 PTPRN PTPRN2 RAPGEF4 SFRP1 SNAP25 STXBP5L VGF		CARTPT CHGA FFAR1 FFAR3 GPR119	ADCY5 BRSK2 CACNA1A CACNA1E CACNA2D2 CARTPT CHGA CPE CPLX1 FFAR1 FFAR3 GCK ITPR1 PTPRN2 RAPGEF4 SCT STX1A STXBP5L	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CPE CPLX1 ITPR1 KCNJ11 PTPRN PTPRN2 RFX6 SCT UCN3 VGF	ABCC8 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA CPE FFAR1 FFAR2 FFAR3 GIP ISL1 ITPR1 PTPRN2 RAPGEF4 SNAP25 STX1A STXBP5L UCN3 VGF	CACNA1A CACNA1C CACNA1E CACNA2D2 CPE CPLX1 CRH FFAR2 GCK ISL1 RAPGEF4 RFX6 SCT SLC30A8 STXBP5L UCN3 VGF	CARTPT FFAR3 ISL1 STXBP5L		ADCY5 BAIAP3 CACNA1C CACNA2D2 CARTPT CHGA CPE CPLX1 CRH GCK GHRL GIP ISL1 ITPR1 NEUROD1 PTPRN PTPRN2 RFX6 SCT STX1A STXBP5L VGF		ADCY5 CRH SCT VGF		FFAR3 GPR119 ITPR1	CACNA1C CPE CPLX1 FFAR2 GCK PTPRN2 RAPGEF4	BAIAP3 CACNA2D2 CPE CRH KCNJ11 PTPRN SFRP1 STXBP5L		ABCC8 ADCY5 CRH ITPR1 KCNJ11 PTPRN PTPRN2 RAPGEF4 RFX6 SFRP1 STXBP5L UCN3 VGF		CACNA1C CACNA2D2
GO_PEPTIDE_RECEPTOR_ACTIVITY								CYSLTR2 GPR83							OGFRL1 SORCS2 SSTR3		AVPR1B BRS3 CYSLTR2 OGFRL1 SSTR1 SSTR3														AVPR1B GPR83 SSTR1 SSTR2							BRS3 SSTR2 SSTR3		AVPR1B GPR83 OGFRL1 SORCS2 SSTR2		OGFRL1 SORCS2 SSTR1																														
GO_PEPTIDE_SECRETION		BAIAP3 BRSK2 ITPR1 PTPRN2 SRCIN1 VGF	ABCC8 BAIAP3 BRSK2 CACNA1C CACNA2D2 CD200 CPLX1 GPR119 ISL1 PTPRN SCT SFRP1 SLC30A8 SNAP25 SRCIN1 STX1A STXBP5L UCN3	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A FFAR2 GCK KCNJ11 PTPRN2	ABCC8 ADCY5 BAIAP3 BRSK2 CACNA2D2 CRH FFAR2 GCK KCNJ11 PTPRN PTPRN2 SCT									AIF1 BAIAP3 BRSK2 CACNA1C CACNA2D2 CARTPT CRH ITPR1 KCNJ11 RAPGEF4 RFX6 SCT SNAP25 SRCIN1	ABCC8 ADORA2A AGT CACNA1A CACNA2D2 GHRL GPR119 SCT	ABCC8 AIF1 BAIAP3 CACNA1A CACNA1E CACNA2D2 FFAR2 GCK GHRL GIP ISL1 PTPRN RAB3C RFX6 SCT SFRP1 SLC30A8 SRCIN1 STXBP5L SUCNR1 UCN3 VGF	ABCC8 ADCY5 AGT AIF1 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CPE CRH FFAR2 GCK GHRL GIP ISL1 ITPR1 PTPRN RAPGEF4 RFX6 SCT SFRP1 SLC30A8 SNAP25 SRCIN1 STX1A STXBP5L UCN3 VGF	ADCY5 AIF1 BAIAP3 BRSK2 CACNA1A CACNA1E CACNA2D2 CPE CRH FFAR2 GHRL PTPRN2 RAB3C SCG2 SCT SFRP1 SNAP25 SRCIN1 STX1A STXBP5L UCN3	ADCY5 CACNA1C CACNA1E CACNA2D2 FFAR2 GHRL GIP PTPRN2 RAB3C SRCIN1	ADCY5 AIF1 BAIAP3 CPLX1 GCK GIP ITPR1 SRCIN1 STX1A STXBP5L	ABCC8 ADCY5 ADORA2A AGT CACNA1A CACNA1C CACNA1E CPE FFAR1 FFAR2 FFAR3 GCK GHRL ISL1 ITPR1 PTPRN RAB3C SNAP25 SRCIN1 STX1A STXBP5L UCN3 VGF			BRSK2 CARTPT CPLX1 ITPR1	ADORA2A BRSK2		AIF1 BRSK2 CHGA PTPRN2 STX1A STXBP5L	AIF1 CD200 FFAR1 ITPR1 SNAP25	ADCY5 ADORA2A CACNA1C CACNA1E CPE CPLX1 FFAR2 RAB3C RAPGEF4 SNAP25 STXBP5L	BAIAP3 CPLX1 FFAR1 FFAR3	AGT BAIAP3 CACNA1C CACNA1E GPR119 ITPR1 PTPRN RAB3C SNAP25 SYT4	CARTPT GPR119 SYT4	ABCC8 ADCY5 AGT AIF1 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CD200 CPE CPLX1 FFAR1 FFAR2 FFAR3 GCK GIP GPR119 ISL1 PTPRN2 RAB3C RAPGEF4 SCG2 SFRP1 SLC30A8 SNAP25 SRCIN1 STX1A STXBP5L UCN3	ABCC8 AIF1 BAIAP3 BRSK2 CACNA1A CD200 CPLX1 GIP ISL1 ITPR1 PTPRN2 RAB3C RAPGEF4 SCG2 SFRP1 SLC30A8 SNAP25 SRCIN1 STX1A STXBP5L UCN3	ADCY5 AIF1 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CHGA CPLX1 CRH FFAR2 GCK GIP ITPR1 KCNJ11 PTPRN RAB3C RAPGEF4 SCG2 SCT SFRP1 SLC30A8 SNAP25 SRCIN1 STXBP5L VGF	ADORA2A AGT AIF1 BAIAP3 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CHGA CPE CPLX1 CRH FFAR3 GCK KCNJ11 PTPRN RAB3C RAPGEF4 RFX6 SCG2 SCT SFRP1 SLC30A8 SNAP25 SRCIN1 STX1A VGF		ABCC8 AGT CACNA1E CHGA CPLX1 CRH GCK KCNJ11 NEUROD1 RAPGEF4 SCG2 SRCIN1 VGF		ABCC8 ADCY5 BAIAP3 BRSK2 CACNA1A CACNA1C CPLX1 GHRL ISL1 NEUROD1 PTPRN RFX6 SCG2 SCT SNAP25 STX1A SUCNR1		CACNA2D2 CRH FFAR2 KCNJ11 PTPRN2 RFX6 SCT SRCIN1 VGF		ADCY5 AGT BRSK2 CACNA1E CACNA2D2 CD200 CPLX1 CRH GIP ITPR1 RAPGEF4 SCT SLC30A8 SNAP25 STX1A VGF	ADCY5 AGT CACNA1A CACNA1C CACNA2D2 CARTPT CPE FFAR2 ITPR1 PTPRN2 RAB3C RAPGEF4 SNAP25 SRCIN1 SUCNR1	ADCY5 BAIAP3 BRSK2 CACNA1E CACNA2D2 CD200 GIP ITPR1 KCNJ11 PTPRN PTPRN2 RAB3C RAPGEF4 SNAP25 SRCIN1 UCN3 VGF	ADCY5 AIF1 BRSK2 CACNA2D2 CD200 CPE CPLX1 CRH GIP KCNJ11 PTPRN PTPRN2 RAB3C RAPGEF4 RFX6 SCT SNAP25 STXBP5L VGF	ADCY5 ADORA2A AIF1 BAIAP3 BRSK2 CACNA1A CACNA1E CPE CPLX1 FFAR1 FFAR3 ISL1 RAB3C SFRP1 SNAP25 SRCIN1 STXBP5L		AIF1 CACNA1A CACNA2D2 CPE CPLX1 RAB3C	AIF1 CACNA2D2 CPE CPLX1 ITPR1 RAB3C	ADORA2A RFX6	AIF1 BAIAP3 BRSK2 CACNA1A CACNA1E CD200 FFAR2 GCK GHRL KCNJ11 NEUROD1 PTPRN PTPRN2 RAB3C RAPGEF4 SFRP1 SNAP25 STXBP5L VGF		CARTPT CHGA FFAR1 FFAR3 GPR119 SUCNR1 SYT4	ADCY5 BRSK2 CACNA1A CACNA1E CACNA2D2 CARTPT CHGA CPE CPLX1 FFAR1 FFAR3 GCK ITPR1 PTPRN2 RAB3C RAPGEF4 SCT SRCIN1 STX1A STXBP5L SUCNR1	ABCC8 ADCY5 ADORA2A AIF1 BAIAP3 BRSK2 CACNA1C CACNA1E CACNA2D2 CPE CPLX1 ITPR1 KCNJ11 PTPRN PTPRN2 RFX6 SCT SRCIN1 UCN3 VGF	ABCC8 AGT AIF1 BAIAP3 BRSK2 CACNA1A CACNA1C CACNA1E CACNA2D2 CARTPT CD200 CHGA CPE FFAR1 FFAR2 FFAR3 GIP ISL1 ITPR1 PTPRN2 RAB3C RAPGEF4 SNAP25 SRCIN1 STX1A STXBP5L UCN3 VGF	ADORA2A AGT CACNA1A CACNA1C CACNA1E CACNA2D2 CD200 CPE CPLX1 CRH FFAR2 GCK ISL1 RAPGEF4 RFX6 SCT SLC30A8 STXBP5L UCN3 VGF	CARTPT FFAR3 ISL1 STXBP5L		ADCY5 ADORA2A AGT AIF1 BAIAP3 CACNA1C CACNA2D2 CARTPT CHGA CPE CPLX1 CRH GCK GHRL GIP ISL1 ITPR1 NEUROD1 PTPRN PTPRN2 RFX6 SCT SRCIN1 STX1A STXBP5L VGF		ADCY5 CRH SCT VGF			AIF1 CACNA1C CPE CPLX1 FFAR2 GCK PTPRN2 RAPGEF4	AIF1 BAIAP3 CACNA2D2 CPE CRH KCNJ11 PTPRN SFRP1 STXBP5L		ABCC8 ADCY5 AGT AIF1 CRH ITPR1 KCNJ11 PTPRN PTPRN2 RAPGEF4 RFX6 SFRP1 STXBP5L UCN3 VGF		ADORA2A CACNA1C CACNA2D2
GO_PEPTIDYL_AMINO_ACID_MODIFICATION		AKT3 BRSK2 CAMKV CSH2 MAP3K12 NTRK2 PRKCG SPTBN4 SRCIN1 TTLL7													AGT CAMKV CHD5 CSH2 FKBP7 GATA2 GHRL MAP3K12 SPTBN4				CIT CSH1 DPY19L2 EPHA4 FKBP7 GHRL MAP3K12 NTRK2 PDGFD SRCIN1 TTLL6 TTLL7				AGT BRSK1 CDK5R1 MAP3K12 PRKCG WNK3																																																	
GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION			TTLL10 TTLL6													TTLL10 TTLL6			TTLL6 TTLL7	TTLL6 TTLL7	TTLL6 TTLL7								TTLL10 TTLL7		TTLL6 TTLL7		TTLL10 TTLL7	TTLL10 TTLL6 TTLL7	TTLL10 TTLL6 TTLL7	TTLL10 TTLL6 TTLL7								TTLL10 TTLL6 TTLL7			TTLL6 TTLL7						TTLL10 TTLL6 TTLL7			TTLL6 TTLL7	TTLL10 TTLL7		TTLL10 TTLL6 TTLL7											TTLL10 TTLL6 TTLL7		
GO_PEPTIDYL_SERINE_DEPHOSPHORYLATION																	DUSP26 PPP1R16B																					DUSP26 PPP1R16B									DUSP26 PPP1R16B																			DUSP26 PPP1R16B						
GO_PEPTIDYL_SERINE_MODIFICATION		AKT3 BRSK2 CAMKV MAP3K12 NTRK2 PRKCG SPTBN4			BRSK2 CAMK1 CDK5R1 MBOAT4 NTRK2 SPTBN4												AKT3 BRSK1 BRSK2 CDK5R1 MAP3K12 MAST1 MBOAT4 PRKCG RET SPOCK3 SPTBN4						BRSK1 CDK5R1 MAP3K12 PRKCG		BRSK2 CDK5R1				AKT3 BRSK1 MAP3K12 NTRK2 SPOCK3											AKT3 BRSK2 CAMK1 CAMKV CDK5R1 MAP3K12 NTRK2 SPOCK3 SPTBN4				AKT3 BGN BRSK1 BRSK2 CAMK1 GALNT16 MAP3K12 MAST1 NTRK2 PRKCG SPOCK3 SPTBN4			AKT3 BRSK2 GALNT16 MAP3K12 MBOAT4 NTRK2 RET SPOCK3 SPTBN4						BRSK2 CAMKV CDK5R1 GALNT16 MAP3K12 MAST1 PRKCG RET SPTBN4				BGN BRSK1 BRSK2 CAMK1 CAMKV CDK5R1 GALNT16 MAP3K12 MAST1 MBOAT4 NTRK2 PRKCG RET	AKT3 BGN BRSK1 BRSK2 CAMKV CDK5R1 GALNT16 MAP3K12 MBOAT4 RET SPOCK3 SPTBN4			BRSK2 MAP3K12 RET	BGN BRSK1 CAMK1 CDK5R1 GALNT16 MAST1 MBOAT4 NTRK2 PRKCG RET SPOCK3						CDK5R1 GALNT16 MAST1 PRKCG SPTBN4				
GO_PEPTIDYL_THREONINE_MODIFICATION																							CDK5R1 MAP3K12 WNK3																CIT GALNT16 MAP3K12																															CDK5R1 CIT GALNT16 MAP3K12 WNK3		
GO_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION					PTPRN PTPRN2 PTPRT																								DUSP26 EYA4 PTPRT																EYA4 PTPRN2 PTPRT	DUSP26 EYA4 PTPRN PTPRN2	DUSP26 EYA4 PTPRN PTPRN2									DUSP26 EYA4 PTPRN2 PTPRT										DUSP26 PTPRT	DUSP26 PTPRN2			PTP4A3 PTPRN PTPRN2		
GO_PEPTIDYL_TYROSINE_MODIFICATION											CSH1 CSH2								CSH1 EPHA4 GHRL NTRK2 PDGFD SRCIN1																						CSH2 EPHA4 NTRK2 SRCIN1													CSH1 CSH2								AGT CSH1 EPHA4 GHRL INSRR ISL1 KIT NTRK2 PDGFD RET SRCIN1										
