	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEYL	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846	ZNF883
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	0.89283719023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_RESPONSE_TO_NITROGEN_COMPOUND	1	1	1	1	1	1	1	0.64408170207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.282864254817	1	1	1	1	0.473944048536	1	1	1	1	1	1	0.0363299507771	1	1	1	1	1
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.147310978592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SCHAFFER_COLLATERAL_CA1_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0258875080136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SECRETION	1	1	1	1	1	1	1	0.305908934017	1	1	1	0.096308813367	1	1	1	1	1	1	1	0.108910790889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.473992136012	1	0.0221816650637	1	1	1	1	1
GO_SECRETORY_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.50527122806	1	0.259268982422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.220616100804	1	1	1	1	1
GO_SIGNAL_RELEASE	1	1	0.149219417207	1	0.175848770718	0.00815863029056	8.61609129925e-05	1.37313505111e-06	0.0469869515746	1	1	1.9635456231e-05	1	1	1	1	1	1	1	2.36907531292e-06	1	0.0	8.29644250964e-05	1	1	1	1	1	1	1	0.000168135487309	1	0.143344318702	0.00587627530737	0.00498993744122	1	1	1	0.00360252332056	1	0.00652806084155	6.25112400976e-06	2.37628643682e-05	1.70851121406e-05	1	0.0	1	1	1	0.324106177307	1
GO_SODIUM_CHANNEL_ACTIVITY	1	1	1	0.0304292182491	1	1	0.472844376161	0.806423233417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0363451265897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.151622408564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	0.0	0.12298295255	1	0.00027950843945	2.40879552116e-06	0.0	0.000212142338791	1	1	9.59199426787e-06	1	1	1	1	1	1	0.213138123699	0.0	0.00222734452271	0.0	0.0	1	0.000531227323873	0.0478022953164	0.000581249434457	1	0.313719188071	1	0.0	0.00328554548502	0.246629953891	0.0	0.0	1	1	1	0.0	1	1.49231450117e-05	0.0	5.29612992217e-06	0.0	1	0.0	1	1	8.49273665127e-06	6.56495858875e-06	1
GO_SYNAPSE	1	0.00808690173369	1.04365687399e-05	1.50401134427e-05	0.0	0.0	2.53497858977e-05	3.34652993272e-06	1.36999109468e-05	0.775758206302	1	5.70582971005e-06	1	1	1	0.00204688007759	0.0118462653945	0.309806549965	0.0326695656475	3.62624086314e-06	3.5292748535e-05	7.6432666446e-06	1.33498274851e-05	0.22554943322	0.0852438434142	0.82674173461	1.65830736982e-05	0.245761773796	2.98129482701e-05	0.625554782154	1.9356460105e-05	3.9743155007e-06	1.32778696522e-05	9.62169180441e-06	0.0	1	0.17517840785	0.990224673747	0.0	0.000660559057733	1.7334465563e-05	5.70582971005e-06	1.60382586452e-05	1.21111706228e-05	1	8.10109925276e-06	0.0448106003408	1	0.000152654325532	2.14579503587e-05	1
GO_SYNAPSE_ORGANIZATION	1	1	0.0588685699177	1	1	1	0.0772647957498	1	1	1	1	1	1	1	1	1	1	1	1	0.575769804964	1	1	1	1	1	1	1	1	1	1	1	0.295546026354	1	1	1	1	1	1	0.000134568275313	1	1	0.0135981806089	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	1	1	1	0.244451848666	0.152136981329	2.60750194245e-05	1	1	1	6.62681062524e-05	1	1	1	1	1	1	1	0.000854355977197	1	0.00265831182279	2.79837437756e-05	1	1	1	0.00746033660929	1	1	1	1.50464943931e-05	0.38130017729	1	0.19642661176	0.00207712931728	1	1	1	0.0106123698486	1	0.000459066773752	0.00936650533098	0.000107852578452	1	1	0.00107217691315	1	1	1	0.0160346901117	1
GO_SYNAPTIC_SIGNALING	0.233519515897	1	0.00107387628967	0.00217563436567	0.00936628546735	0.00499094847411	0.0	0.0	0.0	1	1	0.0	1	1	1	1	1	0.123179938315	1	0.0	0.000216754100438	0.0	0.0	0.406674043472	1	1	0.0	1	0.00709881552612	1	0.0	0.0230889723598	2.52374781953e-05	0.0	0.0	1	1	1	0.0	0.256798447951	0.0	0.0	0.0	0.000504044527561	0.722232393678	0.0	1	1	0.0323927777909	2.76028963428e-05	1
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	0.00401083805732	1	1	1	1	1	1	1	1	1	1	1	1	1	0.122324469304	0.177987131786	1	1	1	1	1	1	1	0.00260022960448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00011502083103	1	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	1	1	0.596378278165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	1	0.890735660741	1	1	1	1	0.303616252857	1	1	1	1	1	1	1	1	1	1	1	0.0414132542974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.266997841872	1	0.158936640018	1	1	0.845548249318	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.0977272377945	0.000177122781357	0.0	1	1	1	0.0103960359073	1	1	1	1	1	1	1	0.0895527760746	1	0.0838238153074	0.000187888865013	1	1	1	1	1	1	1	1	0.277420458261	1	0.00784476815389	1	1	1	1	1	1	0.00445883453733	0.0293290606668	0.000410069956241	3.27715010182e-05	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.00077707372744	3.36069026239e-05	1	1	1	0.123486475198	1	1	1	1	1	1	1	0.579675461245	1	0.027469264856	0.000195471293164	1	1	1	1	1	1	1	1	0.671949856835	1	0.82343245631	1	1	1	1	1	1	0.249615922674	0.358563173111	0.0330785040865	0.000212469308101	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	0.332697056776	2.31585208252e-05	0.0263251118363	1	1.13943195901e-05	0.0	0.00279012591538	1	1	9.01573619583e-06	1	1	1	1	1	1	1	0.000156890691227	1	0.000445897670527	0.0	1	0.327549235302	1	6.80008499994e-05	1	1	1	0.0194730519837	0.0491613803015	0.299875951067	0.0	1	1	1	1	1	1	0.00051858011892	0.000547601520538	1.30614204887e-05	0.00147058343646	1	0.00487771094792	1	1	1	0.257456037323	1
GO_TRANSPORT_VESICLE	1	1	0.00469405662925	1	1	1	0.026954162912	2.49076252352e-05	1	1	1	0.0253397895595	1	1	1	1	1	1	1	0.00057746482657	0.110770415217	0.144040214894	0.0683517150437	1	1	1	1	1	1	1	0.180847422592	1	1	1	1	1	1	1	0.00629068621706	1	0.0310275684389	1	3.32185428994e-05	1	1	0.000795318423831	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	0.0147342501013	1	1	1	0.0136665039276	5.50153798087e-05	1	1	1	1	1	1	1	1	1	1	1	0.00233942479557	0.00813554046703	1	0.15531814201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00950655196071	1	0.253016890892	1	1	0.291964491268	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	1	0.0531724145349	0.190457690108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0897821357771	1	1	1	0.0315532748651	1	1	1	1	1	1	1	1
GO_T_TUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.231660625649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	0.03027774502	1	1	1	0.164230107305	0.0	1	1	1	0.407970151345	1	1	1	1	0.343712283486	1	1	0.997980215713	1	0.0379684429366	0.0113072965373	1	1	1	1	1	1	1	1.7294112313e-05	1	1	0.368018544278	0.0212742400226	1	1	1	0.00575500662277	1	1	0.00960737849145	0.000790485639666	0.130917852522	1	1.47646688498e-05	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.530269750045	0.678052048044	1	1	1	1	1	1	1	1	0.955842574924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.830980186612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.266896472116	4.14426228934e-05	0.00749509684723	1	1.41631620529e-05	0.0	0.00044237547067	1	1	0.000130112727577	1	1	1	1	0.0426164544221	1	1	0.0024898516836	0.693010991019	2.37569059813e-05	1.812828897e-06	1	0.0	0.0318916098732	2.56640457511e-05	1	1	1	0.000242971250986	0.012225376905	0.000146580363722	0.00120905219506	1	1	0.239111515809	1	0.00465389034917	1	0.000172654096611	2.31882299473e-07	7.98154883319e-06	0.000272639204225	1	0.00794019637284	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	0.286828749115	2.39878503172e-06	0.000230434822106	1	7.00781411234e-06	0.0	0.00707062031211	1	1	0.000234280835309	1	1	1	1	1	1	1	0.0403914898329	1	1.35994306383e-05	0.0	1	0.0	0.00406637673954	3.26933079497e-07	1	0.153749060957	1	9.37184057501e-05	0.399203989586	0.00751119206001	0.000206504400921	1	1	0.284441503432	0.637758890879	0.00104741845268	1	8.09144604519e-05	0.0	3.85949311776e-06	4.18114161671e-06	1	0.0219966958422	1	1	0.345426051015	0.103360841898	1
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00106457694951	0.26778397628	1	0.00208581773608	0.00485005197128	0.199323307095	1	1	0.00724437422063	1	1	1	1	0.147364044429	1	1	1	1	1	5.49704809871e-06	1	0.000336049628014	1	0.178848464308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0868955012763	0.000230783174775	0.143347164563	1	1	1	1	1	1	1
