	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	1	1	1	1	1	1	1	0.008328194206462025	0.08069535497235236	1	1	1	1	1	1	1	0.05043424428324195	1	1	1	0.002488534755564542	0.06244850526521062	1	1	1	1	1	1	1	1	1	1	0.03327710562901054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	1	1	0.04071092473010918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06525605776440857	1	1	1	1	1	1	1	1	1	1
REACTOME_ATTENUATION_PHASE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0066671553080492885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AUTOPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028113640612609236	1	1	1	1	1	1	1	1	1	1	1	0.029948014383362365	1	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011211614656513325	1	1	1	0.028755118226191367	1	1	1	1	1	1	1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.07853837249321116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BETA_DEFENSINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06857823501934712	1	1	1	1	1	1	1
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1	1	1	1	1	1	1	1	0.04350157021923462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06353358159471634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_BIOLOGICAL_OXIDATIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05109553601273542	1	1	1	0.010951221157748603	1	1	1	1	1	1	1	1	1	0.08545951786350625	1	1	1	1	1	1	1	1	1	1	1	1	0.07453109877481301	1	1	1	0.03384883757336676	0.032179977217664746
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0070713469237457804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011930052298531946	1	1	1	1	1	1	1	1	1	1	1	0.012367470651539758	1
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.2303865304819084e-05	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CA2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030328266580386343	1	1	1	1	1	1	1	1	0.0052228366113890035	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1	0.0021442451911972693	1	1	0.05559375277623102	1	1	1	1	1	1	0.02061835018272029	1	1	1	1	0.026630730250705836	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015270904449758649	1	1	1	1	1	1	0.04583130251814782	1	0.0010255003182123579	0.031888283325556266	1	1	1	1	1	1	0.01577436486684236	0.01286157512370234	1	1
REACTOME_CARDIAC_CONDUCTION	1	0.00915825317377894	1	0.0012933561041423847	0.0013663493943165683	1	0.005704158996349018	1.2624395455351767e-05	0.0897515360574912	1	1	1	1	1	1	0.04088110945507273	1	1	1	0.07628561409242718	0.009115263560632858	1	1	1	4.062465009835314e-06	1	1	1	1	1	0.022294807849431053	0.0818517110485002	1	1	1	1	1	0.02374017691011454	0.027645752102221643	0.012332646987917917	1	1	1	0.01326201981268138	1	1	1	1	1	0.00012249588260060396	0.013136686415419208
REACTOME_CA_DEPENDENT_EVENTS	1	0.020578228805943066	1	1	1	1	1	1	1	1	0.007636356334804084	1	1	1	0.004054634539728652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08867523806506639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0727168657424444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_CELL_COMMUNICATION	1	1	0.0004742165023906564	0.010412146033941028	1	1	1	1	0.07953413103986273	1	1	0.02942339851848219	1	1	1	1	1	1	1	1	1	0.056013840426165196	1	1	0.023066028061138555	0.0020571593166566204	0.0615314793165338	1	1	1	1	1	0.023162703177830313	1	1	1	1	1	1	1	1	1	1	0.044379042668990065	1	1	1	1	1	0.004095298144530468	1
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1	1	0.004182582321339057	1	1	1	1	1	1	1	1	0.04419055293827778	1	1	1	1	0.05647197616129673	1	1	1	1	0.06979151134006134	1	1	1	1	0.017309551509783083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0975177006131398	1
REACTOME_CELL_CYCLE_CHECKPOINTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038720820709113424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	0.010929842907969056	0.04080235131822685	1	1	1	1	1	1	1	0.08147456575306389	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014012429328966736	0.033055220881783476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06819667504276672	1	1	1	1	1	0.038707473011905025	1
REACTOME_CGMP_EFFECTS	1	1	1	1	1	1	1	0.018170914751639122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002758250134086815	1	1	1	1	1	1	1	1	1	0.007255680312872714	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05009245752098335	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06174180847555666	1	1	1	0.0926255430606665	1	1	1	1	1	1	1
REACTOME_CHYLOMICRON_ASSEMBLY	1	1	1	1	1	1	1	0.0071741146770036845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014667748800193392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CHYLOMICRON_REMODELING	1	1	1	1	1	1	1	0.0071741146770036845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014667748800193392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CILIUM_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04734969506212228	1	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	1	1	1	1	1	0.052815592177923754	1	0.029927602696370847	0.013985565410177925	1	1	1	1	1	1	1	0.0033146964028953896	1	1	0.09698615934607391	1	1	1	0.012045146983635568	1	1	1	1	0.043477215753384146	1	1	1	1	1	1	1	1	1	1	0.03813054736487276	1	1	1	0.006814523976493958	1	1	1	1	0.04312190811369965	0.0014321141449825658	1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	1	1	1	1	1	1	1	0.03499861030857321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016351873448204879	1	1	0.06416267130592812	1	1	1	1	1	1	1	0.07411683416295234	0.0279139970530059	1	1	1	1	1	0.015691957700157855	1	1	0.05471196989063076	1	1
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06901956821472943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	1	1	1	0.09072958273964271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CLEC7A_DECTIN_1_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022913763093229456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1	1	1	1	1	1	1	1	0.09468431055627313	1	1	1	1	1	1	1	0.0072524073337111306	1	1	1	0.024562156388673206	1	1	1	1	1	1	1	1	1	1	1	0.039494338175027455	1	1	1	1	0.0019738385257128677	1	1	1	0.0019100494213887265	1	1	1	1	0.023696786981431295	1	1	1	1
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1	1	1	1	1	1	1	1	0.04534844280469741	1	1	1	1	1	1	1	0.0022093935965391553	1	1	1	0.007920906554303109	1	1	1	1	1	1	1	1	1	1	1	0.018097860869495608	1	1	1	1	0.0004020421348616132	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_DEGRADATION	1	1	1	1	1	1	1	0.00983841854926848	0.013281228997204741	1	1	1	1	1	1	1	0.05493956705188441	1	1	1	0.0003183892409603928	0.008903927588869154	1	1	1	1	1	1	1	1	1	1	0.03633362815000951	1	1	1	1	0.00166626446279583	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COLLAGEN_FORMATION	1	1	1	1	1	1	1	0.03051274226969669	0.032457161914156596	1	1	1	1	1	1	1	0.016149380527504698	1	1	1	0.009915266962536085	1	1	1	1	1	1	1	1	1	1	1	0.008678006790658888	1	1	1	1	0.005725692435727403	1	1	1	0.0034159500140430454	1	1	1	1	0.04077333406959416	1	1	1	1
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07097358784302488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	1	1	1	1	1	1	1	1	0.04168383033347334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040120163499528294	1	1	1	1	1	1	1	1	1	1	1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1	0.016566918631253813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009490400446045877	0.007715016172885059	1	1
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	1	1	1	1	1	1	1	1	1	0.09389354895894864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03848755120229286	1	1	1	0.07147295714211666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010096291658625911	0.061032446059088086	1	1
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	0.040050594184058985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03913537895877861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0037927187158735	1	1	1	1	1	1	1	1	1	1	1	0.001696145329013854	0.019133308571538055	1	1
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01346283338592269	1	1	1	1	1	1	1	1	1	1	1	0.010653613862422695	0.007936682663217565	1	1
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1	0.0006070969636423618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021458772727674158	1
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	1	1	0.002824940863887737	1	0.008621260391142638	1	1	1	0.006613650411560368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CS_DS_DEGRADATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025749457311235346	1	1	1	1	1	1	1	1	1	1	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1	0.08094860605726983	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05310401071290349	1	0.025185638460039295	1	1	1	1	1	1	1	1	1	1	0.07124205219209445	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08730360964931405	1	1	1	0.09202435867842418	0.09795247176035338	1	1	1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1	1	1	1	1	1	1	1	0.014613442576903557	1	0.003259026072920612	1	1	1	1	1	1	1	0.0036809075849243422	1	1	1	0.009185298970310285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06944100343497961	1	1	1	1	1	1	1	1	1	3.829445196879e-05	1
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_	1	1	1	1	1	1	1	1	1	1	1	1	1	6.292520584461059e-05	1	0.04251384720522644	1	1	1	1	1	1	1	1	1	1	1	0.047619613104149416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027043308434592794	1
REACTOME_DAG_AND_IP3_SIGNALING	1	0.02495087201477142	1	1	1	1	1	1	1	1	0.009317629648521675	1	1	1	0.004960161444048206	1	1	1	1	1	0.05580542346649886	1	1	1	1	1	1	1	1	1	0.013945117148251862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04350096797470715	1
REACTOME_DAP12_INTERACTIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07732662774322419	1	1	1	1	1	1	1
REACTOME_DAP12_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03521691466576515	1	1	1	1	1	1	1
REACTOME_DECTIN_2_FAMILY	1	1	1	1	1	1	1	1	1	1	1	0.007849059967705463	1	0.0001037354891262332	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0018978137438354636	1	1	1	0.015796082131994682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0011760529838665823	1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005323370252187654	1	1	1	0.01749296154139457	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_	1	1	1	1	1	1	1	1	1	1	1	0.0033840524054612464	1	4.352796321760444e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000805413786700071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0003243347702822641	1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00850897234371173	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00850897234371173	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00850897234371173	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_	1	1	1	1	1	1	1	1	1	1	1	0.0029958669463182597	1	3.8418667227424486e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007117717541863522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0002686804595316561	1
REACTOME_DEFENSINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09897282471587387	1	1	1	1	1	1	1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	0.01030379152125216	0.0942915735156783	1	1	1	1	1	1	1	1	1	0.09848031492334008	1	0.0019698823485805317	0.014235213680586112	1	1	1	1	1	1	1	0.055670351635998094	1	1	1	1	1	1	1	0.0008711855844676375	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01612687762713272	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DEVELOPMENTAL_BIOLOGY	1	0.0731636520210045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07180485101333356	1	1	0.01371121418731458	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08726803739868427	1	1	1	0.04241617346558901	1	1	1	1	1	1	1	1
REACTOME_DISEASE	1	1	1	1	1	1	1	1	1	1	0.04847714194330577	1	1	0.06036997923081966	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09182185348264382	1	1	0.08058860770159659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1	1	1	1	1	1	1	1	1	0.010096924412847263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03774338834702318	1	1	1	0.06574030297981026	1	1	1	1	1	1	1
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	1	1	1	1	1	1	1	1	0.09708000755480461	1	1	0.005162200429535413	1	0.0007178988577647427	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012459921139519992	1	1	1	0.01404461298942461	1	1	1	1	0.005653307885419623	1	1	1	1	1	1	1	1	1	1	1	1	0.002233160751940799	1
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017118248300801553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DISEASES_OF_GLYCOSYLATION	1	1	1	1	1	0.011160267792860501	1	1	1	0.015957396216597974	0.09192031217253493	0.006295072982940408	1	0.0031275924988631854	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049461467817609295	1	1	1	0.021800915961631917	1	1	1	1	0.023370149195795498	1	1	1	1	1	1	0.05908402466562557	1	1	1	1	1	0.02893235790306503	1
REACTOME_DISEASES_OF_METABOLISM	1	1	1	1	1	0.030968550538390982	1	1	1	0.01294872898821764	0.05694932589894197	0.008677503600199477	1	0.00899658658840019	1	1	1	1	1	1	1	1	1	1	1	0.012119636552599955	1	0.023126997377530434	1	1	1	0.03624856478988181	1	1	1	1	0.06259906892795497	1	1	1	1	1	1	1	1	1	1	1	1	0.04973139458518461	1
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020007822581754264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012728145152401948	1	1	1	1	1	1	1	1	1	1	0.03430161415101818	1
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04195437380741707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	0.0003353399110980204	1	1	0.001056508846466797	1	1	1	1	1	1	1	1	1	0.001575417121335132	1	1	1	1	1	0.01918152627907166	1	1	1	1	1	1	1	1	1	1	1	0.005155391403907639	1	1	1	1	1	1	0.0644011003058933	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07460542296169126	1	1	1	1	1	1	1	1	1	1	1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	1	1	1	1	1	1	1	0.048404446729257256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010730511573752821	1	1	1	1	1	1	1	1	1	1	0.012447293405409954	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ECM_PROTEOGLYCANS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.048944759942674	1	1	1	1	1	1	1	1	1	1	1
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	1	1	1	1	1	1	0.008690261363681007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013846210498109413	1	1	1	1	0.003146324455874261	1	1	1	1	1	1	1	1	0.000993024313575508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	1	1	1	1	1	1	0.0030831183073506407	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009491949533167898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01134638071764249	1	1	1	1	1	0.007255680312872714	1
REACTOME_ENDOGENOUS_STEROLS	1	1	1	1	0.023671356291677714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04543964064278305	1
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	1	1	1	1	1	1	1	1	0.059046968391038845	1	1	1	1	1	1	1	1	1	1	1	1	0.04539203229788813	0.03820512565865031	1	1	1	1	1	1	1	1	1	1	0.006337313471300399	1	1	1	1	1	1	1	1	1	0.09578389541956622	1	1	1	1	1	1	1
REACTOME_EPH_EPHRIN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01960297289518509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02950391116773121	1	1	1	1	1	1	1	1	1	1	1	0.03200799585341507	0.024260697750087323	1	1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1	1	1	1	1	1	1	0.04482472322176623	1	1	0.09153233035091202	1	1	1	1	1	0.008706480406796224	1	1	1	0.022543084371357658	0.050597237551828655	1	1	1	1	1	1	1	0.04822693218894458	1	1	0.05279074047681254	1	1	1	1	0.00013972584481236616	1	0.09712912740560509	1	0.03425893604373009	1	0.08866879656626647	1	1	1	1	1	1	1
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042928765396176294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
