	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH		CACNA1G CACNA1H			CACNA1G CACNB4 SPTBN4											CACNA1G GFRA1 NCAM1 SPTBN4					CACNA1C CACNA1G CACNB4 NCAM1 SPTBN4									CACNA1G NCAM1	CACNB4 SPTBN4		CACNA1C CACNA1G NCAM1 SPTBN4			CACNA1C CACNA1G CACNA1H CACNB4			CACNA1G CACNB4					CACNA1G CACNA1H GFRA1 NCAM1 SPTBN4	CACNA1C CACNB2 SPTBN4		CACNA1G GFRA1 NCAM1 SPTBN4		CACNA1C CACNA1H				CACNA1H CACNB2 CACNB4 SPTBN4			CACNA1G CACNB4 GFRA1 NCAM1 SPTBN4											CACNA1C CACNB2		CACNA1G CACNB4				
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING																FGF17 FGF9 KL																	FGF17 FGF9 KL	FGF17 FGF9 KL	FGF17 FGF9 KL										FGF9 KL											FGF17 FGF9 KL																	
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING																																		FGF17 FGF9																						FGF17 FGF9																	
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING		FGF9 KLB			FGF9 KLB											FGF17 FGF9 KLB																			FGF17 FGF9 KLB																																						
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION				CAMK1 CAMK2B GRIN2C PPM1E	CAMK1 CAMK2B PPM1E									CAMK1 PPM1E			DLG2 GRIN2C PPM1E	DLG2 PPM1E			DLG2 PPM1E												CAMK1 NEFL PPM1E	CAMK2B PPM1E						CAMK1 CAMK2B DLG2 GRIN2C				CAMK1 CAMK2B DLG2 GRIN1	DLG2 PPM1E		GRIN1 GRIN2C						CAMK2B GRIN1 NEFL PPM1E			DLG2 GRIN1 GRIN2C NEFL PPM1E	CAMK2B GRIN2C NEFL PPM1E		DLG2 GRIN2C			CAMK1 GRIN2C PPM1E											NEFL PPM1E
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS			SFRP1 WIF1 WNT9A													SFRP1 WNT9A		SFRP1 WIF1 WNT9A																SFRP1 WIF1	SFRP1 WIF1			WIF1 WNT9A	WIF1 WNT9A																			WIF1 WNT9A													SFRP1 WNT9A		
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		AKT3 FGF9 KLB																																																																							
REACTOME_NEPHRIN_FAMILY_INTERACTIONS																																	ACTN3 KIRREL3																																								
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT																ANK2 CACNA1G CDK5R1 CRMP1 DCX DNM3 EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GFRA1 GFRA3 ISL1 NCAM1 NFASC PAK6 PLXNC1 PMP22 RET ROBO1 SCN1B SCN3A SCN3B SPTBN4 TUBA1A VAV3					ABLIM2 ANK2 CACNA1C CACNA1G CACNB4 CHL1 DSCAML1 EPHA4 GAP43 ISL1 NCAM1 PAK6 PLXNC1 ROBO1 SCN3B SHC3 SPTBN4 TRPC6							CDK5R1 CXCL12 DNM3 DOK6 NCAM1 ROBO1	ANK2 CACNA1C DNM3 EFNB3 EPHB3 EVL NFASC PLXNC1 ROBO1 TRPC6 TUBB4A	CACNA1G DPYSL3 EPHA8 GAP43 NCAM1	ABLIM2 CACNB4 DCX EPHB3 EVL NFASC SCN3A SHC3 SPTBN4 TRPC6	CXCL12 EPHA8 PAK3 SCN3A	ABLIM2 ANK2 CACNA1C CACNA1G DSCAML1 EPHA4 GAP43 GFRA3 ISL1 NCAM1 PAK3 PAK6 ROBO1 SCN2A SHC3 SPTBN4 TUBA1A TUBB2B	ABLIM2 ANK2 DNM3 DPYSL3 DSCAML1 EPHA4 EPHB3 EVL MMP2 MSI1 NFASC PMP22 TRPC6 TUBA1A TUBB2B		ANK2 CACNA1C CACNA1G CACNA1H CACNB4 DOK6 DPYSL3 DSCAML1 EFNB3 EPHA4 EVL GAP43 GFRA3 MMP2 NFASC PAK3 PAK6 PLXNC1 SCN3B SHC3 TRPC6				ABLIM2 CACNA1C CDK5R1 CHL1 CXCL12 DPYSL3 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 ISL1 MMP2 NCAM1 PAK3 PAK6 PLXNC1 PMP22 ROBO1 SCN2A SCN3A SCN3B SPTBN4 TRPC7 VAV3			CACNB2 DCX SCN3A TUBB2B	ANK2 CACNA1G CACNA1H CXCL12 DPYSL3 EFNB3 EPHA4 EVL GAP43 GFRA1 GRIN1 MMP2 NCAM1 PLXNC1 PMP22 SCN3B SPTBN4 TRPC6	ANK2 CACNA1C CACNB2 CHL1 DSCAML1 EPHA4 MMP2 PAK6 ROBO1 SCN2A SHC3 SPTBN4	CACNB4 DNM3 EFNB3 EVL PAK6 PLXNC1 ROBO1 SHC3 TRPC7 TUBA1A TUBB3 TUBB4A	ABLIM2 CACNA1G CHL1 CXCL12 EFNB3 GFRA1 GRIN1 NCAM1 PAK6 PLXNC1 RET ROBO1 SCN3B SPTBN4 TRPC7				ABLIM2 ANK2 CACNB4 DNM3 DOK6 DSCAML1 EPHA8 MSI1 ROBO1		ABLIM2 ANK2 CACNA1H CACNB2 CACNB4 CDK5R1 EFNB3 EPHA4 GRIN1 MAPK12 MMP2 MSI1 NFASC PLXNC1 RET SPTBN4 TRPC7 TUBA1A TUBB3 TUBB4A VAV3			ABLIM2 ANK2 CACNA1G CACNB4 DSCAML1 EFNB3 EPHA4 EVL GAP43 GFRA1 GFRA3 GRIN1 NCAM1 PAK6 PMP22 ROBO1 SPTBN4 TRPC6	ANK2 CACNA1C CACNB4 DNM3 DPYSL3 DSCAML1 EFNB3 EPHA4 EPHB3 EVL MAPK12 MSI1 NFASC PAK6 PMP22 RET SCN1B TUBB3		CACNA1C CACNB4 DCX DOK6 DSCAML1 EPHA8 GAP43 GFRA1 ISL1 MAPK12 NFASC PMP22 RET SCN2A SCN3A SHC3 TRPC7 TUBB3														
REACTOME_NETRIN_1_SIGNALING																		ABLIM2 DSCAML1 MAPK12 ROBO1	ABLIM2 ROBO1 TRPC6		ABLIM2 DSCAML1 ROBO1 TRPC6								ROBO1 TRPC6		ABLIM2 TRPC6		ABLIM2 DSCAML1 ROBO1	ABLIM2 DSCAML1 TRPC6						ABLIM2 DSCAML1 ROBO1 TRPC7						ROBO1 TRPC7	ABLIM2 ROBO1 TRPC7			ABLIM2 TRPC6	ABLIM2 DSCAML1 ROBO1		ABLIM2 MAPK12 TRPC7			ABLIM2 DSCAML1 ROBO1 TRPC6			DSCAML1 MAPK12 TRPC7					DSCAML1 MAPK12					ABLIM2 TRPC7				
REACTOME_NEUREXINS_AND_NEUROLIGINS		DLG2 NRXN2 SYT2		GRIN2C LRRTM3 NRXN2 STXBP1													BEGAIN DLG2 GRIN2C LIN7A LRRTM3 STX1A	BEGAIN DLG2 STX1A SYT2		BEGAIN DLG2 SYT2	DLG2 LRRTM3 NRXN2 STX1A								LIN7A SYT2		LRRTM3 SYT2			LIN7A STXBP1 SYT2	BEGAIN LIN7A NRXN2 SYT2					DLG2 GRIN2C LRRTM3 STX1A SYT2				DLG2 GRIN1 NRXN2 STX1A SYT2			BEGAIN GRIN1 GRIN2C NRXN2						GRIN1 LIN7A NRXN2			DLG2 GRIN1 GRIN2C STX1A STXBP1 SYT2	BEGAIN GRIN2C LIN7A STXBP1 SYT2		BEGAIN DLG2 GRIN2C LIN7A LRRTM3 NRXN2 SYT2				BEGAIN NRXN2			DLG2 SYT2			NRXN2 SYT2				
REACTOME_NEUROFASCIN_INTERACTIONS																DCX NFASC															DCX NFASC																												DCX NFASC														
REACTOME_NEURONAL_SYSTEM	CACNA1B GABRG2 GRIA2 GRIK3 GRIN1 LRFN1	DLG2 KCNAB2 KCNF1 NCALD NRXN2 SYT2 TUBB3	ABCC8 ADCY1 CACNA1B CACNA2D2 CAMK1 CHRNA1 CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3 SLC1A2 SLITRK6 STXBP1 TUBA1A	ABCC8 ADCY5 CACNA1A CACNB4 CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C HCN4 KCNA6 KCNB2 KCNC1 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 LRRTM3 NRXN2 PPM1E STXBP1	ABCC8 ADCY1 CACNA2D2 CACNB4 CAMK1 CAMK2B CHRNA3 CHRNB2 KCNAB2 KCNC1 KCNF1 KCNH2 KCNJ11 PPM1E SLC1A2 STXBP1 SYT2 TUBB4A			ABCC9 GABRB3 GRIA2 GRIN2C			CHRNA3 GJD2 LRFN1	GABBR2 GRIA2 GRIN2C		CACNA2D2 CACNB2 CAMK1 CHRNA5 CHRNB2 KCNMB3 PPM1E PRKCG STXBP1	ABCC8 CACNA1A GABRB3 KCNG1 KCNH2 KCNN3 NRXN2 TUBB4A	ABCC8 BEGAIN CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK2B CHRNA1 CHRNA3 CHRNA5 CHRNB2 CHRNB4 GABRB3 GABRG2 GJD2 GNG2 GNG4 GRIK5 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 LIN7A LRFN2 NCALD PRKCG SLITRK6 SYN1 SYT2 TUBA1A	ABCC8 ADCY1 ADCY2 ADCY5 BEGAIN CACNA1A CHRNA1 CHRNB2 DLG2 GABRG2 GJD2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C HCN4 KCNH2 KCNH3 KCNH6 KCNK16 LIN7A LRRTM3 PPM1E SLITRK6 SNAP25 STX1A SYN1 TUBA1A TUBB3	ADCY5 BEGAIN CACNA1A CACNA2D2 CACNB4 CHRNB4 DLG2 GRIK5 HCN4 KCNAB2 KCNC1 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3 NCALD PPM1E SLITRK6 SNAP25 STX1A SYT2	CACNA1E CACNA2D2 CHRNB2 CHRNB4 GABBR2 KCNC1 KCNH8 KCNMB2 KCNMB3 KCNN3 NCALD PPM1E SLC1A2 SYT2	BEGAIN CPLX1 DLG2 GABBR2 GNG2 KCNH7 SLITRK6 SYT2	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1E CACNB4 CHRNA5 DLG2 GABRB3 GJD2 GRIA2 GRIK5 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 NRXN2 PPM1E SLC1A2 SNAP25 STX1A							CACNA1B GABRA1 GABRB3 GRIA2 KCNA6 KCNK17 KCNMB3 SNAP25	ADCY1 ADCY2 ADCY5 CACNA1E CHRNB4 CPLX1 HCN4 KCNH7 KCNJ3 KCNJ6 KCNK3 LIN7A PPM1E SLITRK6 SNAP25 SYT2 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3 KCNMA1 KCNMB3	CACNB4 CAMK1 KCNK3 KCNMA1 KCNMB2 LRRTM3 NCALD SYT2		ABCC8 ADCY2 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 CHRNB4 GABRA1 GABRB3 GAD2 GNG2 GRIA2 GRIK5 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 LIN7A LRFN2 LRRTM3 NCALD NEFL PPM1E SLITRK6 SNAP25 STX1A SYN1 TUBA1A TUBB2B	ABCC8 ADCY1 CACNA1A CAMK2B CHRNA1 CPLX1 GABBR2 HCN4 KCNH8 KCNK3 KCNMA1 KCNMB3 LIN7A NCALD PPM1E SNAP25 STXBP1 SYT2 TUBA1A TUBB2B	ADCY1 ADCY2 ADCY5 BEGAIN CACNA2D2 CACNG4 CHRNA1 CHRNA5 CHRNB2 CHRNB4 CPLX1 GNG2 GNG4 GRIA2 GRIK5 KCNB2 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3 LIN7A LRFN2 NCALD NRXN2 PPM1E SLC1A2 SLITRK6 SNAP25 SYN1 SYT2 TSPAN7 TUBB3	ADCY1 CACNA1A CACNA1E CACNA2D2 CACNB4 CACNG4 CHRNB4 CPLX1 DLG2 GABBR2 GABRA1 GNG2 GNG4 GRIK5 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 LRFN2 NRXN2 SNAP25 STX1A SYN1 TSPAN7	CACNA1B CHRNA3 GJD2 GRIK3 KCNA6 TSPAN7	ABCC8 ADCY2 CACNA1E CAMK2B CHRNA1 CHRNA3 CHRNB4 CPLX1 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 SLC1A2 STXBP1 TUBB4A	ADCY5 CACNB4 CHRNA1 CHRNB4 KCNAB2 KCNB2 KCNC1 KCNH7 KCNK3 SLC1A2 STXBP1 TUBB4A	ABCC8 ADCY5 CACNA1A CACNG4 CAMK1 CAMK2B CHRNA1 CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 GRIN2C KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SLC1A2 SNAP25 STX1A SYT2		CACNA2D2 CAMK2B KCNC1 KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3 NCALD SYT2	CACNB2 GJD2 LRRTM3 TUBB2B	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNB2 CHRNB4 CPLX1 DLG2 GAD2 GNG4 GRIK5 GRIN1 KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN1 LRFN2 NCALD NRXN2 PRKCG SNAP25 STX1A SYT2	ADCY2 ADCY5 CACNA1A CACNA1B CACNA2D2 CACNB2 DLG2 GABRB3 GRIA2 KCNC1 KCNH7 KCNMA1 KCNMB2 KCNN3 NCALD PPM1E SNAP25	ADCY5 CACNB4 CHRNA3 GRIN2C KCNJ11 KCNJ6 LRFN2 SNAP25 TUBA1A TUBB3 TUBB4A	ADCY5 BEGAIN CACNA2D2 CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 GRIN1 GRIN2C HCN4 KCNC1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 LRFN1 LRFN2 NRXN2 SNAP25	ADCY5 BEGAIN CACNA1A CACNA1E CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3 LRFN2 NCALD PPM1E SLC1A2 SYN1 TUBB3		ADCY1 CACNA1A CACNB4 KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3 LIN7A	ADCY1 ADCY2 CACNA2D2 CACNB4 CPLX1 GNG2 KCNC1 KCNH3 KCNK16 KCNK17 KCNMB3 PPM1E SLITRK6		CACNA1A CACNA1E CACNB2 CACNB4 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 LIN7A LRFN2 NCALD NEFL NRXN2 PPM1E PRKCG SNAP25 TUBA1A TUBB3 TUBB4A		CACNA1B CACNB2 GABRA1 GABRG2 GJD2 GRIA2 GRIK3 KCNA6 LRRTM3 TSPAN7	ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CACNB4 CHRNA1 DLG2 GABRA1 GABRB3 GABRG2 GAD2 GRIA2 GRIN1 GRIN2C KCNC1 KCNH8 KCNMA1 KCNMB2 KCNN3 NCALD NEFL PPM1E PRKCG SLC1A2 SLITRK6 STX1A STXBP1 SYT2	ABCC8 ADCY5 BEGAIN CACNA1B CACNA1E CACNA2D2 CACNB4 CAMK2B CHRNA1 CHRNB4 CPLX1 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C HCN4 KCNC1 KCNF1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2 LIN7A NCALD NEFL PPM1E PRKCG SLC1A2 STXBP1 SYT2 TSPAN7 TUBB3	ADCY1 CACNA1E CACNA2D2 CHRNA1 CHRNB2 CHRNB4 GABBR2 GABRB3 GRIK3 KCNAB2 KCNC1 KCNF1 KCNH2 KCNH8 KCNJ6 KCNK3 LIN7A LRFN1 PPM1E SLC1A2 SYT2 TUBB3	ADCY1 BEGAIN CACNA1A CACNA1E CACNA2D2 CACNB4 CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN2C KCNB2 KCNC1 KCNG1 KCNJ2 KCNJ3 KCNJ6 KCNK17 LIN7A LRRTM3 NCALD NRXN2 SYN1 SYT2 TUBB3	GRIK3 LIN7A SLC1A2		ABCC9 ADCY1 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 GRIN2C KCNAB2 KCNC1 KCNH7 KCNH8 KCNJ2 KCNMB2 LRFN1 PPM1E PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A	ABCC8 BEGAIN CAMK2B CHRNA3 CHRNA5 GNG4 KCNAB2 LRFN1 NRXN2 TUBB4A	ADCY5 GABRG2 KCNH2 SYT2		ABCC9 CACNB2 DLG2 KCNN3 SLITRK6 SYT2	ABCC9 CACNB2 CHRNB4 CPLX1 KCNH7 KCNMB2 STXBP1	ABCC9 CACNB2 TUBA1A	ABCC9 CACNA2D2 CACNB4 GABRG2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 NRXN2 PPM1E PRKCG SYT2		ABCC8 ABCC9 ADCY5 BEGAIN CHRNA1 CHRNA5 GNG4 GRIN2C KCNB2 KCNC1 KCNH8 KCNJ2 KCNMB3 LRFN2 PRKCG SYN1		KCNH2 KCNN3 LRFN2 NEFL PPM1E
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS																SV2A SYT2	SNAP25 STX1A	SNAP25 STX1A SYT2			SNAP25 STX1A								SNAP25 SYT2				SNAP25 STX1A SV2B	SNAP25 SYT2	SNAP25 SYT2	SNAP25 STX1A SV2B				SNAP25 STX1A SYT2				SNAP25 STX1A SV2A SYT2												STX1A SV2A SYT2			SV2A SYT2			STX1A SV2A											
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	GABRG2 GRIA2 GRIK3 GRIN1		ADCY1 CAMK1 CHRNA1 GNG2 GNG4 GRIK3 GRIK5 KCNJ3 TUBA1A	ADCY5 CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C KCNJ2 KCNJ6 PPM1E	ADCY1 CAMK1 CAMK2B CHRNA3 CHRNB2 PPM1E TUBB4A			GABRB3 GRIA2 GRIN2C				GABBR2 GRIA2 GRIN2C		CAMK1 CHRNA5 CHRNB2 PPM1E PRKCG		CAMK2B CHRNA1 CHRNA3 CHRNA5 CHRNB2 CHRNB4 GABRB3 GABRG2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG TUBA1A	ADCY1 ADCY2 ADCY5 CHRNA1 CHRNB2 DLG2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C LIN7A PPM1E TUBA1A TUBB3	ADCY5 CHRNB4 DLG2 GRIK5 KCNJ2 KCNJ6 NCALD PPM1E	CHRNB2 CHRNB4 GABBR2 NCALD PPM1E		ADCY1 ADCY2 ADCY5 CHRNA5 DLG2 GABRB3 GRIA2 GRIK5 KCNJ6 PPM1E					CHRNA3 LIN7A TUBB4A		GABRA1 GABRB3 GRIA2	ADCY1 ADCY2 ADCY5 CHRNB4 KCNJ3 KCNJ6 LIN7A PPM1E TUBB4A				ADCY2 ADCY5 CAMK1 CHRNB4 GABRA1 GABRB3 GNG2 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD NEFL PPM1E TUBA1A TUBB2B	ADCY1 CAMK2B CHRNA1 GABBR2 LIN7A NCALD PPM1E TUBA1A TUBB2B	ADCY1 ADCY2 ADCY5 CACNG4 CHRNA1 CHRNA5 CHRNB2 CHRNB4 GNG2 GNG4 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD PPM1E TSPAN7 TUBB3	ADCY1 CACNG4 CHRNB4 DLG2 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 TSPAN7	CHRNA3 GRIK3 TSPAN7	ADCY2 CAMK2B CHRNA1 CHRNA3 CHRNB4 TUBB4A	ADCY5 CHRNA1 CHRNB4 TUBB4A	ADCY5 CACNG4 CAMK1 CAMK2B CHRNA1 CHRNB4 DLG2 GABBR2 GABRB3 GNG4 GRIN2C KCNJ6				ADCY1 ADCY2 ADCY5 CAMK1 CAMK2B CHRNA3 CHRNB2 CHRNB4 DLG2 GNG4 GRIK5 GRIN1 KCNJ2 NCALD PRKCG	ADCY2 ADCY5 DLG2 GABRB3 GRIA2 NCALD PPM1E	ADCY5 CHRNA3 GRIN2C KCNJ6 TUBA1A TUBB3 TUBB4A	ADCY5 CHRNB2 GABBR2 GNG2 GRIK5 GRIN1 GRIN2C KCNJ2 KCNJ3 KCNJ6	ADCY5 CHRNA3 GABBR2 GABRA1 GNG2 KCNJ2 NCALD PPM1E TUBB3		ADCY1 KCNJ3 KCNJ6 LIN7A			CACNG4 CAMK2B CHRNA3 GABBR2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD NEFL PPM1E PRKCG TUBA1A TUBB3 TUBB4A		GABRA1 GABRG2 GRIA2 GRIK3 TSPAN7	ADCY5 CHRNA1 DLG2 GABRA1 GABRB3 GABRG2 GRIA2 GRIN1 GRIN2C NCALD NEFL PPM1E PRKCG	ADCY5 CAMK2B CHRNA1 CHRNB4 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 LIN7A NCALD NEFL PPM1E PRKCG TSPAN7 TUBB3	ADCY1 CHRNA1 CHRNB2 CHRNB4 GABBR2 GABRB3 GRIK3 KCNJ6 LIN7A PPM1E TUBB3	ADCY1 DLG2 GABBR2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD TUBB3	GRIK3 LIN7A		ADCY1 ADCY5 CACNG4 CAMK1 CHRNB2 CHRNB4 GABBR2 GNG4 GRIK5 GRIN2C KCNJ2 PPM1E PRKCG TSPAN7 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 CHRNA5 GNG4 TUBB4A						GABRG2 KCNJ2 PPM1E PRKCG		ADCY5 CHRNA1 CHRNA5 GNG4 GRIN2C KCNJ2 PRKCG		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 GAD2 SLC1A2 STXBP1														LIN7A SNAP25 STX1A SYN1				SLC1A2 SNAP25 STX1A								CPLX1 LIN7A SNAP25				GAD2 LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25 STXBP1	CPLX1 LIN7A SLC1A2 SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1		CPLX1 SLC1A2 STXBP1	SLC1A2 STXBP1	CPLX1 SLC1A2 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A				CPLX1 SLC1A2 SYN1					GAD2 LIN7A SNAP25			GAD2 SLC1A2 STX1A STXBP1	CPLX1 LIN7A SLC1A2 STXBP1		CPLX1 GAD2 LIN7A SYN1	LIN7A SLC1A2							CPLX1 STXBP1						
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION																																				ADORA2A NTRK2								NTRK1 NTRK2													ADORA2A NTRK2		ADORA2A NTRK1 NTRK2														
REACTOME_NGF_STIMULATED_TRANSCRIPTION		TPH1 VGF		CDK5R1 CDK5R2 TPH1	ARC CDK5R1 CDK5R2											ARC CDK5R1 CDK5R2 TPH1 VGF	ARC ASCL1 CDK5R1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF														ARC CDK5R2 TPH1 VGF	ARC CDK5R2 TPH1 VGF		ARC VGF		CDK5R1 ID4 TPH1						ARC CDK5R2 VGF	ARC ASCL1 TPH1 VGF						ARC CDK5R1 CDK5R2 VGF					ARC CDK5R1 TPH1					ARC VGF						ARC CDK5R1 ID4 TPH1		ARC CDK5R1 CDK5R2 TPH1		
REACTOME_NICOTINAMIDE_SALVAGING																																	NNMT SLC22A13							NNMT SLC22A13																			NNMT SLC22A13			NNMT SLC22A13											
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE														ITPR1 KCNMB3		KCNMA1 KCNMB2 KCNMB3 PDE2A			KCNMB2 KCNMB3		ITPR1 KCNMA1 KCNMB2 PDE2A									KCNMA1 KCNMB3	ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 KCNMB3	ITPR1 KCNMB2 KCNMB3 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2					ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A		KCNMB2 KCNMB3						ITPR1 KCNMA1 KCNMB2 PDE2A	ITPR1 KCNMB2					ITPR1 KCNMB2											
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 STXBP1														SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25 STXBP1	CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25									STX1A STXBP1	CPLX1 STXBP1					CPLX1 STX1A					CPLX1 STXBP1						
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS					DLL1 DLL4																																	DLL4 MDK						DLL4 MDK														DLL1 DLL4	DLL4 MDK			DLL1 DLL4							DLL1 MDK				
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS					DLL1 DLL4																																																					DLL1 DLL4															
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION																																																HEY1 HEYL									HEY1 HEYL																
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY																																														TUBA1A TUBB3 TUBB4A																											
