	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF492	ZNF519	ZNF846
GO_SYNAPSE_ORGANIZATION	1	0.25476942491	0.00450634445068	1	1	1	0.00147785773005	0.111129427134	1	1	1	1	1	1	1	0.000140857422381	0.210982481265	1	0.015271136554	1	1	1	0.129256111066	1	1	0.0201483544161	0.0553685876234	1	1	1	1	2.28630008396e-05	1	1	0.217637674377	0.00202533704542	1	1	0.186646030841	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	0.0195166414087	1	1	0.00824420855668	0.000834374535172	0.0	0.000463797410704	1	4.36358236722e-06	1	0.00197307508085	1	1	0.0	0.00494198280893	1.77617956343e-05	1.68501181608e-06	1	1	1	1.1634871766e-05	1	1	0.0	6.11037340286e-05	1	0.00135328164396	0.000361375233363	1	3.48871440716e-05	1	1.23195585502e-05	3.03825670822e-05	1.74234178818e-05	0.0019672237628	1	2.82103305943e-05	1	1	1	1	0.000281939848942
GO_SYNAPTIC_SIGNALING	1	0.717949825187	0.00489293241675	0.00236328017849	0.00016485513622	0.000246820697451	0.0	0.0	0.0918618082857	1	0.0	1	1	1	1	0.0	1.40499867747e-05	0.0	0.0	0.0632068532466	1	1	0.0	1	1	0.0	0.00411716509656	0.00186563127192	1.97801139024e-07	1.34937599444e-05	1	0.0	1	0.0	0.0	0.0	0.0	1	0.0	1	1	1	0.00682530767401	0.00206278656394
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	0.240956576908	1	1	1	1	0.0983282752727	1	1	1	1	1	1	1	1	1	0.105690882504	0.598187338828	1	1	1	1	1	1	0.00872086364343	1	1	1	1	1	1	1	1	1	1	1	1	0.00407278433563	1	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	0.524438796407	1	1	1	1	1	1	1	1	1	1	0.655900361333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	1	0.0354535922579	1	1	1	1	1	1	1	1	1	1	1	1	0.610104264428	0.939818651723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.221001597709	1	0.0135005651395	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	0.240672940491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.406362341828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	0.653479213769	1	1	3.76802008584e-06	0.0	1	1	0.0177226154792	1	1	1	1	0.0228587173563	0.479346857837	1	0.00012641248648	1	1	1	0.498934967155	1	1	1	0.0210344836169	1	0.0110929570524	1	1	1	1	0.0990702740935	1	0.00220498645483	0.000415923994419	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.0999784875622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.736157223017	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	2.81711108361e-05	0.000104282414588	1	1	0.00522418932621	1	1	1	1	0.0370713808313	1	0.429281005878	0.000429944812064	1	1	1	0.0938275740023	1	1	1	0.355642050585	1	1	1	1	1	1	1	1	0.0331557118034	0.00376260885568	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	0.643041622851	7.13214340741e-05	0.00948019302264	1	0.0	0.0	0.856294248207	1	0.0	1	1	1	1	0.0	0.400476322116	0.00171309618354	0.0	1	0.00269254987884	0.333875926825	0.0	1	1	0.0885766707531	0.0632353131603	0.0383756725924	9.89495209069e-06	1	1	1	1	0.000234990908005	0.00055557771862	8.73210767793e-06	6.7701226929e-06	1	0.00258634337157	1	1	1	1	0.0510018767137
GO_TRANSPORT_VESICLE	1	1	0.228884561449	1	1	1	1	0.275170794248	1	1	1	1	1	1	1	0.320638812268	1	1	0.345266025466	1	1	1	1	1	1	1	1	1	1	1	1	0.229246644179	1	1	1	0.00039776137549	1	1	0.447891023034	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	0.0209551207195	1	1	1	0.167272423175	0.0167235346941	1	1	1	1	1	1	1	0.340303076425	0.138746113691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0525528706201	1	0.237263014242	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	0.693916952619	0.0940245789914	0.594558777814	1	1	1	1	1	1	1	1	1	0.66012399457	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00029617984069	1	1	1	0.0552585353743	1	1	0.929985967035	1	1	1	1	0.324453836206
GO_T_TUBULE	1	1	1	1	1	1	0.250709211133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	0.00191655506791	1	1	1	0.405203164516	7.53332056447e-06	1	1	1	1	1	1	1	1	0.316891843385	0.0117433605452	0.0129525111458	1	1	1	1	1	1	0.0	1	1	0.239229472756	0.873925475157	1	0.00326076758506	1	0.532754815393	0.00590554341997	0.00268099382691	0.412082568173	1	0.000186400045556	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	0.386362176721	1	1	1	1	1	1	1	1	1	0.404674208946	0.0406181932536	1	1	1	1	1	1	1	1	0.849891105551	1	1	1	1	1	0.0683920999568	0.373189744638	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0275003800264	1	1	0.0313297238649	1	1	1	1	1	1	1	1	0.00201994358457	1	1	1	1	1	0.00409350707887	0.303045300439	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.000117827417666	0.0249500747227	1	0.0	0.0	1	1	0.000622867721656	1	1	1	1	0.0206809062075	1	0.00653611417351	0.0	1	0.00110040271459	0.0529752971231	8.28564167499e-05	1	1	0.421015391674	1	0.00231565253927	0.0439940527188	1	1	0.00257276229871	1	0.0015983793114	1.00869460408e-05	8.407201004e-05	0.00121161899686	1	0.0460639605326	1	1	1	0.0907566246994	0.653074273182
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	3.61436936847e-06	0.000599401078853	1	0.0	0.0	1	1	0.000844369604546	1	1	1	1	0.136024569244	1	0.0057535743998	0.0	1	0.000191974796309	0.00322649410806	1.49967649243e-05	1	1	0.551260554098	1	0.176059021706	0.0422259901479	1	1	0.00261784694536	1	0.000697874167898	0.0	1.148407644e-05	7.65929832758e-06	1	0.609686190766	1	1	1	0.0867505220459	0.384630878996
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00675536345347	1	1	0.0252007945428	0.257341309683	1	1	0.205643612168	1	1	1	1	1	1	1	0.00620019906321	1	0.00593558695751	1	0.216609259851	1	1	1	1	1	1	1	1	1	1	1	1	0.0397442380142	1	1	1	1	1	1	1	1
