	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS		NNMT PODXL2					GGT5 PODXL2																NNMT PODXL2											NNMT PODXL2				GGT5 NNMT														
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM										ASRGL1 QDPR			ASRGL1 QDPR											ASRGL1 QDPR												ASRGL1 QDPR	ASRGL1 QDPR															
REACTOME_PHENYLALANINE_METABOLISM										ASRGL1 QDPR			ASRGL1 QDPR											ASRGL1 QDPR												ASRGL1 QDPR	ASRGL1 QDPR															
REACTOME_PLATELET_HOMEOSTASIS									GNG4 P2RX6 PDE2A	GNG4 P2RX6															GNG4 P2RX6 PDE2A	GNG4 PDE2A							GNG4 P2RX6							GNG4 PDE2A					GNG4 P2RX6							
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS					CD52 LYPD8																																															
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION					CD52 LYPD8 RAB39B TUBB4A																																															
REACTOME_POTASSIUM_CHANNELS		ABCC8 GNG4	ABCC8 GABBR2 KCNJ11	ABCC8 KCNF1 KCNJ11					ABCC8 GNG4 KCNF1 KCNH6	ABCC8 GNG4 KCNH6			ABCC8 KCNH6 KCNK3											ABCC8 GABBR2 KCNK3	GNG4 KCNH6 KCNJ11 KCNK3	GABBR2 GNG4 KCNH6 KCNJ11 KCNK3		ABCC8 KCNF1 KCNJ11 KCNK3		ABCC8 GABBR2 GNG4 KCNK3			GNG4 KCNH6 KCNK3			GABBR2 KCNJ11	GABBR2 KCNK3			GABBR2 GNG4 KCNH6 KCNJ11			ABCC8 GABBR2 GNG4 KCNF1 KCNH6 KCNJ11 KCNK3	GABBR2 KCNF1 KCNK3	GABBR2 GNG4		ABCC8 GNG4				KCNH6 KCNJ11 KCNK3	ABCC8 GNG4
REACTOME_PROTEIN_FOLDING		GNG4 RGS9 TUBA1A					GNAO1 RGS9		GNAO1 GNG4 TUBA1A	GNAO1 GNG4 RGS9 TUBA1A TUBB3																			GNAO1 TUBB4A	GNAO1 GNG4 RGS9			GNAO1 GNG4 RGS9		TUBA1A TUBB3 TUBB4A	GNAO1 RGS9				GNG4 RGS9 TUBA1A TUBB3 TUBB4A			GNAO1 GNG4 RGS9 TUBB3		GNAO1 GNG4 TUBB3	GNAO1 GNG4 RGS9 TUBA1A TUBB3 TUBB4A	GNG4 TUBB4A					GNG4 RGS9
REACTOME_RAB_GERANYLGERANYLATION																												RAB26 RAB39B												RAB26 RAB39B												
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES																																			TUBA1A TUBB4A					TUBA1A TUBB4A												
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																			TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_RECYCLING_PATHWAY_OF_L1										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT					NEUROG3 PAX4	NKX2-2 PAX4		MAFA NEUROG3													NKX2-2 PAX4			INSM1 NKX2-2	INSM1 NEUROG3			INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1 RFX6		INSM1 NEUROG3 RFX6								INSM1 MAFA NEUROD1 NKX2-2 PAX4			MAFA RFX6	INSM1 MAFA								MAFA NEUROG3 RFX6
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS																												NEUROD1 NKX2-2		NEUROD1 RFX6										MAFA NEUROD1 NKX2-2			MAFA RFX6									MAFA RFX6
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS					NEUROG3 PAX4	NKX2-2 PAX4															NKX2-2 PAX4			INSM1 NKX2-2	INSM1 NEUROG3			INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1		INSM1 NEUROG3								INSM1 NEUROD1 NKX2-2 PAX4												
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_		EVA1A MMP2 NOTUM							CHGB EVA1A SCG3														EVA1A SCG2	MMP2 NOTUM SCG3	CHGB EVA1A SCG2 SCG3	CHGB EVA1A MMP2 SCG2 SCG3		CHGB EVA1A MMP2 NOTUM SCG2	EVA1A MMP2	CHGB MMP2 NOTUM SCG2 SCG3	CHGB NOTUM		MMP2 NOTUM SCG3									EVA1A SCG3										
REACTOME_REGULATION_OF_INSULIN_SECRETION		ABCC8 GNG4 SYT5	ABCC8 KCNJ11 SYT5	ABCC8 KCNJ11					ABCC8 GNG4 SYT5	ABCC8 GNG4 SYT5													ABCC8 SYT5		GNG4 KCNJ11 SYT5	GNG4 KCNJ11 SYT5														GNG4 KCNJ11 SYT5			ABCC8 GNG4 KCNJ11 SYT5		GNG4 SYT5		ABCC8 GNG4				KCNJ11 SYT5	ABCC8 GNG4
REACTOME_REGULATION_OF_KIT_SIGNALING																														KIT SOCS1																						
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION																																			TUBA1A TUBB4A					TUBA1A TUBB4A												
REACTOME_REPRODUCTION	CATSPERB HSPA2																																																			CATSPERB HSPA2
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION																		DYNC1I1 TUBB4A											DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3			TUBA1A TUBB3 TUBB4A						DYNC1I1 TUBA1A TUBB3 TUBB4A						
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS																		DYNC1I1 TUBB4A											DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						DYNC1I1 TUBA1A TUBB3 TUBB4A						
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_RHO_GTPASE_EFFECTORS															NOXO1 TUBB4A			DYNC1I1 TUBB4A		DYNC1I1 PPP1R14A															TUBA1A TUBB3 TUBB4A							DYNC1I1 NOXO1 PPP1R14A				DYNC1I1 NOXO1 TUBA1A TUBB3 TUBB4A			DYNC1I1 NOXO1			
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS																																															IGHG1 PLCG2					
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_SELECTIVE_AUTOPHAGY										TUBA1A TUBB3								DYNC1I1 TUBB4A											DYNC1I1 TUBB4A						TUBA1A TUBB3 TUBB4A		DYNC1I1 TUBB3			TUBA1A TUBB3 TUBB4A			DYNC1I1 TUBB3		DYNC1I1 TUBB3	DYNC1I1 TUBA1A TUBB3 TUBB4A						
REACTOME_SEMAPHORIN_INTERACTIONS	DPYSL3 DPYSL4																																											DPYSL3 DPYSL4								
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS																		DYNC1I1 TUBB4A																	TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						DYNC1I1 TUBA1A TUBB3 TUBB4A						
REACTOME_SIGNALING_BY_GPCR			CAMK2B GABBR2 GAL RGS5 RGS9 WNT9A						CAMK2B FFAR2 GAL GNAO1 GNG4 GPC2 PDE2A PDE6B RGS16 RGS4 RGS5 SSTR2 WNT9A																	ADORA2A AGT GABBR2 GAL GNAO1 GNG4 OR51E1 PDE2A PTGDR2 RBP1 RGS16				CAMK2B CLPS DRD2 GABBR2 GAL GNAO1 GNG4 OR51E1 PDE6B RBP1 RGS4 RGS9 SSTR2			AGT ARHGEF25 CAMK2B CLPS GAL GNAO1 GNG4 OR51E1 PDE6B RBP1 RGS16 RGS9							CAMK2B FFAR2 GABBR2 GNG4 OR51E1 PDE2A PTGDR2 RBP1 RGS5 RGS9 SSTR1						CLPS GABBR2 GNAO1 GNG4 OR51E1 PDE6B PTGDR2 RBP1 RGS16 RGS5 RGS9 SSTR1 WNT9A			ARHGEF25 GPC2			
REACTOME_SIGNALING_BY_HEDGEHOG								NOTUM TUBB4A																											TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						NOTUM TUBA1A TUBB3 TUBB4A						
REACTOME_SIGNALING_BY_INTERLEUKINS														IGHG1 IL17C		IGHG1 IL17C																																				
REACTOME_SIGNALING_BY_MET																																					HGFAC LRIG1							HGFAC LRIG1								
REACTOME_SIGNALING_BY_NOTCH				DLL1 DLL4 HEYL																																															DLL1 MDK	
REACTOME_SIGNALING_BY_NOTCH1				DLL1 DLL4 HEYL			DLL4 HEYL																		DLL1 HEYL								DLL4 HEYL				DLL1 HEYL			DLL1 HEYL			DLL4 HEYL	DLL1 DLL4		DLL1 DLL4 HEYL						DLL4 HEYL
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER				DLL1 DLL4																																								DLL1 DLL4		DLL1 DLL4						
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER				DLL1 DLL4 HEYL			DLL4 HEYL																		DLL1 HEYL								DLL4 HEYL				DLL1 HEYL			DLL1 HEYL			DLL4 HEYL	DLL1 DLL4		DLL1 DLL4 HEYL						DLL4 HEYL
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT				DLL1 DLL4																																								DLL1 DLL4		DLL1 DLL4						
REACTOME_SIGNALING_BY_NOTCH2				DLL1 DLL4																								DLL4 MDK					DLL4 MDK											DLL1 DLL4	DLL4 MDK	DLL1 DLL4					DLL1 MDK	
REACTOME_SIGNALING_BY_NOTCH3				DLL1 DLL4 HEYL			DLL4 HEYL																		DLL1 HEYL								DLL4 HEYL				DLL1 HEYL			DLL1 HEYL			DLL4 HEYL	DLL1 DLL4		DLL1 DLL4 HEYL						DLL4 HEYL
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					ADORA2A KIT																																		ADORA2A KIT													
REACTOME_SIGNALING_BY_RHO_GTPASES								ARHGAP9 TUBB4A							NOXO1 TUBB4A			DYNC1I1 TUBB4A		DYNC1I1 PPP1R14A															TUBA1A TUBB3 TUBB4A														DYNC1I1 NOXO1			
REACTOME_SIGNALING_BY_SCF_KIT																														KIT SOCS1																						
REACTOME_SIGNALING_BY_VEGF												CDH5 FLT1																						CDH5 FLT1																		
REACTOME_SIGNALING_BY_WNT		GNG4 SFRP1 SOX4 WIF1 WNT9A							GNAO1 GNG4 PDE6B SFRP1 SOX4 WNT9A																GNG4 PDE6B SFRP1 SOX4 WIF1				GNAO1 SOX4 WIF1 WNT9A																	GNAO1 GNG4 PDE6B SOX4 WNT9A						GNG4 SFRP1 WNT9A
REACTOME_STRIATED_MUSCLE_CONTRACTION		ACTN3 TMOD1																					ACTN3 TMOD1	ACTN3 TMOD1													ACTN3 TMOD1															
REACTOME_SURFACTANT_METABOLISM																									PGA3 PGA5 SFTPA2			PGA3 PGA4 PGA5 SFTPA2	PGA3 PGA4	PGA3 PGA4 PGA5			PGA3 SFTPA2												ADORA2A PGA3							
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS																																												CYP27A1 OSBPL6	CYP27A1 OSBPL6							
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT		SFRP1 SOX4 WIF1 WNT9A																											SOX4 WIF1 WNT9A																							
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE																														PDE6B RGS9			PDE6B RGS9			PDE6B RGS9										PDE6B RGS9						
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE				PLCG2 SFTPA2																								PLCG2 SFTPA2 SOCS1																								
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS																														CACNG4 CAMK2B										CACNG4 CAMK2B												
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2			CAMK2B DLL1	CAMK2B DLL1																																				CAMK2B DLL1												
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES		CHRNA1 CPLX1 GNG4 SLC1A2 TUBA1A	CAMK2B CHRNB2 GABBR2	CAMK2B CHRNA3 CHRNB2 SLC1A2 TUBB4A					CAMK2B CHRNA1 CHRNA3 CHRNB2 GNG4 TUBA1A	CHRNA1 CHRNB2 GNG4 TUBA1A TUBB3	CHRNB2 GABBR2 SLC1A2							CHRNA3 TUBB4A			CAMK2B CPLX1			CAMK2B CHRNA1 CPLX1 GABBR2 TUBA1A	CACNG4 CHRNA1 CHRNB2 CPLX1 GNG4 SLC1A2 TUBB3	CACNG4 CPLX1 GABBR2 GNG4		CAMK2B CHRNA1 CHRNA3 CPLX1 SLC1A2 TUBB4A	CHRNA1 SLC1A2 TUBB4A	CACNG4 CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 SLC1A2			CAMK2B CHRNA3 CHRNB2 CPLX1 GNG4		CHRNA3 TUBA1A TUBB3 TUBB4A	CHRNB2 CPLX1 GABBR2	CHRNA3 CPLX1 GABBR2 SLC1A2 TUBB3			CACNG4 CAMK2B CHRNA3 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A			CAMK2B CHRNA1 CPLX1 GABBR2 GNG4 SLC1A2 TUBB3	CHRNA1 CHRNB2 GABBR2 SLC1A2 TUBB3	CPLX1 GABBR2 GNG4 TUBB3	CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 GNG4 TUBB4A					
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE										TUBA1A TUBB3																									TUBA1A TUBB3 TUBB4A					TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A						
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES		SLC1A2 SLC38A3																																			SLC1A2 SLC38A3					SLC1A2 SLC38A5	SLC1A2 SLC38A3 SLC38A5									SLC38A3 SLC38A5
REACTOME_TRANSPORT_OF_SMALL_MOLECULES																																			CYGB KCNJ11 PLTP SLC38A3								CAMK2B CLCNKA GNG4 KCNJ11 PLTP SLC1A2 SLC38A3 SLC38A5					CYGB PLTP				
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION										CNIH2 TUBA1A TUBB3								DYNC1I1 TUBB4A																	CNIH2 TUBA1A TUBB3 TUBB4A		CNIH2 DYNC1I1 TUBB3			CNIH2 TUBA1A TUBB3 TUBB4A						CNIH2 DYNC1I1 TUBA1A TUBB3 TUBB4A					CNIH2 DYNC1I1	
REACTOME_VESICLE_MEDIATED_TRANSPORT																		DYNC1I1 TUBB4A									KIF1A RAB39B								CNIH2 TUBA1A TUBB3 TUBB4A																	
REACTOME_VISUAL_PHOTOTRANSDUCTION							GPC2 RGS9			CLPS RBP1 RGS9																		CLPS GPC2 PDE6B	CLPS GPC2	CLPS PDE6B RBP1 RGS9		GPC2 RGS9	CLPS PDE6B RBP1 RGS9			PDE6B RGS9	GPC2 RBP1			RBP1 RGS9				GPC2 RBP1 RGS9		CLPS PDE6B RBP1 RGS9						
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS									KCNF1 KCNH6																																		KCNF1 KCNH6									
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS																																														NTRK1 TUBA1A						
ST_WNT_BETA_CATENIN_PATHWAY		SFRP1 WIF1							NKD1 SFRP1															SFRP1 WIF1	SFRP1 WIF1					NKD1 WIF1										NKD1 SFRP1				NKD1 WIF1								
ST_WNT_CA2_CYCLIC_GMP_PATHWAY									CAMK2B PDE6B																			CAMK2B PDE6B		CAMK2B PDE6B			CAMK2B PDE6B																			
WNT_SIGNALING		SFRP1 WIF1 WNT9A					NKD1 WNT9A		NKD1 SFRP1 WNT9A															SFRP1 WIF1					WIF1 WNT9A											NKD1 SFRP1				NKD1 WIF1 WNT9A								SFRP1 WNT9A
WP_22Q112_DELETION_SYNDROME							P2RX6 TUBA3FP												P2RX6 TUBA3FP						DRD2 P2RX6 TUBA3FP				P2RX6 TUBA3FP	DRD2 P2RX6 TUBA3FP						P2RX6 TUBA3FP															P2RX6 TUBA3FP	
WP_ADIPOGENESIS								AGT GDF10																									AGT GDF10 SOCS1																			
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY																																														ACTN3 CACNG4						
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION		SFRP1 SMAD9																					SFRP1 SMAD9	SFRP1 SMAD9																												
WP_BREAST_CANCER_PATHWAY			DLL1 GADD45G	DLL1 DLL4 GADD45G HEYL			DLL4 HEYL												DLL1 GADD45G						DLL1 GADD45G HEYL												DLL1 GADD45G HEYL							DLL1 DLL4 GADD45G		DLL1 DLL4 GADD45G HEYL KIT	GADD45G KIT					DLL4 HEYL
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY				MAPK4 PLCG2																																																
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL		GNG4 RGS16 RGS9	CAMK2B RGS5 RGS9				GNAO1 RGS5 RGS9		CAMK2B GNAO1 GNG4 RGS16 RGS4 RGS5	GNAO1 GNG4 RGS9														CAMK2B RGS16 RGS5 RGS9	GNG4 RGS16 RGS5	GNAO1 GNG4 RGS16				CAMK2B GNAO1 GNG4 RGS4 RGS9			CAMK2B GNAO1 GNG4 RGS16 RGS9			GNAO1 RGS9				CAMK2B GNG4 RGS5 RGS9		GNAO1 RGS5	CAMK2B GNAO1 GNG4 RGS9		GNAO1 GNG4 RGS5	GNAO1 GNG4 RGS16 RGS5 RGS9	CAMK2B GNG4					GNG4 RGS9
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING				DLL1 DLL4																																								DLL1 DLL4		DLL1 DLL4						
WP_CELL_CYCLE				CDKN1C GADD45G															CDKN1C GADD45G													CDKN1C MAD2L2					CDKN1C GADD45G									CDKN1C GADD45G MAD2L2						
WP_CIRCADIAN_RHYTHM_RELATED_GENES					ADORA2A PAX4	ADORA2A PAX4					CHRNB2 DRD2																																		ADORA2A NTRK1 PROX1							
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																												CACNA1H GNAO1 PLCG2	GNAO1 PLCG2																GNAO1 PLCG2							
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE																														HSPB7 SMAD9																						
WP_DIFFERENTIATION_PATHWAY																									CSF1R LEFTY1					CSF1R KIT		CSF1R LEFTY1											CSF1R LEFTY1	CSF1R LEFTY1		CSF1R KIT LEFTY1						
WP_DOPAMINERGIC_NEUROGENESIS										CDKN1C LMX1B															CDKN1C LMX1B	CDKN1C LMX1B		NEUROD1 NKX2-2		LMX1B NEUROD1		CDKN1C LMX1B	CDKN1C LMX1B							LMX1B NEUROD1 NKX2-2			CDKN1C LMX1B									
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX																									AKR1B1 PTGDR2												AKR1B1 PTGDR2					AKR1B1 PTGDR2										
WP_ENDODERM_DIFFERENTIATION																																																			MAD2L2 SFRP1	
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION																				PPP1R14A PPP1R16B			PPP1R14A PPP1R3C	PPP1R16B PPP1R3C				PPP1R14A PPP1R16B PPP1R3C	PPP1R16B PPP1R3C	PPP1R16B PPP1R3C			PPP1R14A PPP1R3C			PPP1R14A PPP1R16B	PPP1R14A PPP1R16B															
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER		MMP2 PROX1 SPARC WNT9A	DLL1 WNT9A	DLL1 DLL4 WNT9A						DLL1 PROX1 SPARC																							DLL4 MMP2 PROX1										DLL4 PROX1 SPARC WNT9A	DLL1 DLL4 PROX1 SPARC WNT9A		DLL1 DLL4 SPARC WNT9A				PROX1 WNT9A		DLL4 WNT9A
WP_ERBB_SIGNALING_PATHWAY				CAMK2B PLCG2																				CAMK2B PLCG2																							CAMK2B PLCG2					
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	G0S2 TUBB3								G0S2 GFRA1																								G0S2 GFRA1 PPP1R3C									G0S2 GFRA1		GFRA1 PPP1R3C TUBB3	G0S2 GFRA1 TUBB3	G0S2 GFRA1 PPP1R3C TUBB3						
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY											CSH1 FLT1	CSF1R CSH1 FLT1																																								
WP_G1_TO_S_CELL_CYCLE_CONTROL										CDKN1C MYT1													CDKN1C MYT1			CDKN1C MYT1											CDKN1C MYT1								CDKN1C MYT1	CDKN1C MYT1						
WP_GABA_RECEPTOR_SIGNALING																								GABBR2 GABRE		GABBR2 GABRE																			GABBR2 GABRE							
WP_GENES_INVOLVED_IN_MALE_INFERTILITY			LTF RGS9				GNAO1 RGS9			GNAO1 LTF RGS9														BHMT MMP2 RGS9				BHMT GNAO1 LTF MMP2		BHMT GNAO1 LTF MMP2 RGS9	BHMT LTF		GNAO1 MMP2 RGS9	LTF MMP2		GNAO1 RGS9																
WP_GPCRS_CLASS_A_RHODOPSINLIKE											DRD2 FFAR2 SSTR2		ADORA2A FFAR2 SSTR1										FFAR2 PTGDR2 SSTR1																													
WP_G_PROTEIN_SIGNALING_PATHWAYS																																													GNAO1 GNG4							
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3		CD200 SFRP1 WIF1																					CD200 SFRP1	CD200 SFRP1 WIF1													LRIG1 SFRP1			CD200 SFRP1				CD200 LRIG1 WIF1								
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION										CBFA2T3 HES6																																		CBFA2T3 HES6								
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION			CDH22 CDH5 CSF1R	CDH22 CDH5 CSF1R			CDH22 CSF1R		CDH22 FLT1 PPP1R14A			CDH5 CSF1R FLT1													CDH22 CDH5 CSF1R FLT1 PPP1R14A	CDH22 CDH5 FLT1		CDH22 CDH5 FLT1 NTRK1 PPP1R14A	CDH5 KIT NTRK1	CDH22 CSF1R FLT1 KIT		CSF1R PPP1R14A	CDH5 NTRK1 PPP1R14A	CDH5 FLT1			FLT1 PPP1R14A		CDH22 KIT			CDH5 PPP1R14A		CDH5 CSF1R FLT1	CDH22 CDH5 NTRK1	CDH22 CSF1R FLT1 KIT NTRK1						
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA												CSF1R FLT1													CSF1R FLT1					CSF1R FLT1 KIT														CSF1R FLT1		CSF1R FLT1 KIT						
WP_KIT_RECEPTOR_SIGNALING_PATHWAY																														KIT SOCS1																						
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER		NOTUM SFRP1 WIF1																						NOTUM SFRP1 WIF1						NKD1 NOTUM WIF1														NKD1 NOTUM WIF1							NOTUM SFRP1	
WP_LUNG_FIBROSIS		MMP2 SFTPA2																										MMP2 SFTPA2					MMP2 SFTPA2																			
WP_MAPK_SIGNALING_PATHWAY	CACNA1H HSPA2																																																			
WP_MATRIX_METALLOPROTEINASES		MMP11 MMP2																																																		
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME												MYT1 NREP												MYT1 NREP		MYT1 NREP				MYT1 NREP							MYT1 NREP									MYT1 NREP						
WP_MELANOMA																														GADD45G KIT																GADD45G KIT	GADD45G KIT					
WP_MESODERMAL_COMMITMENT_PATHWAY																																												DLL1 LEFTY1 TOX								
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY																												BHMT SRM		BHMT SRM																						
WP_MONOAMINE_TRANSPORT								ADORA2A AGT					ADORA2A AGT		ADORA2A AGT											ADORA2A AGT																			ADORA2A AGT							
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS		GNG4 PLCG2 RGS16 RGS9	CAMK2B RGS5 RGS9	CAMK2B PLCG2 RGS16					CAMK2B GNG4 RGS16 RGS4 RGS5															CAMK2B PLCG2 RGS16 RGS5 RGS9						CAMK2B GNG4 PLCG2 RGS4 RGS9			CAMK2B GNG4 RGS16 RGS9							CAMK2B GNG4 RGS5 RGS9			CAMK2B GNG4 PLCG2 RGS9	PLCG2 RGS5 RGS9	GNG4 PLCG2 RGS5	GNG4 RGS16 RGS5 RGS9	CAMK2B GNG4 PLCG2					GNG4 RGS9
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA		NOTUM SFRP1 WIF1																						NOTUM SFRP1 WIF1						NKD1 NOTUM WIF1										NKD1 SFRP1				NKD1 NOTUM WIF1							NOTUM SFRP1	
WP_NEOVASCULARISATION_PROCESSES																												DLL4 SMAD9	KIT SMAD9	KIT SMAD9														DLL4 SMAD9		DLL4 KIT SMAD9						
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT																								EPHB3 MMP2						EPHB3 MMP2							EPHB3 MMP2															
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER																								EPHB3 MMP2						EPHB3 MMP2							EPHB3 MMP2															
WP_NEURAL_CREST_DIFFERENTIATION				DLL1 DLL4																																								DLL1 DLL4 PMP22	DLL4 PMP22							
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS				CHRNA3 CHRNB2					CHRNA3 CHRNB2		CHRNB2 DRD2													DRD2 KCNK3	CHRNB2 DRD2 KCNK3			CHRNA3 KCNK3		DRD2 KCNK3			CHRNA3 CHRNB2 KCNK3				CHRNA3 KCNK3							CHRNB2 KCNK3								
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION									CAMK2B PDE2A																			CAMK2B PDE2A												CAMK2B PDE2A												
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3				CAMK2B PLCG2																				CAMK2B PLCG2						CAMK2B PLCG2													CAMK2B PLCG2				CAMK2B PLCG2					
