	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_NEURAL_NUCLEUS_DEVELOPMENT		BASP1 FGF9 INA		CDK5R1 CDK5R2 CHRNB2 TTBK1	BASP1 CDK5R1 CDK5R2 CHRNB2 FGF9 INA								CHRNB2 S100A1		CDK5R1 CDK5R2 CHRNB2 FGF9 INA	ARX ASCL1 BASP1 CDK5R1 CDK5R2 CHRNB2 INA S100A1	BASP1 FGF9 TTBK1	BASP1 CHRNB2 FGF9 TTBK1	BASP1 INA	BASP1 BCL2 TTBK1								BASP1 TTBK1		ARX ASCL1 FGF9	ARX INA	ARX BASP1 BCL2 FGF9 FOXP2 S100A1	BCL2 FGF9 FOXP2		CDK5R2 CHRNB2 FGF9 FOXP2 S100A1	BASP1 BCL2 CDK5R2 FGF9 FOXP2 S100A1 TTBK1	ARX ASCL1 INA			BASP1 CDK5R1 FGF9 TTBK1			ARX ASCL1	BASP1 BCL2 CHRNB2 TTBK1	BASP1 BCL2 FGF9		ASCL1 BASP1 BCL2 CHRNB2 INA S100A1 TTBK1	INA S100A1 TTBK1					BASP1 CDK5R1 CDK5R2 INA		ARX ASCL1 INA	BASP1 FGF9 INA S100A1		BCL2 CDK5R1 CHRNB2 TTBK1				BCL2 CDK5R1 CHRNB2 TTBK1	BCL2 S100A1						BCL2 CDK5R1		CDK5R1 CDK5R2		
GO_NEURAL_PLATE_PATTERN_SPECIFICATION																		CELSR2 PTCH1	CELSR2 PTCH1																					CELSR2 PTCH1																	CELSR2 PTCH1					CELSR2 PTCH1									CELSR2 PTCH1		
GO_NEURAL_PRECURSOR_CELL_PROLIFERATION	ARX GATA2		CEND1 DRD2 GATA2 ID4 KIF1A MDK PAX6 PROX1											ARX GATA2 PAX6		ARX ASCL1 EML1 PROX1													CEND1 GATA2	ARX ASCL1 GATA2 PAX6 TOX	ARX GATA2	ARX CEND1 GATA2 ID4 MDK PAX6	CEND1 DRD2 ID4 INSM1 MDK TOX				ARX ASCL1 GATA2 KIF1A	CEND1 INSM1 MDK		DRD2 ID4 INSM1 MDK PROX1 TOX		CEND1 ID4 INSM1 TOX	ARX ASCL1 KIF1A										EML1 INSM1 KIF1A PAX6 TOX		ARX ASCL1 GATA2			EML1 INSM1 PROX1 TOX	CEND1 GATA2 MDK PAX6 PROX1										CEND1 EML1 ID4 MDK				
GO_NEURAL_RETINA_DEVELOPMENT		CABP4 SDK1																																				CABP4 IGFN1 NEUROD1 SDK2	CABP4 SDK2	CABP4 NEUROD1 SDK2		CABP4 SDK2		CABP4 IGFN1 SDK1 SDK2									NEUROD1 SDK1 SDK2				CABP4 IGFN1 SDK1 SDK2														CABP4 IGFN1		
GO_NEURAL_TUBE_DEVELOPMENT		DCHS1 PTCH1												DCHS1 PAX6			DCHS1 PAX6 PROX1 SFRP1																																																								
GO_NEURAL_TUBE_PATTERNING																		PAX6 PTCH1																																			PAX6 PTCH1																				
GO_NEUROBLAST_PROLIFERATION			DRD2 ID4 PAX6															DRD2 PAX6												ASCL1 PAX6																	ASCL1 EML1	EML1 ID4 PAX6																					EML1 ID4				
GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION																ASCL1 DLL1 MCOLN3																															ASCL1 MCOLN3						DLL1 INSM1 MCOLN3																DLL1 MCOLN3				
GO_NEUROFILAMENT															INA NEFM																																INA NEFM																										
GO_NEUROGENESIS	ARX CHL1 GATA2 KIF5C MAPK8IP2	BRSK2 CABP4 DCHS1 DLL3 DPYSL4 KIF5A LMX1B NEUROD2 NKD1 NTNG2 PSD PTCH1 RNF157 SDK1 SERPINI1	ADCY1 ATCAY BOC CELSR3 CEND1 CSF1R DNER DOK6 DRD2 EPHA4 ETV1 FEV GATA2 GPR173 ID4 ISL1 JAM3 KIF1A KIF5A LGR6 LMX1A LZTS1 MAP1B MAP2 MAP6 MAPK8IP2 MDK NEGR1 NFASC PAK3 PAX6 PROX1 PSD SDK2 SFRP1 STMN2 STXBP1 TTBK1 UCHL1 UNC13A USH1G VASH2 VSTM2L WNT9A	ATOH8 BRSK2 CAMK2B CCDC88A CDK5R1 CDK5R2 CEND1 CHRNB2 CSF1R DCHS1 DCX DLL1 DNER GDF11 MAP1A NR4A3 PAK3 PSD RASAL1 SERPINI1 STXBP1 TP73 TTBK1 WNT9A	ADCY1 ATOH8 BRSK2 CAMK2B CDK5R1 CDK5R2 CELSR2 CELSR3 CEND1 CHRNA3 CHRNB2 CSF1R DCHS1 DLL1 DPYSL4 EPHB3 GDF11 GPC2 GPR173 HEYL MAP1A NR4A3 PSD SAMD14 SCN1B SDK2 SPTBN4 STMN3 STXBP1 TP73 WNT9A	ADORA2A EPHA8 KIT		GABRB3 GATA2 ITGA4			ADORA2A CHRNA3 DLL3 ITGA4 NKX2-2 PRKD1 TMEFF1 UCHL1		ASCL2 CABP4 CCDC88A CELSR2 CEND1 CHRNB2 CIT CSF1R EFNB3 EPHA4 EVL GPC2 HECW2 HEYL LZTS1 NEGR1 NEUROD2 NKD1 NREP PRKD1 RNF157 SAMD14 SERPINI1 SPTBN4 SRCIN1 STMN3 STXBP1 VASH2 WNT9A	ADORA2A AGT ARX DCHS1 EVL GABRB3 GATA2 GHRL ITGA4 PAX6 RNF157 RTN4RL1 SPTBN4	ATOH8 BOC CABP4 CAMK2B CCDC88A CDK5R1 CDK5R2 CELSR2 CELSR3 CHRNA3 CHRNB2 CIT CNR1 CRMP1 DCHS1 DCX EFNB3 EPHA4 EPHA8 EPHB3 EVL FEV GABRB3 GAP43 GFRA1 GFRA3 GHRL GPC2 HEYL IGSF10 ISL1 ISLR2 JAM3 KIF5A KIF5C LGR6 MAP1B MAP2 MAP6 MCOLN3 MMD2 NCAM1 NEGR1 NFASC NKD1 NR4A3 PAX6 PLXNC1 PMP22 PROX1 RET ROBO1 SAMD14 SCN1B SERPINI1 SFRP1 SPTBN4 SRCIN1 STMN2 STMN3 SYN1 TP73 UCHL1 VASH2 WNT9A	ADCY1 ARX ASCL1 ATCAY BRSK1 BRSK2 C1QL1 CDK5R1 CDK5R2 CHRNB2 CRMP1 CSF1R DCHS1 DLL1 DLL3 EFNB3 EML1 GAP43 GHRL HES6 ISL1 LMX1B MAP2 MAP6 MAPK8IP2 MCOLN3 MMD2 NDRG4 NEGR1 NFASC NKD1 NTNG2 PMP22 PRKCH PROX1 RASAL1 SEZ6 SNAP25 SPP1 SPTBN4 STMN2 SYN1 TENM2 TMEFF1 UCHL1 USH1G	ATOH8 BOC BRSK2 CCDC88A DCHS1 DSCAML1 GHRL GPR173 KIF5A LMX1B MMD2 NEGR1 NFASC NR4A3 PAX6 PMP22 PROX1 RASAL1 RNF157 ROBO1 RTN4RL1 SAMD14 SCN1B SDK1 SDK2 SEZ6 SFRP1 SNAP25 SRCIN1 TTBK1 VASH2 WNT9A	ASCL2 CELSR2 CHRNB2 CIT DRD2 EPHA4 GAP43 IGSF10 LGR6 MMD2 NREP PAX6 PRKCH PTCH1 RAP1GAP2 RNF157 ROBO1 SAMD14 SDK1 SRCIN1 TTBK1	CDHR1 CELSR2 CRMP1 CSF1R GFRA1 JAM3 LGR6 MAP2 NAV3 NFASC NREP PRKCH PRKD1 PTCH1 ROBO1 SDK1 SRCIN1 TOX	ADCY1 ADORA2A AGT BCL2 BRSK1 CELSR3 CHL1 DNER DSCAML1 EPHA4 FEV GABRB3 GAP43 GHRL ID4 IGSF10 ISL1 KIF5A KIF5C LGR6 LMX1B MAP2 NCAM1 NDRG4 NEGR1 NR4A3 NREP PLXNC1 PRKCH PSD PTCH1 RAP1GAP2 RASAL1 RNF157 ROBO1 RTN4RL1 SEZ6 SNAP25 SPTBN4 SRCIN1 STMN2 TENM2 TTBK1		ADORA2A AGT BRSK1 CDK5R1 CELSR2 CEND1 DLL3 DNER NEUROD2 PRKCH SYN1	BRSK2 CELSR3 DLL3 DNER NEUROD2 SDK2	ADORA2A ATCAY CDK5R1 CELSR3 MAPK8IP2 NEUROD2 TMEFF1	CHRNA3 CIT DLL3 EPHB3 ETV1 GFRA1 ITGA4 NAV3 NFASC PRKCH SPP1 UCHL1	BRSK2 DLL1 DSCAML1 EPHA8 MAPK8IP2 NAV3 RAP1GAP2 RASAL1 SERPINI1 VASH2	ATCAY CDHR1 CDK5R1 DOK6 GABRB3 HECW2 LZTS1 NAV3 NCAM1 PRKCH RNF157 ROBO1 SDK2 SNAP25	ADCY1 CCDC88A DCHS1 EFNB3 EPHB3 EVL IGSF10 KIF5A MAP2 MMD2 NAV3 NFASC PLXNC1 RAP1GAP2 RASAL1 ROBO1 SDK1 SNAP25 TENM2 TTBK1	ATCAY CAMK2B CELSR3 CEND1 EPHA8 GABRB3 GAP43 GATA2 NCAM1 NKX2-2 SLC12A5	ARX ASCL1 ATCAY C1QL1 CABP4 CCDC88A CIT DCX DLL3 EPHB3 EVL GATA2 GDF11 KIF5C NFASC NPY PAX6 SPTBN4 SYT4 TOX	ARX ATCAY EPHA8 GATA2 ITGA4 KIF5C KIT MAPK8IP2 PAK3 SYT4	ACTL6B AGT ARX ATCAY BCL2 BOC C1QL1 CELSR2 CELSR3 CEND1 DNER DSCAML1 EPHA4 ETV1 GABRB3 GAP43 GATA2 GFRA3 HECW2 ID4 IGSF10 ISL1 JAM3 KIF5A KIF5C LGR6 LMX1A MAP2 MDK NAV3 NCAM1 NDRG4 NEGR1 NEUROD2 PAK3 PAX6 PSD RASAL1 ROBO1 RTN4RL1 SAMD14 SDK2 SFRP1 SNAP25 SPTBN4 SRCIN1 SYN1 TENM2 TUBB2B USH1G	ACTL6B ADCY1 ATCAY BCL2 BRSK2 CAMK2B CELSR3 CEND1 DLL3 DRD2 DSCAML1 EPHA4 EPHB3 EVL FEV GPR173 HECW2 ID4 INSM1 JAM3 KIF5A LGR6 LZTS1 MAP2 MAP6 MDK NAV3 NDRG4 NEGR1 NEUROD2 NFASC NKX2-2 NREP PMP22 PRKCH PSD PTCH1 RAP1GAP2 RASAL1 RNF157 RTN4RL1 SAMD14 SDK1 SFRP1 SNAP25 SRCIN1 STXBP1 TENM2 TOX TUBB2B USH1G VASH2	DLL3 DPYSL4 EPHA4 TMEFF1	ACTL6B ADCY1 ASCL2 ATOH8 BOC BRSK1 BRSK2 C1QL1 CDK5R2 CEND1 CHRNB2 CNR1 CSF1R DCHS1 DLL1 DNER DOK6 DRD2 EML1 EPHB3 ETV1 GPR173 HEYL IGSF10 INSM1 JAM3 KIF5A LMX1B LZTS1 MAP1A MAP2 NDRG4 NEUROD2 NFASC NREP NTNG2 PLXNC1 RASAL1 RNF157 SAMD14 SDK1 SERPINI1 SFRP1 SLC12A5 SNAP25 SRCIN1 STMN2 SYN1 TP73 USH1G VSTM2L	ACTL6B ADCY1 ADORA2A AGT ASCL2 ATCAY BCL2 BOC C1QL1 CDK5R2 CELSR2 CNR1 DNER DOK6 DSCAML1 EFNB3 EPHA4 EVL FEV GAP43 GATA2 GFRA3 HECW2 HEYL IGSF10 ITGA4 JAM3 KIF5A LMX1B MAP1A MAP2 MAP6 MCOLN3 MDK NAV3 NDRG4 NEGR1 NEUROD2 NFASC NPY NREP NTNG2 PAK3 PLXNC1 PROX1 PSD SAMD14 SEZ6 SLC12A5 SNAP25 STMN2 SYN1 TENM2 TTBK1 USH1G VSTM2L	ARX ASCL1 CHRNA3 DCX DLL3 EPHA8 GATA2 KIF1A KIF5C MAPK8IP2 NPY PAK3 SYT4 TMEFF1 UCHL1 UNC13A	AGT ATOH8 C1QL1 CABP4 CAMK2B CELSR2 CEND1 CHRNA3 DNER DSCAML1 GDF11 GPC2 HES6 IGSF10 INSM1 ISLR2 KIF5A MAP1A MAP2 MAP6 MDK NEUROD1 NFASC NKX2-2 NR4A3 NREP PMP22 RAP1GAP2 RET SDK2 SERPINI1 SRCIN1 STXBP1 TP73 VASH2 WNT9A	C1QL1 CABP4 CDHR1 CELSR2 CEND1 CIT EVL GDF11 GPC2 HES6 IGSF10 KIT LMX1B MAP1A NAV3 PMP22 RAP1GAP2 SDK2 SERPINI1 STXBP1 TENM2 TOX VASH2 WNT9A	ACTL6B ASCL2 ATOH8 BRSK2 CABP4 CAMK2B CCDC88A CDHR1 CDK5R1 CELSR2 CELSR3 CHL1 CIT CSF1R DCHS1 DRD2 DSCAML1 EFNB3 EPHA4 EPHB3 ETV1 EVL GABRB3 GAP43 GHRL GPR173 HES6 HEYL ID4 INSM1 ISL1 ISLR2 ITGA4 KIT LMX1A LMX1B LZTS1 MAP6 MDK NAV3 NCAM1 NEUROD1 NKD1 NR4A3 NREP NTNG2 PAK3 PLXNC1 PMP22 PROX1 PSD PTCH1 RAP1GAP2 ROBO1 RTN4RL1 SDK2 SERPINI1 SEZ6 SNAP25 SPTBN4 STMN3 TENM2 TOX TP73 TTBK1 VASH2	ATCAY BRSK1 CHL1 MAP2 MAPK8IP2 RAP1GAP2 ROBO1	CABP4 CAMK2B CEND1 CSF1R GDF11 GPC2 ID4 INSM1 LGR6 LMX1B MAP1A NAV3 NR4A3 RAP1GAP2 RASAL1 RNF157 SAMD14 SCN1B SDK2 SERPINI1 SEZ6 STMN3 TOX TP73 UNC13A VSTM2L	ARX ASCL1 CDHR1 DCX DLL3 ITGA4 KIF1A NPY PRKD1 TMEFF1 TUBB2B UNC13A	ADCY1 AGT BCL2 BOC BRSK1 BRSK2 CABP4 CAMK2B CDHR1 CEND1 CHRNA3 CHRNB2 DNER EFNB3 EPHA4 ETV1 EVL GAP43 GDF11 GFRA1 HECW2 HEYL ISLR2 ITGA4 KIF5A LGR6 LMX1B MAP1B MDK NAV3 NCAM1 NKD1 NPY PLXNC1 PMP22 PRKD1 PROX1 PSD RASAL1 RNF157 RTN4RL1 SAMD14 SDK1 SDK2 SERPINI1 SLC12A5 SNAP25 SPTBN4 STMN2 TP73 TTBK1 UNC13A USH1G	AGT BCL2 CDHR1 CELSR2 CELSR3 CHL1 DCHS1 DSCAML1 EPHA4 FEV GABRB3 HECW2 LMX1A NAV3 PAX6 PRKCH RAP1GAP2 ROBO1 SDK1 SNAP25 SPTBN4 SRCIN1 TENM2 USH1G	BRSK2 C1QL1 CDK5R2 CHRNA3 DLL1 EFNB3 EVL FEV MMD2 NDRG4 NKX2-2 NREP PLXNC1 ROBO1 SAMD14 SDK1 SLC12A5 SNAP25 SRCIN1 TENM2 UCHL1	ASCL1 ASCL2 BCL2 BRSK2 CHL1 CHRNB2 DCHS1 EFNB3 EML1 GFRA1 GPR173 HECW2 ISLR2 MAP6 MCOLN3 MMD2 NCAM1 NPY PLXNC1 RASAL1 RET ROBO1 RTN4RL1 SEZ6 SLC12A5 SNAP25 SPP1 SPTBN4 TENM2 TOX TTBK1 UCHL1	ATCAY ATOH8 BOC BRSK2 CHRNA3 CIT DLL1 DOK6 EML1 EPHA4 EPHA8 EPHB3 ETV1 GAP43 GDF11 GFRA3 GPC2 GPR173 HECW2 HEYL ID4 ITGA4 LGR6 LMX1A LZTS1 NAV3 NREP PAX6 PSD RAP1GAP2 RASAL1 ROBO1 SAMD14 SDK1 SFRP1 SLC12A5 SRCIN1 SYN1 TENM2 TP73 TTBK1 UCHL1 VASH2	C1QL1 CABP4 CDK5R2 CSF1R DNER NTNG2 UNC13A	ACTL6B ADCY1 BCL2 CDHR1 DNER EPHB3 GPR173 HES6 IGSF10 LMX1B MAP2 MCOLN3 NAV3 NEGR1 NFASC NREP SEZ6	ADCY1 ATCAY BOC CIT DCHS1 DNER DOK6 DSCAML1 EPHA8 ETV1 HECW2 HES6 KIF5A LGR6 LMX1B MAP2 MDK NEUROD2 RAP1GAP2 ROBO1 TENM2	ADORA2A ASCL2 CDHR1 KIT PRKD1	BOC BRSK2 CAMK2B CCDC88A CDK5R1 CDK5R2 CHRNA3 DLL1 DLL3 DNER EFNB3 EML1 EPHA4 ETV1 FEV GDF11 GHRL GPR173 HECW2 HEYL IGSF10 INSM1 JAM3 KIF1A LMX1A LMX1B MAP1A MAP1B MAP2 MAP6 MCOLN3 MMD2 NAV3 NDRG4 NEGR1 NEUROD1 NEUROD2 NFASC NKD1 NKX2-2 NR4A3 NTNG2 PAX6 PLXNC1 PRKCH PSD PTCH1 RAP1GAP2 RASAL1 RET RNF157 SAMD14 SDK1 SDK2 SFRP1 SLC12A5 SNAP25 SPTBN4 STMN2 TENM2 TOX TP73 VSTM2L		ARX ASCL1 ATCAY CRMP1 DCX GATA2 ITGA4 KIF5C MAPK8IP2 PAK3 SYT4 TMEFF1 UNC13A	ATCAY BOC BRSK2 CEND1 CIT DLL3 DSCAML1 EFNB3 EPHA4 ETV1 EVL FEV GABRB3 GAP43 GFRA1 GFRA3 IGSF10 ISLR2 KIF5A LGR6 MAP1A MMD2 NCAM1 NREP PMP22 PRKCH RASAL1 RNF157 ROBO1 RTN4RL1 SDK1 SDK2 SPTBN4 SRCIN1 STXBP1 TENM2 UCHL1 VSTM2L	ADORA2A BRSK1 BRSK2 C1QL1 CABP4 CAMK2B CELSR2 CELSR3 CNR1 CSF1R DSCAML1 EFNB3 EML1 EPHA4 EPHB3 EVL GABRB3 GPR173 HECW2 HEYL ID4 ITGA4 KIF5C LGR6 LMX1B LZTS1 MAP1A MAP6 MCOLN3 NDRG4 NFASC NKD1 NR4A3 NREP PMP22 PRKCH PROX1 PSD PTCH1 RAP1GAP2 RASAL1 RET SCN1B SDK1 SDK2 SEZ6 SRCIN1 STMN3 STXBP1 TENM2 TP73 WNT9A	ACTL6B ADCY1 BCL2 BRSK2 CDK5R1 CELSR3 CHRNB2 CSF1R DCHS1 DLL1 DPYSL4 DSCAML1 EML1 EPHB3 EVL GABRB3 GDF11 GFRA1 GPC2 HECW2 HES6 INSM1 LGR6 LZTS1 MMD2 NAV3 NKD1 NR4A3 PMP22 PROX1 PTCH1 RAP1GAP2 RNF157 SDK2 SERPINI1 STMN3 TENM2 TOX TP73 TTBK1 VASH2 WNT9A	ADCY1 ADORA2A AGT C1QL1 CABP4 CDHR1 CELSR3 CEND1 CIT CNR1 DCX DOK6 DSCAML1 EPHA8 FEV GAP43 GATA2 GDF11 GFRA1 HECW2 IGSF10 ISL1 MAP1B MAP2 MCOLN3 MDK NAV3 NDRG4 NEUROD2 NFASC PAX6 PMP22 PROX1 RET RNF157 RTN4RL1 SERPINI1 SEZ6 SPP1 STMN2 SYN1 TENM2 USH1G		BRSK2 EFNB3 EPHA4 GDF11 HES6 KIF5A NREP PRKD1 PTCH1 SDK1	ADCY1 ATOH8 BCL2 CCDC88A CDK5R1 CELSR2 CELSR3 CHRNB2 CNR1 CSF1R DLL1 DNER EPHA4 EPHB3 EVL GDF11 GFRA1 GPR173 HECW2 HEYL ISLR2 KIT LGR6 MAP1A MCOLN3 NAV3 NR4A3 NREP PRKCH PTCH1 RAP1GAP2 RET RNF157 ROBO1 RTN4RL1 SAMD14 SDK1 SERPINI1 SRCIN1 TP73 TTBK1 UNC13A WNT9A	BCL2 CAMK2B CHRNA3 EVL KIT MAPK8IP2 NR4A3 PRKCH PSD RNF157 RTN4RL1 SAMD14 SDK1 SERPINI1 SRCIN1 STMN3	CCDC88A CELSR2 DNER DSCAML1 EPHA4 HES6 SDK2 SPP1 STMN3 TMEFF1 TTBK1 WNT9A		DCX DLL3 DNER GPC2 LGR6 PTCH1 SPP1			BCL2 CDHR1 CDK5R1 CEND1 DLL1 EML1 GAP43 GPR173 ID4 MCOLN3 MDK NEUROD2 NR4A3 PRKD1 RTN4RL1 SCN1B SFRP1 SLC12A5 TMEFF1		CABP4 CDK5R1 CDK5R2 CELSR2 CELSR3 CEND1 CIT CNR1 EML1 EPHA4 HEYL MAP2 MCOLN3 NAV3 NEGR1 NEUROD2 PTCH1 RNF157 RTN4RL1 SAMD14 SFRP1 SLC12A5 SYN1 WNT9A	DLL3 EPHA8 MAPK8IP2	ADORA2A PRKCH PRKD1 RAP1GAP2 RASAL1 SDK1 TTBK1
GO_NEUROINFLAMMATORY_RESPONSE			ADCY1 CD200 TTBK1																	ADCY1 ADORA2A TTBK1								ADCY1 TTBK1								ADCY1 ADORA2A TTBK1								ADCY1 CD200 TTBK1														ADCY1 CD200 TTBK1	ADCY1 ADORA2A CD200														ADORA2A TTBK1
GO_NEUROMUSCULAR_JUNCTION		COLQ DLG2	EPHA4 STXBP5L TUBA1A UNC13A												CDK5R1 EPHA4 PDZRN3 STXBP5L SV2A SYP TUBA1A	CDK5R1 DLG2 TUBA1A	DLG2 STXBP5L SYP			DLG2 EPHA4 STXBP5L SYP		CDK5R1 SYP										COLQ EPHA4 STXBP5L SYP TUBA1A	COLQ EPHA4 PDZRN3 STXBP5L TUBA1A			COLQ DLG2 EPHA4 PDZRN3 SYP				CDK5R1 DLG2 EPHA4 PDZRN3				COLQ DLG2 EPHA4 SV2A SYP UNC13A	DLG2 EPHA4	SYP TUBA1A		EPHA4 STXBP5L SYP					CDK5R1 EPHA4 PDZRN3 STXBP5L TUBA1A			DLG2 EPHA4 STXBP5L SV2A			DLG2 STXBP5L SV2A			CDK5R1 EPHA4 STXBP5L SV2A SYP TUBA1A UNC13A				COLQ DLG2			CDK5R1 STXBP5L		CDK5R1 EPHA4 PDZRN3 STXBP5L		
GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT																																											CACNB2 UNC13A												CACNB2 UNC13A											CACNB2 COLQ	CACNB2 COLQ						
GO_NEUROMUSCULAR_PROCESS			DRD2 UCHL1 USH1G	ADCY5 GCH1 NR4A3							ADORA2A UCHL1	ADORA2A USH1G								ADCY5 ADORA2A NR4A3																				ADCY5 DRD2 GCH1 NR4A3						ADCY5 UCHL1	ADCY5 GCH1 UCHL1	ADCY5 GCH1 UCHL1									ADCY5 ADORA2A GCH1 NR4A3												GCH1 NR4A3				
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE				ADCY5 NR4A3													ADCY5 NR4A3			ADCY5 NR4A3																									ADCY5 USH1G																												
GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION				CHRNB2 STXBP1	CHRNA3 CHRNB2 RIMBP2 STXBP1								CHRNB2 STXBP1		CHRNA3 CHRNB2 CHRNB4 RIMBP2			CHRNB2 CHRNB4 RIMBP2																	CHRNB2 CHRNB4			CHRNA3 CHRNB4 STXBP1	CHRNB4 STXBP1	CHRNB4 RIMBP2				CHRNA3 CHRNB2 CHRNB4 RIMBP2												RIMBP2 STXBP1	CHRNB4 STXBP1	CHRNB2 CHRNB4				CHRNB2 CHRNB4 RIMBP2					CHRNB4 STXBP1						
GO_NEURONAL_ACTION_POTENTIAL															KCNMB2 SCN3A		CACNA1H SCN2A													KCNMB2 SCN3A		KCNMB2 SCN2A			CACNA1H KCNMB2	CACNA1H KCNMB2				KCNMB2 SCN2A SCN3A					KCNMB2 SCN2A														SCN2A SCN3A								KCNMB2 SCN2A						
GO_NEURONAL_DENSE_CORE_VESICLE			KIF1A STXBP5L SYT5												CADPS STXBP5L SYT5															NPY SYT4		SCG2 STXBP5L SYT5	CADPS STXBP5L		CADPS SCG2 STXBP5L SYT5	CHGA NPY SCG2 SYT5	KIF1A NPY SYT4	CADPS CHGA SCG2		CADPS SCG2			KIF1A NPY	CADPS NPY			CADPS NPY STXBP5L	STXBP5L SYT5					CADPS KIF1A STXBP5L SYT5		CHGA SYT4	CHGA STXBP5L SYT5			STXBP5L SYT5			CADPS CHGA STXBP5L SYT5							STXBP5L SYT5				
GO_NEURONAL_ION_CHANNEL_CLUSTERING															NFASC SPTBN4	NFASC SPTBN4														NFASC SPTBN4																							NFASC SPTBN4																				
GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE																DLL1 PROX1																																										DLL1 PROX1															
GO_NEURON_APOPTOTIC_PROCESS			GRIK5 ISL1 MDK PAK3 SCN2A STXBP1 VSTM2L	CDK5R1 NR4A3 PAK3 STXBP1									CIT CRLF1 PRKCG STXBP1	ADORA2A GABRB3 MAP3K12	CDK5R1 CIT CRLF1 GABRB3 GRIK5 ISL1 NR4A3 PRKCG	ASCL1 CDK5R1 CRLF1 GRIK5 ISL1 MAP3K12				ADORA2A BCL2 CHL1 GABRB3 GRIK5 ISL1 NR4A3				ADORA2A CDK5R1	CIT NAIP	MAP3K12 NAIP						BCL2 GABRB3 GRIK5 ISL1 MDK PAK3 SCN2A				ADORA2A BCL2 GRIK5 MAP3K12 MDK PAK3 VSTM2L			CIT MAP3K12 NAIP STXBP1	CDK5R1 CHL1 CIT GABRB3 ISL1 MAP3K12 MDK NAIP NR4A3 PAK3 SCN2A		CRLF1 NR4A3 VSTM2L		BCL2 GRIK5 MAP3K12 MDK NAIP PRKCG	BCL2 CHL1 GABRB3 SCN2A		ASCL1 BCL2 CHL1 GRIK5 MAP3K12					ADORA2A NAIP	CDK5R1 GRIK5 MAP3K12 NR4A3 PRKCG VSTM2L			CIT CRLF1 GABRB3 NAIP PRKCG STXBP1 VSTM2L	ADORA2A CRLF1 GABRB3 GRIK5 MAP3K12 NR4A3 PRKCG STXBP1	BCL2 CDK5R1 GABRB3 MAP3K12 NR4A3 SCN2A	ADORA2A CIT CRLF1 GRIK5 ISL1 MDK NAIP SCN2A			BCL2 CDK5R1 CRLF1 GRIK5 NR4A3 PRKCG	BCL2 CRLF1 MAP3K12 NR4A3				CIT MAP3K12 NAIP SCN2A STXBP1		BCL2 CDK5R1 CRLF1 MDK NR4A3 PRKCG		CDK5R1 CIT MAP3K12 PRKCG		
GO_NEURON_CELLULAR_HOMEOSTASIS															CNR1 SCGN																				CNR1 MAP1A	CNR1 MAP1A SCGN									CACNB2 SCGN								CACNB2 MAP1A SCGN			MAP1A SCGN	CNR1 MAP1A					CNR1 MAP1A											
GO_NEURON_CELL_CELL_ADHESION															CDK5R1 RET																																						CDK5R1 RET									CDK5R1 RET											
