	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04888219413263095	1	1	1	1	1	1	1	1	0.0680025298287843	1
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	0.06100611402435441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05958124492556949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	1	1	1	1	1	1	1	0.02524140257410168	0.023355636707849126	1	0.03118992154473621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053219474486164264	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	0.009788171145665436	0.011458438341115151	1	1	1	1	1	0.011963302791138553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0074344048919154915	1	1	1	1	1	1	1	1	1	1	1	0.05212593668850951	1	1	1	1	1	1	0.02314706659536192	1	1	0.08935606491202175	1
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	1	1	1	1	1	1	1	1	0.004569811696486736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004451627920813883	1	1	1	1	1	0.008611461132884801	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MAPK_CASCADE	1	1	1	1	1	1	1	0.043608322110628595	1	1	1	1	1	1	1	1	1	0.05998520850782785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00888719310204289	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	1	1	1	1	1	1	1	0.0023661008577384735	1	1	1	1	1	1	1	1	1	0.01226336475819112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008018330203994006	1	1	1	0.06345663764272069	1	1	0.014036342472897645	1	1	0.038885575248952975	1
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	1	1	1	1	1	1	1	1	1	1	0.00023269557729088675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007162157872668273	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	0.0026073911136961225	1	1	0.0021480098144612825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006831671486697055	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0642903659698828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05293216661853628	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04258448264374426	1	1	1	1	1	0.007768518052572504	1	1	1	0.08687707036806958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017686399325004154	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1	1	1	1	1	0.08516795847964209	1	1	1	1	0.009441116901714786	1	1	1	0.04090967261066669	1	1	1	1	1	1	0.032327355510570865	0.03116592477935054	1	1	1	1	1	0.02976130065240823	1	0.016246702973465754	1	1	1	1	1	1	1	0.060605325882863714	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022749807713488224	1	1	1	1	1	1	1	1	1	1	0.0022758491064401865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02030975659467127	1	1	0.012933048300439842	1	1	1	1	1	1	1	0.0019128895870459406	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000299969001774425	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027167816164881287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	0.013443471495523718	1	0.04496099969409695	1	1	1	0.01839693589835234	1	1	1	0.07307850669628291	1	1	1	1	0.09618229683394819	1	0.0036016130952423175	0.054781921535094646	1	1	1	1	1	1	1	1	1	0.04263609689840164	1	1	1	1	1	0.0048049676267245545	0.04496099969409695	1	1	0.02531753334968856	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	0.0019048059034614262	1	1	1	1	1	1	1	0.0027238828215693234	1	1	1	0.002061913124881909	0.03313065667074577	1	0.053126722606080756	1	1	1	1	1	1	1	1	1	1	1	0.00930295410986215	1	1	1	0.0435980472194466	1	1	1	1	1	1	1	1	1	1	0.04252012790940596	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	0.00040168596841760884	1	1	1	1	1	0.09777470674862876	1	0.0014190676460431595	1	1	1	0.004119130217362987	0.007739685189835699	0.03528642494047485	0.09777470674862876	1	1	1	1	1	1	1	1	1	1	1	0.02372730236231968	1	1	0.04813671175458534	0.011716078544737218	1	1	1	1	1	1	1	1	1	1	0.024595760800856015	1	1	1	1	1	0.05139014323139557	1
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	0.01754233893333701	1	1	1	1	1	0.0071928457983398975	1	1	1	0.039319943099161536	1	1	1	1	0.041977554356826374	1	0.0007808493064430655	0.02280296750648847	1	1	1	1	1	1	1	0.05562752475264876	1	0.02244543814722666	1	1	1	1	1	0.025433269421909155	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	0.09035066372582534	1	1	0.030687532894715708	1	0.05632559294559081	1	1	1	0.030103859285110945	1	1	1	0.019530218674342792	0.05632559294559081	1	1	1	1	1	0.013408591718102159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	1	1	1	1	1	1	0.0006245044820406553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017138835097966876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09303782344785771	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031956077652478543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	1	1	1	1	1	1	1	0.07396399160012046	0.07835861418280032	1	0.036222255749043364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011336084239737754	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00012869844582885648	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_OSSIFICATION	1	1	1	1	1	1	1	1	0.04151606607035896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015414438807573427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08602544366758869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0520626800614683	1	1	0.003291114562571029	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	1	0.035402198627323855	1	1	1	1	1	0.0029410296919022416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008396915123599746	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	1	1	1	1	0.09975831410706015	1	1	0.05426019015974526	1	1	1	1	1	0.022555427376714787	1	1	1	1	1	1	1	1	0.04226719248776156	1	1	1	0.014204322206362918	1	1	1	0.07884136128256958	1	1	1	1	1	1	1	0.03295095120059055	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	1	1	1	1	1	1	1	0.059434091656182186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010015725564111566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.07737567319327188	0.04694932277551789	1	1	1	1	1	0.0639640340249279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06099199785376119	1	1	1	1	1	1	0.0975372576008604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	0.04556877943642301	0.07355829581709994	1	1	1	1	1	0.05589015420753185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035456706726002984	1	1	1	1	1	0.08881664559488989	1	1	1	1	1	1	1	1	1	1	1	1	0.09801079137010993	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	1	1	1	1	1	1	0.009184308772961502	0.06322313302845939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	1	1	1	1	0.07970913804357438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	1	0.06935446958811797	1	1	1	1	0.04277555044576142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049408563586413656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0.02283216988578063	1	1	1	1	1	1	0.078017169647278	1	1	0.0019419065601639085	1	1	1	1	0.04815182270556351	1	1	1	0.08418914009586176	1	1	1	1	1	1	1	1	1	1	1	0.039463481746726314	1	1	1	1	1	1	0.013547335159110552	1	1	1	0.03705977367341251	1	1	1	1	0.02845679158922243	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	1	1	1	1	1	1	1	0.019652532418118707	0.03972329208690395	1	0.00896768225375666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	0.047287061866281954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05532083865991522	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.0208205293217143	0.05813788061554015	1	1	1	1	1	0.08422284598484842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07057862116328772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	1	1	1	1	0.04758119561165164	1	1	1	0.0379611353782745	1	0.00036177547774618457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06795492880224852	1	0.04434746734977835	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	0.02498418447739037	0.08445167638241813	1	1	1	1	1	0.004012904528736816	1	1	1	1	1	1	1	1	1	0.03950197417127144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060788206260228184	1	1	1	1	1	1	0.04490154107197497	1	1	0.020738323254824387	1
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS	1	1	1	1	1	1	0.0627646499943576	1	1	1	1	1	1	1	1	1	1	0.042562755546806	1	1	1	1	1	1	1	0.02837965231056072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009544982990865591	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033106682605248405	1	0.05456750424940526	1	1	1	1	1	0.09826266087220215	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	1	1	1	1	1	1	1	1	0.04151606607035896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1	1	1	1	1	1	0.09291580110499875	1	1	1	1	1	1	1	0.022080097386860342	0.09291580110499875	1	1	1	1	1	1	1	1	1	1	1	1	0.05482119176874134	1	0.08503145987865068	1	1	1	1	1	0.08521559658301026	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	1	1	1	1	1	1	1	1	0.007124489041443471	1	1	1	1	1	0.09302627887044779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09129749363450801	0.030141729159086306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	1	1	1	1	1	1	0.0016069575548774973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08995700727100298	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	0.08916866399159118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08821408234043404	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SECRETION	1	1	1	1	0.06506108911775643	1	1	0.016395338754592648	1	0.032058251330957965	1	1	1	0.06082540450323193	1	1	1	1	1	1	1	1	1	1	1	0.05510402134020542	0.03921272940173237	1	1	1	0.046484147865623604	1	1	1	1	1	1	1	0.05837624196123026	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SIGNALING	1	1	1	1	1	0.09663912685297671	1	1	0.028674688000598025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0689411280402985	1	1	1	1	0.04518211193273036	0.06364817883936302	1	1	1	1	1	1	1	0.09663912685297671	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	1	1	1	1	1	1	1	1	0.008639003102013265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03764835440208747	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0022044021529894486	1	1	1	1	1	1	1	1	1	0.007694302930181918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	1	1	1	1	1	1	1	0.007021078210243559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009524957881154705	1	1	1	1	1	1	1	1	1	1	0.01185978377862229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	1	1	1	1	1	1	1	0.024729457896825013	0.022972163327147355	1	0.002588376272886439	1	1	1	1	1	1	0.04344112842668735	1	1	1	1	1	1	1	1	1	1	1	0.049340119572090835	1	1	1	1	1	1	0.052400830475498594	1	0.02009982684897449	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004923018584168326	1	1	1	1	1	1	1	1	0.020088808110009015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	1	1	1	1	1	1	1	0.01040714537545151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1	1	1	1	1	1	1	1	1	1	0.07725795935406088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05751162541634747	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	0.012795297569140107	0.01597492903629638	1	1	1	1	1	0.01864428596047374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009749260639710489	1	1	1	1	1	1	1	1	1	1	1	0.07625261307041598	1	1	1	1	1	1	0.029881867955356967	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.06803638471472473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	0.08879716002422111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08679311418072722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSPORT	1	1	1	1	0.07096268334606626	1	1	0.026100312497240208	1	1	0.05792452233874301	1	1	1	1	1	1	1	1	1	0.04367174580172517	1	1	1	1	1	1	1	1	1	1	1	0.09451055889718374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	0.046128241229954625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0818759721222575	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	0.03149770982054223	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_VASOCONSTRICTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00010616299815269237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	1	1	1	1	0.0297281780687646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022994104310264052	1	1	1	1	1	1	1	1	1	1	0.00020476468830088468	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	1	1	1	1	0.05535068152146361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04320358867548357	1	1	1	1	1	1	1	1	1	1	0.0004072031840580692	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	1	1	1	1	0.0771427274879819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06060254660438602	1	1	1	1	1	1	1	1	1	1	0.0005948536203471688	1	1	1	1	1	1	1	1
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08912045156190862	1	0.0856879633151908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEPHRON_DEVELOPMENT	1	1	1	1	1	1	1	0.018646203750999124	0.01830398372869413	1	1	1	1	1	1	1	1	0.0034674770301336144	1	0.086233420103081	1	0.07746786008412365	0.006775284566376771	1	1	1	1	1	1	0.04220813820546465	1	1	0.009513410278194412	1	1	1	1	0.033860697188013655	1	1	1	1	0.03838874932939729	1	1	0.04220813820546465	1	1	1	1
GO_NEPHRON_EPITHELIUM_DEVELOPMENT	1	1	1	1	1	1	1	1	0.0684384501664066	1	1	1	1	1	1	1	1	0.0016461307991939567	1	0.054657582370468916	1	1	0.03555929254114387	1	1	1	1	1	1	0.026124223474849106	0.06685516914325795	1	0.005733398719811489	1	1	1	1	0.020842908469277055	1	1	1	1	0.01960131813879662	1	1	0.026124223474849106	1	1	1	1
GO_NEPHRON_MORPHOGENESIS	1	1	1	1	1	1	1	1	0.036230170603062994	1	1	1	1	1	1	1	1	0.011677584059193724	1	1	1	1	1	1	1	1	1	1	1	0.01336858338208935	1	1	1	1	1	1	1	0.010606911723074708	1	1	1	1	0.007507900328587835	1	1	0.01336858338208935	1	1	1	1
GO_NERVE_DEVELOPMENT	0.007596182434880916	1	1	1	1	1	1	1	0.0379611353782745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NERVOUS_SYSTEM_PROCESS	1	0.04718780483515084	1	1	0.026375559762549128	1	0.06851795534553706	0.028452927245733672	1	1	0.012470945491240948	1	1	1	1	0.02670896590321581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014318890357179703	1	1	1	1	0.05082027644339082	1	0.0006316854622753221	0.02670896590321581	1	1	1.593041074166024e-05	1	1	1	1	0.051683879957665546	0.0605818084549572	1
GO_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006100058230848249	1	1	1	1	1	1	1	1	1	1	1
GO_NEURAL_NUCLEUS_DEVELOPMENT	1	1	1	1	0.0025944045156180984	1	1	1	1	1	4.185121303068584e-06	1	1	1	1	1	1	1	1	0.01913384487654679	1	1	1	1	1	1	1	1	1	0.0003820081797166752	1	0.008444447027285862	1	1	1	1	0.04421545229736035	0.006986819070528116	0.0033920006551975135	1	1	1	1	1	1	0.008828372667532225	1	1	1	1
GO_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.026892484939050165	1	1	1	1	1	1	1	0.022215672684079313	1	1	0.04821587337206101	1	1	1	1	1	1	1	1	1	0.08792677274625205	1	1	1	1	1	0.07382193644207646	0.007971691490746946	0.04821587337206101	0.021449743397786714	1	1	1	1	1	0.009717011823484833	0.03875062034967436	0.06825489060258749	1	1	1	0.008491250550921037	1	1	0.04821587337206101	1	1	1	1
GO_NEURAL_RETINA_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022521836896530867	0.016174422299807256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006236275143561287	1	1	1	1	1	1	1
GO_NEURAL_TUBE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015596932665285834	0.07161164539843812	1	1	1	1	1	1	0.053349539095258525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURAL_TUBE_PATTERNING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007699913059435182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
