	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_NEURON_PROJECTION_CYTOPLASM					AP3B2 DLG2 MAP2																											DLG2 KIF1A							DLG2 KIF5A MAP1A MAP2 UCHL1				DLG2 UCHL1			GRIK3 UCHL1				
GO_NEURON_PROJECTION_EXTENSION					CDK5R1 MAP2 RASAL1																		RASAL1 RNF157															CDK5R1 RNF157												
GO_NEURON_PROJECTION_GUIDANCE	CELSR3 SPTBN4	GAP43 GFRA3 TUBB2B	DPYSL4 SCN1B		CDK5R1 DPYSL4 DSCAML1 NR4A3			DOK6 EPHA8 ETV1 GFRA1 GFRA3 KIF5A LGR6 NR4A3 PAX6 PLXNC1 RET SCN1B	CRMP1 EPHA4 EPHB3 GAP43 GFRA1 LGR6 PTCH1 VSTM2L		EVL PAX6					CSF1R NR4A3 TUBB2B				GFRA3 ISL1 LMX1A		EFNB3 GFRA3 LGR6 PAX6 PTCH1 ROBO1 TMEFF1				EPHA4 KIF5A TMEFF1 TUBB2B	CDK5R1 PTCH1	DOK6 DPYSL4 EPHB3 SCN1B VSTM2L		BOC CSF1R EPHB3 PTCH1 TUBB2B			EPHA4 EPHB3 PAX6					CDK5R1 GFRA3 PLXNC1 ROBO1	BOC CHL1 DOK6 EFNB3 ETV1 GAP43 ISL1 KIF5A LMX1A NFASC RET SCN1B SPTBN4 TUBB2B	CRMP1 NR4A3 TUBB2B		DPYSL4 GAP43 RET				ARX EPHA8 EVL GFRA3	EVL KIF5A ROBO1 TUBB2B	CSF1R SPTBN4	EFNB3 RET SCN1B TMEFF1	
GO_NEURON_PROJECTION_MAINTENANCE																																							ATP1A3 MAP1A											
GO_NEURON_PROJECTION_MEMBRANE																																ADORA2A DDN											ADORA2A MPP2						DDN KCNJ11 MPP2	
GO_NEURON_PROJECTION_ORGANIZATION		CAMK2B SRCIN1							ATP1A3 EPHA4 EPHB3														EPHB3 SRCIN1			EPHA4 SRCIN1	CDK5R1 SRCIN1			EPHB3 KIF1A			EPHA4 EPHB3						ATP1A3 MAP1A SRCIN1										CAMK2B MAP1A	
GO_NEURON_PROJECTION_REGENERATION		GAP43 SPP1					RTN4RL1 SPP1	JAM3 MAP1B	BCL2 EPHA4 GAP43		BCL2 RTN4RL1					JAM3 NREP RTN4RL1												NREP SPP1					BCL2 EPHA4						GAP43 ISL1 JAM3 MAP1B SPP1				ISL1 JAM3							
GO_NEURON_PROJECTION_TERMINUS		PRKCG SLC18A1 SLC8A1 UCN3			GCH1 KCNIP3 SYP		KCNIP3 SLC18A1	BSN CABP4 CPLX2 PRKCG PTPRN SLC8A1 SYP UCN3	DRD2 EPHA4 UCN3 UNC13A					CABP4 PRKCG					CPLX1 DRD2	SYP UCN3		CABP4 PTPRN						DRD2 KCNIP3											BSN CPLX2 DRD2 GRIK5 KCNIP3 SCGN SLC18A1 SYP UCHL1 UCN3				CABP4 GCH1 PTPRN UCHL1			ATCAY GRIK3 KCNA6 UCHL1	GCH1 KCNA6 SLC8A1	CPLX2 GRIK5 SYP		
GO_NEURON_RECOGNITION					CDK5R1 DSCAML1				EPHA4 EPHB3 GAP43 VSTM2L													EFNB3 ROBO1						EPHB3 VSTM2L					EPHA4 EPHB3					CDK5R1 ROBO1	EFNB3 GAP43											
GO_NEURON_SPINE		KCNJ2 MPP2 MX1 MX2 SEZ6 SLC8A1		KCNJ2 TENM2	CDK5R1 CNIH2 MX1 PSD			FRMPD4 KCNJ2 MAP1B PSD SLC8A1	CTTNBP2 DRD2 EPHA4 TENM2			CTTNBP2 MX2				CTTNBP2 MX2			DRD2 LZTS1 MPP2 SORCS2										DRD2 MX1					LZTS1 PALMD					CNIH2 DRD2 FRMPD4 MAP1B MPP2 PALMD PSD SEZ6	DRD2 MPP2 PALMD							MX2 PALMD SLC8A1		CNIH2 LZTS1 MPP2 SEZ6	
GO_NEURON_TO_NEURON_SYNAPSE		DLG2 GAP43 IGSF9B MPP2 MX1 MX2 PRKCG SLC8A1 SRCIN1 STX1A SYN1	ADCY1 SAMD14 SORCS2	ATP1A3 DLG2	CACNA1C CDK5R1 CNIH2 DLG2 LIN7A LRFN1 MAP2 MX1 PSD RAPGEF4 SYN1			BSN CACNA1C FRMPD4 MAP1B PRKCG PSD SAMD14 SLC8A1 SRCIN1	ADCY1 ADD2 ATP1A3 BAALC DRD2 EPHA4 GAP43 PTCH1 RGS9		ADCY1 CHRNA3 STX1A		IGSF9B PRKCG	ADCY1 PRKCG STX1A	ITPR1 MAPK8IP2 MX2				DRD2 LZTS1 MPP2 SORCS2	ADD2 ATP1A3 FRMPD4 ITPR1 STX1A SYN1			IGSF9B MX1 SRCIN1			ADCY1 EPHA4 SRCIN1	CDK5R1 PTCH1 SRCIN1		DRD2 MX1 RAPGEF4	ADCY1 ADD2 ITPR1 LZTS1 PTCH1		ADORA2A BAALC DLG2 GRIK5 LIN7A SORCS2					ADCY1 ADD2 CACNG4 DRD2 MX2 RAPGEF4 RGS9		ATP1A3 BAALC BSN CACNA1C CNIH2 DLG2 DRD2 EFNB3 FRMPD4 GAP43 GRIK5 LRRTM3 MAP1B MAP2 MPP2 PSD SAMD14 SRCIN1 STX1A	DRD2 IGSF9B MPP2		GAP43 MX1	ADORA2A BAALC CACNA1C DLG2 IGSF9B MPP2 SYN1			ADD2 ATP1A3 MAPK8IP2			CNIH2 EFNB3 ITPR1 LRFN1 LZTS1 MPP2	
GO_NEUROPEPTIDE_RECEPTOR_BINDING									APLN UCN3																														GNAO1 UCN3											
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	NPY SSTR3															CPE SSTR1 TAC3																NPY SORCS2															CPE PCSK1N	CPE SSTR3		
GO_NEUROTRANSMITTER_BINDING											CHRNA3 CHRNB2																																							
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY									DRD2 GABRB3		CHRNA3 CHRNB2																				CHRM4 CHRNB4 DRD2						CHRM4 DRD2 HRH3			CHRNB4 DRD2						GRIK3 HRH3		CHRM4 GRIK5		
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL											CHRNA3 CHRNB2																																							
GO_NEUROTRANSMITTER_RECEPTOR_COMPLEX					CNIH2 DLG2																											DLG2 GRIK5							CNIH2 DLG2 GRIK5										CNIH2 CPT1C	
GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION		MX1 MX2 SNAP25			MX1 SNAP25											CALY MX2																					CACNG4 MX2													
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT		MX1 MX2 SNAP25			MX1 SNAP25			CALY KIF5A								CALY MX2							MAPK10 MX1														CACNG4 CPLX1 MX2		KIF5A MAPK10 SNAP25								KIF5A MX2			
GO_NEUROTRANSMITTER_REUPTAKE																																							DRD2 SLC18A1											
GO_NEUROTRANSMITTER_SECRETION	CHRNB2 PRKCG STXBP1 SV2A	PRKCG SNAP25 STX1A SYN1	ADCY1 CADPS		BAIAP3 BRSK1 LIN7A SNAP25 SYN1 SYP			BAIAP3 CACNB2 CNR1 CPLX2 PRKCG STXBP5L SV2A SYP	ADCY1 DRD2 UNC13A		ADCY1 CHRNA3 CHRNB2 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L SYT5		ADORA2A BRSK1			CPLX1 DRD2	STX1A SYN1 SYP								DRD2 STXBP1		ADCY1 CADPS		ADORA2A BRSK1 GRIK5 LIN7A SNAP25		CPLX1 SV2A			ADCY1 CPLX1 DRD2 HRH3		BAIAP3 BRSK1 CPLX2 DRD2 GRIK5 SNAP25 STX1A STXBP5L SV2A SYP	CADPS CHRNB4 DRD2	STXBP5L SYP SYT5		ADORA2A BAIAP3 BRSK1 SYN1			CACNA1B HRH3		CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																			CPLX1 SLC6A16																		CPLX1 SLC6A16													
GO_NEUROTRANSMITTER_TRANSPORT	CHRNB2 PRKCG STXBP1 SV2A	PRKCG SLC18A1 SNAP25 STX1A SV2B SYN1	ADCY1 CADPS		BAIAP3 BRSK1 LIN7A SNAP25 SYN1 SYP			BAIAP3 CACNB2 CNR1 CPLX2 PRKCG SLC6A17 STXBP5L SV2A SV2B SYP	ADCY1 DRD2 UNC13A		ADCY1 CHRNA3 CHRNB2 SLC18A1 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L SYT5					CPLX1 DRD2 SLC6A16	STX1A SV2B SYN1 SYP										ADCY1 CADPS SLC6A16	CHRNB4 DRD2 SLC6A16	ADORA2A BRSK1 GRIK5 LIN7A SNAP25		CPLX1 SV2A			ADCY1 CPLX1 DRD2 HRH3 SLC6A16 SV2B		BAIAP3 BRSK1 CPLX2 DRD2 GRIK5 SLC18A1 SNAP25 STX1A STXBP5L SV2A SV2B SYP	CADPS CHRNB4 DRD2 SLC6A17	STXBP5L SYP SYT5		ADORA2A BAIAP3 BRSK1 SYN1			CACNA1B HRH3		CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_NEUROTRANSMITTER_UPTAKE		SLC18A1 SNAP25																																					DRD2 SLC18A1 SNAP25											
GO_NEUTRAL_AMINO_ACID_TRANSPORT								RGS4 SLC6A17																																										
GO_NEUTROPHIL_CHEMOTAXIS							DPEP1 MDK																																DPEP1 JAM3 MDK				DPEP1 JAM3 MDK VAV3							
GO_NEUTROPHIL_MIGRATION							DPEP1 MDK																																				DPEP1 JAM3 MDK VAV3							
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION																																											AGT NEUROD1							
GO_NODE_OF_RANVIER																																							NFASC SCN1B SPTBN4											
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY																							NKD1 SFRP1																	CELSR2 NKD1										
GO_NON_MOTILE_CILIUM							RD3 SSTR3 USH1G	CDHR1 CERKL MAP1B SSTR3 TTLL6								CERKL USH1G																							CERKL DRD2 MAP1B TTLL6 VCAN											
GO_NOREPINEPHRINE_METABOLIC_PROCESS																																						AKR1B1 INSM1												
GO_NOREPINEPHRINE_SECRETION																																							AGT STX1A				ADORA2A AGT			AGT HRH3				
GO_NOREPINEPHRINE_TRANSPORT																																							AGT STX1A				ADORA2A AGT			AGT HRH3				
GO_NOTCH_BINDING					DNER SNED1																																													
GO_NOTCH_SIGNALING_PATHWAY																																						DNER ROBO1									DLL3 ROBO1			
GO_NUCLEAR_CHROMOSOME																					FEV TNP1 ZNF382																													
GO_NUCLEAR_ENVELOPE															ITPR1 MX2 RAP1GAP2																																GCH1 MX2 NAV3			
GO_NUCLEAR_HORMONE_RECEPTOR_BINDING												FOXP2 PROX1																																						
GO_NUCLEAR_MATRIX																						RUNX1T1 SPARC										BASP1 SPTBN4																		
GO_NUCLEAR_MEMBRANE											BCL2 STX1A				ITPR1 RAP1GAP2																																			
GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK																																																	B3GAT1 CAMK2B CNIH2 CPT1C DDN ITPR1 LRAT MAPK8IP1 PCYT1B RTN1	ATP8B2 NAV3
GO_NUCLEAR_PERIPHERY																						RUNX1T1 SPARC										BASP1 SPTBN4																		
GO_NUCLEAR_RECEPTOR_BINDING												FOXP2 PROX1																																						
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY																																					ZCCHC12 ZCCHC18													
GO_NUCLEAR_SPECK																					FEV SRSF12																													
GO_NUCLEASE_ACTIVITY																			ENPP2 STK31																															
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS																			ENPP2 STK31																															
GO_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY																																											AK5 DLG2							
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION																																																	AK5 CTPS1	
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS										ACSL6 ADCY5 DLG2														ADCY2 SLC22A13 SULT1A4																									AK5 CTPS1 PDE2A PTHLH SULT1A4	
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS																				ACSL6 ELOVL4																														
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS																				ACSL6 ELOVL4																														
GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS																																															AK5 GCK			
GO_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY																																											AK5 DLG2							
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS																																											AK5 DLG2							
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS										ACSL6 ADCY5	ADCY1 ADCY5									ACSL6 ADCY2 ELOVL4				ADCY2 SLC22A13																										
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY					BRSK2 MYBPC3 RASAL1 RGS17 RUNDC3A SGSM1			CCDC88A RGS4 RUNDC3A STARD8 STXBP5L																																			ARHGAP9 RASAL1 SGSM1 STARD8 VAV3							
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS																																																	AK5 CTPS1	
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS																																																	AK5 CTPS1	
GO_NUCLEOTIDE_PHOSPHORYLATION																																															AK5 GCK			
GO_N_ACYLTRANSFERASE_ACTIVITY																																															ALAS2 GLYATL3			
GO_OLIGODENDROCYTE_DIFFERENTIATION																															MDK TP73																			
GO_OLIGOSACCHARIDE_METABOLIC_PROCESS								ST6GALNAC5 ST8SIA3																															ST6GALNAC5 ST8SIA3											
GO_OMEGA_PEPTIDASE_ACTIVITY																																														UCHL1 USP41				
GO_OPIOID_RECEPTOR_SIGNALING_PATHWAY								OGFRL1 SYP																															OGFRL1 SYP											
GO_ORGANELLE_ASSEMBLY												CENPE DZIP1 PROX1 RSPH4A TUBA1A																												CCDC40 CCDC88A CELSR2 CENPE LRRC49										
GO_ORGANELLE_FISSION																							CENPE FMN2 MSH5 MX1											CENPE MSH5																
GO_ORGANELLE_FUSION		SNAP25 STX1A												STX1A STXBP1														GDAP1 STXBP1				GRIK5 SNAP25 VAV3							CPLX2 GRIK5 SNAP25 STX1A									CPLX2 GRIK5 STXBP1		
GO_ORGANELLE_LOCALIZATION		BRSK2 FMN2 MX1 MX2 SNAP25 STX1A SYN1			AP3B2 BRSK1 BRSK2 CNIH2 INSC LIN7A MAP2 MAP6 MX1 NR4A3 SNAP25 SYN1									AP3B2 CENPE CHGA MAP6 STX1A STXBP1																		BRSK1 KIF1A LIN7A NDRG4 SNAP25							BRSK1 CHGA CNIH2 CPLX2 FMN2 INSC KIF5A MAP1B MAP2 MAP6 NDRG4 RAB3C SNAP25 STX1A TUBA1A UCHL1											
GO_ORGANELLE_MEMBRANE_FUSION		SNAP25 STX1A												STX1A STXBP1																		GRIK5 SNAP25 VAV3							CPLX2 GRIK5 SNAP25 STX1A									CPLX2 GRIK5 STXBP1		
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE					AP3B2 CNIH2 MAP2																																		CNIH2 KIF5A MAP1B MAP2 UCHL1											
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS										GCH1 VCAN		BCAT1 PROX1 RBP1										BCAT1 GGT5 PROX1 RBP1																												
GO_ORGANIC_ACID_CATABOLIC_PROCESS																				BCAT1 CPT1C LDHD																												BCAT1 CNR1		
GO_ORGANIC_ACID_METABOLIC_PROCESS										ACSL6 GCH1 LDHD PRELP VCAN														SLC22A13 SULT1A4 TPH1																										
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT								AGT RGS4 SLC16A12										AGT RGS4		RGS4 SLC16A12																														
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																												SLC22A13 SLC38A3																						
GO_ORGANIC_ACID_TRANSPORT								AGT AVPR1B RGS4 SLC16A12 SLC26A7 SLC6A17 SV2A						SLC38A3 STX1A STXBP1				AGT RGS4 SNAP25	CPLX1 DRD2 SLC26A7									DRD2 SLC22A13 SLC38A3 STXBP1						CPLX1 SV2A					AGT DRD2 RGS4 SLC16A12 SNAP25 STX1A SV2A						AVPR1B RGS4					
GO_ORGANIC_ANION_TRANSPORT								AGT AVPR1B RGS4 SLC16A12 SLC26A7 SLC6A17 SV2A XKR7						SLC38A3 STX1A STXBP1				AGT RGS4 SNAP25	CPLX1 DRD2 SLC26A7									DRD2 SLC22A13 SLC38A3 STXBP1						CPLX1 SV2A											AVPR1B RGS4					
GO_ORGANIC_CATION_TRANSPORT											CHRNA3 SLC18A1																																							
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS																															CACNA1H PLCG2 PROX1							AKR1B1 INSM1					AKR1B1 AVPR1B GCH1 PLCG2							
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS																																LDHD SULT1A4																		
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS																								SULT1A4 TPH1					AKR1B1 DRD2														AKR1B1 AVPR1B GCH1 LRAT PLCG2 SULT1A4							
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT		SLC18A1 SPP1 STX1A									CHRNB2 SLC18A1 STX1A			CHGA STX1A SYT5																									AGT CHGA DRD2 SLC18A1 SPP1 STX1A											
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS										ACSL6 ADCY5 GCH1 PRELP VCAN	ADCY1 ADCY5 BCL2 MUC15 ST6GALNAC5 VCAN													ADCY2 GALNT16 SLC22A13 TPH1																										
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS										ACSL6 ADCY5 GCH1																																	ADCY2 AK5 AVPR1B GCH1 PLCG2 RD3							
GO_ORGANOPHOSPHATE_METABOLIC_PROCESS										ACSL6 ADCY5 DLG2 GCH1														ADCY2 SLC22A13 SULT1A4																			ADCY2 AK5 AVPR1B DLG2 GCH1 PLCG2 PRKD1 RD3 SULT1A4 VAV3							
GO_ORGAN_GROWTH											BCL2 FGF9							AGT BASP1 RGS4					DLL1 TP73							BCL2 FGF9 PROX1	DLL1 FGF9 PROX1 RGS4 TP73	BASP1 NDRG4							AGT BASP1 FGF9 NDRG4 RGS4						RGS4 TP73	AGT ARX				
GO_OSSIFICATION							ATP6V1B1 MDK SPP1		BCL2 IGSF10 PTCH1 SPARC		BCL2 FGF9 VCAN												DCHS1 PTHLH SFRP1							BCL2 FGF9 PTCH1	FGF9 MDK MMP2 SIX2												DCHS1 ID4 MDK MMP2 PRKD1 SIX2							
GO_OSTEOBLAST_DIFFERENTIATION											FGF9 VCAN																			FGF9 PTCH1																				
GO_OUTER_MEMBRANE								ACSL6 CNR1 NAV3 PDE2A													CNR1 IFI27												BCL2 EPHA4																	
GO_OVARIAN_FOLLICLE_DEVELOPMENT																																																	PCYT1B VGF	
GO_OVULATION_CYCLE																																											MDK PTPRN							
GO_O_ACYLTRANSFERASE_ACTIVITY																																					LRAT MBOAT4		LRAT MBOAT4										CPT1C LRAT	
GO_O_PALMITOYLTRANSFERASE_ACTIVITY																																																	CPT1C LRAT	
GO_PALLIUM_DEVELOPMENT					CDK5R1 CDK5R2 ID4 NR4A3							FOXP2 PROX1										NPY PAX6 PROX1 ROBO1										CDK5R2 NPY					FOXP2 ID4 MDK	CDK5R1 ROBO1	CDK5R2 ID4 LMX1A MDK				CDK5R2 ID4 MDK NEUROD1			ARX ASCL1				
GO_PALMITOYLTRANSFERASE_ACTIVITY																																							LRAT ZDHHC11										CPT1C LRAT	
GO_PANCREAS_DEVELOPMENT																			CCDC40 ILDR2	DLL1 ISL1		GDF11 PAX6 PROX1	DLL1 GDF11								CCDC40 DLL1 PROX1	ILDR2 ISL1	CCDC40 PAX6										ISL1 NEUROD1 RFX6							
GO_PANCREATIC_A_CELL_DIFFERENTIATION																																											NEUROD1 RFX6							
GO_PARANODAL_JUNCTION								AKR1B1 JAM3																															AKR1B1 JAM3 NFASC				AKR1B1 JAM3							
GO_PARANODAL_JUNCTION_ASSEMBLY																																							ANK2 NFASC											
GO_PARANODE_REGION_OF_AXON																																							NFASC SPTBN4											
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		KCNB2 KCNJ2 KCNK17 SNAP25 TRPM2		KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	CACNA1C CNGA3 KCNG1 KCNH8 KCNIP3 KCNJ11 SNAP25		FAM155B HCN4 KCNG1 KCNH7 KCNIP3 SCN2A	ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 CNR1 KCNB2 KCNH8 KCNJ2 KCNK17 SCN1B SLC26A7			BCL2 CHRNA3 CHRNB2							CACNA1C SNAP25 TRPM2			CNR1 SLC26A7			KCNJ2 KCNK17 SCN2A						BCL2 CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3					ITPR1 KCNH7		CACNA2D1 CACNG4 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3		ABCC8 ASIC4 CACNA1A CACNA1C GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 SCN1B SNAP25	CHRNB4 CNGA4 FAM155B GJD2 HCN4 KCNH3			ASIC4 CACNA1C CNGA3 KCNH2 KCNJ6 KCNK3	GRIK5 KCNH8		CACNA1B GRIK3 KCNA6		CNR1 GRIK5 KCNG1	FAM155B HCN4 ITPR1 KCNH2 KCNJ11 SCN1B	CACNA1C FAM155B
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY							CD300LF RSAD2																																											
GO_PATTERN_SPECIFICATION_PROCESS																		BASP1 LMX1B SIX2 TTC25		CELSR2 CFC1 DLL1 ISL1 SIX2		DNAH11 GDF11 NKD1 PAX6 PTCH1 ROBO1	DCHS1 DLL1 GDF11 NKD1 SFRP1								CCDC40 DLL1 HES6 SIX2	BASP1 CXXC4 ISL1 NDRG4	CCDC40 HEYL PAX6 TTC25					DCHS1 ROBO1 SIX2					DCHS1 DSCAML1 HES6 ISL1 NDRG4 NEUROD1 SIX2				CXXC4 DLL3 DNAH11 ROBO1			
GO_PDZ_DOMAIN_BINDING									CIT CXXC4 NKD1														CIT NKD1							CXXC4 DOCK4		CXXC4 GRIK5												CXXC4 GRIK5				GRIK5 NKD1		
GO_PEPTIDASE_ACTIVITY																				ADAMTSL1 CPB1 PAPPA2 PCSK2 USP41			CELA3B GGT5 HGFAC KLK12 SFRP1						CELA3A CELA3B KLK12		CELA3B CPA1 HGFAC KLK12 MMP2								ADAM12 ADAMTSL1 CPA1 CPB1 DPEP1 DPP10 PAPPA2 PCSK1 PCSK2 PGA5 UCHL1 USP41				ADAMTSL2 CPA1 CPE DPEP1 GGT5 MMP2 PCSK1 PCSK2 PGA4 UCHL1							
GO_PEPTIDASE_REGULATOR_ACTIVITY																		AGT SPOCK3								SERPINI1 TNFSF14																				AGT BST2 NAIP PCSK1N	PCSK1N SPOCK3			
GO_PEPTIDE_BINDING																																														ATP1A3 CACNA1B MAPK8IP2				
GO_PEPTIDE_CATABOLIC_PROCESS																																											DPEP1 GGT5							
GO_PEPTIDE_CROSS_LINKING																																											BGN SPOCK3							
GO_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN																																											BGN SPOCK3							
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING																																							GNAO1 UCN3											
GO_PEPTIDE_HORMONE_SECRETION		BRSK2 ILDR2 SNAP25 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SNAP25			BAIAP3 CACNA1C CNR1 CPE PTPRN SFRP1 STXBP5L UCN3	APLN DRD2 FFAR2 UCN3	ADCY5 GHRL	ADCY5 APLN STX1A STXBP5L			CHGA STX1A STXBP5L		APLN CPE FFAR2		CACNA1C PTPRN SNAP25	CPLX1 DRD2 ILDR2	ISL1 ITPR1 STX1A UCN3		CACNA1C CHGA PTPRN					KCNJ11 VGF		DRD2 RAPGEF4			ILDR2 ISL1 SNAP25			APLN ITPR1		CPE CPLX1 DRD2 ILDR2 RAPGEF4		ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		BAIAP3 CACNA1C CPE GHRL ISL1 NEUROD1 PTPRN RFX6 VGF				CPE FFAR2 GCK	CNR1 CPE	APLN ITPR1 KCNJ11 VGF	
GO_PEPTIDE_RECEPTOR_ACTIVITY								AVPR1B OGFRL1 SSTR3																			OGFRL1 SSTR1																							
GO_PEPTIDE_SECRETION		BRSK2 ILDR2 SNAP25 SRCIN1 STX1A UCN3		ADCY5 POU2F2 RSAD2	BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 RSAD2 SNAP25			AGT BAIAP3 CACNA1C CNR1 CPE POU2F2 PTPRN SFRP1 SRCIN1 STXBP5L UCN3	APLN DRD2 FFAR2 RAB3C SCG2 UCN3	ADCY5 GHRL RAB3C	ADCY5 APLN STX1A STXBP5L			CHGA STX1A STXBP5L		ADORA2A APLN CPE CSF1R FFAR2		AGT CACNA1C PTPRN SNAP25	CPLX1 DRD2 ILDR2	ISL1 ITPR1 SCG2 STX1A UCN3							KCNJ11 SRCIN1 VGF		DRD2 RAPGEF4	APLN CSF1R ITPR1 RAB3C		ADORA2A ILDR2 ISL1 SNAP25			APLN ITPR1		CPE CPLX1 DRD2 ILDR2 LTBP2 POU2F2 RAPGEF4 RSAD2		ABCC8 AGT BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 POU2F2 RAB3C SNAP25 SRCIN1 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		ADORA2A AGT BAIAP3 CACNA1C CPE GHRL ISL1 NEUROD1 POU2F2 PTPRN RFX6 VGF					CNR1 CPE CSF1R	AGT APLN ITPR1 KCNJ11 VGF	
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	MAP3K12 PRKCG PRKCH ROS1 SPRED3 SPTBN4 SRCIN1 TTLL7	ACTL6B AKT3 BRSK2 DPF3 PRKCG SRCIN1 STX1A TTLL6	DPF3 FLT1 MBOAT4 SBK1 TTLL6											MAPK12 PRKCG SH2D3C STX1A TTLL6					ENPP2 EPHB3 FLT1 TTLL7 ZDHHC11				CIT CLSPN CRLF1 DPF3 EPHB3 INSRR PLCL1 SFRP1 SRCIN1			CSH2 EPHA4 PRKCH SH2D3C SRCIN1 TTBK1		CIT CLSPN CRLF1 DPF3 EPHB3 MAPK12 PLCL1		BCL2 CSF1R EPHB3 GALNT16 TTBK1 TTLL7			BCL2 EPHA4 EPHB3 INSRR						AGT AKT3 BGN BRSK1 CAMKV CIT CLIP3 CLSPN DPF3 ENPP2 GALNT16 ISL1 MAPK12 MBOAT4 PLCL1 RET SPRED3 SPTBN4 SRCIN1 STX1A TTLL6 ZDHHC11				AGT BGN BRSK1 CLIP3 CLSPN CSH1 DPF3 GALNT16 GHRL INSRR ISL1 PRKD1 SPOCK3					CSF1R SBK1 SH2D3C SPRED3 SPTBN4		
