	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING																																										CSH1 SOCS1				CSH1 SOCS1			
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS																																GNG4 VAV3																	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS		CAMK2B CHRM4 PRKCG RGS11 RGS4 SSTR5		ADCY5 RBP2 RGS14 SSTR5		APLN GPC2 SSTR3		AGT APOB APOC3 CCL19 CHRM4 CNR1 GPC2 PRKCG RGS11 RGS16 RGS4 SST SSTR3	ADCY1 APLN GABBR2 PYY RGS11 RGS16 RGS9 SST SSTR5		ADCY1 ADCY5 APLN RBP2 TTR	PDE6B RBP1 RGS16 RGS17 RGS5			ADCY1 PRKCG SSTR1 TAS2R20		APLN CCL19 GNG2 LRAT SSTR1 TTR		AGT GNAO1 RGS14 RGS4 SSTR2 TTR		ADCY2 APOA1 CHRM4 GAL GPC2 ITPR1 PTGDR2 PYY RGS11 RGS17 RGS4				ADCY2 APOA1 TTR		CCR6 GABBR2 SSTR1	APOA1 APOC3 CCL19 PYY RBP2 SST	CLPS GPC6 RBP2 TTR	ADCY1 APLN GNG4 ITPR1 SSTR5						ADCY1 CHRM4 GABBR2 GPC2 HRH3 LRAT RGS9		ADCY2 AGT CCL19 GNAO1 GNG2 GNG4 GPC6 LRAT NPW PDE6B PYY RBP2 RGS14 RGS4				ADCY2 AGT CCR6 CXCL12 GAL GPC2 LRAT RGS14		GPC6 RGS16 RGS4			CHRM4 CNR1 GAL PDE6B SSTR3	AGT APLN CAMK2B ITPR1 LRAT NPW RGS11 SSTR5	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS								AGT AVPR1B CYSLTR2 MLN RGS16 RGS4 TRPC6	BRS3 FFAR2 RGS16 TRPC6			GAST RGS16 RGS17 RGS5												BRS3 UTS2B								GNG4 PRKCH RGS17		ITPR1 PRKCH				AGT BRS3 FFAR1 GAST GNG2 GNG4 NTS RGS4 TAC3				AGT AVPR1B GHRL MLN TAC3 TRPC7	RGS17 TAC3	AVPR1B GAST RGS16 RGS4 TAC1		BRS3 FFAR2 GNG2		AGT BRS3 ITPR1 MLN TAC3	
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	PRKCG PRKCH	PRKCG RGS4	ADCY1 RGS16					PRKCG RGS16 RGS4	ADCY1 RGS16	ADCY5 RGS17	ADCY1 ADCY5	RGS16 RGS17			ADCY1 PRKCG						ADCY2 RGS17 RGS4									ADCY1 GNG4		GNG4 PRKCH RGS17						ADCY2 GNG2 GNG4 RGS4						RGS16 RGS4					
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42																																						GNG2 GNG4											
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA																																						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_ACTIVATION																																						GNAO1 GNG2 GNG4											
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING																																						AKT3 GNG2 GNG4											
REACTOME_G_PROTEIN_MEDIATED_EVENTS		CAMK2B PRKCG									ADCY1 ADCY5				ADCY1 PRKCG						ADCY2 ITPR1									ADCY1 ITPR1																		CAMK2B ITPR1	
REACTOME_HCMV_EARLY_EVENTS																																		DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3			
REACTOME_HCMV_INFECTION																																		DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3			
REACTOME_HDL_REMODELING																												APOA1 APOC3																					
REACTOME_HEDGEHOG_OFF_STATE											ADCY1 ADCY5 TUBB4A																			ADCY1 PTCH1 TUBB2B																TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_HEDGEHOG_ON_STATE																											DZIP1 PTCH1			BOC PTCH1																			
REACTOME_HEMOSTASIS		CD99L2 DOCK8 F10 PRKCG SCG3 SLC8A1 TUBB2B TUBB3														ABCC4 CD99L2 ITPR1 PLCG2				CD99L2 F10 KCNMB3 SPARC TRPC6														DOCK8 ITPR1 PRKCH TUBA1A												DOCK8 GNG2 KIF5A SLC8A1 TUBB2B TUBB3			
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM																																						BGN GPC6 VCAN											
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																												CHRNA1 CHRNB4										
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS											CHRNA3 CHRNA5 CHRNB2																												CHRNA1 CHRNB4										
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS											CHRNA3 CHRNB2																																						
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION																														HSPA2 HSPA6																		CAMK2B HSPA6	
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_		TUBB2B TUBB3			HSPA2 TUBB3						HSPA2 TUBB4A						DYNC1I1 TUBB2B													HSPA2 TUBB2B				DYNC1I1 HSPA2 TUBA1A												DYNC1I1 TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL																CD200 CD96																																	
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION								GIP PAX6			GIP PAX6										GIP ISL1	PAX6 PCSK1																FFAR1 GIP ISL1 PCSK1 SEC11C				ISL1 PCSK1 SEC11C							
REACTOME_INNATE_IMMUNE_SYSTEM														ITPR1 MUC16 MUC5AC																																			
REACTOME_INSULIN_PROCESSING		SLC30A8 STX1A						CPE KIF5A PCSK2 SLC30A8													PCSK2 SLC30A8 STX1A	PCSK1 SLC30A8																KIF5A PCSK1 PCSK2 STX1A				CPE PCSK1 PCSK2				CPE KIF5A			
REACTOME_INSULIN_RECEPTOR_RECYCLING							ATP6V1B1 ATP6V1G2																															ATP6V0E2 ATP6V1G2										ATP6V0E2 ATP6V1B1	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE																												FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM					CACNA1C KCNJ11 RAPGEF4 SNAP25			CACNA1C CACNA1E CACNA2D2 CACNB2 CYSLTR2			ADCY1 ADCY5 STX1A				ADCY1 STX1A STXBP1 SYT5				CACNA1C CACNA1E SNAP25		ADCY2 ITPR1 STX1A									ADCY1 CACNA1E CACNA2D2 GNG4 ITPR1		GNG4 SNAP25						ABCC8 ADCY2 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5			CACNA1C CACNA2D2
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS																	COL1A2 JAM3															COL16A1 ITGA7						COL1A2 ITGA7 JAM3 SPP1											
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS								ANK2 SCN1B SCN3B																	SCN2A SCN3B													ANK2 NFASC SCN1B SPTBN4										SCN1B SCN3B	
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES																																																AK5 CTPS1	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING		IFI6 MX1 MX2		RSAD2 SOCS1	MX1 RSAD2 SOCS1		IFI6 RSAD2 SOCS1									IFI6 IFIT1 MX2 XAF1	IFI27 MX2 SOCS1	IFIT1 MX1					IFI6 MX1								IFIT1 SOCS1					MX2 RSAD2 SOCS1									BST2 XAF1	IFIT1 MX2 SOCS1			
REACTOME_INTERFERON_SIGNALING		CAMK2B IFI6 MX1 MX2					IFI6 RSAD2 SOCS1									HERC5 IFI6 IFIT1 MX2 XAF1		HERC5 IFIT1 MX1																		HERC5 MX2 RSAD2 SOCS1									BST2 HLA-DQA2 USP41 XAF1	HERC5 IFIT1 MX2 SOCS1		CAMK2B IFIT1 SOCS1 USP41	
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING									CRLF1 LCP1														CRLF1 GSTA2					CRLF1 LCP1																				CRLF1 LCP1	
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS											ADCY1 ADCY5 FGF9		PRKCG USP13		ADCY1 PRKCG RRAGD																																		
REACTOME_INTRAFLAGELLAR_TRANSPORT		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC																																	CENPE DYNC1I1 RAB36	DYNC1I1 TUBA1A												DYNC1I1 KIF5A TUBB2B TUBB3			
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS								KCNJ2 KCNJ3																			GABBR2 KCNJ11											ABCC8 GNG2 GNG4 KCNJ3								GNG2 KCNJ6			
REACTOME_ION_CHANNEL_TRANSPORT		ATP6V0E2 CAMK2B NALCN TRPM2 UNC79	ASIC1 ATP13A4 FXYD6	ATP1A3 FXYD1 TRPC7 TRPM2	ATP13A4 ATP6V1B1 FXYD1 FXYD6 UNC79 WNK3		ATP6V1B1 ATP6V1G2 TRPC6 TRPC7 WNK2	ASIC4 ATP6V1G2 CLCA4 CLCNKA FXYD6 NALCN TRPC6 TRPM3 UNC79 UNC80 WNK3	ATP1A3 ATP6V1G2 CLCA1 TRPC6 TRPM2	CLCA1 CLCA4 TRPM3		ASIC1 ATP6V1G2 CLCN4 CLCNKA WNK3									ASIC1 ATP1A3 ATP6V0E2 UNC79 UNC80 WNK2	ATP6V1B1 CLCNKA MCOLN3 TRPC6																ASIC1 ASIC4 ATP1A3 ATP6V0E2 ATP6V1G2 CLCA4 MCOLN3 NALCN TRPM3 UNC80	ASIC1 ATP6V1B1 FXYD6 TRPM3										ATP8B2 UNC80
REACTOME_ION_HOMEOSTASIS		CAMK2B SLC8A1		ATP1A3 FXYD1	FXYD1 FXYD6 KCNJ11											FXYD6 ITPR1					ATP1A3 ITPR1																											CAMK2B ITPR1 KCNJ11	
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES			ATP13A4 FXYD6	ATP1A3 FXYD1	ATP13A4 FXYD1 FXYD6																																										ATP1A3 ATP8B2		
REACTOME_IRON_UPTAKE_AND_TRANSPORT					ATP6V1B1 SLC22A17		ATP6V1B1 ATP6V1G2																																ATP6V1B1 SLC22A17									ATP6V0E2 ATP6V1B1	
REACTOME_IRS_MEDIATED_SIGNALLING																												FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_KINESINS		TUBB2B TUBB3										CENPE TUBA1A											CENPE TUBB3							KIF1A TUBB2B								KIF5A TUBA1A TUBB2B	CENPE TUBB2B							KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_L1CAM_INTERACTIONS	DNM3 SPTBN4	GAP43 TUBB2B TUBB3								ANK2 DNM3															DNM3 SCN2A SCN3B													ANK2 CHL1 GAP43 NFASC SCN1B SPTBN4 TUBA1A TUBB2B									SPTBN4 TUBA1A TUBB3		
REACTOME_LEISHMANIA_INFECTION											ADCY1 ADCY5 GIP						ADORA2A GNG2 GPBAR1 NOXO1 PLCG2													ADCY1 GNG4 GPBAR1 ITPR1												ADCY2 ADORA2A DPEP1 GGT5 PLCG2 SCT VAV3							
REACTOME_LGI_ADAM_INTERACTIONS																																						LGI3 STX1A											
REACTOME_LIGAND_RECEPTOR_INTERACTIONS																														BOC PTCH1																			
REACTOME_LONG_TERM_POTENTIATION		CAMK2B DLG2 NEFL		DLG2 GRIN2C																																												CAMK2B GRIN1	
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION								CYSLTR2 DPEP1																																		DPEP1 GGT5							
REACTOME_MAPK6_MAPK4_SIGNALING																																															MAPK4 MMP2		
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES																																						DLG2 FGF17 FGF9 KLB MAPK12 RASAL1 RET SHC3 SPRED3 SPTBN4									MAPK4 MMP2 SPRED3 SPTBN4		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS								CRH SST																																									
REACTOME_MEIOSIS																														HSPA2 MSH5																			
REACTOME_MEMBRANE_TRAFFICKING																		DYNC1I1 SYT2																															
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS																																						AGT CES1 CPB1							AGT CES1				
REACTOME_METABOLISM_OF_CARBOHYDRATES																																																AKR1B1 B3GAT1 FUT1 FUT7 KHK	
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS								APOB APOC3 GPC2			RBP2 TTR						LRAT TTR				APOA1 GPC2	LRAT RBP1			APOA1 TTR			APOA1 APOC3 RBP2	CLPS GPC6 RBP2 TTR							GPC2 LRAT		GPC6 LRAT RBP2				GPC2 LRAT							
REACTOME_METABOLISM_OF_NUCLEOTIDES																																					CTPS1 ENTPD1												
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS				GCH1 PNPO RBP2													GCH1 LRAT NNMT TTR								APOA1 SLC22A13 TTR			APOA1 APOC3 PNPO RBP2 SLC22A13	CLPS GPC6 PNPO RBP2 TTR																				
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION																																	CENPE DYNC1I1	DYNC1I1 TUBA1A												DYNC1I1 KIF5A TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION																																	ACBD7 ACOT7																
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE																																	CENPE DYNC1I1 UBE2S	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3			
REACTOME_MITOTIC_PROMETAPHASE												CENPE SPC25 TUBA1A																					CENPE DYNC1I1	DYNC1I1 TUBA1A												DYNC1I1 TUBB2B TUBB3			
REACTOME_MITOTIC_SPINDLE_CHECKPOINT															CENPE UBE2S																		CENPE DYNC1I1 UBE2S				CENPE UBE2S												
REACTOME_MUSCLE_CONTRACTION		ANXA6 CAMK2B KCNJ2 KCNK17 SLC8A1	ACTN3 ANXA6 FXYD6 SCN1B	ATP1A3 FXYD1 KCNJ2 KCNK17	CACNA1C CACNG6 FXYD1 FXYD6 KCNIP3 KCNJ11 MYBPC3		CACNG6 FGF14 KCNIP3 MYBPC2 MYBPC3 SCN2A	CACNA1C CACNA2D2 CACNB2 CACNB4 FXYD6 KCNJ2 KCNK17 MYBPC2 SCN1B SCN3B SLC8A1 TMOD2	ATP1A3 KCNE4 KCNK3 MYBPC3 TMOD2		KCNE4 TMOD1 TMOD2					FXYD6 ITPR1					ANXA6 ATP1A3 CACNB4 ITPR1 KCNE4 KCNK17				CACNG6 KCNJ2 KCNK17 SCN2A SCN3B					CACNA2D2 ITPR1 KCNK3	ACTN3 CACNB4 FXYD1 SCN1B		ANXA6 CACNA2D2			CACNA2D1 CACNG4 KCNK16 KCNK17	KCNE4 KCNK16 MYBPC2 SCN3B TMOD1	ANXA6 ATP1A3 CACNA1C CACNB4 CACNG7 FGF14 KCNIP3 SCN1B TMOD1				CACNA1C CACNB4 FXYD1 KCNH2 KCNK3 TMOD1						ACTN3 ANXA6 CAMK2B FGF14 ITPR1 KCNH2 KCNJ11 SCN1B SCN3B TMOD1	CACNA1C CACNA2D2
REACTOME_MYOGENESIS																																						BOC MAPK12											
REACTOME_M_PHASE																																	CENPE DYNC1I1 UBE2S																
REACTOME_NCAM1_INTERACTIONS								CACNA1C CACNB2 CACNB4 GFRA1	CACNA1G GFRA1												CACNA1G CACNB4	CACNA1C CACNA1G								CACNA1G CACNA1H	CACNA1H CACNB4											CACNA1C CACNA1G CACNB4							
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH								CACNA1C CACNB2 CACNB4 GFRA1	CACNA1G GFRA1													CACNA1C CACNA1G								CACNA1G CACNA1H	CACNA1H CACNB4	CACNA1G SPTBN4										CACNA1C CACNA1G CACNB4							
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING																																						FGF17 FGF9											
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING								FGF17 KLB																				FGF17 KLB										FGF17 FGF9 KLB											
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY																												DUSP2 MAPK12																					
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION		CAMK2B DLG2 NEFL		DLG2 GRIN2C			CAMK1 GRIN2C														CAMK1 NEFL																											CAMK1 CAMK2B GRIN1	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS																							SFRP1 WNT9A																										
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		GAP43 GFRA3 MSI1 PAK6 PMP22 TUBB2B TUBB3						ANK2 CACNA1C CACNB2 CACNB4 DOK6 EPHA8 GFRA1 GFRA3 PLXNC1 RET SCN1B SCN3B TRPC6	CACNA1G CRMP1 DPYSL3 EPHA4 EPHB3 GAP43 GFRA1 TRPC6													ABLIM2 CACNA1C CACNA1G EFNB3 GFRA3 PMP22 ROBO1 TRPC6 VAV3			DNM3 RET SCN2A SCN3B TRPC7			DOK6 DPYSL4 EPHB3 MAPK12 MSI1 SCN1B TUBB3							DNM3 PAK6 SHC3		CACNA1G CDK5R1 GFRA3 PLXNC1 ROBO1 SCN3B	ABLIM2 ANK2 CACNA1C CACNB4 CHL1 DOK6 EFNB3 GAP43 ISL1 MAPK12 NFASC PAK6 RET SCN1B SHC3 SPTBN4 TUBA1A TUBB2B			DPYSL4 GAP43 RET	CACNA1C CACNA1G CACNB4 CXCL12 DSCAML1 ISL1 MMP2 PMP22 TRPC7 VAV3				DPYSL3 EVL ROBO1 SHC3 TUBB2B TUBB3			
REACTOME_NETRIN_1_SIGNALING							TRPC6 TRPC7															ABLIM2 ROBO1 TRPC6																				DSCAML1 TRPC7							
REACTOME_NEUREXINS_AND_NEUROLIGINS		DLG2 STX1A SYT2		DLG2 GRIN2C NRXN2	BEGAIN DLG2 LIN7A NRXN2					BEGAIN DLG2					STX1A STXBP1																	DLG2 LIN7A				BEGAIN NRXN2		BEGAIN DLG2 LRRTM3 NRXN2 STX1A				BEGAIN DLG2 NRXN2 SYT2							
REACTOME_NEURONAL_SYSTEM	CHRNB2 KCNJ2 PRKCG STXBP1	CAMK2B DLG2 KCNB2 KCNJ2 KCNK17 NEFL PRKCG SNAP25 STX1A SYN1 SYT2 TUBB2B TUBB3		ADCY5 DLG2 GRIN2C KCNB2 KCNH7 KCNJ2 KCNK17 NRXN2	BEGAIN DLG2 KCNG1 KCNH8 KCNJ11 KCNN3 LIN7A LRFN1 LRFN2 NRXN2 SNAP25 SYN1 TUBB3		CAMK1 GRIN2C HCN4 KCNG1 KCNH7 KCNJ3	CACNA1E CACNA2D2 CACNB2 CACNB4 CHRNA5 KCNB2 KCNC1 KCNF1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMB3 LRFN2 NCALD NRXN2 PRKCG SYT2	ADCY1 CACNA1E CHRNA5 GABBR2 GABRB3 GABRG2 KCNK3 NRXN2 SLC1A2	ADCY5 BEGAIN CHRNA1 DLG2 GABRG2 SLITRK6	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 KCNC1 KCNMB3 NCALD STX1A TUBB4A				ABCC9 ADCY1 PPM1E PRKCG STX1A STXBP1		CHRNA5 GNG2 KCNH3 KCNH6 LRFN2 TUBB2B	KCNH8 SYT2	CACNA1E KCNC1 KCNJ3 NRXN2 SNAP25	CACNB4 CHRNA1 CPLX1 KCNAB2 KCNMB3	ADCY2 CACNB4 CAMK1 KCNAB2 KCNJ3 KCNK17 LRFN2 NEFL SLITRK6 STX1A SYN1				ADCY2 KCNJ2 KCNK17	KCNC1 KCNF1 KCNG1 KCNJ3 KCNMB3 SLITRK6	GABBR2 GRIN1 KCNJ11			ADCY1 BEGAIN CACNA1E CACNA2D2 GNG4 HCN4 KCNH6 KCNK3 TUBB2B		DLG2 GNG4 GRIK5 KCNAB2 LIN7A SNAP25	CACNA2D2 CPLX1 KCNH3 LRFN2 NEFL SLITRK6	KCNAB2 KCNH7 NCALD TUBA1A		ADCY1 BEGAIN CACNG4 CPLX1 GABBR2 KCNB2 KCNH7 KCNK16 KCNK17 NRXN2		ABCC8 ADCY2 BEGAIN CACNA1A CACNB4 CHRNA5 DLG2 GABRA1 GNG2 GNG4 GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3 LRRTM3 NRXN2 SLITRK6 SNAP25 STX1A TUBA1A TUBB2B	CHRNA1 CHRNB4 GABRG2 GJD2 HCN4 KCNAB2 KCNH3 SLITRK6 TUBB2B	GABRA1 KCNG1		ADCY2 BEGAIN CACNB4 DLG2 GABRA1 KCNF1 KCNH2 KCNJ6 KCNK3 LRFN2 NRXN2 SYN1 SYT2			CACNA1B GRIK3 GRIN2C KCNA6 TSPAN7	GNG2 KCNA6 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 KCNG1 STXBP1 TUBA1A TUBB3	CAMK1 CAMK2B GRIN1 HCN4 KCNF1 KCNH2 KCNJ11 LRFN1	
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS		SNAP25 STX1A SV2B SYT2						SV2A SV2B SYT2													STX1A SV2B																	SNAP25 STX1A SV2A SV2B											
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	CHRNB2 KCNJ2 PRKCG	CAMK2B DLG2 KCNJ2 NEFL PRKCG TUBB2B TUBB3		ADCY5 DLG2 GRIN2C KCNJ2			CAMK1 GRIN2C KCNJ3		ADCY1 CHRNA5 GABBR2 GABRB3 GABRG2	ADCY5 CHRNA1 DLG2 GABRG2	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 NCALD TUBB4A				ADCY1 PPM1E PRKCG										ADCY2 KCNJ2		GABBR2 GRIN1			ADCY1 GNG4 TUBB2B		DLG2 GNG4 GRIK5 LIN7A		NCALD TUBA1A				ADCY2 CHRNA5 DLG2 GABRA1 GNG2 GNG4 GRIK5 KCNJ3 TUBA1A TUBB2B	CHRNA1 CHRNB4 GABRG2 TUBB2B						GRIK3 GRIN2C TSPAN7	GNG2 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 TUBA1A TUBB3		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			LIN7A SNAP25 SYN1										STX1A STXBP1						STX1A SYN1											LIN7A SNAP25																	
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION																	ADORA2A NTRK1					NTRK1 NTRK2										ADORA2A NTRK2										ADORA2A NTRK2							
REACTOME_NGF_STIMULATED_TRANSCRIPTION					ARC CDK5R1 CDK5R2 ID4																						ARC CDK5R1 VGF									ARC ID4		CDK5R2 ID4 VGF				ARC CDK5R2 ID4 VGF							
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE								KCNMB3 PDE2A																														KCNMA1 KCNMB2 KCNMB3										ITPR1 PDE2A	
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS																	COL1A2 TTR																																
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A													STX1A STXBP1																							SNAP25 STX1A											
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS																															DLL1 DLL4 MDK					DLL4 MDK													
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS																															DLL1 DLL4																		
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_					ARC CDK5R1 CDK5R2 ID4																						ARC CDK5R1 VGF									ARC ID4		CDK5R2 ID4 VGF				ARC CDK5R2 ID4 VGF							
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI		CHST8 ST8SIA3			CHST8 ST8SIA3			CHST8 ST8SIA3																				CHST10 ST8SIA3																					
REACTOME_ONCOGENIC_MAPK_SIGNALING		CAMK2B FAM131B																																															
REACTOME_OPIOID_SIGNALLING											ADCY1 ADCY5				ADCY1 PRKCG															ADCY1 GNG4 ITPR1								ADCY2 GNAO1 GNG2 GNG4											
REACTOME_OTHER_INTERLEUKIN_SIGNALING		SNAP25 STX1A																																				SNAP25 STX1A											
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS																															SPON1 SPON2					SPON1 SPON2						ADAMTSL2 SPON1							
REACTOME_O_LINKED_GLYCOSYLATION												MUC15 MUC5AC SPON2		MUC16 MUC5AC													MUC17 MUC5B				MUC17 SPON1 SPON2				MUC16 SPON2		GALNT16 SPON1											MUC17 MUC3A MUC5B SPON2	
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS												MUC15 MUC5AC		MUC16 MUC5AC								B3GNTL1 MUC16					MUC17 MUC5B												B3GNTL1 MUC5B									MUC17 MUC3A MUC5B	
REACTOME_PCP_CE_PATHWAY	PARD6A PRKCG		FZD4 PARD6A																																														
REACTOME_PEPTIDE_HORMONE_METABOLISM			ACE MBOAT4 PCSK2	ACE MBOAT4				AGT CPE GIP KIF5A PAX6 PCSK2 SLC30A8		GHRL GIP	GIP PAX6 STX1A								AGT MBOAT4		CPB1 GIP ISL1 PCSK2 SLC30A8 STX1A	PAX6 PCSK1 SLC30A8						ACE SLC30A8										AGT CES1 CPB1 FFAR1 GIP ISL1 KIF5A MBOAT4 PCSK1 PCSK2 SEC11C STX1A				AGT CPE GHRL ISL1 PCSK1 PCSK2 SEC11C			AGT CES1 GPR119	ACE CPE KIF5A			
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS						APLN SSTR3	ECE2 SSTR3 UTS2B	AGT AVPR1B CCL19 MLN SST SSTR3	APLN BRS3 PYY SST SSTR5								APLN CCL19 SSTR1 TAC3							BRS3 UTS2B		CCR6 UTS2B	CCR6 SSTR1	CCL19 ECE2 PYY SST										AGT BRS3 CCL19 ECE2 NPW NTS PYY TAC3				AGT AVPR1B CCR6 CXCL12 GAL GHRL MLN TAC3		AVPR1B TAC1				AGT APLN BRS3 ECE2 MLN NPW SSTR5 TAC3	
REACTOME_PHASE_0_RAPID_DEPOLARISATION					CACNA1C CACNG6		CACNG6 FGF14 SCN2A	CACNA1C CACNA2D2 CACNB2 CACNB4 SCN1B SCN3B														CACNA1C CACNG6			CACNG6 SCN2A SCN3B						CACNB4 SCN1B					CACNA2D1 CACNG4		CACNA1C CACNB4 CACNG7 FGF14 SCN1B				CACNA1C CACNB4						CAMK2B FGF14 SCN1B SCN3B	CACNA1C CACNA2D2
