	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
REACTOME_LEISHMANIA_INFECTION	DPEP1 PTHLH VAV3					ADORA2A DPEP1				ADORA2A DPEP1 PTHLH	ADORA2A ENTPD1								ADCY1 ADCY2 ADCY5 ADORA2A DPEP1 ITPR1 PTHLH							ENTPD1 ITPR1 PLCG2 PTHLH	ADCY1 ADCY2 ADCY5 ADORA2A DPEP1 GNG2 PLCG2							ADCY1 ADCY2 ADCY5 GGT5 GNG2 GNG4 ITPR1 PTHLH VAV3													ADCY5 ADORA2A DPEP1 ENTPD1 GNG2 GNG4 VAV3			ADCY1 ADCY2 GGT5 GNG2 ITPR1											ADCY1 ADCY2 ADCY5 ADORA2A DPEP1 GGT5 GNG4 ITPR1 PLCG2 VAV3							ADCY5 ENTPD1 GGT5 GNG4 ITPR1 PTHLH	
REACTOME_LGI_ADAM_INTERACTIONS																																			CACNG4 STX1A				CACNG4 STX1A																CACNG4 STX1A						CACNG4 STX1A								
REACTOME_LIGAND_RECEPTOR_INTERACTIONS																BOC PTCH1																		BOC PTCH1											BOC PTCH1							BOC PTCH1					BOC PTCH1												
REACTOME_LONG_TERM_POTENTIATION			CAMK2B DLG2		CAMK2B DLG2																																		CAMK2B DLG2				CAMK2B DLG2																										
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION																																																				DPEP1 GGT5					DPEP1 GGT5				DPEP1 GGT5								
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES		DLG2 FGF9 SPRED3 SPTBN4	CAMK2B DLG2 FGF17 GFRA3 KSR2 MAPK12 MMP2 PAK3 SPRED3		CAMK2B DLG2 FGF9 KSR2 MAPK4 SPTBN4									CAMK2B FGF17 FGF9 GFRA1 GFRA3 KSR2 NCAM1 RET SPRED3 SPTBN4	DLG2 FGF17 GFRA1 GFRA3 KSR2 MAPK12 RASAL1 RET SPRED3 SPTBN4	DLG2 FGF17 FGF9 GFRA1 KSR2 MAPK12 MAPK4 MMP2 RASAL1 SPRED3															FGF17 FGF9 GFRA3 KSR2 NCAM1 PAK3 RASAL1 SPTBN4								CAMK2B DLG2 FGF9 KIT KSR2 MAPK4 MMP2 NCAM1 PAK3 SPTBN4				CAMK2B DLG2 FGF17 GFRA1 MAPK12 MMP2 NCAM1 RASAL1 SPRED3 SPTBN4			FGF17 FGF9 GFRA1 KSR2 MMP2 NCAM1 RASAL1 RET SPTBN4						CAMK2B MAPK12 MAPK4 MMP2 RASAL1 RET SPRED3 SPTBN4			DLG2 FGF17 FGF9 GFRA1 GFRA3 KSR2 MMP2 NCAM1 RASAL1 SPTBN4	CAMK2B GFRA3 KSR2 MAPK12 MAPK4 RASAL1 RET SPRED3					DLG2 GFRA1 KIT KSR2 MAPK12 MAPK4 MMP2 RASAL1 RET SPRED3						KSR2 MAPK4 MMP2 SPRED3 SPTBN4		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS															DLL1 SST																			DLL1 SST	DLL1 SST												DLL1 SST																						
REACTOME_MEMBRANE_TRAFFICKING						RAB39B TUBB4A																																																															
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS																			AGT CPB1												AGT CPB1																										AGT CPB1												
REACTOME_METABOLISM_OF_CARBOHYDRATES																																					AKR1B1 FUT1 GCK GPC2 PRELP	AKR1B1 FUT1 GPC2 PRELP																															
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS												GPC2 RBP1			APOB CLPS GPC2 LRAT RBP1												APOB LRAT										CLPS GPC2	CLPS GPC2	APOB CLPS RBP1				CLPS LRAT RBP1				GPC2 RBP1				APOB LRAT						GPC2 LRAT RBP1				CLPS GPC2 LRAT RBP1			APOB GPC2			APOB LRAT		
REACTOME_METABOLISM_OF_NUCLEOTIDES																																							AK5 AMPD3 CTPS1 ENTPD1								AK5 AMPD3 CTPS1 ENTPD1																					AK5 CTPS1 ENTPD1	
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS																																						CLPS GPC2 SLC22A13	APOB CLPS ENPP2 GCH1 RBP1 SLC22A13												APOB LRAT												LRAT SLC22A13						
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION			CENPE HLA-DQA2 KIF5A TUBA1A TUBB2B																						CENPE HLA-DQA2		KIF5A TUBB2B TUBB4A				CENPE HLA-DQA2 KIF5A TUBA1A TUBB2B									CENPE KIF5A TUBB2B		HLA-DQA2 TUBB2B			TUBA1A TUBB2B TUBB4A																								
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES												FBN1 LTBP2																																																		FBN1 LTBP2							
REACTOME_MUSCLE_CONTRACTION			CACNA1C CACNA2D1 CAMK2B FGF14 KCNJ2 KCNK17 SCN2A SLC8A1 TMOD2	CAMK2B KCNJ11 KCNJ2 KCNK17 SCN1B SCN3A	ATP1A3 CAMK2B KCNH2 KCNJ11 KCNJ2 KCNK17 SCN1B							ATP1A3 CACNA1C CACNB2 ITPR1 KCNIP3 KCNJ11 MYBPC3 TMOD2		CACNA2D1 CAMK2B FGF14 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 MYBPC2 MYBPC3 SCN1B SCN2A SCN3A SLC8A1 TMOD2	ATP1A3 CACNA1C CACNA2D1 CACNB2 FGF14 ITPR1 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 MYBPC2 MYBPC3 SCN1B SLC8A1 TMOD2	ATP1A3 KCNJ2 KCNK3 MYBPC3 SCN1B SCN2A TMOD2		ITPR1 MYBPC2 SCN2A TMOD2											CACNA1C FGF14 ITPR1 KCNK3 SCN3A					CACNA1C CACNA2D1 CACNG4 ITPR1 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 MYBPC3 SLC8A1 TMOD2	ATP1A3 CACNA1C CACNG4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1 TMOD2		CAMK2B KCNH2 KCNIP3 KCNJ11 KCNJ2 KCNK17 KCNK3	CACNA2D1 KCNJ2 KCNK17 KCNK3 SCN2A SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNH2 KCNIP3 KCNK3 SCN2A SCN3A SLC8A1		CAMK2B KCNH2 KCNJ11 KCNK17 KCNK3 SCN1B	CACNB2 SCN3A	ATP1A3 CACNA2D1 CAMK2B ITPR1 KCNIP3 KCNJ2 KCNK3 MYBPC3 SCN1B	CACNA1C CACNA2D1 CACNB2 ITPR1 SCN2A SLC8A1	CACNA2D1 FGF14 ITPR1 KCNJ11 KCNK3	ATP1A3 CACNA2D1 FGF14 KCNIP3 KCNJ11 KCNJ2 MYBPC3 SCN1B			CACNA2D1 FGF14 KCNK17	CACNA2D1 ITPR1 KCNK16 KCNK17		ATP1A3 CACNB2 CACNG4 CAMK2B FGF14 KCNH2 KCNJ11 KCNK16 MYBPC2 SLC8A1			ATP1A3 CACNA2D1 CACNG4 ITPR1 KCNK16 KCNK17 MYBPC2 SLC8A1 TMOD2	ATP1A3 CACNA1C CAMK2B ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK16 KCNK3 MYBPC2 MYBPC3 SCN1B TMOD2	ATP1A3 CACNA1C CACNA2D1 FGF14 ITPR1 KCNH2 KCNIP3 KCNK3 MYBPC2 MYBPC3 SCN1B SCN2A SLC8A1 TMOD2	CACNA1C FGF14 KCNIP3 KCNJ2 KCNK17 MYBPC2 MYBPC3 SCN2A SCN3A SLC8A1		ATP1A3 CACNA2D1 MYBPC3	ATP1A3 CACNA1C CACNA2D1 CACNG4 ITPR1 KCNH2 KCNIP3 KCNJ2 KCNK3 MYBPC3		KCNH2 SCN1B	ATP1A3 CACNB2 ITPR1	ATP1A3 CACNA1C CACNB2 SCN2A SLC8A1		ATP1A3 KCNJ11 KCNJ2 KCNK3 SCN1B	CAMK2B FGF14 ITPR1 KCNH2 KCNIP3 KCNJ11 KCNJ2 SCN1B TMOD2	CACNA1C KCNH2
REACTOME_MYOGENESIS			BOC MAPK12													BOC MAPK12																											BOC MAPK12									BOC MAPK12																	
REACTOME_NCAM1_INTERACTIONS												CACNA1C CACNB2			CACNA1C CACNB2 GFRA1				CACNA1C NCAM1																								CACNA1H GFRA1 NCAM1	CACNA1C CACNB2		CACNA1H GFRA1 NCAM1		CACNA1C CACNA1H																	CACNA1C CACNB2				
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH		CACNA1H SPTBN4										CACNA1C CACNB2 SPTBN4			CACNA1C CACNB2 GFRA1 SPTBN4				CACNA1C NCAM1 SPTBN4										CACNA1C SPTBN4		CACNA1C NCAM1 SPTBN4								CACNA1C NCAM1 SPTBN4				CACNA1H GFRA1 NCAM1 SPTBN4	CACNA1C CACNB2 SPTBN4		CACNA1H GFRA1 NCAM1 SPTBN4		CACNA1C CACNA1H				CACNA1H CACNB2 SPTBN4			GFRA1 NCAM1 SPTBN4										CACNA1C CACNB2				
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING																FGF17 FGF9															FGF17 FGF9	FGF17 FGF9														FGF17 FGF9									FGF17 FGF9														
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING																FGF17 FGF9															FGF17 FGF9															FGF17 FGF9									FGF17 FGF9														
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9														
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING																FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9												FGF17 FGF9									FGF17 FGF9														
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION			CAMK2B DLG2	CAMK2B PPM1E	CAMK2B DLG2 PPM1E							DLG2 PPM1E			DLG2 PPM1E	DLG2 PPM1E	DLG2 PPM1E		DLG2 PPM1E													CAMK2B PPM1E							CAMK2B DLG2				CAMK2B DLG2	DLG2 PPM1E			DLG2 PPM1E					CAMK2B PPM1E			DLG2 PPM1E	CAMK2B PPM1E	DLG2 PPM1E				DLG2 PPM1E								
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS			SFRP1 WNT9A											SFRP1 WNT9A		SFRP1 WNT9A																			SFRP1 WNT9A																																SFRP1 WNT9A	SFRP1 WNT9A	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		AKT3 FGF9																																																																			
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT			CACNA1C DOK6 EPHA4 GAP43 GFRA3 ISL1 MAPK12 MMP2 MSI1 NFASC PAK3 PMP22 SCN2A TUBA1A TUBB2B			EPHA8 TUBB4A						CACNA1C CACNB2 CDK5R1 DPYSL4 DSCAML1 EFNB3 EPHA4 EVL SPTBN4 VAV3		ANK2 CDK5R1 CRMP1 DCX DPYSL4 EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GFRA1 GFRA3 ISL1 NCAM1 NFASC PLXNC1 PMP22 RET ROBO1 SCN1B SCN2A SCN3A SPTBN4 TUBA1A VAV3	ANK2 CACNA1C CACNB2 CDK5R1 CRMP1 DOK6 EFNB3 EPHA8 GAP43 GFRA1 GFRA3 ISL1 MAPK12 MSI1 NFASC PLXNC1 PMP22 RET SCN1B SPTBN4 TUBA1A	CACNA1H CRMP1 DSCAML1 EPHA4 EPHB3 GAP43 GFRA1 MAPK12 MMP2 NFASC PMP22 ROBO1 SCN1B SCN2A			ANK2 CACNA1C CHL1 DSCAML1 EPHA4 GAP43 ISL1 NCAM1 PLXNC1 ROBO1 SPTBN4 TUBA1A	CHL1 NCAM1 TUBB4A				EPHB3 GFRA1 NFASC TUBB4A			ANK2 CACNA1C EFNB3 EPHB3 EVL NFASC PLXNC1 PMP22 ROBO1 TUBB2B TUBB4A		CACNA1C DCX EPHB3 EVL MMP2 NFASC SCN3A SPTBN4	EPHA8 PAK3 SCN3A	ANK2 CACNA1C DSCAML1 EPHA4 EPHB3 GAP43 GFRA3 ISL1 NCAM1 PAK3 PMP22 ROBO1 SCN2A SPTBN4 TUBA1A TUBB2B		CACNB2 DPYSL4 EPHA4		ANK2 CACNA1C CACNA1H DOK6 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 GFRA3 MMP2 NFASC PAK3 PLXNC1 VAV3	DCX EPHA8 PAK3 SCN3A			CACNA1C CDK5R1 CHL1 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 ISL1 MMP2 NCAM1 PAK3 PLXNC1 PMP22 ROBO1 SCN2A SCN3A SPTBN4 VAV3			CACNB2 DCX SCN3A TUBB2B	ANK2 CACNA1H DOK6 DPYSL4 EFNB3 EPHA4 EPHB3 EVL GAP43 GFRA1 MAPK12 MMP2 MSI1 NCAM1 PLXNC1 PMP22 SCN1B SPTBN4	ANK2 CACNA1C CACNB2 CHL1 DSCAML1 EPHA4 MMP2 PMP22 ROBO1 SCN2A SPTBN4	CACNA1H EFNB3 EPHB3 EVL PLXNC1 ROBO1 TUBA1A TUBB2B TUBB4A	CACNA1H CHL1 DPYSL4 EFNB3 GFRA1 MMP2 NCAM1 PLXNC1 PMP22 RET ROBO1 SCN1B SPTBN4	ANK2 DOK6 EPHA4 EPHA8 EPHB3 GAP43 GFRA3 ISL1 MMP2 MSI1 ROBO1 SPTBN4 VAV3	CACNA1C CACNA1H EPHA4 EPHB3 MAPK12		ANK2 DOK6 DSCAML1 EPHA8 MSI1 ROBO1 TUBA1A		ANK2 CACNA1H CACNB2 CDK5R1 EFNB3 EPHA4 MAPK12 MMP2 MSI1 NFASC PLXNC1 RET SPTBN4 TUBA1A TUBB4A VAV3		CACNB2 CRMP1 DCX PAK3 SCN3A	ANK2 DSCAML1 EFNB3 EPHA4 EVL GAP43 GFRA1 GFRA3 MMP2 NCAM1 NFASC PMP22 ROBO1 SPTBN4	ANK2 CACNA1C CDK5R1 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GFRA3 MAPK12 MSI1 NFASC PLXNC1 PMP22 RET ROBO1 SCN1B	ANK2 CACNA1C CDK5R1 CHL1 DOK6 DPYSL4 DSCAML1 EFNB3 EPHB3 EVL GAP43 GFRA1 ISL1 MAPK12 MSI1 NFASC PMP22 RET SCN1B SCN2A SPTBN4 TUBA1A TUBB2B	CACNA1C CRMP1 DCX DOK6 DSCAML1 EPHA8 GAP43 GFRA1 ISL1 MAPK12 NFASC PMP22 RET SCN2A SCN3A TUBB2B		DPYSL4 EFNB3 EPHA4 GAP43 RET	ANK2 CACNA1C CDK5R1 DSCAML1 EPHA4 EPHB3 EVL GFRA1 ISL1 MAPK12 MMP2 MSI1 PMP22 RET ROBO1 TUBA1A TUBB4A VAV3		DSCAML1 EPHA4 MAPK12 SCN1B	CACNB2 DCX EPHA8 EVL GFRA3		CACNB2 TUBA1A			
REACTOME_NETRIN_1_SIGNALING																DSCAML1 MAPK12 ROBO1									DSCAML1 MAPK12																			DSCAML1 ROBO1						DSCAML1 ROBO1						DSCAML1 MAPK12 ROBO1					DSCAML1 MAPK12 ROBO1		DSCAML1 MAPK12						
REACTOME_NEUREXINS_AND_NEUROLIGINS		DLG2 STXBP1	DLG2 STX1A STXBP1	LRRTM3 STXBP1	DLG2 STXBP1							DLG2 LIN7A STXBP1			DLG2 LIN7A LRRTM3 STX1A			DLG2 STX1A	DLG2 LRRTM3 STX1A						LRRTM3 STX1A STXBP1						LIN7A LRRTM3 STX1A	LIN7A STX1A STXBP1							DLG2 LRRTM3 STX1A				DLG2 STX1A STXBP1												DLG2 STX1A STXBP1		DLG2 LIN7A LRRTM3 STX1A	DLG2 LIN7A LRRTM3											
REACTOME_NEUROFASCIN_INTERACTIONS														DCX NFASC															DCX NFASC																													DCX NFASC											
REACTOME_NEURONAL_SYSTEM	CACNA1B GRIK3 LRFN1	CHRNB2 DLG2 KCNJ2 PRKCG STXBP1	ABCC8 ADCY1 CACNA1B CAMK2B CPLX1 DLG2 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 KCNB2 KCNJ2 KCNK17 PRKCG SNAP25 STX1A STXBP1 SYN1 TUBA1A TUBB2B	ABCC8 ADCY1 ADCY5 CACNA1A CAMK2B CHRNB2 GABBR2 GRIK3 HCN4 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 KCNMB2 LRRTM3 PPM1E STXBP1	ABCC8 ADCY1 ADCY5 CAMK2B CHRNA3 CHRNB2 DLG2 KCNB2 KCNH2 KCNH7 KCNJ11 KCNJ2 KCNK17 PPM1E STXBP1 TUBB4A					CHRNA3 GJD2 LRFN1		CACNB2 CHRNB2 DLG2 KCNG1 KCNH8 KCNJ11 LIN7A LRFN1 PPM1E PRKCG SNAP25 STXBP1 SYN1	ABCC8 CACNA1A GABRB3 KCNG1 KCNH2 TUBB4A	ABCC8 CACNA1A CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 GABRB3 GJD2 GNG2 GNG4 GRIK5 HCN4 KCNB2 KCNG1 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 LIN7A PRKCG SYN1 TUBA1A	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNB2 CHRNB2 DLG2 GJD2 GNG2 GNG4 GRIK3 GRIK5 HCN4 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNK16 KCNK17 LIN7A LRRTM3 PPM1E PRKCG SNAP25 STX1A SYN1 TUBA1A	ADCY1 ADCY5 CACNA1A CHRNB4 DLG2 GABBR2 GABRB3 GRIK5 HCN4 KCNH3 KCNJ2 KCNJ6 KCNK3 PPM1E SNAP25 STX1A	ADCY5 CHRNB2 CHRNB4 DLG2 GABBR2 KCNH8 KCNMB2 PPM1E	ADCY1 ADCY5 CHRNA3 CHRNB2 CPLX1 DLG2 GABBR2 GNG2 KCNH7 STX1A TUBB4A	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A DLG2 GABRB3 GJD2 GRIK5 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 PPM1E SNAP25 STX1A TUBA1A			CPLX1 GABRB3		CHRNA3 LIN7A TUBB4A	ADCY1 KCNA6 LRRTM3 PPM1E PRKCG STX1A STXBP1	CACNA1B GABRB3 KCNA6 KCNK17 SNAP25	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 GNG2 HCN4 KCNH3 KCNH6 KCNH7 KCNJ6 KCNK3 LIN7A PPM1E SNAP25 TUBB2B TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3 KCNH8 KCNMA1			ABCC8 ADCY2 ADCY5 CACNA1A CACNA1B CHRNB4 CPLX1 GABRB3 GAD2 GNG2 GRIK5 KCNH8 KCNJ2 KCNK17 KCNMA1 KCNMB2 LIN7A LRRTM3 PPM1E SNAP25 STX1A SYN1 TUBA1A TUBB2B	ABCC8 ADCY1 ADCY2 CACNA1A CAMK2B CPLX1 GABBR2 HCN4 KCNH8 KCNK17 KCNK3 KCNMA1 LIN7A PPM1E SNAP25 STX1A STXBP1 SYN1 TUBA1A TUBB2B		ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GNG2 GNG4 GRIK5 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMB2 LIN7A PPM1E SNAP25 SYN1	ADCY1 CACNA1A CACNG4 CHRNB4 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 HCN4 KCNA6 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 SNAP25 STX1A SYN1	CACNA1B CHRNA3 GJD2 GRIK3 KCNA6	ABCC8 ADCY2 CAMK2B CHRNA3 CHRNB4 CPLX1 KCNB2 KCNH2 KCNH8 KCNJ11 KCNJ2 KCNK17 KCNK3 KCNMA1 STXBP1 TUBB4A	ADCY2 ADCY5 CHRNB4 KCNB2 KCNH7 KCNJ2 KCNK17 KCNK3 STXBP1 TUBB4A	ABCC8 ADCY5 CACNA1A CACNG4 CAMK2B CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 KCNG1 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 SNAP25 STX1A	ADCY1 GJD2 KCNMA1 TUBB2B	CAMK2B GABBR2 KCNH2 KCNJ11 KCNK17 KCNK3 KCNMA1	CACNB2 GJD2 LRRTM3 TUBB2B	ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 CPLX1 DLG2 GAD2 GNG4 GRIK5 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN1 PRKCG SNAP25 STX1A STXBP1	ADCY2 ADCY5 CACNA1A CACNA1B CACNB2 DLG2 GABRB3 KCNH7 KCNMA1 KCNMB2 PPM1E SNAP25	ADCY1 ADCY5 CHRNA3 GNG4 HCN4 KCNH6 KCNJ11 KCNJ6 KCNK3 SNAP25 TUBA1A TUBB2B TUBB4A	ADCY5 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG2 GRIK5 HCN4 KCNJ11 KCNJ2 KCNJ6 KCNMA1 KCNMB2 LRFN1 SNAP25	ADCY5 CACNA1A CHRNA3 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNH7 KCNJ2 KCNK3 KCNMA1 LIN7A PPM1E SNAP25 SYN1		ADCY1 CACNA1A CPLX1 KCNH3 KCNH7 KCNJ6 KCNK17 KCNMB2 LIN7A	ADCY1 ADCY2 CPLX1 GNG2 KCNH3 KCNH7 KCNK16 KCNK17 PPM1E TUBA1A		CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 LIN7A PPM1E PRKCG SNAP25 TUBA1A TUBB4A		CACNA1B CACNB2 GJD2 GRIK3 KCNA6 LRRTM3	ADCY1 ADCY5 CACNA1A CACNA1B CACNG4 CPLX1 DLG2 GABBR2 GABRB3 GAD2 KCNB2 KCNH7 KCNH8 KCNK16 KCNK17 KCNMA1 KCNMB2 PPM1E PRKCG STX1A STXBP1	ABCC8 ADCY5 CACNA1B CAMK2B CHRNB4 CPLX1 GABBR2 GABRB3 GNG4 GRIK5 HCN4 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK16 KCNK3 KCNMB2 LIN7A PPM1E PRKCG STXBP1 SYN1	ABCC8 ADCY1 ADCY2 CACNA1A CHRNB2 CHRNB4 DLG2 GABBR2 GABRB3 GNG2 GNG4 GRIK3 GRIK5 HCN4 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LIN7A LRFN1 LRRTM3 PPM1E SNAP25 STX1A TUBA1A TUBB2B	ADCY1 CACNA1A CHRNB4 CPLX1 DLG2 GABBR2 GAD2 GJD2 GNG2 GNG4 GRIK5 HCN4 KCNB2 KCNG1 KCNH3 KCNJ2 KCNJ6 KCNK17 LIN7A LRRTM3 SYN1 TUBB2B	GRIK3 KCNG1 LIN7A		ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 DLG2 GABBR2 GNG4 GRIK5 KCNH2 KCNH7 KCNH8 KCNJ2 KCNJ6 KCNK3 KCNMB2 LRFN1 PPM1E PRKCG STX1A SYN1 TUBA1A TUBB4A	ABCC8 CAMK2B CHRNA3 GNG4 GRIK5 KCNH8 LRFN1 TUBB4A		CACNA1B CACNB2 DLG2 GRIK3 KCNA6	CACNB2 CHRNB4 CPLX1 GNG2 KCNA6 KCNH7 KCNJ6 KCNMB2 STXBP1 TUBB2B	CACNB2 TUBA1A	GRIK5 KCNG1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 PPM1E PRKCG STXBP1 TUBA1A	ABCC8 ADCY5 CAMK2B GNG4 HCN4 KCNB2 KCNH2 KCNH8 KCNJ11 KCNJ2 LRFN1 PRKCG SYN1	
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS			SNAP25 STX1A SV2B											SV2A SV2B	SNAP25 STX1A SV2A SV2B	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A SV2B	SNAP25 STX1A SV2B		SNAP25 SV2B	SNAP25 STX1A SV2B				SNAP25 STX1A				SNAP25 STX1A SV2A												STX1A SV2A SV2B		SNAP25 STX1A SV2A SV2B				STX1A SV2A								
