	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_POSTSYNAPSE_ASSEMBLY																			GAP43 NRXN2															GAP43 NRXN2							GAP43 LRFN1 NRXN2			LRFN1 NRXN2										GAP43 NRXN2				LRFN1 NRXN2				GAP43 NRXN2			
GO_POSTSYNAPSE_ORGANIZATION		INA NRXN2	EPHA4 FRMPD4 KIF1A PAK3	CAMK2B NRXN2 PAK3	ARC CAMK2B INA									ARC CAMK2B DNM3 EPHA4 FRMPD4 GAP43 GHRL INA														CAMK2B GAP43		INA PAK3					INA KIF1A PAK3			CAMK2B EPHA4 GAP43 GHRL PAK3			ARC CAMK2B EPHA4 GAP43 LRFN1 NRXN2			ARC FRMPD4 INA LRFN1 NRXN2	DNM3 EPHA4 GAP43 INA				ARC CAMK2B EPHA4 FRMPD4 GHRL INA KIF1A NRXN2		EPHA4 FRMPD4 GAP43 INA							ARC CAMK2B LRFN1 NRXN2				ARC GAP43 NRXN2			
GO_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION														FRMPD4 INA																														FRMPD4 INA					FRMPD4 INA		FRMPD4 INA														
GO_POSTSYNAPTIC_CYTOSOL												EIF4EBP1 PRKCG			EIF4EBP1 NCS1																										NCS1 PRKCG								NCS1 PRKCG		EIF4EBP1 PRKCG	NCS1 PRKCG					NCS1 PRKCG								
GO_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT																																		PRR7 PSD							PRR7 PSD								PRR7 PSD			PRR7 PSD													
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	GRIN1 LRFN1		ADCY1 CACNA1C EPHA4 GRIK5 PRRT2 RGS9	CNIH2 LRRTM3 RGS9	ADCY1 ARC PRRT2							EFNB3 EPHA4 PRR7 RGS9	PRR7 PRRT2	ARC CACNG7 CNIH2 EFNB3 EPHA4 GRIK5 LIN7A PRRT2	ADCY1 ARC CACNG7 CNIH2 EFNB3 GRIK5 LIN7A LRRTM3 PRR7 RGS9	CACNG7 GRIK5 PRRT2	CACNA1C EPHA4 PRRT2		ADCY1 CACNA1C CNIH2 EPHA4 GRIK5 LRRTM3 PRRT2								ADCY1 CACNA1C EFNB3 LIN7A		LRRTM3 PRR7 PRRT2		CACNA1C CNIH2 EPHA4 GRIK5 LIN7A LRRTM3	ADCY1 CNIH2 EPHA4 LIN7A PRRT2 RGS9	ADCY1 ARC CACNG4 CNIH2 GRIK5 LIN7A PRR7 PRRT2	ADCY1 ARC CACNA1C CACNG4 CNIH2 EFNB3 EPHA4 GRIK5 PRR7 PRRT2				CACNA1C CACNG4 EFNB3 EPHA4 LRRTM3 RGS9		CACNG7 LRRTM3	ADCY1 ARC EFNB3 EPHA4 GRIK5 GRIN1 LRFN1 PRR7 RGS9	CACNA1C EPHA4	ARC CNIH2 EFNB3 PRR7	ARC CNIH2 EFNB3 GRIK5 GRIN1 LRFN1 RGS9		ADCY1 LIN7A RGS9			ARC CACNG4 CNIH2 EFNB3 EPHA4 GRIK5 GRIN1 LIN7A PRR7 PRRT2 RGS9	CACNG7 LRRTM3	CACNG7 CNIH2 EFNB3 EPHA4 GRIN1 PRR7	CACNA1C CACNG7 CNIH2 EFNB3 EPHA4 GRIK5 LIN7A PRR7 RGS9	ADCY1 ARC LIN7A LRFN1 PRRT2 RGS9	ADCY1 CACNA1C GRIK5 LIN7A LRRTM3 PRRT2		EFNB3 EPHA4	ADCY1 CACNG4 CNIH2 EPHA4 GRIK5 LRFN1 RGS9 SHISA9	ARC LRFN1 PRRT2			CACNA1C RGS9 SHISA9	ARC CNIH2 PRR7 RGS9	ARC EPHA4 PRRT2 RGS9 SHISA9		
GO_POSTSYNAPTIC_ENDOCYTIC_ZONE																															CALY MX2	CALY DNM3 MX2		CALY MX2							CALY MX2		DNM3 MX2				CALY DNM3		CALY MX2			CALY DNM3		CALY MX2											
GO_POSTSYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE																																DNM3 MX2											DNM3 MX2																						
GO_POSTSYNAPTIC_ENDOSOME					ARC PSD																													ARC PSD							ARC PSD								ARC PSD									ARC PSD							
GO_POSTSYNAPTIC_MEMBRANE	GRIK3 GRIN1 LRFN1 PCDH17		ADCY1 CACNA1C EPHA4 GRIK3 GRIK5 LZTS1 PRRT2 RGS9	CHRNB2 CNIH2 GABBR2 GRIK3 LRRTM3 MX2 RGS9	ADCY1 ANK2 ARC CHRNA3 CHRNB2 PRRT2		GABRB3 PCDH17 SHISA9			ADORA2A CHRNA3 LRFN1		CHRNA5 CHRNB2 EFNB3 EPHA4 LZTS1 P2RX6 PRR7 RGS9	ADORA2A GABRB3 PRR7 PRRT2	ANK2 ARC CACNG7 CHRNA3 CHRNA5 CHRNB2 CNIH2 DDN DNM3 EFNB3 EPHA4 GABRB3 GRIK5 IGSF21 KCNMA1 KCTD12 LIN7A P2RX6 PRRT2 SLC8A1	ADCY1 APBB1 ARC CACNG7 CHRNB2 CNIH2 DDN EFNB3 GABRP GRIK3 GRIK5 IGSF21 KCTD12 LIN7A LRRTM3 P2RX6 PRR7 RGS9	APBB1 CACNG7 GABRP GRIK5 MX2 PCDH17 PRRT2	APBB1 CACNA1C CHRNB2 EPHA4 GABBR2 GABRP IGSF21 MX2 PRRT2		ADCY1 ADORA2A ANK2 APBB1 CACNA1C CHRNA5 CNIH2 EPHA4 GABRB3 GABRP GRIK5 IGSF21 KCNMA1 KCTD12 LRRTM3 PCDH17 PRRT2		ADORA2A APBB1 KCTD12		ADORA2A LRRTM3	CHRNA3 LIN7A	CHRNA5 LRRTM3 P2RX6	APBB1 DDN DNM3 GABRA1 GABRB3 GABRP IGSF21 LZTS1	ADCY1 ANK2 CACNA1C DNM3 EFNB3 GABRP IGSF21 LIN7A	GABRB3 KCNMA1 PCDH17	GABRP KCNMA1 LRRTM3 MX2 PRR7 PRRT2		ANK2 APBB1 CACNA1C CNIH2 EPHA4 GABRA1 GABRB3 GRIK5 IGSF21 KCNMA1 LIN7A LRRTM3 MX2 P2RX6 PCDH17	ADCY1 ANK2 APBB1 CNIH2 DNM3 EPHA4 GABBR2 GABRP KCNMA1 KCTD12 LIN7A LZTS1 MX2 PRRT2 RGS9	ADCY1 ANK2 ARC CACNG4 CHRNA5 CHRNB2 CNIH2 DDN GRIK5 IGSF21 LIN7A LZTS1 MX2 P2RX6 PRR7 PRRT2 SLC8A1	ADCY1 ADORA2A ANK2 APBB1 ARC CACNA1C CACNG4 CNIH2 EFNB3 EPHA4 GABBR2 GABRA1 GRIK5 IGSF21 KCNMA1 MX2 PCDH17 PRR7 PRRT2 SLC8A1	CHRNA3 GRIK3 PCDH17	ARC CHRNA3 GABRP KCNMA1 P2RX6 PRRT2	APBB1 GABRP P2RX6 PRRT2 SLC8A1	CACNA1C CACNG4 EFNB3 EPHA4 GABBR2 GABRB3 KCNMA1 KCTD12 LRRTM3 LZTS1 P2RX6 RGS9 SLC8A1	ANK2 KCNMA1 KCTD12 RGS9	CACNG7 LRRTM3 PCDH17	ADCY1 ANK2 ARC CHRNA3 CHRNB2 DDN EFNB3 EPHA4 GABRP GRIK5 GRIN1 IGSF21 KCTD12 LRFN1 MX2 P2RX6 PCDH17 PRR7 RGS9	ANK2 APBB1 CACNA1C EPHA4 GABRB3 GABRP IGSF21 KCNMA1 PCDH17 SLC8A1	ARC CHRNA3 CNIH2 DNM3 EFNB3 KCTD12 MX2 PRR7	APBB1 ARC CHRNB2 CNIH2 EFNB3 GABBR2 GRIK5 GRIN1 KCNMA1 KCTD12 LRFN1 P2RX6 RGS9	ANK2 CHRNA3 CNIH2 DNM3 EPHA4 GABBR2 GABRA1 IGSF21 KCNMA1 LZTS1 SLC8A1	ADCY1 DNM3 GABRP KCTD12 LIN7A RGS9	ADCY1 ANK2 DNM3 GABRP		ANK2 APBB1 ARC CACNG4 CHRNA3 CNIH2 DDN EFNB3 EPHA4 GABBR2 GRIK5 GRIN1 IGSF21 KCTD12 LIN7A MX2 PRR7 PRRT2 RGS9 SLC8A1	CACNG7 GABRA1 GRIK3 LRRTM3 PCDH17	ANK2 CACNG7 CNIH2 EFNB3 EPHA4 GABRA1 GABRB3 GABRP GRIN1 KCNMA1 PRR7 SLC8A1	ADORA2A ANK2 CACNA1C CACNG7 CNIH2 DNM3 EFNB3 EPHA4 GABBR2 GABRB3 GRIK5 KCTD12 LIN7A LZTS1 PRR7 RGS9	ADCY1 ARC CHRNB2 GABBR2 GABRB3 GRIK3 KCTD12 LIN7A LRFN1 LZTS1 MX2 PRRT2 RGS9 SLC8A1	ADCY1 ADORA2A APBB1 CACNA1C DDN GABBR2 GRIK5 IGSF21 LIN7A LRRTM3 MX2 P2RX6 PCDH17 PRRT2 SLC8A1	GRIK3 LIN7A	EFNB3 EPHA4 P2RX6	ADCY1 ANK2 APBB1 CACNG4 CHRNB2 CNIH2 EPHA4 GABBR2 GABRP GRIK5 KCTD12 LRFN1 MX2 RGS9 SHISA9	ARC CHRNA3 CHRNA5 LRFN1 PRRT2	APBB1 EPHA4	PCDH17 SHISA9	CACNA1C RGS9 SHISA9	ARC CNIH2 P2RX6 PRR7 RGS9	ARC CHRNA5 DNM3 EPHA4 PRRT2 RGS9 SHISA9		ADORA2A P2RX6 PRR7
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GRIK3 GRIN1			CHRNB2 GRIK3	CHRNA3 CHRNB2							CHRNA5 CHRNB2		CHRNA3 CHRNA5 CHRNB2 GABRB3 GRIK5	CHRNB2 GRIK3 GRIK5				CHRNA5 GABRB3 GRIK5							GABRA1 GABRB3					GABRA1 GABRB3 GRIK5		CHRNA5 CHRNB2 GRIK5		CHRNA3 GRIK3						CHRNA3 CHRNB2 GRIK5 GRIN1			CHRNB2 GRIK5 GRIN1					CHRNA3 GRIK5 GRIN1	GABRA1 GRIK3	GABRA1 GABRB3 GRIN1		CHRNB2 GABRB3 GRIK3					CHRNA3 CHRNA5							
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION														ARC DNM3																	CALY MX2	CALY DNM3 MX2	ARC MX2	ARC CALY MX2							ARC CALY MX2		ARC DNM3 MX2				CALY DNM3		ARC CALY MX2			CALY DNM3	ARC MX2	CALY MX2									ARC DNM3		
GO_POSTSYNAPTIC_SIGNAL_TRANSDUCTION					CHRNA3 CHRNB2 LY6H							CHRNB2 PRR7		CHRNA3 CHRNB2 LY6H	CHRNB2 PRR7																				CHRNA3 LY6H						CHRNA3 CHRNB2 PRR7		CHRNA3 PRR7	CHRNB2 LY6H					CHRNA3 PRR7		LY6H PRR7						CHRNB2 LY6H								
GO_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY																			GAP43 NRXN2															GAP43 NRXN2							GAP43 LRFN1 NRXN2			LRFN1 NRXN2										GAP43 NRXN2				LRFN1 NRXN2				GAP43 NRXN2			
GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT																																		PRR7 PSD							PRR7 PSD								PRR7 PSD			PRR7 PSD													
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GRIN1 LRFN1		ADCY1 CACNA1C EPHA4 GRIK5 PRRT2 RGS9	CHRNB2 CNIH2 LRRTM3 RGS9	ADCY1 ARC CHRNB2 PRRT2							CHRNB2 EFNB3 EPHA4 P2RX6 PRR7 RGS9	PRR7 PRRT2	ARC CACNG7 CHRNB2 CNIH2 EFNB3 EPHA4 GRIK5 LIN7A P2RX6 PRRT2	ADCY1 ARC CACNG7 CHRNB2 CNIH2 EFNB3 GRIK5 LIN7A LRRTM3 P2RX6 PRR7 RGS9		CACNA1C CHRNB2 EPHA4 PRRT2		ADCY1 CACNA1C CNIH2 EPHA4 GRIK5 LRRTM3 PRRT2						LRRTM3 P2RX6		ADCY1 CACNA1C EFNB3 LIN7A		LRRTM3 PRR7 PRRT2		CACNA1C CNIH2 EPHA4 GABRA1 GRIK5 LIN7A LRRTM3 P2RX6	ADCY1 CNIH2 EPHA4 LIN7A PRRT2 RGS9	ADCY1 ARC CACNG4 CHRNB2 CNIH2 GRIK5 LIN7A P2RX6 PRR7 PRRT2	ADCY1 ARC CACNA1C CACNG4 CNIH2 EFNB3 EPHA4 GABRA1 GRIK5 PRR7 PRRT2		ARC P2RX6 PRRT2	P2RX6 PRRT2	CACNA1C CACNG4 EFNB3 EPHA4 LRRTM3 P2RX6 RGS9		CACNG7 LRRTM3	ADCY1 ARC CHRNB2 EFNB3 EPHA4 GRIK5 GRIN1 LRFN1 P2RX6 PRR7 RGS9		ARC CNIH2 EFNB3 PRR7	ARC CHRNB2 CNIH2 EFNB3 GRIK5 GRIN1 LRFN1 P2RX6 RGS9	CNIH2 EPHA4 GABRA1	ADCY1 LIN7A RGS9			ARC CACNG4 CNIH2 EFNB3 EPHA4 GRIK5 GRIN1 LIN7A PRR7 PRRT2 RGS9	CACNG7 GABRA1 LRRTM3	CACNG7 CNIH2 EFNB3 EPHA4 GABRA1 GRIN1 PRR7	CACNA1C CACNG7 CNIH2 EFNB3 EPHA4 GRIK5 LIN7A PRR7 RGS9	ADCY1 ARC CHRNB2 LIN7A LRFN1 PRRT2 RGS9	ADCY1 CACNA1C GRIK5 LIN7A LRRTM3 P2RX6 PRRT2		EFNB3 EPHA4 P2RX6	ADCY1 CACNG4 CHRNB2 CNIH2 EPHA4 GRIK5 LRFN1 RGS9 SHISA9	ARC LRFN1 PRRT2			CACNA1C RGS9 SHISA9	ARC CNIH2 P2RX6 PRR7 RGS9	ARC EPHA4 PRRT2 RGS9 SHISA9		P2RX6 PRR7
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION																			GAP43 NRXN2																						GAP43 LRFN1 NRXN2			LRFN1 NRXN2										GAP43 NRXN2				LRFN1 NRXN2				GAP43 NRXN2			
GO_POST_EMBRYONIC_DEVELOPMENT																						MFAP2 SCUBE1	MFAP2 SCUBE1														MFAP2 SCUBE1																												
GO_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																																	APOA1 CHGB FBN1 FBXL16 GAN SCG2 SCG3 SERPINA10 VGF WSB1																																
GO_POTASSIUM_CHANNEL_ACTIVITY			ABCC8 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3	ABCC8 GRIK3 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17	ABCC8 KCNAB2 KCNH2 KCNJ11								ABCC8 KCNH2 KCNN3	ABCC8 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3	ABCC8 GRIK3 GRIK5 KCNH2 KCNH3 KCNH6 KCNK16 SNAP25	GRIK5 KCNAB2 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3 SNAP25	KCNH8 KCNMB2 KCNMB3 KCNN3		ABCC8 GRIK5 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 SNAP25							KCNA6 KCNK17 KCNMB3 SNAP25	KCNH7 KCNJ3 KCNJ6 KCNK3 SNAP25	KCNMA1 KCNMB3	KCNK3 KCNMA1 KCNMB2		ABCC8 GRIK5 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 SNAP25	ABCC8 KCNH8 KCNK3 KCNMA1 KCNMB3 SNAP25	GRIK5 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3 SNAP25	GRIK5 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 SNAP25	GRIK3 KCNA6	ABCC8 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1	KCNAB2 KCNB2 KCNH7 KCNK3	ABCC8 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 SNAP25	KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3		GRIK5 KCNAB2 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3 SNAP25	KCNH7 KCNMA1 KCNMB2 KCNN3 SNAP25	KCNJ11 KCNJ6 SNAP25	GRIK5 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 SNAP25	KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3	KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3	KCNH3 KCNK16 KCNK17 KCNMB3		GRIK5 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 SNAP25	GRIK3 KCNA6	KCNH8 KCNMA1 KCNMB2 KCNN3	ABCC8 GRIK5 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2	GRIK3 KCNAB2 KCNH2 KCNH8 KCNJ6 KCNK3	GRIK5 KCNB2 KCNJ2 KCNJ3 KCNJ6 KCNK17			ABCC9 GRIK5 KCNAB2 KCNH7 KCNH8 KCNJ2 KCNMB2	ABCC8 KCNAB2		ABCC9 KCNN3	ABCC9 KCNH7 KCNMB2	ABCC9 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3	ABCC8 ABCC9 KCNB2 KCNH8 KCNJ2 KCNMB3		KCNH2 KCNN3
GO_POTASSIUM_CHANNEL_COMPLEX			ABCC8 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNMB3	ABCC8 GRIK3 KCNA6 KCNB2 KCNJ11 KCNJ2 KCNJ6	ABCC8 KCNAB2 KCNH2 KCNJ11								ABCC8 KCNH2	ABCC8 GRIK5 KCNAB2 KCNB2 KCNH2 KCNJ2 KCNJ6 KCNMA1 KCNMB2 KCNMB3	ABCC8 DPP10 GRIK3 GRIK5 KCNH2 SNAP25 STX1A	DPP10 GRIK5 KCNAB2 KCNJ2 KCNJ6 KCNMB3 SNAP25 STX1A	KCNMB2 KCNMB3		ABCC8 DPP10 GRIK5 KCNJ6 KCNMA1 KCNMB2 SNAP25 STX1A							DPP10 KCNA6 KCNMB3 SNAP25	KCNJ3 KCNJ6 SNAP25	KCNMA1 KCNMB3	KCNMA1 KCNMB2		ABCC8 DPP10 GRIK5 KCNJ2 KCNJ3 KCNMA1 KCNMB2 SNAP25 STX1A	ABCC8 DPP10 KCNMA1 KCNMB3 SNAP25	DPP10 GRIK5 KCNB2 KCNJ11 KCNJ2 KCNJ3 KCNMB2 KCNMB3 SNAP25	GRIK5 KCNA6 KCNAB2 KCNB2 KCNH2 KCNJ11 KCNJ2 KCNJ3 KCNMA1 KCNMB2 SNAP25 STX1A	GRIK3 KCNA6	ABCC8 KCNAB2 KCNB2 KCNH2 KCNJ11 KCNMA1	KCNAB2 KCNB2	ABCC8 DPP10 KCNH2 KCNJ6 KCNMA1 KCNMB2 SNAP25 STX1A	KCNH2 KCNMA1		GRIK5 KCNAB2 KCNB2 KCNJ2 SNAP25 STX1A	DPP10 KCNMA1 KCNMB2 SNAP25	KCNJ11 KCNJ6 SNAP25	DPP10 GRIK5 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 SNAP25		DPP10 KCNAB2 KCNJ3 KCNJ6 KCNMB2 KCNMB3	DPP10 KCNMB3		GRIK5 KCNH2 KCNJ11 SNAP25	GRIK3 KCNA6	KCNMA1 KCNMB2 STX1A	ABCC8 GRIK5 KCNJ11 KCNJ2 KCNJ6 KCNMB2	GRIK3 KCNAB2 KCNH2 KCNJ6	DPP10 GRIK5 KCNB2 KCNJ2 KCNJ3 KCNJ6			ABCC9 GRIK5 KCNAB2 KCNJ2 KCNMB2 STX1A	ABCC8 KCNAB2			ABCC9 KCNMB2	ABCC9 KCNJ11 KCNJ2	ABCC8 ABCC9 KCNB2 KCNJ2 KCNMB3		
GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY			KCNAB2 KCNMB3		KCNAB2 WNK2									KCNAB2 KCNMB2 KCNMB3 WNK3		DPP10 KCNAB2 KCNMB3 WNK2	KCNMB2 KCNMB3 WNK2	DPP10 WNK2	DPP10 KCNMB2 WNK2							DPP10 KCNMB3 WNK2						DPP10 KCNMB3	DPP10 KCNMB2 KCNMB3 WNK2	KCNAB2 KCNMB2 WNK2								DPP10 KCNMB2		DPP10 KCNMB2		DPP10 KCNAB2 KCNMB2 KCNMB3 WNK2	DPP10 KCNMB3 WNK2						KCNAB2 WNK2				ABCC9 KCNAB2 KCNMB2 WNK2	KCNAB2 WNK2			ABCC9 KCNMB2		ABCC9 KCNMB3 WNK3		
GO_POTASSIUM_ION_HOMEOSTASIS														KCNH2 KCNJ2 KCNMA1	ATP1A3 KCNH2				ATP1A3 KCNMA1									KCNMA1 SLC12A5			KCNJ2 KCNMA1		KCNJ2 SLC12A5	ATP1A3 KCNH2 KCNJ2 KCNMA1 SLC12A5		KCNH2 KCNMA1		ATP1A3 KCNH2 KCNMA1	KCNH2 KCNMA1		ATP1A3 KCNJ2 SLC12A5			ATP1A3 KCNJ2 KCNMA1 SLC12A5	ATP1A3 KCNJ2 KCNMA1 SLC12A5				ATP1A3 KCNH2 SLC12A5		ATP1A3 KCNMA1	ATP1A3 KCNJ2					ATP1A3 KCNJ2					KCNJ2 SLC12A5	KCNJ2 SLC12A5		
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE				KCNJ11 KCNJ2 KCNJ6 WNK2	KCNH2 KCNJ11 WNK2									KCNH2 KCNJ2 KCNJ6 WNK3	ATP1A3 KCNH2 WNK2	KCNJ2 KCNJ6 WNK2			ATP1A3 KCNJ6 WNK2								KCNJ3 KCNJ6						KCNJ11 KCNJ2 KCNJ3 SLC12A5 WNK2	ATP1A3 KCNH2 KCNJ11 KCNJ2 KCNJ3 SLC12A5 WNK2		KCNH2 KCNJ11		ATP1A3 KCNH2 KCNJ6			ATP1A3 KCNJ2 SLC12A5 WNK3		KCNJ11 KCNJ6 SLC12A5	ATP1A3 KCNJ11 KCNJ2 KCNJ3 KCNJ6 SLC12A5	ATP1A3 KCNJ2 SLC12A5 WNK2	KCNJ3 KCNJ6 WNK2			ATP1A3 KCNH2 KCNJ11 SLC12A5 WNK2			ATP1A3 KCNJ11 KCNJ2 KCNJ6 WNK2	KCNH2 KCNJ6 WNK2	KCNJ2 KCNJ3 KCNJ6 WNK3			ABCC9 ATP1A3 KCNJ2 WNK2	ATP1A3 WNK2			ABCC9 ATP1A3	ABCC9 KCNJ11 KCNJ2 SLC12A5	ABCC9 KCNJ2 SLC12A5 WNK3		
GO_POTASSIUM_ION_LEAK_CHANNEL_ACTIVITY														KCNK16 KCNK17																			KCNK16 KCNK17 KCNK3	KCNK16 KCNK17 KCNK3		KCNK17 KCNK3			KCNK17 KCNK3								KCNK16 KCNK17																		
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			ABCC8 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3	ABCC8 GRIK3 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17	ABCC8 KCNAB2 KCNH2 KCNJ11								ABCC8 KCNH2 KCNN3	ABCC8 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3	ABCC8 ATP1A3 GRIK3 GRIK5 KCNH2 KCNH3 KCNH6 KCNK16 SNAP25	GRIK5 KCNAB2 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3 SNAP25	KCNH8 KCNMB2 KCNMB3 KCNN3		ABCC8 ATP1A3 GRIK5 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 SNAP25							KCNA6 KCNK17 KCNMB3 SNAP25	KCNH7 KCNJ3 KCNJ6 KCNK3 SNAP25	KCNMA1 KCNMB3 SLC12A5	KCNK3 KCNMA1 KCNMB2		ABCC8 GRIK5 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 SNAP25	ABCC8 KCNH8 KCNK3 KCNMA1 KCNMB3 SNAP25	GRIK5 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3 SLC12A5 SNAP25	ATP1A3 GRIK5 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 SLC12A5 SNAP25	GRIK3 KCNA6	ABCC8 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1	KCNAB2 KCNB2 KCNH7 KCNK3	ABCC8 ATP1A3 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 SNAP25	KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3		ATP1A3 GRIK5 KCNAB2 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3 SLC12A5 SNAP25	KCNH7 KCNMA1 KCNMB2 KCNN3 SNAP25	KCNJ11 KCNJ6 SLC12A5 SNAP25	ATP1A3 GRIK5 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 SLC12A5 SNAP25	ATP1A3 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3 SLC12A5	KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3	KCNH3 KCNK16 KCNK17 KCNMB3		ATP1A3 GRIK5 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 SLC12A5 SNAP25		ATP1A3 KCNH8 KCNMA1 KCNMB2 KCNN3	ABCC8 ATP1A3 GRIK5 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2	GRIK3 KCNAB2 KCNH2 KCNH8 KCNJ6 KCNK3	GRIK5 KCNB2 KCNJ2 KCNJ3 KCNJ6 KCNK17		ATP1A3 KCNH8	ABCC9 ATP1A3 GRIK5 KCNAB2 KCNH7 KCNH8 KCNJ2 KCNMB2	ABCC8 ATP1A3 KCNAB2		ABCC9 KCNN3	ABCC9 ATP1A3 KCNH7 KCNMB2	ABCC9 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 SLC12A5	ABCC8 ABCC9 KCNB2 KCNH8 KCNJ2 KCNMB3 SLC12A5		KCNH2 KCNN3
