	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_NEURON_PROJECTION_CYTOPLASM					AP3B2 MAP2			DST KIF5A MAP1A																								DST KIF1A						KIF5A MAP1A MAP2 UCHL1							GRIK3 UCHL1				
GO_NEURON_PROJECTION_GUIDANCE	CELSR3 SPTBN4	GAP43 GFRA3 TUBB2B TUBB3						DOK6 ETV1 GFRA1 GFRA3 KIF5A LGR6 PAX6 PLXNC1 RET SCN1B	CRMP1 EPHA4 GAP43 GFRA1 LGR6 VSTM2L													EFNB3 GFRA3 LGR6 PAX6 TMEFF1						DOK6 DPYSL4 SCN1B TUBB3 VSTM2L		BOC CSF1R SEMA6B TUBB2B								BOC DOK6 EFNB3 ETV1 GAP43 ISL1 KIF5A LMX1A NFASC RET SCN1B SPTBN4 TUBB2B			DPYSL4 GAP43 RET					KIF5A TUBB2B TUBB3	CSF1R SPTBN4 TUBB3	EFNB3 RET SCN1B TMEFF1	
GO_NEURON_PROJECTION_MAINTENANCE																																						ATP1A3 MAP1A											
GO_NEURON_PROJECTION_MEMBRANE																																ADORA2A DDN										ADORA2A GABRA1 MPP2						DDN KCNJ11 MPP2	
GO_NEURON_PROJECTION_ORGANIZATION				ATP1A3 DNM3	ARC DNM3				ARC ATP1A3 EPHA4																																								
GO_NEURON_PROJECTION_REGENERATION		GAP43 SPP1					RTN4RL1 SPP1	JAM3 MAP1B	EPHA4 GAP43								JAM3 NREP RTN4RL1				APOA1 ISL1							APOA1 NREP SPP1										GAP43 ISL1 JAM3 MAP1B SPP1				ISL1 JAM3							
GO_NEURON_PROJECTION_TERMINUS		PRKCG SLC18A1 SLC8A1 UCN3						BSN CPLX2 PRKCG PTPRN SLC8A1 SYP UCN3	EPHA4 UCN3 UNC13A											CPLX1 KCNAB2	KCNAB2 SYP UCN3				NCS1 SLC18A1		GRIN1 PRRT2					GRIK5 KCNAB2 PRRT2						BSN CPLX2 GRIK5 NTS SCGN SLC18A1 SYP UCHL1 UCN3				GCH1 PRRT2 PTPRN UCHL1			ATCAY GRIK3 KCNA6 UCHL1	GCH1 KCNA6 SLC8A1	CPLX2 GRIK5 NCS1 SYP	GRIN1 SCGN SYP	
GO_NEURON_RECOGNITION									EPHA4 GAP43 VSTM2L																																								
GO_NEURON_SPINE	DNM3 KCNJ2	KCNJ2 MPP2 MX2 SEZ6 SLC8A1		DNM3 KCNJ2 RGS14	APBB1 ARC CNIH2 DNM3 PSD			FRMPD4 KCNJ2 MAP1B PSD SLC8A1				MX2 P2RX6				MX2 PRRT2				LZTS1 MPP2	FRMPD4 P2RX6 PALMD				DNM3 KCNJ2		ARC GRIN1 PRRT2						LZTS1 PALMD		DNM3 P2RX6	ARC MX2 PRRT2		APBB1 CNIH2 FRMPD4 MAP1B MPP2 PALMD PSD RGS14 SEZ6	MPP2 PALMD			ARC MPP2 P2RX6 PRRT2 RGS14 SEZ6				MX2 PALMD SLC8A1		APBB1 CNIH2 GRIN1 LZTS1 MPP2 P2RX6 SEZ6	
GO_NEURON_TO_NEURON_SYNAPSE	DNM3 PRKCG	GAP43 MPP2 MX2 PRKCG SLC8A1 STX1A SYN1	ADCY1 KCNAB2 SAMD14	ATP1A3 DNM3 RGS14	ARC CACNA1C CNIH2 DNM3 LIN7A LRFN1 MAP2 PSD RAPGEF4 SYN1			BSN CACNA1C FRMPD4 MAP1B PRKCG PSD SAMD14 SLC8A1	ADCY1 ARC ATP1A3 BAALC EPHA4 GAP43 RGS9	DNM3 SHISA9	ADCY1 CHRNA3 STX1A	KCNAB2 MX2 P2RX6 PRR7			ADCY1 ARC PRKCG SHISA9 STX1A	MAPK8IP2 MX2 PRRT2			BAALC CACNA1C RGS14	KCNAB2 LZTS1 MPP2	ATP1A3 FRMPD4 KCNAB2 P2RX6 STX1A SYN1				DNM3 NCS1		ARC GRIN1 PRRT2		PRR7 RAPGEF4	ADCY1 LZTS1		ADORA2A BAALC GRIK5 KCNAB2 LIN7A PRRT2			DNM3 P2RX6	ADCY1 ARC CACNG4 MX2 PRRT2 RAPGEF4 RGS9	FABP5 PRRT2 SYN1	ATP1A3 BAALC BSN CACNA1C CACNG7 CNIH2 EFNB3 FABP5 FRMPD4 GAP43 GRIK5 LRRTM3 MAP1B MAP2 MPP2 PSD RGS14 SAMD14 STX1A				ADORA2A ARC BAALC CACNA1C MPP2 P2RX6 PRR7 PRRT2 RGS14 SYN1					ATP1A3 GRIK5 NCS1	CNIH2 EFNB3 GRIN1 LRFN1 LZTS1 MPP2 P2RX6 PRR7	
GO_NEUROPEPTIDE_HORMONE_ACTIVITY																												PYY VGF										NTS PYY VGF											
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY									BRS3 SSTR5																																							BRS3 SSTR5	
GO_NEUROPEPTIDE_RECEPTOR_BINDING																																						GNAO1 NTS UCN3											
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	NPY SSTR3			NPPB SSTR5					PYY SSTR5								CPE SCG5 SSTR1 TAC3				PTGDR2 PYY																SCG5 SSTR5	NPW NTS PCSK1N PYY SCG5 TAC3	PYY SCG5			CPE SCG5 TAC3				CPE NPPB PCSK1N SCG5	CPE NPPB SSTR3	NPW SSTR5 TAC3	
GO_NEUROTRANSMITTER_BINDING											CHRNA3 CHRNB2																																						
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY									CHRNA5 GABRB3		CHRNA3 CHRNA5 CHRNB2																					GABRP GRIK5						CHRNA5 GABRA1 GABRP GRIK5											
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL									CHRNA5 GABRB3		CHRNA3 CHRNA5 CHRNB2																											CHRNA5 GABRA1 GRIK5											
GO_NEUROTRANSMITTER_RECEPTOR_COMPLEX																																						CACNG7 CNIH2 GRIK5										CNIH2 CPT1C GRIN1	
GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION		MX2 SNAP25			ARC DNM3 SNAP25												CALY MX2										ARC CALY									ARC CACNG4 MX2		CACNG7 SNAP25				ARC CALY							
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE																																						CACNG7 GPC6											
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT		MX2 SNAP25			ARC DNM3 SNAP25			CALY KIF5A									CALY MX2										ARC CALY									ARC CACNG4 CPLX1 MX2		CACNG7 KIF5A SNAP25				ARC CALY				KIF5A MX2			
GO_NEUROTRANSMITTER_SECRETION	CHRNB2 PRKCG SV2A	PRKCG SNAP25 STX1A SYN1 SYT2	ADCY1 CADPS		BAIAP3 BRSK1 LIN7A NRXN2 SNAP25 SYN1 SYP			BAIAP3 CACNB2 CHRNA5 CPLX2 NRXN2 PRKCG STXBP5L SV2A SYP SYT2	ADCY1 CHRNA5 NRXN2 UNC13A		ADCY1 CHRNA3 CHRNA5 CHRNB2 STX1A STXBP5L				ADCY1 PRKCG STX1A STXBP5L SYT5		ADORA2A BRSK1 CHRNA5		NRXN2 SNAP25		STX1A SYN1 SYP		CADPS SYT2				PRRT2 SV2A			ADCY1 CADPS		ADORA2A BRSK1 GRIK5 LIN7A PRRT2 SNAP25	CPLX1 SV2A			ADCY1 CPLX1 NRXN2 PRRT2	PRRT2 SYN1	BAIAP3 BRSK1 CHRNA5 CPLX2 GRIK5 NRXN2 SNAP25 STX1A STXBP5L SV2A SYP		STXBP5L SYP SYT5		ADORA2A BAIAP3 BRSK1 NRXN2 PRRT2 SYN1 SYT2					CPLX2 GRIK5 NCS1 SYP		
GO_NEUROTRANSMITTER_TRANSPORT	CHRNB2 PRKCG SV2A	PRKCG SLC18A1 SNAP25 STX1A SV2B SYN1 SYT2	ADCY1 CADPS	NRXN2 SV2B	BAIAP3 BRSK1 LIN7A NRXN2 SNAP25 SYN1 SYP			BAIAP3 CACNB2 CHRNA5 CPLX2 NRXN2 PRKCG SLC6A17 STXBP5L SV2A SV2B SYP SYT2	ADCY1 CHRNA5 DDC NRXN2 UNC13A		ADCY1 CHRNA3 CHRNA5 CHRNB2 SLC18A1 STX1A STXBP5L				ADCY1 PRKCG STX1A STXBP5L SYT5		ADORA2A BRSK1 CHRNA5				STX1A SV2B SYN1 SYP				NCS1 SLC18A1		PRRT2 SV2A			ADCY1 CADPS		ADORA2A BRSK1 GRIK5 LIN7A PRRT2 SNAP25	CPLX1 DDC SV2A			ADCY1 CPLX1 NRXN2 PRRT2 SV2B	DDC PRRT2 SYN1	BAIAP3 BRSK1 CHRNA5 CPLX2 GRIK5 NRXN2 SLC18A1 SNAP25 STX1A STXBP5L SV2A SV2B SYP		STXBP5L SYP SYT5		ADORA2A BAIAP3 BRSK1 DDC NRXN2 PRRT2 SYN1 SYT2					CPLX2 GRIK5 NCS1 SYP		
GO_NEUROTRANSMITTER_UPTAKE		SLC18A1 SNAP25																																				SLC18A1 SNAP25											
GO_NEUTRAL_AMINO_ACID_TRANSPORT								RGS4 SLC6A17																																									
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS																	FABP5 LIPC				APOA1 LIPC							APOA1 APOC3									FABP5 LIPC												
GO_NEUTRAL_LIPID_METABOLIC_PROCESS																	FABP5 LIPC											APOA1 APOC3									FABP5 LIPC												
GO_NEUTROPHIL_CHEMOTAXIS							DPEP1 MDK	CCL19 DPEP1 JAM3 MPP1									CCL19 JAM3											CCL19 MPP1										CCL19 DPEP1 JAM3 MDK MPP1 THBS4				DPEP1 JAM3 MDK							
GO_NEUTROPHIL_EXTRAVASATION							FUT7 MDK																													FUT7 MDK												FUT7 MDK	
GO_NEUTROPHIL_MIGRATION							DPEP1 FUT7 MDK	CCL19 DPEP1 JAM3 MPP1									CCL19 JAM3											CCL19 MPP1										CCL19 DPEP1 JAM3 MDK MPP1 THBS4				DPEP1 JAM3 MDK						FUT7 MDK MPP1	
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION																																										AGT NEUROD1							
GO_NODE_OF_RANVIER																																						NFASC SCN1B SPTBN4											
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	CELSR3 PARD6A																GNG2 PARD6A					NKD1 RNF213	NKD1 SFRP1																GPC6 NKD1 PARD6A								DACT1 NKD1		
GO_NON_MOTILE_CILIUM							CEP290 SSTR3	CEP290 CERKL IMPG1 MAP1B SSTR3 STRC																																									
GO_NOREPINEPHRINE_METABOLIC_PROCESS																																					AKR1B1 INSM1												
GO_NOREPINEPHRINE_SECRETION																																						AGT STX1A				ADORA2A AGT							
GO_NOREPINEPHRINE_TRANSPORT																																						AGT STX1A				ADORA2A AGT							
GO_NUCLEAR_ENVELOPE				DST GCH1 TRPC7								CLGN MX2 P2RX6																																					
GO_NUCLEAR_MATRIX																						RUNX1T1 SPARC																											
GO_NUCLEAR_MIGRATION																																					HOOK3 SYNE2					HOOK3 SYNE2							
GO_NUCLEAR_PERIPHERY																						RUNX1T1 SPARC																											
GO_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX																																																MAD2L2 UBE2S	
GO_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY																																																AK5 MPP1	
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS																												ACOT7 PDE2A								ACOT7 PDE8B													
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS			ACOT7 ADCY1 CBFA2T3 NPPB																																											ACOT7 AK5 GCK NPPB TTR			
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS																					ACOT7 ELOVL4																												
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS																												ACOT7 SULT2A1																					
GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS																																														AK5 GCK			
GO_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY																																																AK5 MPP1	
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS																																																AK5 MPP1	
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS			ACOT7 ADCY1 NPPB																		ACOT7 ADCY2 ELOVL4 NNMT									ADCY1 NNMT																ACOT7 AK5 NPPB			
GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS																												ACOT7 PDE2A								ACOT7 PDE8B													
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY								AGAP11 RGS11 RGS16 RGS4 RUNDC3A STXBP5L TBC1D8B USP6							SGSM1 STXBP5L																													RGS16 RGS4					TBC1D3C TBC1D3H
GO_NUCLEOTIDE_PHOSPHORYLATION																																														AK5 GCK			
GO_NUCLEUS_LOCALIZATION																																					HOOK3 SYNE2					HOOK3 SYNE2							
GO_N_ACYLTRANSFERASE_ACTIVITY																																														ALAS2 GLYATL3			
GO_OLIGODENDROCYTE_DIFFERENTIATION																															MDK TP73					ID4 MDK													
GO_OLIGOSACCHARIDE_METABOLIC_PROCESS								ST6GALNAC5 ST8SIA3																																									
GO_OMEGA_PEPTIDASE_ACTIVITY																																													UCHL1 USP41				
GO_OOGENESIS																																																MDK NPM2	
GO_OPIOID_RECEPTOR_SIGNALING_PATHWAY								OGFRL1 SYP																														OGFRL1 SYP											
GO_ORGANELLE_ASSEMBLY																											CCDC39 DNAJB13 GOLGA8B MDN1												CEP290 FOXJ1 GOLGA8B LCP1 LRRC49 MDN1 SYNE2		CCDC28B GAP43 TMOD1								
GO_ORGANELLE_FUSION		SNAP25 STX1A																														GRIK5 PRRT2 SNAP25						CPLX2 GRIK5 SNAP25 STX1A									CPLX2 GRIK5		
GO_ORGANELLE_LOCALIZATION		BRSK2 MX2 SNAP25 STX1A SYN1			AP3B2 BRSK1 BRSK2 CNIH2 DNM3 LIN7A MAP2 MAP6 SNAP25 SYN1 TPGS1										AP3B2 CHGA MAP6 STX1A																	BRSK1 KIF1A LIN7A NDRG4 SNAP25						BRSK1 CHGA CNIH2 CPLX2 KIF5A MAP1B MAP2 MAP6 NDRG4 RAB3C SNAP25 STX1A TPGS1 TUBA1A UCHL1				BRSK1 CEP290 HOOK3 MAP6 NDRG4 SYN1 SYNE2 UCHL1							
GO_ORGANELLE_MEMBRANE_FUSION		SNAP25 STX1A																														GRIK5 PRRT2 SNAP25				CPLX1 PRRT2		CPLX2 GRIK5 SNAP25 STX1A									CPLX2 GRIK5		
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE					AP3B2 CNIH2 MAP2																																	CNIH2 KIF5A MAP1B MAP2 UCHL1											
GO_ORGANIC_ACID_BINDING										DDC VCAN																		ALAS2 DDC ST8SIA3																					
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS										GCH1 GIP VCAN						ACOT7 NAT8L	ACOT7 FABP5 GCH1 LIPC				ACOT7 APOA1 ELOVL4 GIP LIPC							ACOT7 APOA1 APOC3					ACOT7 LIPC													ACOT7 GCH1 LIPC			
GO_ORGANIC_ACID_METABOLIC_PROCESS										DDC GCH1 GIP VCAN																																				ACOT7 DDC GCH1 GCK LIPC SPOCK3			
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT																			AGT RGS4																														
GO_ORGANIC_ACID_TRANSPORT								AGT AVPR1B RGS4 SLC16A12 SLC26A7 SLC6A17 SV2A							SLC38A3 STX1A		ADORA2A FABP5 SLC38A3		AGT RGS4 SNAP25	CPLX1 SLC26A7													CPLX1 SV2A					AGT CES1 FABP5 RGS4 SLC16A12 SNAP25 STX1A SV2A						AVPR1B CES1 RGS4					
GO_ORGANIC_ANION_TRANSPORT								AGT APOC3 AVPR1B RGS4 SLC16A12 SLC26A7 SLC6A17 SV2A XKR7																				ACE APOA1 APOC3 SLC38A3					CPLX1 SV2A											AVPR1B CES1 RGS4					
GO_ORGANIC_CATION_TRANSPORT											CHRNA3 SLC18A1																																						
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS																												ACOT7 EXOSC4 PDE2A SPP1 SULT2A1																					
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS				GCH1 PNPO						DDC GCH1															APOA1 TPH1			APOA1 DDC PNPO	AKR1B1 PNPO QDPR								AKR1B1 DDC INSM1					AKR1B1 AVPR1B DDC GCH1 QDPR		AVPR1B CES1					
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS											CHRNB2 SULT2A1 TTR														APOA1 TPH1 TTR			APOA1 DDC PNPO SULT2A1	AKR1B1 PNPO QDPR TTR								AKR1B1 DDC INSM1 LIPC									DDC GCH1 LIPC TTR			
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT		SLC18A1 SPP1 STX1A SYT2									CHRNB2 SLC18A1 STX1A				CHGA STX1A SYT5										APOA1 SLC18A1			APOA1 APOC3 ENPP7 SPP1										AGT CES1 CHGA LIPC SLC18A1 SPP1 STX1A		SYT5 TAC1		ADORA2A AGT GHRL LIPC SYT2		CES1 TAC1					
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS																												ACOT7 ALAS2 APOA1 CCL19 CHST10 DDC ENPP7 PNPO ST8SIA3																					
GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS															BLMH FBXL16 NAALADL1 PRKCG UBE2S														ENPP7 GPC6 QDPR UBE2S																				
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS				GCH1 NPPB PNPO																																										ACOT7 AK5 GCH1 NPPB			
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS																	ACOT7 LIPC											ACOT7 ENPP7 PDE2A					ACOT7 LIPC			ACOT7 ENPP7 PDE8B										ACOT7 LIPC			
GO_ORGANOPHOSPHATE_ESTER_TRANSPORT																												APOA1 APOC3																					
GO_ORGANOPHOSPHATE_METABOLIC_PROCESS			ACOT7 ADCY1 CBFA2T3 NPPB TTC7B														ACOT7 CCL19 CSF1R FABP5 GCH1 KHK LIPC NNMT				ACOT7 ADCY2 APOA1 ELOVL4 KHK LIPC MPP1 NNMT TTC7B							ACOT7 APOA1 CCL19 ENPP7 KHK MPP1 PDE2A PNPO SULT2A1																		ACOT7 AK5 GCH1 GCK LIPC NPPB			
GO_ORGAN_GROWTH																			AGT RGS4		ANXA6 DLL1 RGS4		DLL1 TP73								DLL1 PLAG1 RGS4 TP73													RGS4 TP73	AGT ARX				
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE																	DEFB1 FFAR2																																
GO_OVARIAN_FOLLICLE_DEVELOPMENT																																																PCYT1B VGF	
GO_OVULATION_CYCLE																																										MDK PTPRN							
GO_OXIDOREDUCTASE_ACTIVITY																													AKR1B1 PNPO QDPR																				
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS																							AKR1B1 DHRS2											AKR1B1 KCNAB2					AKR1B1 KCNAB2										
GO_O_GLYCAN_PROCESSING					MUC2 MUC5B									MUC16 MUC5AC													MUC17 MUC5B																					MUC17 MUC3A MUC5B	MUC2 MUC3A
GO_PALLIUM_DEVELOPMENT					CDK5R2 ID4 SCT		MDK SYNE2															NPY PAX6 SCT SYNE2										CDK5R2 NPY					SCT SYNE2					CDK5R2 ID4 MDK NEUROD1 SCT SYNE2			ARX ASCL1				
GO_PANCREAS_DEVELOPMENT								CCDC39 GIP PAX6	CCDC39 IGF2 INSM1		GIP PAX6										DLL1 GIP ISL1	CCDC39 PAX6															CCDC39 INSM1					ISL1 NEUROD1 RFX6							
GO_PANCREATIC_A_CELL_DIFFERENTIATION																																										NEUROD1 RFX6							
GO_PANCREATIC_JUICE_SECRETION					SCT WNK3																																												
GO_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE																					KCNJ3 P2RX6																											CADM3 P2RX6	
GO_PARANODAL_JUNCTION								AKR1B1 JAM3																														AKR1B1 JAM3 NFASC				AKR1B1 JAM3							
GO_PARANODAL_JUNCTION_ASSEMBLY																																						ANK2 NFASC											
GO_PARANODE_REGION_OF_AXON																																						NFASC SPTBN4											
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		ANXA6 KCNB2 KCNJ2 KCNK17 SNAP25 TRPM2	ANXA6 GABRP KCNAB2 KCNMB2 SCN1B	KCNB2 KCNH7 KCNJ2 KCNK17 TRPC7 TRPM2	CACNA1C CACNG6 CNGA3 KCNH8 KCNJ11 KCNN3 SNAP25		CACNG6 KCNH7 KCNJ3 TRPC6 TRPC7	ASIC4 CACNA1C CACNB2 CACNB4 CHRNA5 CNGA3 KCNB2 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMB3 SCN1B SCN3B SLC26A7 TRPC6	CHRNA5 GABRB3 KCNK3 TRPC6 TRPM2		CHRNA3 CHRNA5 CHRNB2 KCNMB3	CLCN4 GABRA1 KCNAB2 P2RX6					CACNG6 CHRNA5 KCNH3 KCNH6		CACNA1C KCNJ3 SNAP25 TRPM2	CACNB4 KCNAB2 KCNMB3 SLC26A7 TRPC6	ANXA6 CACNB4 KCNAB2 KCNJ3 KCNK17 P2RX6				CACNG6 KCNJ2 KCNK17 NCS1 SCN3B TRPC7	GABRP KCNJ3 KCNMB3				CACNA1H KCNH6 KCNK3		GABRP GRIK5 KCNAB2 SNAP25	ANXA6 KCNH3	KCNAB2 KCNH7		CACNA2D1 CACNG4 KCNB2 KCNH7 KCNK16 KCNK17		ABCC8 ANXA6 ASIC4 CACNA1A CACNA1C CACNB4 CACNG7 CHRNA5 GABRA1 GABRP GRIK5 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3 SCN1B SNAP25				ASIC4 CACNA1C CACNB4 CNGA3 GABRA1 KCNH2 KCNJ6 KCNK3 P2RX6 TRPC7			CACNA1B GRIK3 KCNA6		ANXA6 GRIK5 NCS1	ANXA6 GRIN1 KCNH2 KCNJ11 P2RX6 SCN1B SCN3B	
GO_PATTERN_SPECIFICATION_PROCESS									ARC CCDC39 HEY1 LEFTY1 NKD1												CFC1 DLL1 ISL1 LEFTY1 PBX3	CCDC39 DNAH11 NKD1 PAX6	DCHS1 DLL1 FOXJ1 NKD1 SFRP1													ARC DNAH11 HES4 HEY1 LEFTY1 LMX1B				ISL1 LEFTY1		ARC DCHS1 DSCAML1 HES6 ISL1 NDRG4 NEUROD1							
GO_PDZ_DOMAIN_BINDING										MUC17 SHISA9																																	GRIK5 MUC17				GRIK5 NKD1		
GO_PEPTIDASE_ACTIVITY						ADAMTSL2 SEC11C USP6		ADAMTSL2 CPE DPEP1 F10 MYSM1 PCSK2 SFRP1 TMPRSS6 USP41 USP6				CELA3A CELA3B KLK12 MMP11			BLMH NAALADL1 PLGLB2						ADAMTSL1 AEBP1 BLMH CPB1 F10 MEP1B MMP11 NAALADL1 PAPPA2 PCSK2 USP41 USP6		CELA3B GGT5 KLK12 PGA3 SFRP1						CELA3A CELA3B KLK12		AEBP1 CELA3B CPA1 KLK12 MMP2 PLGLB2				GGT5 PGA3	ADAM12 CPA1 CPE DPP10 MMP11 MMP2 NAALADL1 PGA4		ADAM12 ADAMTSL1 BLMH CPA1 CPB1 DPEP1 DPP10 ECE2 MEP1B PAPPA2 PCSK1 PCSK2 PGA3 PGA5 SEC11C TMPRSS6 UCHL1 USP41		ADAMTS2 MEP1B		ADAMTSL2 CPA1 CPE DPEP1 F10 GGT5 MMP2 NAALADL1 PCSK1 PCSK2 PGA3 PGA4 SEC11C TMPRSS6 UCHL1	F10 NAALADL1 USP6		ADAMTS2 DPP10 UCHL1 USP41			BLMH CPA1 ECE2 KLK12 PGA4 SEC11C USP41	
GO_PEPTIDASE_REGULATOR_ACTIVITY																			AGT SERPINA10 SPOCK3																										AGT BST2 PCSK1N				
GO_PEPTIDE_BINDING				ATP1A3 SSTR5																			NKTR PEX5L TMEM158				GRIN1 SSTR1																		ATP1A3 CACNA1B MAPK8IP2				
GO_PEPTIDE_CATABOLIC_PROCESS																																										DPEP1 GGT5 NAALADL1							
GO_PEPTIDE_CROSS_LINKING																																										BGN SPOCK3							
GO_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN																																										BGN SPOCK3							
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING																																						GNAO1 UCN3											
GO_PEPTIDE_HORMONE_SECRETION		BRSK2 SLC30A8 SNAP25 SSTR5 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SCT SNAP25			BAIAP3 CACNA1C CPE GIP PTPRN SFRP1 SLC30A8 STXBP5L UCN3	FFAR2 SSTR5 UCN3	GHRL GIP	GIP STX1A STXBP5L				CHGA STX1A STXBP5L				CACNA1C PTPRN SNAP25		GIP ISL1 SLC30A8 STX1A UCN3	CACNA1C CHGA PTPRN SCT SLC30A8					KCNJ11 VGF											ABCC8 BAIAP3 CACNA1A CACNA1C CHGA FFAR1 GIP ISL1 SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		BAIAP3 CACNA1C CPE GHRL ISL1 NEUROD1 PTPRN RFX6 SCT VGF		SCT VGF		CPE FFAR2 GCK			
GO_PEPTIDE_RECEPTOR_ACTIVITY																											CCR6 OGFRL1 SSTR1										OGFRL1 SSTR5												
GO_PEPTIDE_SECRETION		BRSK2 SLC30A8 SNAP25 SSTR5 STX1A UCN3			APBB1 BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SCT SNAP25			AGT BAIAP3 CACNA1C CPE GIP PTPRN SFRP1 SLC30A8 STXBP5L UCN3	FFAR2 RAB3C SCG2 SSTR5 UCN3	GHRL GIP RAB3C	GIP STX1A STXBP5L				CHGA STX1A STXBP5L		ADORA2A CPE CSF1R FFAR2 PARD6A		AGT CACNA1C PTPRN SNAP25		ARL4D GIP ISL1 SCG2 SLC30A8 STX1A UCN3	CACNA1C CHGA PTPRN SCT SLC30A8								CSF1R RAB3C SSTR5								ABCC8 AGT APBB1 BAIAP3 CACNA1A CACNA1C CHGA FFAR1 GIP ISL1 RAB3C SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		ADORA2A AGT ARL4D BAIAP3 CACNA1C CPE GHRL ISL1 NEUROD1 PTPRN RFX6 SCT VGF							
GO_PEPTIDYL_SERINE_DEPHOSPHORYLATION																																													DUSP26 PPP1R16B				
GO_PEPTIDYL_SERINE_MODIFICATION	MAP3K12 PRKCG SPTBN4												MAP3K12 PRKCG		PRKCG SH2D3C				MBOAT4 SH2D3C SPOCK3						GALNT16 RET							BRSK1 CAMKV SPTBN4						AKT3 BGN BRSK1 CAMKV GALNT16 MBOAT4 RET SPTBN4									MAST1 SH2D3C SPTBN4		
GO_PEPTIDYL_THREONINE_MODIFICATION								TRPC6 TSSK4 WNK3																																									
GO_PEPTIDYL_TYROSINE_MODIFICATION									CSH1 EPHA4 IGF2 PDGFD																																			PDGFD TPST2		ACE CSH1 IL11			
