PeakID (cmd=annotatePeaks.pl NKX2_2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
35283	chr3	53677454	53678276	+	0	NA	intron (NM_001128839, intron 3 of 45)	intron (NM_001128839, intron 3 of 45)	149227	NM_001128839	776	Hs.476358	NM_000720	ENSG00000157388	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	calcium voltage-gated channel subunit alpha1 D	protein-coding
12683	chr12	89745929	89746967	+	0	NA	promoter-TSS (NM_022652)	promoter-TSS (NM_022652)	-170	NM_001946	1848	Hs.298654	NM_001946	ENSG00000139318	DUSP6	HH19|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
27023	chr2	27272906	27274827	+	0	NA	promoter-TSS (NR_104246)	promoter-TSS (NR_104246)	-425	NR_138023	60509	Hs.138207	NM_021831	ENSG00000084693	AGBL5	CCP5|RP75	ATP/GTP binding protein like 5	protein-coding
51341	chr8	35136401	35136852	+	0	NA	intron (NM_080872, intron 1 of 16)	intron (NM_080872, intron 1 of 16)	43633	NM_080872	137970	Hs.238889	NM_080872	ENSG00000156687	UNC5D	PRO34692|Unc5h4	unc-5 netrin receptor D	protein-coding
918	chr1	27648291	27649186	+	0	NA	promoter-TSS (NR_037576)	promoter-TSS (NR_037576)	2	NR_037576	84065	Hs.469171	NM_032125	ENSG00000186501	TMEM222	C1orf160	transmembrane protein 222	protein-coding
55281	chr9	131266672	131267289	+	0	NA	promoter-TSS (NM_001499)	promoter-TSS (NM_001499)	9	NM_001499	2733	Hs.522418	NM_001499	ENSG00000119392	GLE1	CAAHC|CAAHD|GLE1L|LCCS|LCCS1|hGLE1	GLE1 RNA export mediator	protein-coding
32902	chr21	43722553	43723679	+	0	NA	Intergenic	Intergenic	12590	NM_003226	7033	Hs.82961	NM_003226	ENSG00000160180	TFF3	ITF|P1B|TFI	trefoil factor 3	protein-coding
56555	chrX	96100109	96100664	+	0	NA	intron (NM_007309, intron 4 of 26)	intron (NM_007309, intron 4 of 26)	-38521	NM_013347	29935	Hs.659349	NM_013347	ENSG00000204086	RPA4	HSU24186	replication protein A4	protein-coding
21247	chr17	8960360	8961310	+	0	NA	intron (NM_004822, intron 2 of 6)	intron (NM_004822, intron 2 of 6)	36008	NM_004822	9423	Hs.660885	NM_004822	ENSG00000065320	NTN1	MRMV4|NTN1L	netrin 1	protein-coding
53437	chr9	6029405	6030281	+	0	NA	Intergenic	LTR40a|LTR|ERVL	-14219	NM_012416	26953	Hs.167496	NM_012416	ENSG00000137040	RANBP6	-	RAN binding protein 6	protein-coding
4851	chr1	227558021	227558798	+	0	NA	Intergenic	Intergenic	-52216	NM_014826	8476	Hs.35433	NM_003607	ENSG00000143776	CDC42BPA	MRCK|MRCKA|PK428	CDC42 binding protein kinase alpha	protein-coding
34623	chr3	27683397	27684356	+	0	NA	Intergenic	Intergenic	79938	NM_005442	8320	Hs.591663	NM_005442	ENSG00000163508	EOMES	TBR2	eomesodermin	protein-coding
53916	chr9	37482327	37482760	+	0	NA	Intergenic	Intergenic	-3389	NM_001282766	64425	Hs.591087	NM_022490	ENSG00000137054	POLR1E	PAF53|PRAF1	RNA polymerase I subunit E	protein-coding
10750	chr11	120374837	120375298	+	0	NA	Intergenic	Intergenic	-7388	NM_014619	2900	Hs.538738	NM_014619	ENSG00000149403	GRIK4	EAA1|GRIK|GluK4|KA1	glutamate ionotropic receptor kainate type subunit 4	protein-coding
37996	chr3	196157865	196158611	+	0	NA	promoter-TSS (NR_046745)	promoter-TSS (NR_046745)	-18	NR_046745	100874034	Hs.617990	NR_046745		UBXN7-AS1	-	UBXN7 antisense RNA 1	ncRNA
36308	chr3	114688671	114689422	+	0	NA	intron (NM_001348802, intron 3 of 10)	intron (NM_001348802, intron 3 of 10)	-69574	NR_121662	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
45087	chr6	36736552	36737340	+	0	NA	intron (NM_020939, intron 10 of 20)	L2a|LINE|L2	-11760	NM_001314018	57699	Hs.372129	NM_020939	ENSG00000124772	CPNE5	COPN5|CPN5	copine 5	protein-coding
47526	chr6	160390645	160391445	+	0	NA	intron (NM_000876, intron 1 of 47)	intron (NM_000876, intron 1 of 47)	914	NM_000876	3482	Hs.487062	NM_000876	ENSG00000197081	IGF2R	CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI	insulin like growth factor 2 receptor	protein-coding
53461	chr9	7167357	7168212	+	0	NA	intron (NR_148680, intron 20 of 21)	intron (NR_148680, intron 20 of 21)	410434	NM_001353998	23081	Hs.709425	NM_015061	ENSG00000107077	KDM4C	GASC1|JHDM3C|JMJD2C|TDRD14C	lysine demethylase 4C	protein-coding
11202	chr12	2599994	2600464	+	0	NA	intron (NM_001129844, intron 6 of 46)	L1ME1|LINE|L1	181157	NR_046579	100874235	Hs.667644	NR_046579	ENSG00000256271	CACNA1C-AS2	-	CACNA1C antisense RNA 2	ncRNA
46933	chr6	138776689	138777604	+	0	NA	intron (NM_020464, intron 3 of 6)	MIRb|SINE|MIR	-20715	NR_036099	100423001		NR_036099	ENSG00000266555	MIR3145	mir-3145	microRNA 3145	ncRNA
30213	chr2	214148534	214149582	+	0	NA	promoter-TSS (NR_047659)	promoter-TSS (NR_047659)	-45	NM_001025436	79582	Hs.743365	NM_024532	ENSG00000144451	SPAG16	PF20|WDR29	sperm associated antigen 16	protein-coding
32230	chr20	56821350	56822044	+	0	NA	intron (NR_003505, intron 8 of 16)	intron (NR_003505, intron 8 of 16)	-17988	NM_001304369	140731	Hs.266571	NM_080674	ENSG00000124227	ANKRD60	C20orf86|bA196N14.3	ankyrin repeat domain 60	protein-coding
28412	chr2	99065011	99065615	+	0	NA	intron (NM_001351428, intron 1 of 24)	AluJr|SINE|Alu	2840	NM_001351428	3631	Hs.469386	NM_001566	ENSG00000040933	INPP4A	INPP4|TVAS1	inositol polyphosphate-4-phosphatase type I A	protein-coding
48274	chr7	28852099	28853703	+	0	NA	intron (NM_182898, intron 9 of 10)	intron (NM_182898, intron 9 of 10)	127151	NM_001011666	9586	Hs.437075	NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
53551	chr9	15485644	15486318	+	0	NA	intron (NM_001317898, intron 6 of 10)	intron (NM_001317898, intron 6 of 10)	24306	NM_021144	11168	Hs.658434	NM_021144	ENSG00000164985	PSIP1	DFS70|LEDGF|PAIP|PSIP2|p52|p75	PC4 and SFRS1 interacting protein 1	protein-coding
56750	chrX	118609685	118610728	+	0	NA	Intergenic	Intergenic	-7123	NR_028443	100303728	Hs.714405	NR_028443	ENSG00000224281	SLC25A5-AS1	-	SLC25A5 antisense RNA 1	ncRNA
55573	chr9	138136142	138136731	+	0	NA	Intergenic	MIRb|SINE|MIR	62981	NR_046107	401557	Hs.640138	NR_046107		LOC401557	-	uncharacterized LOC401557	ncRNA
14093	chr13	30140950	30141497	+	0	NA	intron (NM_003045, intron 1 of 12)	intron (NM_003045, intron 1 of 12)	28602	NM_003045	6541	Hs.14846	NM_003045	ENSG00000139514	SLC7A1	ATRC1|CAT-1|ERR|HCAT1|REC1L	solute carrier family 7 member 1	protein-coding
34708	chr3	32463409	32464064	+	0	NA	intron (NM_138410, intron 1 of 4)	intron (NM_138410, intron 1 of 4)	30391	NM_181472	112616	Hs.440494	NM_138410	ENSG00000153551	CMTM7	CKLFSF7	CKLF like MARVEL transmembrane domain containing 7	protein-coding
52104	chr8	85538246	85538783	+	0	NA	intron (NM_001354308, intron 3 of 9)	intron (NM_001354308, intron 3 of 9)	-79648	NM_001287244	138046	Hs.121663	NM_173848	ENSG00000184672	RALYL	HNRPCL3	RALY RNA binding protein like	protein-coding
9060	chr11	45271216	45272439	+	0	NA	intron (NM_001247987, intron 6 of 7)	intron (NM_001247987, intron 6 of 7)	36065	NM_020826	57586	Hs.436643	NM_020826	ENSG00000019505	SYT13	-	synaptotagmin 13	protein-coding
56040	chrX	31372749	31373347	+	0	NA	intron (NM_000109, intron 60 of 78)	intron (NM_000109, intron 60 of 78)	-87977	NM_004016	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
35366	chr3	57995772	57996515	+	0	NA	intron (NM_001164317, intron 1 of 46)	intron (NM_001164317, intron 1 of 46)	1994	NM_001164318	2317	Hs.476448	NM_001457	ENSG00000136068	FLNB	ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP	filamin B	protein-coding
46565	chr6	120699794	120700098	+	0	NA	Intergenic	Intergenic	363621	NR_036098	100422951		NR_036098	ENSG00000265725	MIR3144	mir-3144	microRNA 3144	ncRNA
31815	chr20	38509351	38509920	+	0	NA	Intergenic	Intergenic	-123468	NR_109936	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
4367	chr1	207204786	207206686	+	0	NA	intron (NM_023938, intron 1 of 3)	intron (NM_023938, intron 1 of 3)	365	NM_001083924	79098	Hs.32417	NM_023938	ENSG00000182795	C1orf116	SARG	chromosome 1 open reading frame 116	protein-coding
38651	chr4	39109493	39110171	+	0	NA	intron (NM_015990, intron 8 of 10)	intron (NM_015990, intron 8 of 10)	45980	NM_199039	51088	Hs.272251	NM_015990	ENSG00000109790	KLHL5	-	kelch like family member 5	protein-coding
31806	chr20	38413266	38414742	+	0	NA	Intergenic	MIR|SINE|MIR	-219099	NR_109936	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
34798	chr3	39106662	39107206	+	0	NA	intron (NM_001303402, intron 2 of 17)	intron (NM_001303402, intron 2 of 17)	13151	NM_001346228	57599	Hs.109778	NM_020839	ENSG00000114742	WDR48	P80|SPG60|UAF1	WD repeat domain 48	protein-coding
14710	chr13	53542126	53542632	+	0	NA	Intergenic	Intergenic	-60569	NM_006418	10562	Hs.508113	NM_006418	ENSG00000102837	OLFM4	GC1|GW112|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD	olfactomedin 4	protein-coding
48123	chr7	20637907	20638648	+	0	NA	Intergenic	Intergenic	-17013	NM_001163941	340273	Hs.404102	NM_178559	ENSG00000004846	ABCB5	ABCB5alpha|ABCB5beta|EST422562	ATP binding cassette subfamily B member 5	protein-coding
40698	chr4	181939391	181940461	+	0	NA	Intergenic	Intergenic	140376	NR_033918	728081	Hs.535735	NR_033918	ENSG00000248197	LINC00290	NCRNA00290	long intergenic non-protein coding RNA 290	ncRNA
16525	chr14	73493429	73494502	+	0	NA	promoter-TSS (NM_001281734)	promoter-TSS (NM_001281734)	-151	NM_021260	53349	Hs.335106	NM_021260	ENSG00000165861	ZFYVE1	DFCP1|PPP1R172|SR3|TAFF1|ZNFN2A1	zinc finger FYVE-type containing 1	protein-coding
53139	chr8	141347268	141348229	+	0	NA	intron (NM_001160372, intron 9 of 22)	intron (NM_001160372, intron 9 of 22)	120095	NM_001160372	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
56428	chrX	70401700	70402584	+	0	NA	Intergenic	CpG	-32920	NM_001097642	2705	Hs.333303	NM_000166	ENSG00000169562	GJB1	CMTX|CMTX1|CX32	gap junction protein beta 1	protein-coding
33494	chr22	32153091	32153717	+	0	NA	intron (NR_146296, intron 2 of 42)	7SLRNA|srpRNA|srpRNA	3395	NM_001369903	9681	Hs.435022	NM_014662	ENSG00000100150	DEPDC5	DEP.5|FFEVF|FFEVF1	DEP domain containing 5	protein-coding
7735	chr10	117094742	117095282	+	0	NA	intron (NM_207303, intron 19 of 28)	MER5B|DNA|hAT-Charlie	241888	NR_074088	26033	Hs.501127	NM_207303	ENSG00000107518	ATRNL1	ALP|bA338L11.1|bA454H24.1	attractin like 1	protein-coding
40872	chr4	190019888	190020762	+	0	NA	Intergenic	Intergenic	322514	NR_149102	105377610		NR_149102	ENSG00000251619	LINC02508	-	long intergenic non-protein coding RNA 2508	ncRNA
5358	chr1	246280180	246281080	+	0	NA	intron (NM_022743, intron 5 of 11)	intron (NM_022743, intron 5 of 11)	300084	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
50425	chr7	149667440	149667817	+	0	NA	intron (NM_001351028, intron 6 of 9)	MER94|DNA|hAT-Blackjack	-70816	NR_148939	100134040	Hs.552781	NR_148939		LOC100134040	-	uncharacterized LOC100134040	ncRNA
46029	chr6	89672874	89673918	+	0	NA	promoter-TSS (NM_003800)	promoter-TSS (NM_003800)	-59	NM_003800	8732	Hs.567378	NM_003800	ENSG00000111880	RNGTT	CAP1A|HCE|HCE1|hCAP	RNA guanylyltransferase and 5'-phosphatase	protein-coding
46193	chr6	102113828	102114655	+	0	NA	intron (NM_001166247, intron 3 of 16)	MER77B|LTR|ERVL	267380	NM_175768	2898	Hs.98262	NM_021956	ENSG00000164418	GRIK2	EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6	glutamate ionotropic receptor kainate type subunit 2	protein-coding
2393	chr1	89822303	89823153	+	0	NA	Intergenic	L2b|LINE|L2	-6708	NM_001320257	163351	Hs.254338	NM_198460	ENSG00000183347	GBP6	-	guanylate binding protein family member 6	protein-coding
16000	chr14	55239667	55240446	+	0	NA	intron (NM_001161577, intron 4 of 8)	intron (NM_001161577, intron 4 of 8)	18505	NM_001161577	23034	Hs.98259	NM_015589	ENSG00000020577	SAMD4A	SAMD4|SMAUG|SMAUG1|SMG|SMGA	sterile alpha motif domain containing 4A	protein-coding
11972	chr12	49351000	49351820	+	0	NA	promoter-TSS (NM_001659)	promoter-TSS (NM_001659)	-140	NM_001659	377	Hs.119177	NM_001659	ENSG00000134287	ARF3	-	ADP ribosylation factor 3	protein-coding
10717	chr11	119240922	119241653	+	0	NA	intron (NM_001243759, intron 1 of 11)	intron (NM_001243759, intron 1 of 11)	-6369	NM_171997	9099	Hs.524085	NM_004205	ENSG00000036672	USP2	UBP41|USP9	ubiquitin specific peptidase 2	protein-coding
18452	chr15	78400420	78401274	+	0	NA	intron (NR_125435, intron 3 of 4)	intron (NR_125435, intron 3 of 4)	15920	NM_001101404	646892	Hs.569511	NM_001101404	ENSG00000183476	SH2D7	-	SH2 domain containing 7	protein-coding
16863	chr14	91162391	91165624	+	0	NA	non-coding (NR_135190, exon 1 of 2)	non-coding (NR_135190, exon 1 of 2)	330	NR_135190	105370622	Hs.662373	NR_135190	ENSG00000258716	LOC105370622	-	uncharacterized LOC105370622	ncRNA
15728	chr14	33554992	33555505	+	0	NA	intron (NM_001164749, intron 2 of 11)	intron (NM_001164749, intron 2 of 11)	147163	NM_001164749	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
19620	chr16	27522676	27524043	+	0	NA	intron (NM_001520, intron 6 of 36)	intron (NM_001520, intron 6 of 36)	37875	NM_001286242	2975	Hs.371718	NM_001520	ENSG00000077235	GTF3C1	TFIIIC|TFIIIC220|TFIIICalpha	general transcription factor IIIC subunit 1	protein-coding
43838	chr5	171430642	171431373	+	0	NA	intron (NM_012300, intron 1 of 12)	intron (NM_012300, intron 1 of 12)	2870	NM_012300	23291	Hs.484138	NM_012300	ENSG00000072803	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos	F-box and WD repeat domain containing 11	protein-coding
12901	chr12	97147971	97148582	+	0	NA	intron (NM_001306084, intron 56 of 67)	MIRb|SINE|MIR	-152759	NM_001135177	121441	Hs.270084	NM_152905	ENSG00000139350	NEDD1	GCP-WD|TUBGCP7	NEDD1 gamma-tubulin ring complex targeting factor	protein-coding
12230	chr12	56400710	56401612	+	0	NA	promoter-TSS (NM_001351091)	promoter-TSS (NM_001351091)	-127	NM_001351089	64375	Hs.553221	NM_022465	ENSG00000123411	IKZF4	EOS|ZNFN1A4	IKAROS family zinc finger 4	protein-coding
36693	chr3	131747981	131749522	+	0	NA	intron (NM_001289112, intron 1 of 15)	intron (NM_001289112, intron 1 of 15)	5535	NM_130808	131034	Hs.199877	NM_130808	ENSG00000196353	CPNE4	COPN4|CPN4	copine 4	protein-coding
34063	chr22	50585153	50585725	+	0	NA	promoter-TSS (NM_001164106)	promoter-TSS (NM_001164106)	-45	NM_001164106	54456	Hs.62880	NM_018995	ENSG00000073146	MOV10L1	CHAMP|DJ402G11.8	Mov10 like RISC complex RNA helicase 1	protein-coding
6468	chr10	67260844	67261533	+	0	NA	Intergenic	MER101|LTR|ERV1	-69995	NR_120647	101928913	Hs.568857	NR_120647		LINC01515	-	long intergenic non-protein coding RNA 1515	ncRNA
13118	chr12	107524816	107526034	+	0	NA	Intergenic	Intergenic	-38098	NM_004075	1407	Hs.151573	NM_004075	ENSG00000008405	CRY1	DSPD|PHLL1	cryptochrome circadian regulator 1	protein-coding
43361	chr5	143266525	143267471	+	0	NA	Intergenic	Intergenic	75272	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
49693	chr7	107972175	107972929	+	0	NA	intron (NM_001371131, intron 2 of 33)	intron (NM_001371131, intron 2 of 33)	-3582	NM_001371177								
46821	chr6	135632921	135633284	+	0	NA	intron (NM_001350503, intron 26 of 28)	intron (NM_001350503, intron 26 of 28)	72804	NR_030317	693126		NR_030317	ENSG00000207689	MIR548A2	MIRN548A2	microRNA 548a-2	ncRNA
6361	chr10	62425791	62426532	+	0	NA	intron (NM_001204403, intron 1 of 43)	L1MB2|LINE|L1	67125	NM_001204403	288	Hs.499725	NM_001149	ENSG00000151150	ANK3	ANKYRIN-G|MRT37	ankyrin 3	protein-coding
45719	chr6	58311895	58312436	+	0	NA	Intergenic	Intergenic	-24441	NR_003660	106660613	Hs.561539	NR_003660	ENSG00000283352	LINC00680-GUSBP4	-	LINC00680-GUSBP4 readthrough	pseudo
14310	chr13	36538827	36539412	+	0	NA	intron (NM_001330072, intron 3 of 16)	MER58B|DNA|hAT-Charlie	-109121	NM_001195415	9201	Hs.507755	NM_004734	ENSG00000133083	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	doublecortin like kinase 1	protein-coding
29147	chr2	153599406	153599957	+	0	NA	intron (NM_152522, intron 3 of 3)	intron (NM_152522, intron 3 of 3)	24530	NR_146431	151188	Hs.643580	NM_152522	ENSG00000177917	ARL6IP6	AIP-6|AIP6|PFAAP1	ADP ribosylation factor like GTPase 6 interacting protein 6	protein-coding
51095	chr8	26439911	26440788	+	0	NA	intron (NM_001386, intron 2 of 13)	intron (NM_001386, intron 2 of 13)	4428	NM_001244604	1808	Hs.593187	NM_001386	ENSG00000092964	DPYSL2	CRMP-2|CRMP2|DHPRP2|DRP-2|DRP2|N2A3|ULIP-2|ULIP2	dihydropyrimidinase like 2	protein-coding
16087	chr14	58618058	58618693	+	0	NA	intron (NM_001001872, intron 1 of 7)	CpG	556	NM_001001872	145407	Hs.26766	NM_001001872	ENSG00000139971	ARMH4	C14orf37|UT2|c14_5376	armadillo like helical domain containing 4	protein-coding
36267	chr3	113687565	113688496	+	0	NA	intron (NR_148531, intron 14 of 14)	MSTB1|LTR|ERVL-MaLR	21170	NM_001320468	254887	Hs.21902	NM_173570	ENSG00000184307	ZDHHC23	DHHC-23|NIDD	zinc finger DHHC-type containing 23	protein-coding
39814	chr4	115594408	115594993	+	0	NA	intron (NM_001322114, intron 5 of 5)	intron (NM_001322114, intron 5 of 5)	16785	NR_030303	693162		NR_030303	ENSG00000207931	MIR577	MIRN577|hsa-mir-577|mir-577	microRNA 577	ncRNA
16351	chr14	67707470	67708414	+	0	NA	promoter-TSS (NM_022474)	promoter-TSS (NM_022474)	-210	NM_001256550	64398	Hs.652312	NM_022474	ENSG00000072415	MPP5	PALS1	membrane palmitoylated protein 5	protein-coding
46809	chr6	135187596	135188213	+	0	NA	Intergenic	Intergenic	83335	NM_170771	64577	Hs.486520	NM_022568	ENSG00000118514	ALDH8A1	ALDH12|DJ352A20.2	aldehyde dehydrogenase 8 family member A1	protein-coding
56737	chrX	117729441	117730074	+	0	NA	intron (NM_144658, intron 20 of 52)	intron (NM_144658, intron 20 of 52)	99885	NM_144658	139818	Hs.368203	NM_144658	ENSG00000147251	DOCK11	ACG|ZIZ2|bB128O4.1	dedicator of cytokinesis 11	protein-coding
36293	chr3	114425210	114425955	+	0	NA	intron (NM_001348802, intron 5 of 10)	intron (NM_001348802, intron 5 of 10)	36790	NR_039959	100616166		NR_039959	ENSG00000264623	MIR4796	mir-4796	microRNA 4796	ncRNA
427	chr1	15330783	15332033	+	0	NA	intron (NM_001370231, intron 3 of 8)	intron (NM_001370231, intron 3 of 8)	58993	NM_001017999	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding
30051	chr2	206628207	206629295	+	0	NA	intron (NM_018534, intron 13 of 15)	intron (NM_018534, intron 13 of 15)	81526	NM_003872	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
45685	chr6	56348616	56349254	+	0	NA	intron (NM_001144769, intron 82 of 96)	intron (NM_001144769, intron 82 of 96)	-90009	NM_001318752	81578	Hs.47629	NM_030820	ENSG00000124749	COL21A1	COLA1L|FP633	collagen type XXI alpha 1 chain	protein-coding
26198	chr19	49361830	49362340	+	0	NA	intron (NM_020904, intron 8 of 19)	intron (NM_020904, intron 8 of 19)	9789	NM_020904	57664	Hs.9469	NM_020904	ENSG00000105559	PLEKHA4	PEPP1	pleckstrin homology domain containing A4	protein-coding
35416	chr3	59231676	59232604	+	0	NA	Intergenic	LTR90A|LTR|LTR	-196382	NM_001351534	200844	Hs.368434	NM_198463	ENSG00000163689	C3orf67	-	chromosome 3 open reading frame 67	protein-coding
41856	chr5	65938142	65938893	+	0	NA	intron (NM_001164664, intron 1 of 28)	intron (NM_001164664, intron 1 of 28)	46296	NM_001164664	375449	Hs.595458	NM_015183	ENSG00000069020	MAST4	-	microtubule associated serine/threonine kinase family member 4	protein-coding
19842	chr16	52269643	52270109	+	0	NA	Intergenic	Intergenic	-22600	NR_135281	283854	Hs.266768	NR_135281	ENSG00000260887	CASC22	LINC01373|LincRNA-ENST00000515084|TCONS_00024290	cancer susceptibility 22	ncRNA
19268	chr16	9279685	9280443	+	0	NA	Intergenic	Intergenic	94563	NM_014117	29035	Hs.221497	NM_014117	ENSG00000182831	C16orf72	PRO0149	chromosome 16 open reading frame 72	protein-coding
32403	chr20	62579927	62581737	+	0	NA	intron (NM_017859, intron 1 of 14)	intron (NM_017859, intron 1 of 14)	1708	NM_001353478	54963	Hs.504998	NM_017859	ENSG00000198276	UCKL1	UCK1L|URKL1	uridine-cytidine kinase 1 like 1	protein-coding
8479	chr11	14520986	14521839	+	0	NA	promoter-TSS (NM_001144061)	promoter-TSS (NM_001144061)	3	NM_001144062	1315	Hs.339278	NM_016451	ENSG00000129083	COPB1	COPB	coatomer protein complex subunit beta 1	protein-coding
21158	chr17	7386514	7388460	+	0	NA	promoter-TSS (NM_000937)	promoter-TSS (NM_000937)	81	NM_020899	57659	Hs.35096	NM_020899	ENSG00000174282	ZBTB4	KAISO-L1|ZNF903	zinc finger and BTB domain containing 4	protein-coding
41181	chr5	18992170	18992882	+	0	NA	Intergenic	Intergenic	893855	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
13622	chr12	124990735	124991869	+	0	NA	intron (NM_001206654, intron 2 of 47)	intron (NM_001206654, intron 2 of 47)	60856	NM_001077261	9612	Hs.137510	NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
24321	chr18	56395037	56395530	+	0	NA	intron (NM_173844, intron 9 of 15)	intron (NM_173844, intron 9 of 15)	-56178	NM_001289967	101927322	Hs.644875	NM_001289967		LOC101927322	-	uncharacterized LOC101927322	protein-coding
29001	chr2	136633708	136634496	+	0	NA	promoter-TSS (NM_005915)	promoter-TSS (NM_005915)	-89	NM_005915	4175	Hs.444118	NM_005915	ENSG00000076003	MCM6	MCG40308|Mis5|P105MCM	minichromosome maintenance complex component 6	protein-coding
21185	chr17	7784712	7786565	+	0	NA	intron (NM_001330111, intron 2 of 4)	intron (NM_001330111, intron 2 of 4)	-2476	NM_001005271	1107	Hs.25601	NM_005852	ENSG00000170004	CHD3	Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH	chromodomain helicase DNA binding protein 3	protein-coding
3912	chr1	182585165	182586135	+	0	NA	non-coding (NR_036490, exon 1 of 1)	non-coding (NR_036490, exon 1 of 1)	1375	NR_036490	284648	Hs.253475	NR_036490	ENSG00000261504	LINC01686	-	long intergenic non-protein coding RNA 1686	ncRNA
46430	chr6	113735643	113736123	+	0	NA	Intergenic	L2|LINE|L2	18766	NR_149098	105377957	Hs.25088	NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
41068	chr5	12110599	12111237	+	0	NA	Intergenic	Intergenic	-206360	NR_109988	1501	Hs.314543	NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
54142	chr9	79520844	79521829	+	0	NA	promoter-TSS (NM_001308048)	promoter-TSS (NM_001308048)	-306	NM_015225	158471	Hs.262857	NM_015225	ENSG00000106772	PRUNE2	BMCC1|BNIPXL|C9orf65|KIAA0367	prune homolog 2 with BCH domain	protein-coding
16879	chr14	91621144	91622014	+	0	NA	intron (NM_001286470, intron 4 of 16)	L2c|LINE|L2	28809	NR_003709	100124539	Hs.693444	NR_003709	ENSG00000221102	SNORA11B	-	small nucleolar RNA, H/ACA box 11B	snoRNA
10797	chr11	121336545	121337116	+	0	NA	intron (NM_003105, intron 1 of 47)	intron (NM_003105, intron 1 of 47)	13807	NM_003105	6653	Hs.368592	NM_003105	ENSG00000137642	SORL1	C11orf32|LR11|LRP9|SORLA|SorLA-1|gp250	sortilin related receptor 1	protein-coding
10379	chr11	110318636	110319285	+	0	NA	intron (NM_004109, intron 2 of 3)	intron (NM_004109, intron 2 of 3)	18288	NM_004109	2230	Hs.744	NM_004109	ENSG00000137714	FDX1	ADX|FDX|LOH11CR1D	ferredoxin 1	protein-coding
53136	chr8	141264975	141265808	+	0	NA	intron (NM_001160372, intron 15 of 22)	MIRb|SINE|MIR	-154757	NR_144431	359809	Hs.26814	NR_144431	ENSG00000282164	PEG13	-	paternally expressed 13	ncRNA
43925	chr5	173959407	173960192	+	0	NA	Intergenic	Intergenic	-191786	NM_001363626	4488	Hs.89404	NM_002449	ENSG00000120149	MSX2	CRS2|FPP|HOX8|MSH|PFM|PFM1	msh homeobox 2	protein-coding
