PeakID (cmd=annotatePeaks.pl FOXA1_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7126	chr5	127259640	127260640	+	0	NA	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	158727	NR_152812	644873	Hs.340623	NR_015360	ENSG00000245937	LINC01184	-	long intergenic non-protein coding RNA 1184	ncRNA
11413	chr9	96344068	96345068	+	0	NA	intron (NM_005392, intron 1 of 21)	intron (NM_005392, intron 1 of 21)	5702	NM_005392	5253	Hs.211441	NM_005392	ENSG00000197724	PHF2	CENP-35|GRC5|JHDM1E|KDM7C	PHD finger protein 2	protein-coding
18946	chrX	29235063	29236063	+	0	NA	intron (NM_014271, intron 2 of 10)	intron (NM_014271, intron 2 of 10)	-356832	NR_049877	100847047		NR_049877	ENSG00000264090	MIR4666B	-	microRNA 4666b	ncRNA
9156	chr7	33708549	33709549	+	0	NA	Intergenic	Intergenic	-235478	NM_133468	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
128	chr1	25031649	25032649	+	0	NA	Intergenic	Intergenic	-39789	NM_013943	25932	Hs.440544	NM_013943	ENSG00000169504	CLIC4	CLIC4L|H1|MTCLIC|huH1|p64H1	chloride intracellular channel 4	protein-coding
2509	chr2	150383241	150384241	+	0	NA	Intergenic	Intergenic	-60131	NR_110240	101929231	Hs.5324	NR_110240	ENSG00000231969	LOC101929231	-	uncharacterized LOC101929231	ncRNA
18779	chr22	28308664	28309664	+	0	NA	intron (NM_001284277, intron 2 of 10)	L3|LINE|CR1	6038	NM_001284278	23760	Hs.705323	NM_012399	ENSG00000180957	PITPNB	PI-TP-beta|PtdInsTP|VIB1B	phosphatidylinositol transfer protein beta	protein-coding
10355	chr8	64474786	64475786	+	0	NA	Intergenic	MER92B|LTR|ERV1	96879	NR_125825	102724612	Hs.97639	NR_125825	ENSG00000253894	LOC102724612	-	uncharacterized LOC102724612	ncRNA
15422	chr14	39132244	39133244	+	0	NA	Intergenic	Intergenic	-219055	NR_135256	105370457	Hs.128254	NR_135256		LOC105370457	-	uncharacterized LOC105370457	ncRNA
14224	chr12	100877643	100878643	+	0	NA	intron (NR_135146, intron 1 of 10)	intron (NR_135146, intron 1 of 10)	10499	NM_001206977	9971	Hs.282735	NM_005123	ENSG00000012504	NR1H4	BAR|FXR|HRR-1|HRR1|PFIC5|RIP14	nuclear receptor subfamily 1 group H member 4	protein-coding
13701	chr12	32464807	32465807	+	0	NA	intron (NR_148725, intron 4 of 9)	MIRc|SINE|MIR	-87185	NM_001370298	121512	Hs.117835	NM_139241	ENSG00000139132	FGD4	CMT4H|FRABP|ZFYVE6	FYVE, RhoGEF and PH domain containing 4	protein-coding
1191	chr1	209701060	209702060	+	0	NA	Intergenic	Intergenic	-55499	NM_020439	57172	Hs.199068	NM_020439	ENSG00000008118	CAMK1G	CLICK3|CLICKIII|VWS1|dJ272L16.1	calcium/calmodulin dependent protein kinase IG	protein-coding
16839	chr16	87297943	87298943	+	0	NA	Intergenic	Intergenic	27615	NR_104667	101928682	Hs.149004	NR_104667	ENSG00000261697	LOC101928682	-	uncharacterized LOC101928682	ncRNA
16997	chr17	32059901	32060901	+	0	NA	intron (NM_001094, intron 1 of 9)	MER81|DNA|hAT-Blackjack	-199622	NR_037584	100506677	Hs.652571	NR_037584	ENSG00000265544	AA06	AA02|AA04|AA05	uncharacterized LOC100506677	pseudo
6302	chr5	28863869	28864869	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	-62608	NR_033961	729862	Hs.646006	NR_033961		LSP1P3	-	LSP1 pseudogene 3	pseudo
14092	chr12	89110436	89111436	+	0	NA	Intergenic	L1MB8|LINE|L1	-136686	NM_003994	4254	Hs.1048	NM_000899	ENSG00000049130	KITLG	DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF	KIT ligand	protein-coding
7361	chr5	162862932	162863932	+	0	NA	Intergenic	MamGypLTR1c|LTR|Gypsy	-1145	NM_001364019	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
8023	chr6	72933983	72934983	+	0	NA	intron (NM_001168410, intron 1 of 21)	intron (NM_001168410, intron 1 of 21)	7839	NM_001350472	22999	Hs.485729	NM_014989	ENSG00000079841	RIMS1	CORD7|RAB3IP2|RIM|RIM1	regulating synaptic membrane exocytosis 1	protein-coding
1261	chr1	216825188	216826188	+	0	NA	intron (NM_001243506, intron 2 of 6)	intron (NM_001243506, intron 2 of 6)	71083	NM_001243518	2104	Hs.444225	NM_001438	ENSG00000196482	ESRRG	ERR-gamma|ERR3|ERRg|ERRgamma|NR3B3	estrogen related receptor gamma	protein-coding
1818	chr2	43690028	43691028	+	0	NA	intron (NM_001083953, intron 26 of 37)	intron (NM_001083953, intron 26 of 37)	132585	NM_001083953	63892	Hs.369592	NM_022065	ENSG00000115970	THADA	ARMC13|GITA	THADA armadillo repeat containing	protein-coding
10076	chr8	21537756	21538756	+	0	NA	Intergenic	Intergenic	108131	NM_001165039	2675	Hs.441202	NM_001495	ENSG00000168546	GFRA2	GDNFRB|NRTNR-ALPHA|NTNRA|RETL2|TRNR2	GDNF family receptor alpha 2	protein-coding
13729	chr12	42631497	42632497	+	0	NA	non-coding (NR_135139, exon 1 of 7)	non-coding (NR_135139, exon 1 of 7)	173	NR_135139	10138	Hs.649195	NM_005748	ENSG00000015153	YAF2	-	YY1 associated factor 2	protein-coding
627	chr1	97673823	97674823	+	0	NA	intron (NM_000110, intron 19 of 22)	intron (NM_000110, intron 19 of 22)	112844	NR_046590	100873932	Hs.682651	NR_046590	ENSG00000232878	DPYD-AS1	-	DPYD antisense RNA 1	ncRNA
5042	chr4	43361957	43362957	+	0	NA	Intergenic	Intergenic	132103	NR_146993	105374436	Hs.170605	NR_146993	ENSG00000248143	LINC02383	-	long intergenic non-protein coding RNA 2383	ncRNA
17142	chr17	56064324	56065324	+	0	NA	intron (NM_001330393, intron 1 of 6)	intron (NM_001330393, intron 1 of 6)	791	NM_007146	7716	Hs.463569	NM_007146	ENSG00000136451	VEZF1	DB1|ZNF161	vascular endothelial zinc finger 1	protein-coding
10644	chr8	102372827	102373827	+	0	NA	Intergenic	Intergenic	-7794	NR_002182	83955	Hs.567608	NM_032031	ENSG00000228224	NACA4P	FKSG17|NACAP1	NACA family member 4, pseudogene	pseudo
9506	chr7	93844135	93845135	+	0	NA	Intergenic	Intergenic	176869	NR_147206	101927525	Hs.571263	NR_147206		COL1A2-AS1	TCONS_00013888|lncRNA8975-1	COL1A2 antisense RNA 1	ncRNA
15279	chr14	22802115	22803115	+	0	NA	Intergenic	Intergenic	99130	NR_148362	105370401	Hs.435144	NR_148361		LOC105370401	-	uncharacterized LOC105370401	ncRNA
8542	chr6	132907423	132908423	+	0	NA	Intergenic	Intergenic	2954	NM_003967	9038	Hs.248198	NM_003967	ENSG00000135569	TAAR5	PNR	trace amine associated receptor 5	protein-coding
9959	chr8	3085968	3086968	+	0	NA	intron (NM_033225, intron 27 of 69)	intron (NM_033225, intron 27 of 69)	-500477	NR_125426	101927815	Hs.571467	NR_125423	ENSG00000254319	LOC101927815	-	uncharacterized LOC101927815	ncRNA
15553	chr14	57417369	57418369	+	0	NA	Intergenic	Intergenic	137993	NR_029385	100309464	Hs.637962	NR_029385	ENSG00000248550	OTX2-AS1	OTX2OS1	OTX2 antisense RNA 1 (head to head)	ncRNA
11984	chr10	34275178	34276178	+	0	NA	Intergenic	Intergenic	-214070	NR_038932	100505583	Hs.568804	NR_038932	ENSG00000261683	LINC00838	-	long intergenic non-protein coding RNA 838	ncRNA
14049	chr12	83235637	83236637	+	0	NA	intron (NM_001320321, intron 1 of 10)	intron (NM_001320321, intron 1 of 10)	155203	NM_001320322	160335	Hs.577775	NM_152588	ENSG00000179104	TMTC2	IBDBP1	transmembrane O-mannosyltransferase targeting cadherins 2	protein-coding
16995	chr17	31701614	31702614	+	0	NA	intron (NM_001094, intron 1 of 9)	intron (NM_001094, intron 1 of 9)	-82108	NM_183377	40	Hs.368417	NM_001094	ENSG00000108684	ASIC2	ACCN|ACCN1|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	acid sensing ion channel subunit 2	protein-coding
8280	chr6	105282118	105283118	+	0	NA	intron (NM_001350557, intron 4 of 21)	HAL1|LINE|L1	24803	NM_001321084	57531	Hs.434340	NM_020771	ENSG00000085382	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	protein-coding
19160	chrX	133018368	133019368	+	0	NA	intron (NM_001164619, intron 1 of 6)	intron (NM_001164619, intron 1 of 6)	-12602	NR_148713	110806308	Hs.658628	NR_148713	ENSG00000286096	GPC3-AS1	-	GPC3 antisense RNA 1	ncRNA
16881	chr17	7142520	7143520	+	0	NA	promoter-TSS (NM_024297)	promoter-TSS (NM_024297)	-244	NM_001284517	79142	Hs.644724	NM_024297	ENSG00000040633	PHF23	hJUNE-1b	PHD finger protein 23	protein-coding
14951	chr13	79785947	79786947	+	0	NA	Intergenic	Intergenic	193909	NM_001286632	64062	Hs.558528	NM_018605	ENSG00000139746	RBM26	ARRS2|C13orf10|PPP1R132|PRO1777|SE70-2|ZC3H17	RNA binding motif protein 26	protein-coding
3063	chr2	212261290	212262290	+	0	NA	intron (NM_005235, intron 25 of 27)	intron (NM_005235, intron 25 of 27)	779495	NR_002763	29034	Hs.658398	NR_002763	ENSG00000280837	CPS1-IT1	CPS1-IT|CPS1IT|CPS1IT1|PRO0132	CPS1 intronic transcript 1	ncRNA
17076	chr17	46913288	46914288	+	0	NA	intron (NM_001261395, intron 1 of 11)	intron (NM_001261395, intron 1 of 11)	5391	NM_001261393	10241	Hs.514920	NM_005831	ENSG00000136436	CALCOCO2	NDP52	calcium binding and coiled-coil domain 2	protein-coding
17520	chr18	28953296	28954296	+	0	NA	intron (NR_110788, intron 1 of 3)	intron (NR_110788, intron 1 of 3)	-2944	NM_001134453	147409	Hs.407618	NM_177986	ENSG00000175065	DSG4	CDGF13|CDHF13|HYPT6|LAH	desmoglein 4	protein-coding
16463	chr16	6439203	6440203	+	0	NA	intron (NM_018723, intron 2 of 15)	intron (NM_018723, intron 2 of 15)	369999	NM_001308117	54715	Hs.459842	NM_018723	ENSG00000078328	RBFOX1	2BP1|A2BP1|FOX-1|FOX1|HRNBP1	RNA binding fox-1 homolog 1	protein-coding
4208	chr3	123325065	123326065	+	0	NA	intron (NR_121654, intron 2 of 3)	intron (NR_121654, intron 2 of 3)	13830	NM_053031	4638	Hs.477375	NM_005965	ENSG00000065534	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	myosin light chain kinase	protein-coding
18450	chr20	46618389	46619389	+	0	NA	promoter-TSS (NR_110027)	promoter-TSS (NR_110027)	-28	NR_110027	101927457	Hs.445823	NR_110027		LINC01522	-	long intergenic non-protein coding RNA 1522	ncRNA
13548	chr12	12537442	12538442	+	0	NA	intron (NM_058169, intron 2 of 3)	intron (NM_058169, intron 2 of 3)	27930	NM_001300742	118426	Hs.504805	NM_058169	ENSG00000165714	BORCS5	LOH12CR1|LOH1CR12	BLOC-1 related complex subunit 5	protein-coding
9346	chr7	77314229	77315229	+	0	NA	intron (NR_134251, intron 1 of 3)	intron (NR_134251, intron 1 of 3)	10853	NR_134253	100505854	Hs.72451	NR_038361	ENSG00000214293	APTR	RSBN1L-AS1	Alu-mediated CDKN1A/p21 transcriptional regulator	ncRNA
1220	chr1	213832669	213833669	+	0	NA	Intergenic	Intergenic	-264923	NR_046189	100861504	Hs.742586	NR_046189		LINC00538	PROX1UT|Yiya	long intergenic non-protein coding RNA 538	ncRNA
18721	chr21	43346212	43347212	+	0	NA	promoter-TSS (NM_199050)	promoter-TSS (NM_199050)	100	NM_199050	25966	Hs.473894	NM_015500	ENSG00000157617	C2CD2	C21orf25|C21orf258|TMEM24L	C2 calcium dependent domain containing 2	protein-coding
1908	chr2	55407204	55408204	+	0	NA	non-coding (NR_148540, exon 8 of 10)	non-coding (NR_148540, exon 8 of 10)	-42737	NM_001321904	57142	Hs.637850	NM_007008	ENSG00000115310	RTN4	ASY|NI220/250|NOGO|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	reticulon 4	protein-coding
15537	chr14	55901231	55902231	+	0	NA	intron (NM_199047, intron 3 of 6)	intron (NM_199047, intron 3 of 6)	5532	NM_199047	387332	Hs.528278	NM_199047	ENSG00000182521	TBPL2	TBP2|TRF3	TATA-box binding protein like 2	protein-coding
14054	chr12	83579925	83580925	+	0	NA	Intergenic	Intergenic	499491	NM_001320322	160335	Hs.577775	NM_152588	ENSG00000179104	TMTC2	IBDBP1	transmembrane O-mannosyltransferase targeting cadherins 2	protein-coding
17451	chr18	22528793	22529793	+	0	NA	intron (NR_146903, intron 1 of 1)	intron (NR_146903, intron 1 of 1)	38650	NR_146903	105372030		NR_146903		LINC01894	-	long intergenic non-protein coding RNA 1894	ncRNA
13687	chr12	30590308	30591308	+	0	NA	Intergenic	Intergenic	239370	NM_001190995	10526	Hs.505136	NM_006390	ENSG00000133704	IPO8	RANBP8	importin 8	protein-coding
9619	chr7	109444944	109445944	+	0	NA	Intergenic	Intergenic	154826	NR_003024	442720	Hs.530096	NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
8547	chr6	133284959	133285959	+	0	NA	Intergenic	Intergenic	-123760	NR_026969	285735	Hs.407549	NM_001037231		LINC00326	NCRNA00326	long intergenic non-protein coding RNA 326	ncRNA
3260	chr2	240964294	240965294	+	0	NA	promoter-TSS (NM_004544)	promoter-TSS (NM_004544)	25	NM_001322019	4705	Hs.277677	NM_004544	ENSG00000130414	NDUFA10	CI-42KD|CI-42k|MC1DN22	NADH:ubiquinone oxidoreductase subunit A10	protein-coding
8710	chr6	145747887	145748887	+	0	NA	Intergenic	Intergenic	259626	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
3597	chr3	50482973	50483973	+	0	NA	intron (NM_001291101, intron 2 of 37)	intron (NM_001291101, intron 2 of 37)	57592	NM_001005505	9254	Hs.476273	NM_006030	ENSG00000007402	CACNA2D2	CACNA2D	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding
17655	chr18	41484115	41485115	+	0	NA	Intergenic	Intergenic	627047	NR_110792	101927921	Hs.464986	NR_110792	ENSG00000267337	LINC01478	-	long intergenic non-protein coding RNA 1478	ncRNA
18623	chr21	29615671	29616671	+	0	NA	Intergenic	Intergenic	-15185	NR_126012	101927973	Hs.570414	NR_126012	ENSG00000236532	LINC01695	-	long intergenic non-protein coding RNA 1695	ncRNA
14939	chr13	78034100	78035100	+	0	NA	Intergenic	Intergenic	-75209	NM_001160706	8796	Hs.534699	NM_003843	ENSG00000136155	SCEL	-	sciellin	protein-coding
11509	chr9	110873652	110874652	+	0	NA	Intergenic	Intergenic	-622102	NM_001314052	9314	Hs.376206	NM_004235	ENSG00000136826	KLF4	EZF|GKLF	Kruppel like factor 4	protein-coding
4513	chr3	168986152	168987152	+	0	NA	intron (NM_001205194, intron 1 of 15)	intron (NM_001205194, intron 1 of 15)	-121393	NM_001366470	2122	Hs.656395	NM_004991	ENSG00000085276	MECOM	AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MDS1 and EVI1 complex locus	protein-coding
3585	chr3	47707259	47708259	+	0	NA	intron (NM_003074, intron 19 of 27)	intron (NM_003074, intron 19 of 27)	-4575	NR_145791	109623484		NR_145791		SNORD146	-	small nucleolar RNA, C/D box 146	snoRNA
6250	chr5	17268206	17269206	+	0	NA	intron (NM_006317, intron 1 of 1)	intron (NM_006317, intron 1 of 1)	50966	NM_006317	10409	Hs.201641	NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
14011	chr12	77073282	77074282	+	0	NA	Intergenic	L2a|LINE|L2	-84072	NM_015336	23390	Hs.4014	NM_015336	ENSG00000186908	ZDHHC17	DHHC-17|HIP14|HIP3|HSPC294|HYPH	zinc finger DHHC-type containing 17	protein-coding
15349	chr14	32420079	32421079	+	0	NA	Intergenic	Intergenic	6520	NR_146544	105370439		NR_146544	ENSG00000258474	LINC02313	-	long intergenic non-protein coding RNA 2313	ncRNA
11437	chr9	99618317	99619317	+	0	NA	Intergenic	LTR22C|LTR|ERVK	-2021	NM_001346991	158431	Hs.30567	NM_001001662	ENSG00000196597	ZNF782	-	zinc finger protein 782	protein-coding
11940	chr10	29367589	29368589	+	0	NA	Intergenic	Intergenic	-209910	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
14192	chr12	97815342	97816342	+	0	NA	Intergenic	Intergenic	-40712	NR_152618	196475	Hs.652568	NR_024037	ENSG00000255794	RMST	LINC00054|NCRMS|NCRNA00054	rhabdomyosarcoma 2 associated transcript	ncRNA
2063	chr2	74006860	74007860	+	0	NA	promoter-TSS (NM_003584)	promoter-TSS (NM_003584)	-76	NM_003584	8446	Hs.14611	NM_003584	ENSG00000144048	DUSP11	PIR1	dual specificity phosphatase 11	protein-coding
17101	chr17	50681559	50682559	+	0	NA	Intergenic	HAL1|LINE|L1	214177	NR_146898	105371830		NR_146898	ENSG00000263317	LINC01982	-	long intergenic non-protein coding RNA 1982	ncRNA
16631	chr16	54205873	54206873	+	0	NA	Intergenic	Intergenic	98418	NR_126340	100996338	Hs.232014	NR_126340		LINC02169	-	long intergenic non-protein coding RNA 2169	ncRNA
7218	chr5	143695239	143696239	+	0	NA	intron (NM_001370487, intron 2 of 2)	Tigger13a|DNA|TcMar-Tigger	110785	NM_001370486	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
16046	chr15	47866908	47867908	+	0	NA	intron (NM_001198999, intron 3 of 19)	intron (NM_001198999, intron 3 of 19)	-142294	NM_001358351	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
18083	chr19	49223889	49224889	+	0	NA	intron (NM_017805, intron 11 of 11)	intron (NM_017805, intron 11 of 11)	-1407	NM_001130915	284358	Hs.191815	NM_182574	ENSG00000176909	MAMSTR	MASTR	MEF2 activating motif and SAP domain containing transcriptional regulator	protein-coding
7884	chr6	48883885	48884885	+	0	NA	Intergenic	Intergenic	546581	NM_000255	4594	Hs.485527	NM_000255	ENSG00000146085	MMUT	MCM|MUT	methylmalonyl-CoA mutase	protein-coding
13857	chr12	59315047	59316047	+	0	NA	Intergenic	Intergenic	-1228	NM_153377	121227	Hs.253736	NM_153377	ENSG00000139263	LRIG3	LIG3	leucine rich repeats and immunoglobulin like domains 3	protein-coding
15839	chr14	92335598	92336598	+	0	NA	3' UTR (NM_006329, exon 11 of 11)	3' UTR (NM_006329, exon 11 of 11)	-2218	NM_001128596	123036	Hs.510262	NM_152332	ENSG00000165929	TC2N	C14orf47|C2CD1|MTAC2D1|Tac2-N	tandem C2 domains, nuclear	protein-coding
14564	chr13	37110326	37111326	+	0	NA	Intergenic	Intergenic	104194	NM_003914	8900	Hs.417050	NM_003914	ENSG00000133101	CCNA1	CT146	cyclin A1	protein-coding
11187	chr9	33850502	33851502	+	0	NA	intron (NM_017811, intron 1 of 4)	intron (NM_017811, intron 1 of 4)	33844	NM_017811	54926	Hs.643648	NM_017811	ENSG00000107341	UBE2R2	CDC34B|E2-CDC34B|UBC3B	ubiquitin conjugating enzyme E2 R2	protein-coding
8352	chr6	111857791	111858791	+	0	NA	intron (NR_034109, intron 1 of 1)	L2|LINE|L2	30191	NM_001164283	10758	Hs.561514	NM_147200	ENSG00000056972	TRAF3IP2	ACT1|C6orf2|C6orf4|C6orf5|C6orf6|CANDF8|CIKS|PSORS13	TRAF3 interacting protein 2	protein-coding
10563	chr8	91246069	91247069	+	0	NA	intron (NR_051989, intron 1 of 3)	intron (NR_051989, intron 1 of 3)	12853	NR_051989	100874052	Hs.571514	NR_051989	ENSG00000253394	LINC00534	-	long intergenic non-protein coding RNA 534	ncRNA
13916	chr12	65778362	65779362	+	0	NA	intron (NM_198080, intron 4 of 5)	intron (NM_198080, intron 4 of 5)	106095	NM_001193461	253827	Hs.339024	NM_198080	ENSG00000174099	MSRB3	DFNB74	methionine sulfoxide reductase B3	protein-coding
3566	chr3	42370277	42371277	+	0	NA	Intergenic	Intergenic	-63100	NM_000729	885	Hs.458426	NM_000729	ENSG00000187094	CCK	-	cholecystokinin	protein-coding
6601	chr5	75719273	75720273	+	0	NA	intron (NM_006633, intron 1 of 35)	intron (NM_006633, intron 1 of 35)	20663	NM_006633	10788	Hs.291030	NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
10877	chr8	131992397	131993397	+	0	NA	intron (NM_001115, intron 2 of 17)	L2b|LINE|L2	60258	NM_001115	114	Hs.591859	NM_001115	ENSG00000155897	ADCY8	AC8|ADCY3|HBAC1	adenylate cyclase 8	protein-coding
8195	chr6	94702421	94703421	+	0	NA	Intergenic	Intergenic	274900	NR_152795	643432	Hs.509936	NR_015362		TSG1	-	tumor suppressor TSG1	ncRNA
16909	chr17	11414719	11415719	+	0	NA	intron (NM_001173462, intron 3 of 4)	intron (NM_001173462, intron 3 of 4)	-86568	NM_001372	1770	Hs.567259	NM_001372	ENSG00000007174	DNAH9	CILD40|DNAH17L|DNEL1|DYH9|Dnahc9|HL-20|HL20	dynein axonemal heavy chain 9	protein-coding
5038	chr4	42820148	42821148	+	0	NA	Intergenic	Intergenic	-74635	NM_001080476	389207	Hs.162559	NM_001080476	ENSG00000215203	GRXCR1	DFNB25|PPP1R88	glutaredoxin and cysteine rich domain containing 1	protein-coding
12285	chr10	80732962	80733962	+	0	NA	intron (NR_015429, intron 3 of 7)	intron (NR_015429, intron 3 of 7)	93743	NR_015429	283050	Hs.309176	NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
6132	chr4	189585320	189586320	+	0	NA	Intergenic	Intergenic	-111991	NR_149102	105377610		NR_149102	ENSG00000251619	LINC02508	-	long intergenic non-protein coding RNA 2508	ncRNA
17314	chr17	80189388	80190388	+	0	NA	promoter-TSS (NM_001042423)	promoter-TSS (NM_001042423)	-220	NM_001042423	9123	Hs.500761	NM_004207	ENSG00000141526	SLC16A3	MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4	solute carrier family 16 member 3	protein-coding
6500	chr5	59974089	59975089	+	0	NA	intron (NM_001145208, intron 2 of 9)	L1ME1|LINE|L1	21404	NM_018369	55789	Hs.482233	NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding
3370	chr3	16482704	16483704	+	0	NA	intron (NM_015150, intron 2 of 9)	intron (NM_015150, intron 2 of 9)	72002	NM_015150	23180	Hs.98910	NM_015150	ENSG00000131378	RFTN1	MIG2|PIB10|PIG9|RAFTLIN	raftlin, lipid raft linker 1	protein-coding
16813	chr16	81481749	81482749	+	0	NA	intron (NM_198390, intron 1 of 20)	intron (NM_198390, intron 1 of 20)	3474	NM_198390	80790	Hs.594095	NM_030629	ENSG00000153815	CMIP	TCMIP	c-Maf inducing protein	protein-coding
16731	chr16	71599397	71600397	+	0	NA	3' UTR (NM_000353, exon 12 of 12)	3' UTR (NM_000353, exon 12 of 12)	205	NR_103851	100132529	Hs.710296	NR_103851	ENSG00000260886	TAT-AS1	-	TAT antisense RNA 1	ncRNA
18048	chr19	42106153	42107153	+	0	NA	Intergenic	LTR22B|LTR|ERVK	24135	NM_033543	90273	Hs.655885	NM_033543	ENSG00000007129	CEACAM21	CEACAM3|R29124_1	carcinoembryonic antigen related cell adhesion molecule 21	protein-coding
15891	chr14	104757415	104758415	+	0	NA	Intergenic	Intergenic	67994	NR_146613	145195	Hs.534297	NR_146611	ENSG00000258913	LINC02691	C14orf144	long intergenic non-protein coding RNA 2691	ncRNA
16404	chr15	96965104	96966104	+	0	NA	Intergenic	Intergenic	88610	NM_001145157	7026	Hs.347991	NM_021005	ENSG00000185551	NR2F2	ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SVP40|TFCOUP2	nuclear receptor subfamily 2 group F member 2	protein-coding
9693	chr7	118837685	118838685	+	0	NA	Intergenic	L1PA15-16|LINE|L1	709244	NR_131960	105375475	Hs.566654	NR_131960	ENSG00000225546	LINC02476	LVCAT5	long intergenic non-protein coding RNA 2476	ncRNA
2904	chr2	194870212	194871212	+	0	NA	Intergenic	L1ME5|LINE|L1	-338281	NR_110222	101927406	Hs.385793	NR_110222	ENSG00000225539	LINC01821	-	long intergenic non-protein coding RNA 1821	ncRNA
8862	chr6	165870883	165871883	+	0	NA	intron (NM_001130690, intron 3 of 21)	intron (NM_001130690, intron 3 of 21)	-148289	NM_144980	168090	Hs.144734	NM_144980	ENSG00000112539	C6orf118	bA85G2.1|dJ416F21.2	chromosome 6 open reading frame 118	protein-coding
17390	chr18	8959303	8960303	+	0	NA	Intergenic	L2|LINE|L2	-142894	NM_021074	4729	Hs.464572	NM_021074	ENSG00000178127	NDUFV2	CI-24k|MC1DN7	NADH:ubiquinone oxidoreductase core subunit V2	protein-coding
18135	chr20	6117487	6118487	+	0	NA	Intergenic	Intergenic	-13796	NM_017671	55612	Hs.472054	NM_017671	ENSG00000101311	FERMT1	C20orf42|DTGCU2|KIND1|UNC112A|URP1	fermitin family member 1	protein-coding
13554	chr12	13099630	13100630	+	0	NA	intron (NM_018654, intron 1 of 2)	intron (NM_018654, intron 1 of 2)	3188	NM_018654	55507	Hs.644599	NM_018654	ENSG00000111291	GPRC5D	-	G protein-coupled receptor class C group 5 member D	protein-coding
7911	chr6	53498588	53499588	+	0	NA	Intergenic	Intergenic	5910	NR_125841	101927171	Hs.334005	NR_125841	ENSG00000235899	LINC01564	TCONS_00011314|XLOC_005327	long intergenic non-protein coding RNA 1564	ncRNA
6844	chr5	99817454	99818454	+	0	NA	Intergenic	MIRc|SINE|MIR	-53124	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
13535	chr12	11984763	11985763	+	0	NA	intron (NM_001987, intron 2 of 7)	L3|LINE|CR1	182475	NM_001987	2120	Hs.504765	NM_001987	ENSG00000139083	ETV6	TEL|TEL/ABL|THC5	ETS variant 6	protein-coding
1453	chr1	240685426	240686426	+	0	NA	intron (NM_022469, intron 1 of 1)	intron (NM_022469, intron 1 of 1)	89529	NM_022469	64388	Hs.98206	NM_022469	ENSG00000180875	GREM2	CKTSF1B2|DAND3|PRDC|STHAG9	gremlin 2, DAN family BMP antagonist	protein-coding
949	chr1	174922902	174923902	+	0	NA	promoter-TSS (NR_121196)	promoter-TSS (NR_121196)	-4	NR_121196	101928696	Hs.666680	NR_121196	ENSG00000229531	LOC101928696	-	uncharacterized LOC101928696	ncRNA
16456	chr16	4665932	4666932	+	0	NA	Intergenic	CpG-8803	-1543	NM_001330467	124402	Hs.513313	NM_145253	ENSG00000153443	UBALD1	FAM100A|PP11303	UBA like domain containing 1	protein-coding
