PeakID (cmd=annotatePeaks.pl NKX6_1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
8789	chr22	40337535	40338333	+	0	NA	intron (NM_001291828, intron 1 of 4)	intron (NM_001291828, intron 1 of 4)	-4887	NM_001291825	9402	Hs.517499	NM_004810	ENSG00000100351	GRAP2	GADS|GRAP-2|GRB2L|GRBLG|GRID|GRPL|GrbX|Grf40|Mona|P38	GRB2 related adaptor protein 2	protein-coding
7228	chr2	63815249	63816475	+	0	NA	promoter-TSS (NM_001199112)	promoter-TSS (NM_001199112)	-235	NM_005917	4190	Hs.526521	NM_005917	ENSG00000014641	MDH1	HEL-S-32|MDH-s|MDHA|MGC:1375|MOR2	malate dehydrogenase 1	protein-coding
5753	chr17	34965387	34965942	+	0	NA	TTS (NM_024864)	TTS (NM_024864)	7652	NM_024864	79922	Hs.194864	NM_024864	ENSG00000278619	MRM1	-	mitochondrial rRNA methyltransferase 1	protein-coding
2466	chr11	62420407	62421234	+	0	NA	promoter-TSS (NM_030628)	promoter-TSS (NM_030628)	-46	NM_030628	80789	Hs.458390	NM_030628	ENSG00000185085	INTS5	INT5|KIAA1698	integrator complex subunit 5	protein-coding
1603	chr10	28197034	28197601	+	0	NA	intron (NM_001290021, intron 9 of 13)	intron (NM_001290021, intron 9 of 13)	73483	NM_001290021	55130	Hs.127530	NM_018076	ENSG00000169126	ARMC4	CILD23	armadillo repeat containing 4	protein-coding
11538	chr5	107314171	107315675	+	0	NA	intron (NM_001163315, intron 7 of 8)	intron (NM_001163315, intron 7 of 8)	-308285	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
3466	chr12	107167501	107168481	+	0	NA	promoter-TSS (NM_001330147)	promoter-TSS (NM_001330147)	-469	NR_147137	55188	Hs.131306	NM_018157	ENSG00000111785	RIC8B	RIC8|hSyn	RIC8 guanine nucleotide exchange factor B	protein-coding
9164	chr3	58400016	58400974	+	0	NA	intron (NM_001349498, intron 17 of 17)	intron (NM_001349498, intron 17 of 17)	19064	NM_000925	5162	Hs.161357	NM_000925	ENSG00000168291	PDHB	PDHBD|PDHE1-B|PDHE1B|PHE1B	pyruvate dehydrogenase E1 beta subunit	protein-coding
142	chr1	19738916	19739931	+	0	NA	intron (NM_001206541, intron 3 of 8)	intron (NM_001206541, intron 3 of 8)	71366	NM_001282162	832	Hs.432760	NM_004930	ENSG00000077549	CAPZB	CAPB|CAPPB|CAPZ	capping actin protein of muscle Z-line subunit beta	protein-coding
4046	chr13	94731854	94732539	+	0	NA	intron (NM_005708, intron 4 of 8)	intron (NM_005708, intron 4 of 8)	108049	NR_046535	100873972	Hs.670344	NR_046535	ENSG00000236520	GPC6-AS1	-	GPC6 antisense RNA 1	ncRNA
7020	chr2	38736195	38737018	+	0	NA	intron (NR_110259, intron 1 of 4)	intron (NR_110259, intron 1 of 4)	6276	NR_110259	101929596	Hs.537341	NR_110259		LINC02613	-	long intergenic non-protein coding RNA 2613	ncRNA
4502	chr14	78028070	78028919	+	0	NA	intron (NM_004863, intron 6 of 11)	intron (NM_004863, intron 6 of 11)	54616	NM_004863	9517	Hs.435661	NM_004863	ENSG00000100596	SPTLC2	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a	serine palmitoyltransferase long chain base subunit 2	protein-coding
5065	chr15	98608514	98609988	+	0	NA	Intergenic	Intergenic	22731	NR_120325	101927332		NR_120325		LINC01582	-	long intergenic non-protein coding RNA 1582	ncRNA
222	chr1	29776873	29777826	+	0	NA	Intergenic	MIR|SINE|MIR	-100723	NR_110758	101928460	Hs.434659	NR_110758	ENSG00000230523	LINC01756	-	long intergenic non-protein coding RNA 1756	ncRNA
4102	chr13	101791315	101791926	+	0	NA	intron (NM_001350748, intron 17 of 44)	intron (NM_001350748, intron 17 of 44)	-195002	NR_047015	100874161	Hs.143791	NR_047015		LINC00411	-	long intergenic non-protein coding RNA 411	ncRNA
13042	chr7	11053094	11053918	+	0	NA	exon (NM_014660, exon 5 of 17)	exon (NM_014660, exon 5 of 17)	40007	NR_033436	9678	Hs.655688	NM_014660	ENSG00000106443	PHF14	-	PHD finger protein 14	protein-coding
6610	chr19	21112869	21113702	+	0	NA	intron (NR_045830, intron 1 of 3)	intron (NR_045830, intron 1 of 3)	7226	NM_001256173	7639	Hs.37138	NM_003429	ENSG00000105750	ZNF85	HPF4|HTF1	zinc finger protein 85	protein-coding
5106	chr16	2653025	2653721	+	0	NA	promoter-TSS (NR_015441)	promoter-TSS (NR_015441)	-12	NR_015441	652276	Hs.720448	NR_015441	ENSG00000215154	LOC652276	-	potassium channel tetramerization domain containing 5 pseudogene	pseudo
271	chr1	37052512	37053036	+	0	NA	Intergenic	Intergenic	-103859	NM_156039	1441	Hs.524517	NM_000760	ENSG00000119535	CSF3R	CD114|GCSFR|SCN7	colony stimulating factor 3 receptor	protein-coding
13199	chr7	36342820	36343700	+	0	NA	Intergenic	Intergenic	63589	NM_001300956	23366	Hs.6224	NM_015314	ENSG00000164542	KIAA0895	-	KIAA0895	protein-coding
6877	chr2	15287622	15288385	+	0	NA	Intergenic	Intergenic	413455	NR_052013	51594	Hs.467759	NM_015909	ENSG00000151779	NBAS	ILFS2|NAG|SOPH	neuroblastoma amplified sequence	protein-coding
50	chr1	8229252	8230754	+	0	NA	Intergenic	Intergenic	-38729	NR_125998	102724539	Hs.516816	NR_125998	ENSG00000227634	LINC01714	-	long intergenic non-protein coding RNA 1714	ncRNA
14441	chr8	129205323	129206143	+	0	NA	Intergenic	Intergenic	43371	NR_031613	100302281		NR_031613	ENSG00000221261	MIR1208	MIRN1208|hsa-mir-1208	microRNA 1208	ncRNA
566	chr1	80955648	80956227	+	0	NA	Intergenic	Eulor9A|DNA|DNA	-45503	NR_125941	101927412	Hs.171273	NR_125940	ENSG00000234184	LINC01781	-	long intergenic non-protein coding RNA 1781	ncRNA
460	chr1	60688423	60689529	+	0	NA	Intergenic	Intergenic	-149534	NM_152377	127795	Hs.47385	NM_152377	ENSG00000162598	C1orf87	CREF	chromosome 1 open reading frame 87	protein-coding
11000	chr5	10399002	10399417	+	0	NA	intron (NM_001270660, intron 9 of 24)	intron (NM_001270660, intron 9 of 24)	-3267	NR_162106	113218502		NR_162106		MIR10397	-	microRNA 10397	ncRNA
14839	chr9	85834414	85835280	+	0	NA	Intergenic	Intergenic	47336	NM_001244962	257019	Hs.127535	NM_174938	ENSG00000172159	FRMD3	4.1O|EPB41L4O|EPB41LO|P410	FERM domain containing 3	protein-coding
8086	chr2	242827405	242828408	+	0	NA	intron (NR_110220, intron 2 of 3)	intron (NR_110220, intron 2 of 3)	4392	NR_110220	101927289	Hs.130180	NR_110220	ENSG00000233806	LINC01237	-	long intergenic non-protein coding RNA 1237	ncRNA
4245	chr14	33572450	33573326	+	0	NA	intron (NM_001164749, intron 2 of 11)	intron (NM_001164749, intron 2 of 11)	164803	NM_001164749	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
1101	chr1	204380935	204381499	+	0	NA	promoter-TSS (NM_032833)	promoter-TSS (NM_032833)	-272	NM_032833	84919	Hs.304376	NM_032833	ENSG00000158615	PPP1R15B	CREP|MSSGM2	protein phosphatase 1 regulatory subunit 15B	protein-coding
663	chr1	98113157	98113734	+	0	NA	intron (NM_000110, intron 8 of 22)	intron (NM_000110, intron 8 of 22)	-149032	NR_046591	100873933	Hs.568669	NR_046591	ENSG00000235777	DPYD-AS2	-	DPYD antisense RNA 2	ncRNA
8828	chr22	46105689	46106401	+	0	NA	intron (NM_001167621, intron 4 of 10)	L2a|LINE|L2	38331	NM_013236	25814	Hs.475125	NM_013236	ENSG00000130638	ATXN10	E46L|HUMEEP|SCA10	ataxin 10	protein-coding
3477	chr12	108451897	108452551	+	0	NA	Intergenic	Intergenic	-70841	NM_014653	9671	Hs.143591	NM_014653	ENSG00000075035	WSCD2	-	WSC domain containing 2	protein-coding
6153	chr18	11706817	11708032	+	0	NA	intron (NM_182978, intron 1 of 11)	Tigger1|DNA|TcMar-Tigger	18161	NM_182978	2774	Hs.136295	NM_002071	ENSG00000141404	GNAL	DYT25	G protein subunit alpha L	protein-coding
8084	chr2	242556506	242557397	+	0	NA	promoter-TSS (NM_001164356)	promoter-TSS (NM_001164356)	-35	NM_001164356	51078	Hs.435759	NM_015963	ENSG00000176946	THAP4	CGI-36|Nb(III)|PP238	THAP domain containing 4	protein-coding
5471	chr16	85209979	85210674	+	0	NA	Intergenic	Intergenic	-31076	NR_162142	113219463		NR_162142		MIR12128	-	microRNA 12128	ncRNA
10889	chr4	178012832	178013790	+	0	NA	Intergenic	Intergenic	216455	NR_149104	105377556		NR_149104	ENSG00000250263	LINC02509	-	long intergenic non-protein coding RNA 2509	ncRNA
6810	chr19	57946200	57946938	+	0	NA	promoter-TSS (NM_001321954)	promoter-TSS (NM_001321954)	-124	NM_001321954	388567	Hs.467358	NM_001023561	ENSG00000186230	ZNF749	-	zinc finger protein 749	protein-coding
3070	chr12	33002392	33002920	+	0	NA	intron (NM_004572, intron 5 of 13)	intron (NM_004572, intron 5 of 13)	47124	NM_004572	5318	Hs.164384	NM_004572	ENSG00000057294	PKP2	ARVD9	plakophilin 2	protein-coding
10408	chr4	87139509	87140478	+	0	NA	intron (NM_001363657, intron 2 of 13)	intron (NM_001363657, intron 2 of 13)	99034	NR_110879	101929064	Hs.662221	NR_110879	ENSG00000250062	LOC101929064	-	uncharacterized LOC101929064	ncRNA
10773	chr4	151540264	151540968	+	0	NA	intron (NM_006726, intron 37 of 57)	intron (NM_006726, intron 37 of 57)	37313	NM_006439	10586	Hs.584852	NM_006439	ENSG00000181541	MAB21L2	MCOPS14|MCSKS14	mab-21 like 2	protein-coding
8806	chr22	41983555	41984184	+	0	NA	intron (NM_002676, intron 1 of 7)	intron (NM_002676, intron 1 of 7)	1975	NM_002676	5372	Hs.75835	NM_002676	ENSG00000100417	PMM1	PMM 1|PMMH-22|Sec53	phosphomannomutase 1	protein-coding
9426	chr3	110461772	110462834	+	0	NA	Intergenic	Intergenic	326503	NR_045114	100506555	Hs.535689	NR_045114		NECTIN3-AS1	PVRL3-AS1	NECTIN3 antisense RNA 1	ncRNA
3492	chr12	109280043	109280578	+	0	NA	intron (NM_001917, intron 2 of 10)	AluJr|SINE|Alu	6442	NM_001917	1610	Hs.113227	NM_001917	ENSG00000110887	DAO	DAAO|DAMOX|OXDA	D-amino acid oxidase	protein-coding
5747	chr17	32487890	32488928	+	0	NA	Intergenic	L4|LINE|RTE	-4584	NM_001094	40	Hs.368417	NM_001094	ENSG00000108684	ASIC2	ACCN|ACCN1|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	acid sensing ion channel subunit 2	protein-coding
786	chr1	150450023	150450918	+	0	NA	Intergenic	Intergenic	-9425	NM_001271896	80222	Hs.288974	NM_025150	ENSG00000143374	TARS2	COXPD21|TARSL1|thrRS	threonyl-tRNA synthetase 2, mitochondrial	protein-coding
1805	chr10	76748577	76749574	+	0	NA	intron (NM_001370144, intron 11 of 15)	intron (NM_001370144, intron 11 of 15)	-32416	NR_145812	109623471		NR_145812		SNORD172	-	small nucleolar RNA, C/D box 172	snoRNA
3908	chr13	52210167	52211226	+	0	NA	intron (NM_052950, intron 1 of 11)	intron (NM_052950, intron 1 of 11)	52098	NM_052950	115825	Hs.46506	NM_052950	ENSG00000139668	WDFY2	PROF|WDF2|ZFYVE22	WD repeat and FYVE domain containing 2	protein-coding
10122	chr4	25368454	25369042	+	0	NA	intron (NM_024936, intron 12 of 12)	intron (NM_024936, intron 12 of 12)	-10137	NM_001286756	29945	Hs.152173	NM_013367	ENSG00000053900	ANAPC4	APC4	anaphase promoting complex subunit 4	protein-coding
6230	chr18	31945326	31946136	+	0	NA	Intergenic	Intergenic	-127523	NM_032975	1837	Hs.643454	NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
4244	chr14	33521678	33523002	+	0	NA	intron (NM_173159, intron 1 of 11)	intron (NM_173159, intron 1 of 11)	114255	NM_001164749	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
13296	chr7	68697485	68698430	+	0	NA	Intergenic	Intergenic	364653	NR_148926	100507468	Hs.362492	NR_108105		CT66	-	cancer/testis associated transcript 66	ncRNA
12869	chr6	150529477	150530418	+	0	NA	intron (NM_030949, intron 1 of 3)	intron (NM_030949, intron 1 of 3)	65767	NM_030949	81706	Hs.486798	NM_030949	ENSG00000198729	PPP1R14C	CPI17-like|KEPI|NY-BR-81	protein phosphatase 1 regulatory inhibitor subunit 14C	protein-coding
5349	chr16	67960054	67960532	+	0	NA	intron (NM_006742, intron 2 of 2)	intron (NM_006742, intron 2 of 2)	5472	NM_001907	1506	Hs.654546	NM_001907	ENSG00000141086	CTRL	CTRL1	chymotrypsin like	protein-coding
15405	chrX	142209092	142209801	+	0	NA	Intergenic	Intergenic	95732	NM_001009613	441525	Hs.535082	NM_001009613	ENSG00000189326	SPANXN4	CT11.9	SPANX family member N4	protein-coding
8034	chr2	230786411	230787237	+	0	NA	promoter-TSS (NM_001348331)	promoter-TSS (NM_001348331)	-99	NM_001284215	9320	Hs.572642	NM_004238	ENSG00000153827	TRIP12	MRD49|TRIP-12|ULF	thyroid hormone receptor interactor 12	protein-coding
9437	chr3	110965715	110966540	+	0	NA	Intergenic	Intergenic	175464	NM_015480	25945	Hs.293917	NM_015480	ENSG00000177707	NECTIN3	CD113|CDW113|NECTIN-3|PPR3|PRR3|PVRL3|PVRR3	nectin cell adhesion molecule 3	protein-coding
14786	chr9	79371566	79372445	+	0	NA	intron (NR_131751, intron 5 of 15)	intron (NR_131751, intron 5 of 15)	-7347	NR_015342	50652	Hs.663766	NR_015342	ENSG00000225937	PCA3	DD3|NCRNA00019|PCAT3|PRUNE2-AS1	prostate cancer associated 3	ncRNA
6281	chr18	40216087	40216983	+	0	NA	intron (NR_046174, intron 7 of 9)	intron (NR_046174, intron 7 of 9)	449902	NR_046456	284260	Hs.652819	NR_046174	ENSG00000267586	LINC00907	-	long intergenic non-protein coding RNA 907	ncRNA
13984	chr8	37474044	37475053	+	0	NA	Intergenic	MER58A|DNA|hAT-Charlie	-78752	NM_025069	80139	Hs.288042	NM_025069	ENSG00000183779	ZNF703	NLZ1|ZEPPO1|ZNF503L|ZPO1	zinc finger protein 703	protein-coding
9773	chr3	159541873	159542687	+	0	NA	intron (NM_001197114, intron 4 of 9)	intron (NM_001197114, intron 4 of 9)	-15370	NM_001197109	29970	Hs.134665	NM_014575	ENSG00000151967	SCHIP1	SCHIP-1	schwannomin interacting protein 1	protein-coding
5048	chr15	94463268	94464153	+	0	NA	intron (NR_120320, intron 8 of 8)	L1M4|LINE|L1	19780	NR_120322	101927129	Hs.652658	NR_120322	ENSG00000258785	LINC01580	-	long intergenic non-protein coding RNA 1580	ncRNA
14154	chr8	73707936	73708875	+	0	NA	intron (NM_004770, intron 2 of 2)	intron (NM_004770, intron 2 of 2)	64125	NR_110656	101926908	Hs.680588	NR_110656	ENSG00000253726	LOC101926908	-	uncharacterized LOC101926908	ncRNA
11261	chr5	63857202	63857914	+	0	NA	intron (NM_001029875, intron 2 of 5)	intron (NM_001029875, intron 2 of 5)	-13919	NM_001271891	401190	Hs.657133	NM_001029875	ENSG00000186479	RGS7BP	R7BP	regulator of G protein signaling 7 binding protein	protein-coding
9105	chr3	50451973	50452521	+	0	NA	intron (NM_001291101, intron 3 of 37)	intron (NM_001291101, intron 3 of 37)	49453	NR_111913	11068	Hs.149443	NM_007022	ENSG00000114395	CYB561D2	101F6|TSP10|XXcos-LUCA11.4	cytochrome b561 family member D2	protein-coding
6520	chr19	5957128	5957757	+	0	NA	intron (NM_007322, intron 2 of 16)	intron (NM_007322, intron 2 of 16)	20709	NM_007322	8498	Hs.531752	NM_003624	ENSG00000031823	RANBP3	-	RAN binding protein 3	protein-coding
1195	chr1	215967153	215968287	+	0	NA	intron (NM_206933, intron 50 of 71)	intron (NM_206933, intron 50 of 71)	227073	NM_001319295	51133	Hs.335139	NM_016121	ENSG00000136636	KCTD3	NY-REN-45	potassium channel tetramerization domain containing 3	protein-coding
3371	chr12	94198424	94199244	+	0	NA	intron (NM_001320100, intron 2 of 2)	intron (NM_001320100, intron 2 of 2)	-67235	NR_110093	101928731	Hs.659971	NR_110092	ENSG00000258274	LOC101928731	-	uncharacterized LOC101928731	ncRNA
11136	chr5	41281689	41282480	+	0	NA	Intergenic	Intergenic	-20513	NM_001115131	729	Hs.481992	NM_000065	ENSG00000039537	C6	-	complement C6	protein-coding
9066	chr3	42641497	42642562	+	0	NA	promoter-TSS (NM_005385)	promoter-TSS (NM_005385)	-149	NM_001349125	4820	Hs.529509	NM_005385	ENSG00000114857	NKTR	p104	natural killer cell triggering receptor	protein-coding
5277	chr16	50393593	50395288	+	0	NA	intron (NM_001173984, intron 2 of 16)	L2b|LINE|L2	8459	NM_013263	29117	Hs.437894	NM_013263	ENSG00000166164	BRD7	BP75|CELTIX1|NAG4	bromodomain containing 7	protein-coding
13333	chr7	77491672	77492884	+	0	NA	intron (NM_001366089, intron 2 of 18)	intron (NM_001366089, intron 2 of 18)	22831	NM_001127359	57157	Hs.203965	NM_020432	ENSG00000006576	PHTF2	-	putative homeodomain transcription factor 2	protein-coding
7955	chr2	219773343	219774300	+	0	NA	intron (NR_110238, intron 3 of 4)	CpG	21538	NR_110238	101928537	Hs.611129	NR_110238	ENSG00000228135	LINC01494	-	long intergenic non-protein coding RNA 1494	ncRNA
15059	chr9	124820845	124821652	+	0	NA	intron (NM_194252, intron 1 of 3)	intron (NM_194252, intron 1 of 3)	34637	NM_001139442	158135	Hs.438937	NM_194252	ENSG00000175764	TTLL11	C9orf20|bA244O19.1	tubulin tyrosine ligase like 11	protein-coding
5457	chr16	82363190	82363960	+	0	NA	Intergenic	Intergenic	-159746	NM_005792	10200	Hs.344400	NM_005792	ENSG00000135698	MPHOSPH6	MPP|MPP-6|MPP6	M-phase phosphoprotein 6	protein-coding
508	chr1	67171734	67172279	+	0	NA	intron (NM_001350218, intron 16 of 22)	(TA)n|Simple_repeat|Simple_repeat	-46136	NM_152665	200132	Hs.479226	NM_152665	ENSG00000152760	TCTEX1D1	-	Tctex1 domain containing 1	protein-coding
13841	chr8	17518739	17519912	+	0	NA	intron (NR_156437, intron 7 of 13)	intron (NR_156437, intron 7 of 13)	14685	NM_001330470	57509	Hs.7946	NM_020749	ENSG00000129422	MTUS1	ATBP|ATIP|ATIP3|ICIS|MP44|MTSG1	microtubule associated scaffold protein 1	protein-coding
14538	chr9	2420128	2421297	+	0	NA	Intergenic	Intergenic	-201075	NM_001322226	7436	Hs.370422	NM_003383	ENSG00000147852	VLDLR	CAMRQ1|CARMQ1|CHRMQ1|VLDL-R|VLDLRCH	very low density lipoprotein receptor	protein-coding
662	chr1	98097492	98098164	+	0	NA	intron (NM_000110, intron 8 of 22)	intron (NM_000110, intron 8 of 22)	-164649	NR_046591	100873933	Hs.568669	NR_046591	ENSG00000235777	DPYD-AS2	-	DPYD antisense RNA 2	ncRNA
12545	chr6	107861311	107862365	+	0	NA	intron (NM_018013, intron 4 of 6)	intron (NM_018013, intron 4 of 6)	50517	NM_018013	55084	Hs.445244	NM_018013	ENSG00000112320	SOBP	JXC1|MRAMS	sine oculis binding protein homolog	protein-coding
10455	chr4	90596062	90596691	+	0	NA	Intergenic	LTR22|LTR|ERVK	-161176	NR_045481	644248	Hs.553954	NR_045481	ENSG00000247775	SNCA-AS1	-	SNCA antisense RNA 1	ncRNA
13171	chr7	30287112	30288229	+	0	NA	non-coding (NR_136267, exon 4 of 4)	non-coding (NR_136267, exon 4 of 4)	-36543	NM_147128	223082	Hs.263912	NM_147128	ENSG00000180233	ZNRF2	RNF202	zinc and ring finger 2	protein-coding
8205	chr20	19715947	19716548	+	0	NA	Intergenic	Intergenic	-150918	NM_001242581	54453	Hs.472270	NM_018993	ENSG00000132669	RIN2	MACS|RASSF4	Ras and Rab interactor 2	protein-coding
10850	chr4	169361594	169362214	+	0	NA	intron (NM_001012967, intron 10 of 37)	intron (NM_001012967, intron 10 of 37)	39739	NM_001345927	91351	Hs.535011	NM_001012967	ENSG00000181381	DDX60L	-	DExD/H-box 60 like	protein-coding
7993	chr2	224450297	224451487	+	0	NA	Intergenic	Intergenic	16187	NM_003469	7857	Hs.516726	NM_003469	ENSG00000171951	SCG2	CHGC|EM66|SN|SgII	secretogranin II	protein-coding
11432	chr5	94982150	94982703	+	0	NA	promoter-TSS (NM_001131066)	promoter-TSS (NM_001131066)	-55	NM_001131066	317671	Hs.399758	NM_173362	ENSG00000175449	RFESD	-	Rieske Fe-S domain containing	protein-coding
1126	chr1	207224037	207224899	+	0	NA	promoter-TSS (NM_018566)	promoter-TSS (NM_018566)	-46	NM_018566	55432	Hs.567533	NM_018566	ENSG00000180667	YOD1	DUBA8|OTUD2|PRO0907	YOD1 deubiquitinase	protein-coding
12029	chr6	11938090	11938913	+	0	NA	Intergenic	Intergenic	62976	NR_125853	101928253	Hs.128163	NR_125853		LOC101928253	-	uncharacterized LOC101928253	ncRNA
6985	chr2	31272894	31273438	+	0	NA	intron (NM_024572, intron 1 of 14)	intron (NM_024572, intron 1 of 14)	79340	NM_001253827	79623	Hs.468058	NM_024572	ENSG00000158089	GALNT14	GALNT15|GalNac-T10|GalNac-T14	polypeptide N-acetylgalactosaminyltransferase 14	protein-coding
13847	chr8	17937362	17938217	+	0	NA	intron (NM_001127505, intron 1 of 13)	intron (NM_001127505, intron 1 of 13)	2916	NM_001363743	427	Hs.527412	NM_004315	ENSG00000104763	ASAH1	AC|ACDase|ASAH|PHP|PHP32|SMAPME	N-acylsphingosine amidohydrolase 1	protein-coding
9172	chr3	59116839	59117503	+	0	NA	Intergenic	Intergenic	-81413	NM_001351534	200844	Hs.368434	NM_198463	ENSG00000163689	C3orf67	-	chromosome 3 open reading frame 67	protein-coding
367	chr1	50765909	50766863	+	0	NA	Intergenic	Intergenic	122729	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding
394	chr1	53642059	53642912	+	0	NA	Intergenic	Intergenic	-20011	NM_001330589	1376	Hs.713535	NM_000098	ENSG00000157184	CPT2	CPT1|CPTASE|IIAE4	carnitine palmitoyltransferase 2	protein-coding
3816	chr13	40516833	40517475	+	0	NA	Intergenic	Intergenic	-238792	NR_046870	100874127	Hs.578028	NR_046870	ENSG00000230710	LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
14470	chr8	134652495	134653358	+	0	NA	Intergenic	Intergenic	43383	NR_134463	105375773	Hs.445172	NR_134462		LOC105375773	-	uncharacterized LOC105375773	ncRNA
11235	chr5	58505492	58506316	+	0	NA	intron (NM_001349242, intron 4 of 16)	intron (NM_001349242, intron 4 of 16)	66037	NM_001197220	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
14948	chr9	102355566	102356293	+	0	NA	intron (NR_109802, intron 4 of 6)	intron (NR_109802, intron 4 of 6)	-218390	NR_102271	100996569	Hs.745280	NR_102270	ENSG00000271086	NAMA	-	non-protein coding RNA, associated with MAP kinase pathway and growth arrest	ncRNA
4289	chr14	42237863	42238852	+	0	NA	intron (NM_001330106, intron 2 of 4)	intron (NM_001330106, intron 2 of 4)	162298	NM_001346173	145581	Hs.136893	NM_152447	ENSG00000165379	LRFN5	C14orf146|FIGLER8|SALM5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
11116	chr5	35316780	35317397	+	0	NA	Intergenic	Intergenic	-86499	NM_000949	5618	Hs.368587	NM_000949	ENSG00000113494	PRLR	HPRL|MFAB|RI-PRLR|hPRLrI	prolactin receptor	protein-coding
8837	chr22	47309054	47310137	+	0	NA	TTS (NR_122047)	TTS (NR_122047)	2343	NR_122047	642757	Hs.632786	NR_122047	ENSG00000280080	TBC1D22A-AS1	-	TBC1D22A antisense RNA 1	ncRNA
7866	chr2	205065969	205067081	+	0	NA	Intergenic	Intergenic	265054	NM_012092	29851	Hs.56247	NM_012092	ENSG00000163600	ICOS	AILIM|CD278|CVID1	inducible T cell costimulator	protein-coding
14394	chr8	122393705	122394400	+	0	NA	Intergenic	MIR|SINE|MIR	-257534	NR_002835	594842	Hs.668686	NR_002835		HAS2-AS1	HAS2-AS|HAS2AS|HASNT|NCRNA00077	HAS2 antisense RNA 1	ncRNA
13010	chr7	4046031	4046885	+	0	NA	intron (NM_152744, intron 14 of 44)	intron (NM_152744, intron 14 of 44)	-122859	NM_001079653	221935	Hs.653013	NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
1462	chr10	4540778	4541715	+	0	NA	Intergenic	Intergenic	92585	NR_108056	100507059	Hs.158438	NR_108054	ENSG00000224382	LINC00703	-	long intergenic non-protein coding RNA 703	ncRNA
13997	chr8	38369953	38370661	+	0	NA	intron (NM_001369354, intron 1 of 1)	intron (NM_001369354, intron 1 of 1)	15873	NM_001369354	389649	Hs.546586	NM_207412	ENSG00000196166	C8orf86	-	chromosome 8 open reading frame 86	protein-coding
3692	chr13	28516837	28517678	+	0	NA	Intergenic	Intergenic	-10406	NR_135254	100132234	Hs.197435	NR_135254	ENSG00000260704	LINC00543	-	long intergenic non-protein coding RNA 543	ncRNA
1001	chr1	182583925	182584423	+	0	NA	promoter-TSS (NR_036490)	promoter-TSS (NR_036490)	-101	NR_036490	284648	Hs.253475	NR_036490	ENSG00000261504	LINC01686	-	long intergenic non-protein coding RNA 1686	ncRNA
8392	chr20	48808764	48809473	+	0	NA	promoter-TSS (NR_125739)	promoter-TSS (NR_125739)	-512	NR_125739	101927559	Hs.442486	NR_125739	ENSG00000277449	CEBPB-AS1	-	CEBPB antisense RNA 1	ncRNA
3887	chr13	49080248	49081164	+	0	NA	intron (NR_147985, intron 6 of 11)	intron (NR_147985, intron 6 of 11)	26510	NM_001352428	1102	Hs.652712	NM_001268	ENSG00000136161	RCBTB2	CHC1L|RLG	RCC1 and BTB domain containing protein 2	protein-coding
754	chr1	117689452	117690416	+	0	NA	intron (NM_024626, intron 5 of 5)	intron (NM_024626, intron 5 of 5)	-25563	NM_001145635	80263	Hs.301526	NM_025188	ENSG00000134253	TRIM45	RNF99	tripartite motif containing 45	protein-coding
962	chr1	176979492	176979996	+	0	NA	intron (NM_004319, intron 8 of 22)	intron (NM_004319, intron 8 of 22)	18837	NR_030163	574441		NR_030163	ENSG00000202609	MIR488	MIRN488|hsa-mir-488|mir-488	microRNA 488	ncRNA
13123	chr7	23433086	23433742	+	0	NA	intron (NM_006547, intron 3 of 14)	MER117|DNA|hAT-Charlie	-2651	NR_145734	109616981		NR_145734	ENSG00000212264	SNORD65C	-	small nucleolar RNA, C/D box 65C	snoRNA
8880	chr3	3398392	3399199	+	0	NA	Intergenic	Intergenic	-177394	NM_001173482	51185	Hs.18925	NM_016302	ENSG00000113851	CRBN	MRT2|MRT2A	cereblon	protein-coding
