PeakID (cmd=annotatePeaks.pl FOXA2_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
40595	chr15	91446710	91447710	+	0	NA	promoter-TSS (NR_135504)	promoter-TSS (NR_135504)	-210	NR_135504	4122	Hs.116459	NM_006122	ENSG00000196547	MAN2A2	MANA2X	mannosidase alpha class 2A member 2	protein-coding
28650	chr10	93169355	93170355	+	0	NA	promoter-TSS (NR_104291)	promoter-TSS (NR_104291)	-187	NM_173497	143279	Hs.596096	NM_173497	ENSG00000165338	HECTD2	-	HECT domain E3 ubiquitin protein ligase 2	protein-coding
31331	chr11	61908061	61909061	+	0	NA	intron (NM_020238, intron 10 of 17)	intron (NM_020238, intron 10 of 17)	17078	NM_020238	3619	Hs.142179	NM_020238	ENSG00000149503	INCENP	-	inner centromere protein	protein-coding
12501	chr3	194591794	194592794	+	0	NA	Intergenic	Intergenic	-102856	NR_146990	105374293		NR_146990	ENSG00000230401	LINC01972	-	long intergenic non-protein coding RNA 1972	ncRNA
11314	chr3	97482903	97483903	+	0	NA	promoter-TSS (NM_177976)	promoter-TSS (NM_177976)	38	NM_177976	84100	Hs.373801	NM_032146	ENSG00000113966	ARL6	BBS3|RP55	ADP ribosylation factor like GTPase 6	protein-coding
46896	chr17	78400156	78401156	+	0	NA	intron (NR_148043, intron 5 of 5)	intron (NR_148043, intron 5 of 5)	7438	NR_039883	100616359		NR_039883	ENSG00000264961	MIR4730	-	microRNA 4730	ncRNA
42892	chr16	83177039	83178039	+	0	NA	intron (NM_001220490, intron 3 of 12)	intron (NM_001220490, intron 3 of 12)	-153636	NR_110937	101928417	Hs.569538	NR_110937	ENSG00000260832	LOC101928417	-	uncharacterized LOC101928417	ncRNA
23768	chr8	123802832	123803832	+	0	NA	intron (NM_014943, intron 1 of 3)	intron (NM_014943, intron 1 of 3)	9438	NM_001362797	22882	Hs.377090	NM_014943	ENSG00000178764	ZHX2	AFR1|RAF	zinc fingers and homeoboxes 2	protein-coding
33013	chr11	122753673	122754673	+	0	NA	intron (NM_001363089, intron 1 of 8)	intron (NM_001363089, intron 1 of 8)	535	NM_001363089	79864	Hs.164705	NM_024806	ENSG00000109944	JHY	C11orf63	junctional cadherin complex regulator	protein-coding
48659	chr19	2057898	2058898	+	0	NA	Intergenic	Intergenic	-7155	NM_199054	2872	Hs.515032	NM_017572	ENSG00000099875	MKNK2	GPRK7|MNK2	MAPK interacting serine/threonine kinase 2	protein-coding
44770	chr17	32905839	32906839	+	0	NA	promoter-TSS (NR_160787)	promoter-TSS (NR_160787)	49	NR_160787	400591	Hs.514090	NM_207454		C17orf102	-	chromosome 17 open reading frame 102	ncRNA
20256	chr7	36653808	36654808	+	0	NA	intron (NM_001637, intron 11 of 20)	MER45C|DNA|hAT-Tip100	-14582	NR_046764	100874264	Hs.690994	NR_046764	ENSG00000230539	AOAH-IT1	-	AOAH intronic transcript 1	ncRNA
17142	chr6	14622290	14623290	+	0	NA	Intergenic	Intergenic	-337105	NR_108097	102216342	Hs.563409	NR_108096	ENSG00000226673	LINC01108	LncRNA-ES1	long intergenic non-protein coding RNA 1108	ncRNA
49930	chr19	18496378	18497378	+	0	NA	promoter-TSS (NM_004864)	promoter-TSS (NM_004864)	-90	NM_004864	9518	Hs.616962	NM_004864	ENSG00000130513	GDF15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	growth differentiation factor 15	protein-coding
54904	chr22	20861213	20862213	+	0	NA	promoter-TSS (NM_001293236)	promoter-TSS (NM_001293236)	-184	NM_001293236	51586	Hs.517421	NM_015889	ENSG00000099917	MED15	ARC105|CAG7A|CTG7A|PCQAP|TIG-1|TIG1|TNRC7	mediator complex subunit 15	protein-coding
3879	chr1	154531563	154532563	+	0	NA	promoter-TSS (NM_017582)	promoter-TSS (NM_017582)	-925	NM_017582	55585	Hs.607928	NM_017582	ENSG00000160714	UBE2Q1	GTAP|NICE-5|NICE5|PRO3094|UBE2Q	ubiquitin conjugating enzyme E2 Q1	protein-coding
23844	chr8	127437755	127438755	+	0	NA	Intergenic	Intergenic	100515	NR_125421	101927657	Hs.552133	NR_125421	ENSG00000244791	LOC101927657	-	uncharacterized LOC101927657	ncRNA
53048	chr20	47358680	47359680	+	0	NA	intron (NM_020820, intron 3 of 39)	intron (NM_020820, intron 3 of 39)	85356	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
19783	chr7	3976841	3977841	+	0	NA	intron (NM_152744, intron 5 of 44)	intron (NM_152744, intron 5 of 44)	-191976	NM_001079653	221935	Hs.653013	NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
11299	chr3	87841869	87842869	+	0	NA	5' UTR (NM_001322208, exon 1 of 3)	5' UTR (NM_001322208, exon 1 of 3)	513	NM_001322208	3355	Hs.248136	NM_000866	ENSG00000179097	HTR1F	5-HT-1F|5-HT1F|5HT6|HTR1EL|MR77	5-hydroxytryptamine receptor 1F	protein-coding
21020	chr7	98546662	98547662	+	0	NA	exon (NM_001244580, exon 35 of 72)	exon (NM_001244580, exon 35 of 72)	-63626	NR_110102	101927550	Hs.636663	NR_110102		LOC101927550	-	uncharacterized LOC101927550	ncRNA
6397	chr2	25015665	25016665	+	0	NA	promoter-TSS (NR_136183)	promoter-TSS (NR_136183)	86	NM_001013663	391356	Hs.406607	NM_001013663	ENSG00000184924	PTRHD1	C2orf79	peptidyl-tRNA hydrolase domain containing 1	protein-coding
18843	chr6	144641610	144642610	+	0	NA	intron (NM_007124, intron 1 of 73)	intron (NM_007124, intron 1 of 73)	29237	NM_007124	7402	Hs.133135	NM_007124	ENSG00000152818	UTRN	DMDL|DRP|DRP1	utrophin	protein-coding
624	chr1	8290069	8291069	+	0	NA	Intergenic	Intergenic	21837	NR_125998	102724539	Hs.516816	NR_125998	ENSG00000227634	LINC01714	-	long intergenic non-protein coding RNA 1714	ncRNA
11028	chr3	53915563	53916563	+	0	NA	exon (NM_022899, exon 1 of 13)	exon (NM_022899, exon 1 of 13)	116	NM_022899	93973	Hs.412186	NM_022899	ENSG00000113812	ACTR8	ARP8|INO80N|hArp8	actin related protein 8	protein-coding
35180	chr12	117549304	117550304	+	0	NA	intron (NR_120464, intron 2 of 2)	intron (NR_120464, intron 2 of 2)	12532	NR_120464	101928244	Hs.742266	NR_120464		TESC-AS1	-	TESC antisense RNA 1 (head to head)	ncRNA
52381	chr20	30168244	30169244	+	0	NA	Intergenic	Intergenic	-7678	NR_046853	100874042	Hs.373741	NR_046853	ENSG00000230613	HM13-AS1	-	HM13 antisense RNA 1	ncRNA
35962	chr13	24580599	24581599	+	0	NA	intron (NM_001286792, intron 2 of 14)	intron (NM_001286792, intron 2 of 14)	27158	NM_001286792	221178	Hs.434298	NM_153023	ENSG00000182957	SPATA13	ARHGEF29|ASEF2	spermatogenesis associated 13	protein-coding
44976	chr17	37815185	37816185	+	0	NA	intron (NM_001165937, intron 8 of 14)	intron (NM_001165937, intron 8 of 14)	-5914	NM_003673	8557	Hs.77628	NM_003673	ENSG00000173991	TCAP	CMD1N|CMH25|LGMD2G|LGMDR7|T-cap|TELE|telethonin	titin-cap	protein-coding
17814	chr6	37139776	37140776	+	0	NA	intron (NM_002648, intron 4 of 5)	intron (NM_002648, intron 4 of 5)	2348	NM_002648	5292	Hs.81170	NM_002648	ENSG00000137193	PIM1	PIM	Pim-1 proto-oncogene, serine/threonine kinase	protein-coding
25248	chr9	96730417	96731417	+	0	NA	Intergenic	Intergenic	12801	NR_144455	101928040	Hs.375820	NR_144455	ENSG00000235601	BARX1-DT	BARX1-AS1	BARX1 divergent transcript	ncRNA
3706	chr1	145469813	145470813	+	0	NA	promoter-TSS (NM_001330685)	promoter-TSS (NM_001330685)	87	NM_032305	84265	Hs.591456	NM_032305	ENSG00000121851	POLR3GL	RPC32HOM|flj32422	RNA polymerase III subunit G like	protein-coding
4206	chr1	165324700	165325700	+	0	NA	intron (NM_177398, intron 1 of 8)	CpG-1885	278	NM_001174069	4009	Hs.667312	NM_177398	ENSG00000162761	LMX1A	LMX1|LMX1.1	LIM homeobox transcription factor 1 alpha	protein-coding
43593	chr17	816180	817180	+	0	NA	intron (NM_022463, intron 1 of 7)	intron (NM_022463, intron 1 of 7)	3808	NR_135633	101927727	Hs.666198	NR_135633	ENSG00000262003	LOC101927727	-	uncharacterized LOC101927727	ncRNA
41023	chr16	1339398	1340398	+	0	NA	Intergenic	Intergenic	-19255	NM_194261	7329	Hs.302903	NM_003345	ENSG00000103275	UBE2I	C358B7.1|P18|UBC9	ubiquitin conjugating enzyme E2 I	protein-coding
34979	chr12	113502863	113503863	+	0	NA	intron (NM_004416, intron 1 of 8)	intron (NM_004416, intron 1 of 8)	7701	NM_004416	1840	Hs.372152	NM_004416	ENSG00000135144	DTX1	RNF140|hDx-1	deltex E3 ubiquitin ligase 1	protein-coding
50490	chr19	36257622	36258622	+	0	NA	exon (NM_001367856, exon 9 of 12)	exon (NM_001367856, exon 9 of 12)	-8344	NM_001172630	115703	Hs.515364	NM_052948	ENSG00000004777	ARHGAP33	NOMA-GAP|SNX26|TCGAP	Rho GTPase activating protein 33	protein-coding
57314	chrX	153046026	153047026	+	0	NA	promoter-TSS (NM_001170761)	promoter-TSS (NM_001170761)	30	NM_001170760	26576	Hs.104865	NM_014370	ENSG00000184343	SRPK3	MSSK-1|MSSK1|STK23	SRSF protein kinase 3	protein-coding
26598	chr9	137018652	137019652	+	0	NA	intron (NM_017588, intron 9 of 13)	intron (NM_017588, intron 9 of 13)	10534	NR_023344	100151684	Hs.545589	NR_023344	ENSG00000221676	RNU6ATAC	RNU6ATAC1|U6ATAC	RNA, U6atac small nuclear (U12-dependent splicing)	snRNA
19025	chr6	159025932	159026932	+	0	NA	intron (NM_020823, intron 7 of 16)	intron (NM_020823, intron 7 of 16)	-4307	NR_106981	102465694		NR_106981	ENSG00000278571	MIR7161	hsa-mir-7161	microRNA 7161	ncRNA
47528	chr18	20758467	20759467	+	0	NA	intron (NM_138375, intron 1 of 9)	intron (NM_138375, intron 1 of 9)	23178	NM_138375	91768	Hs.11108	NM_138375	ENSG00000134508	CABLES1	CABL1|CABLES|HsT2563|IK3-1	Cdk5 and Abl enzyme substrate 1	protein-coding
10994	chr3	53111731	53112731	+	0	NA	Intergenic	Intergenic	-32142	NM_016329	51460	Hs.343679	NM_016329	ENSG00000163935	SFMBT1	RU1|SFMBT|hSFMBT	Scm like with four mbt domains 1	protein-coding
30452	chr11	8054195	8055195	+	0	NA	Intergenic	Intergenic	-5485	NM_003320	7275	Hs.568986	NM_003320	ENSG00000166402	TUB	RDOB|rd5	TUB bipartite transcription factor	protein-coding
20688	chr7	70096312	70097312	+	0	NA	intron (NM_015570, intron 5 of 18)	intron (NM_015570, intron 5 of 18)	-500318	NM_022479	64409	Hs.488591	NM_022479	ENSG00000185274	GALNT17	GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding
35333	chr12	122075738	122076738	+	0	NA	intron (NM_032790, intron 1 of 1)	intron (NM_032790, intron 1 of 1)	11783	NM_032790	84876	Hs.55148	NM_032790		ORAI1	CRACM1|IMD9|ORAT1|TAM2|TMEM142A	ORAI calcium release-activated calcium modulator 1	protein-coding
56050	chr22	43606212	43607212	+	0	NA	intron (NM_173050, intron 18 of 21)	intron (NM_173050, intron 18 of 21)	-1968	NR_134632	105373051	Hs.629290	NR_134632	ENSG00000236272	LOC105373051	-	uncharacterized LOC105373051	ncRNA
6780	chr2	43163996	43164996	+	0	NA	Intergenic	Intergenic	102186	NR_110585	102723854	Hs.570165	NR_110585	ENSG00000231826	LINC01819	-	long intergenic non-protein coding RNA 1819	ncRNA
27735	chr10	43868703	43869703	+	0	NA	exon (NM_001184963, exon 3 of 9)	exon (NM_001184963, exon 3 of 9)	2111	NM_001184963	53828	Hs.130497	NM_173160	ENSG00000150201	FXYD4	CHIF	FXYD domain containing ion transport regulator 4	protein-coding
25168	chr9	95730963	95731963	+	0	NA	intron (NM_001369951, intron 1 of 17)	intron (NM_001369951, intron 1 of 17)	5174	NM_001369951	89846	Hs.411081	NM_033086	ENSG00000127084	FGD3	ZFYVE5	FYVE, RhoGEF and PH domain containing 3	protein-coding
35750	chr12	132344910	132345910	+	0	NA	Intergenic	Intergenic	32472	NM_016155	4326	Hs.709245	NM_016155	ENSG00000198598	MMP17	MMP-17|MT4-MMP|MT4MMP|MTMMP4	matrix metallopeptidase 17	protein-coding
44640	chr17	27428796	27429796	+	0	NA	intron (NM_001346768, intron 21 of 40)	intron (NM_001346768, intron 21 of 40)	-26669	NM_004740	9220	Hs.462590	NM_004740	ENSG00000221995	TIAF1	MAJN|SPR210	TGFB1-induced anti-apoptotic factor 1	protein-coding
45185	chr17	41408893	41409893	+	0	NA	Intergenic	HERVK13-int|LTR|ERVK	-28331	NR_047479	100874261	Hs.546898	NM_001363254	ENSG00000236383	CCDC200	LINC00854|TMEM106A-AS1	coiled-coil domain containing 200	protein-coding
8745	chr2	191042427	191043427	+	0	NA	intron (NM_001042521, intron 2 of 2)	intron (NM_001042521, intron 2 of 2)	-2662	NM_032321	84281	Hs.389311	NM_032321	ENSG00000187699	C2orf88	smAKAP	chromosome 2 open reading frame 88	protein-coding
1228	chr1	18180331	18181331	+	0	NA	Intergenic	Intergenic	99003	NM_030812	81569	Hs.2149	NM_030812	ENSG00000117148	ACTL8	CT57	actin like 8	protein-coding
39836	chr15	69003457	69004457	+	0	NA	exon (NM_001190457, exon 5 of 12)	exon (NM_001190457, exon 5 of 12)	70115	NM_001324015	10391	Hs.551213	NM_006091	ENSG00000103647	CORO2B	CLIPINC	coronin 2B	protein-coding
17208	chr6	18491274	18492274	+	0	NA	Intergenic	Intergenic	-31204	NR_149116	105374956	Hs.561599	NR_149116		MIR548A1HG	-	MIR548A1 host gene	ncRNA
13295	chr4	8651095	8652095	+	0	NA	Intergenic	Intergenic	57103	NM_001014447	8532	Hs.61995	NM_003652	ENSG00000109625	CPZ	-	carboxypeptidase Z	protein-coding
1112	chr1	16409690	16410690	+	0	NA	Intergenic	Intergenic	-10044	NM_182623	348487	Hs.126825	NM_182623	ENSG00000185519	FAM131C	C1orf117	family with sequence similarity 131 member C	protein-coding
7020	chr2	60637634	60638634	+	0	NA	Intergenic	Intergenic	-19624	NR_132992	106660609	Hs.565545	NR_132991	ENSG00000228590	MIR4432HG	-	MIR4432 host gene	ncRNA
52046	chr20	14200419	14201419	+	0	NA	intron (NM_001351661, intron 3 of 17)	L1PB1|LINE|L1	117339	NM_198391	23767	Hs.41296	NM_013281	ENSG00000125848	FLRT3	HH21	fibronectin leucine rich transmembrane protein 3	protein-coding
55213	chr22	28037024	28038024	+	0	NA	Intergenic	Intergenic	160220	NM_002430	4330	Hs.268515	NM_002430	ENSG00000169184	MN1	MGCR|MGCR1|MGCR1-PEN|dJ353E16.2	MN1 proto-oncogene, transcriptional regulator	protein-coding
51272	chr19	49260883	49261883	+	0	NA	exon (NM_019113, exon 4 of 4)	exon (NM_019113, exon 4 of 4)	2602	NM_019113	26291	Hs.283015	NM_019113	ENSG00000105550	FGF21	-	fibroblast growth factor 21	protein-coding
8876	chr2	206651385	206652385	+	0	NA	intron (NM_201266, intron 15 of 16)	MIR3|SINE|MIR	104660	NM_201266	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
37464	chr14	62161892	62162892	+	0	NA	5' UTR (NM_001530, exon 1 of 15)	5' UTR (NM_001530, exon 1 of 15)	149	NR_047116	100750246	Hs.713476	NR_047116	ENSG00000258777	HIF1A-AS1	5'aHIF-1A|5'aHIF1alpha	HIF1A antisense RNA 1	ncRNA
35432	chr12	123754220	123755220	+	0	NA	intron (NR_073007, intron 1 of 3)	intron (NR_073007, intron 1 of 3)	110	NM_001270433	8099	Hs.433201	NM_004642	ENSG00000111328	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1	cyclin dependent kinase 2 associated protein 1	protein-coding
46819	chr17	77653194	77654194	+	0	NA	Intergenic	Intergenic	27364	NR_039893	100616170		NR_039893	ENSG00000266665	MIR4739	mir-4739	microRNA 4739	ncRNA
30281	chr11	2191179	2192179	+	0	NA	intron (NM_000360, intron 1 of 12)	intron (NM_000360, intron 1 of 12)	1366	NM_199293	7054	Hs.435609	NM_000360	ENSG00000180176	TH	DYT14|DYT5b|TYH	tyrosine hydroxylase	protein-coding
13426	chr4	34765936	34766936	+	0	NA	Intergenic	LTR1D|LTR|ERV1	-495067	NR_147184	105374394	Hs.570782	NR_147183	ENSG00000248685	LINC02484	-	long intergenic non-protein coding RNA 2484	ncRNA
8937	chr2	216234569	216235569	+	0	NA	exon (NM_001306129, exon 42 of 47)	exon (NM_001306129, exon 42 of 47)	58287	NM_004044	471	Hs.90280	NM_004044	ENSG00000138363	ATIC	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	protein-coding
31823	chr11	68763417	68764417	+	0	NA	Intergenic	Intergenic	-15462	NM_198923	116512	Hs.527802	NM_198923	ENSG00000172938	MRGPRD	MRGD|TGR7	MAS related GPR family member D	protein-coding
33574	chr12	3473966	3474966	+	0	NA	intron (NR_148995, intron 1 of 11)	intron (NR_148995, intron 1 of 11)	822	NR_148995	100128253	Hs.447497	NR_148995		LOC100128253	-	uncharacterized LOC100128253	ncRNA
14174	chr4	174090906	174091906	+	0	NA	promoter-TSS (NR_134242)	promoter-TSS (NR_134242)	-603	NR_134242	101930370	Hs.563191	NR_134241	ENSG00000245213	LOC101930370	-	uncharacterized LOC101930370	ncRNA
53005	chr20	46707511	46708511	+	0	NA	Intergenic	LTR53|LTR|ERVL	-89150	NR_110027	101927457	Hs.445823	NR_110027		LINC01522	-	long intergenic non-protein coding RNA 1522	ncRNA
47911	chr18	47824683	47825683	+	0	NA	Intergenic	CpG	-10491	NM_001101654	30827	Hs.180933	NM_014593	ENSG00000154832	CXXC1	2410002I16Rik|5830420C16Rik|CFP1|CGBP|HsT2645|PCCX1|PHF18|SPP1|ZCGPC1|hCGBP	CXXC finger protein 1	protein-coding
55182	chr22	27834101	27835101	+	0	NA	Intergenic	CpG	127989	NR_134581	100507657	Hs.537371	NR_134581	ENSG00000226741	LINC02554	-	long intergenic non-protein coding RNA 2554	ncRNA
29527	chr10	125845492	125846492	+	0	NA	intron (NM_001270765, intron 1 of 5)	intron (NM_001270765, intron 1 of 5)	5930	NM_015892	51363	Hs.287537	NM_014863	ENSG00000182022	CHST15	BRAG|GALNAC4S-6ST	carbohydrate sulfotransferase 15	protein-coding
48338	chr18	77439188	77440188	+	0	NA	promoter-TSS (NM_001318511)	promoter-TSS (NM_001318511)	57	NR_136643	284241		NR_136643	ENSG00000178412	LOC284241	-	uncharacterized LOC284241	ncRNA
9880	chr2	242734962	242735962	+	0	NA	intron (NM_022134, intron 1 of 3)	intron (NM_022134, intron 1 of 3)	-14826	NM_001167601	129807	Hs.551747	NM_080741	ENSG00000204099	NEU4	-	neuraminidase 4	protein-coding
2624	chr1	44748807	44749807	+	0	NA	intron (NM_001301698, intron 6 of 7)	L2b|LINE|L2	-31076	NR_132966	106635545		NR_132966		SNORA110	-	small nucleolar RNA, H/ACA box 110	snoRNA
2041	chr1	31219296	31220296	+	0	NA	intron (NM_006762, intron 1 of 7)	L2b|LINE|L2	-7717	NR_039616	100616164		NR_039616	ENSG00000264773	MIR4420	mir-4420	microRNA 4420	ncRNA
8227	chr2	128283961	128284961	+	0	NA	promoter-TSS (NM_017969)	promoter-TSS (NM_017969)	-396	NM_017969	55677	Hs.469879	NM_017969	ENSG00000163166	IWS1	-	interacts with SUPT6H, CTD assembly factor 1	protein-coding
1701	chr1	25259271	25260271	+	0	NA	intron (NM_001320672, intron 2 of 6)	MIR|SINE|MIR	-3004	NM_004350	864	Hs.170019	NM_004350	ENSG00000020633	RUNX3	AML2|CBFA3|PEBP2aC	RUNX family transcription factor 3	protein-coding
5834	chr2	3467100	3468100	+	0	NA	intron (NM_016030, intron 8 of 11)	intron (NM_016030, intron 8 of 11)	53918	NM_001306077	55256	Hs.502773	NM_018269	ENSG00000182551	ADI1	APL1|ARD|Fe-ARD|HMFT1638|MTCBP1|Ni-ARD|SIPL|mtnD	acireductone dioxygenase 1	protein-coding
30595	chr11	12884391	12885391	+	0	NA	intron (NM_021961, intron 4 of 12)	intron (NM_021961, intron 4 of 12)	126204	NR_038904	100506305	Hs.153408	NR_038904	ENSG00000251381	LINC00958	BLACAT2	long intergenic non-protein coding RNA 958	ncRNA
2957	chr1	54619092	54620092	+	0	NA	promoter-TSS (NM_001353655)	promoter-TSS (NM_001353655)	-738	NM_001353655	200008		NM_201546	ENSG00000157211	CDCP2	-	CUB domain containing protein 2	protein-coding
14434	chr5	1144309	1145309	+	0	NA	Intergenic	Intergenic	-32631	NM_006598	10723	Hs.172613	NM_006598	ENSG00000113504	SLC12A7	KCC4	solute carrier family 12 member 7	protein-coding
13340	chr4	15682996	15683996	+	0	NA	promoter-TSS (NM_001145191)	promoter-TSS (NM_001145191)	46	NM_001145191	285550	Hs.399980	NM_001145191	ENSG00000237765	FAM200B	C4orf53	family with sequence similarity 200 member B	protein-coding
22518	chr8	11540746	11541746	+	0	NA	intron (NM_001308094, intron 1 of 6)	intron (NM_001308094, intron 1 of 6)	6802	NM_001308094	2626	Hs.243987	NM_002052	ENSG00000136574	GATA4	ASD2|TACHD|TOF|VSD1	GATA binding protein 4	protein-coding
39306	chr15	44180109	44181109	+	0	NA	intron (NM_001286490, intron 10 of 15)	intron (NM_001286490, intron 10 of 15)	-10240	NR_003571	728758	Hs.658099	NR_003571		PIN4P1	-	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1	pseudo
39471	chr15	59062663	59063663	+	0	NA	promoter-TSS (NM_001040453)	promoter-TSS (NM_001040453)	10	NR_135474	101928725	Hs.572321	NR_135474	ENSG00000245975	LOC101928725	-	uncharacterized LOC101928725	ncRNA
51374	chr19	50353745	50354745	+	0	NA	promoter-TSS (NM_017432)	promoter-TSS (NM_017432)	-4	NM_001364750	53635	Hs.587979	NM_017432	ENSG00000104960	PTOV1	ACID2|PTOV-1	PTOV1 extended AT-hook containing adaptor protein	protein-coding
7425	chr2	85995235	85996235	+	0	NA	intron (NM_032827, intron 2 of 2)	intron (NM_032827, intron 2 of 2)	14621	NM_032827	84913	Hs.135569	NM_032827	ENSG00000168874	ATOH8	HATH6|bHLHa21	atonal bHLH transcription factor 8	protein-coding
50663	chr19	39371033	39372033	+	0	NA	exon (NM_001193286, exon 11 of 13)	exon (NM_001193286, exon 11 of 13)	-2618	NM_001195833	126432	Hs.446933	NM_198445	ENSG00000187994	RINL	-	Ras and Rab interactor like	protein-coding
50167	chr19	30119624	30120624	+	0	NA	Intergenic	Intergenic	22934	NR_027368	10775	Hs.412870	NM_006627	ENSG00000105171	POP4	RPP29	POP4 homolog, ribonuclease P/MRP subunit	protein-coding
11490	chr3	123161109	123162109	+	0	NA	intron (NM_183357, intron 1 of 20)	intron (NM_183357, intron 1 of 20)	5783	NM_183357	111	Hs.593292	NM_183357	ENSG00000173175	ADCY5	AC5|FDFM	adenylate cyclase 5	protein-coding
14144	chr4	165898467	165899467	+	0	NA	promoter-TSS (NM_001012414)	promoter-TSS (NM_001012414)	-158	NM_001012414	391712	Hs.654633	NM_001012414	ENSG00000183439	TRIM61	RNF35	tripartite motif containing 61	protein-coding
25029	chr9	90902527	90903527	+	0	NA	Intergenic	LTR33|LTR|ERVL	-100332	NM_006717	10927	Hs.146804	NM_006717	ENSG00000106723	SPIN1	SPIN|TDRD24	spindlin 1	protein-coding
30412	chr11	6279620	6280620	+	0	NA	promoter-TSS (NM_001363552)	promoter-TSS (NM_001363552)	-948	NM_176875	887	Hs.203	NM_176875	ENSG00000110148	CCKBR	CCK-B|CCK2R|GASR	cholecystokinin B receptor	protein-coding
31969	chr11	69994525	69995525	+	0	NA	intron (NM_018043, intron 11 of 25)	L2b|LINE|L2	-54244	NM_003824	8772	Hs.86131	NM_003824	ENSG00000168040	FADD	GIG3|MORT1	Fas associated via death domain	protein-coding
18429	chr6	91065283	91066283	+	0	NA	Intergenic	Intergenic	43322	NR_039671	100616109		NR_039671	ENSG00000266760	MIR4464	mir-4464	microRNA 4464	ncRNA
55941	chr22	42355901	42356901	+	0	NA	Intergenic	Intergenic	8210	NR_024355	339674	Hs.517656	NR_024355	ENSG00000205704	LINC00634	BK250D10.8	long intergenic non-protein coding RNA 634	ncRNA
11831	chr3	133645985	133646985	+	0	NA	TTS (NR_161373)	TTS (NR_161373)	2171	NR_161373	80111	Hs.287691	NM_025041	ENSG00000174640	C3orf36	-	chromosome 3 open reading frame 36	ncRNA
56001	chr22	43093298	43094298	+	0	NA	intron (NM_001318038, intron 1 of 2)	intron (NM_001318038, intron 1 of 2)	23078	NR_146459	53947	Hs.105956	NM_017436	ENSG00000128274	A4GALT	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	alpha 1,4-galactosyltransferase (P blood group)	protein-coding
35557	chr12	125136588	125137588	+	0	NA	Intergenic	MIRb|SINE|MIR	-84930	NM_001206654	9612	Hs.137510	NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
11961	chr3	140950360	140951360	+	0	NA	intron (NM_001037172, intron 1 of 5)	CpG	193	NM_001282728	92370	Hs.657887	NM_152282	ENSG00000155893	PXYLP1	ACPL2|HEL124|XYLP	2-phosphoxylose phosphatase 1	protein-coding
46099	chr17	70415567	70416567	+	0	NA	intron (NR_036488, intron 3 of 3)	intron (NR_036488, intron 3 of 3)	77115	NR_135222	146795	Hs.651743	NR_135222	ENSG00000264026	LINC02003	-	long intergenic non-protein coding RNA 2003	ncRNA
26530	chr9	136440074	136441074	+	0	NA	TTS (NM_001145320)	TTS (NM_001145320)	4794	NM_001080515	642968	Hs.173134	NM_001080515	ENSG00000196990	FAM163B	C9orf166	family with sequence similarity 163 member B	protein-coding
18057	chr6	43095439	43096439	+	0	NA	intron (NM_001270398, intron 1 of 19)	intron (NM_001270398, intron 1 of 19)	-43068	NM_003131	6722	Hs.520140	NM_003131	ENSG00000112658	SRF	MCM1	serum response factor	protein-coding
12054	chr3	154041876	154042876	+	0	NA	promoter-TSS (NM_001114397)	promoter-TSS (NM_001114397)	-90	NM_001114397	170506	Hs.446270	NM_020865	ENSG00000174953	DHX36	DDX36|G4R1|MLEL1|RHAU	DEAH-box helicase 36	protein-coding
1042	chr1	15634649	15635649	+	0	NA	exon (NM_052929, exon 7 of 31)	exon (NM_052929, exon 7 of 31)	35230	NR_148918	101927417	Hs.715313	NR_148918	ENSG00000233485	LOC101927417	-	uncharacterized LOC101927417	ncRNA
25080	chr9	92281394	92282394	+	0	NA	intron (NR_024280, intron 2 of 5)	MER20B|DNA|hAT-Charlie	27196	NR_024280	100129066	Hs.125947	NR_024280	ENSG00000237372	UNQ6494	-	uncharacterized LOC100129066	ncRNA
