	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_NEURON_PROJECTION_MEMBRANE																															GABRE MPP2			ADORA2A MPP2						KCNJ11 MPP2
GO_NEURON_PROJECTION_ORGANIZATION																								EPHB3 KIF1A																
GO_NEURON_PROJECTION_REGENERATION																																						MATN2 NREP		
GO_NEURON_PROJECTION_TERMINUS														CPLX1 DRD2															CPLX1 DRD2		DRD2 SCGN SYP									SCGN SYP
GO_NEURON_RECOGNITION																						EPHB3 VSTM2L																		
GO_NEURON_SPINE														DRD2 LZTS1 MPP2	ANKS1B P2RX6								ANKS1B DRD2								ANKS1B CNIH2 DRD2 MPP2	DRD2 MPP2		MPP2 P2RX6						CNIH2 LZTS1 MPP2 P2RX6
GO_NEURON_TO_NEURON_SYNAPSE														DRD2 LZTS1 MPP2	ANKS1B P2RX6								ANKS1B DRD2			ADORA2A BAALC			CACNG4 DRD2 RGS9		ANKS1B BAALC CNIH2 DRD2 MPP2 SAMD14	DRD2 MPP2		ADORA2A BAALC MPP2 P2RX6						CNIH2 LRFN1 LZTS1 MPP2 P2RX6
GO_NEUROPEPTIDE_SIGNALING_PATHWAY															GAL PTGDR2																			CPE GAL					CPE GAL	
GO_NEUROTRANSMITTER_BINDING									CHRNA3 CHRNB2																															
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY									CHRNA3 CHRNB2					CHRNA1 DRD2											DRD2 GABRE						DRD2 GABRE	CHRNA1 DRD2								
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL									CHRNA3 CHRNB2																															
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT																													CACNG4 CPLX1											
GO_NEUROTRANSMITTER_REUPTAKE																							DRD2 SLC1A2																	
GO_NEUROTRANSMITTER_SECRETION									CHRNA3 CHRNB2					CPLX1 DRD2															CPLX1 DRD2		DRD2 SYP	CADPS DRD2								
GO_NEUROTRANSMITTER_TRANSPORT				SYNGR3 SYP			SLC6A17 SYP		CHRNA3 CHRNB2					CPLX1 DRD2			CADPS SLC1A2						DRD2 SLC1A2	CADPS SYNGR3					CPLX1 DRD2			CADPS DRD2 SLC6A17								
GO_NEUROTRANSMITTER_UPTAKE																							DRD2 SLC1A2																	
GO_NEUTRAL_AMINO_ACID_TRANSPORT							RGS4 SLC6A17																		RGS4 SLC38A5															
GO_NEUTROPHIL_CHEMOTAXIS						DPEP1 MDK	DPEP1 JAM3																								DPEP1 JAM3 MDK			DPEP1 JAM3 MDK						
GO_NEUTROPHIL_EXTRAVASATION																																								CD99L2 MDK
GO_NEUTROPHIL_MIGRATION						DPEP1 MDK	DPEP1 JAM3																								DPEP1 JAM3 MDK			DPEP1 JAM3 MDK						CD99L2 MDK
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION																																		AGT NEUROD1						
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY																	NKD1 PDE6B SFRP1														GNAO1 PDE6B								NKD1 PDE6B	
GO_NON_MOTILE_CILIUM																															DRD2 PDE6B									
GO_NOREPINEPHRINE_METABOLIC_PROCESS																														AKR1B1 INSM1										
GO_NOREPINEPHRINE_SECRETION																																		ADORA2A AGT						
GO_NOREPINEPHRINE_TRANSPORT																																		ADORA2A AGT						
GO_NOTCH_BINDING																									DLL1 DLL4															
GO_NOTCH_SIGNALING_PATHWAY																									DLL1 DLL4 MDK				DLL4 MDK										DLL4 PTP4A3	
GO_NUCLEAR_BODY																					ATOH8 PPP1R16B																			
GO_NUCLEAR_ENVELOPE										CDH5 ITPRIP OSBPL6 P2RX6																								CDH5 ITPRIP OSBPL6 P2RX6						
GO_NUCLEAR_MEMBRANE										CDH5 ITPRIP OSBPL6 P2RX6																								CDH5 ITPRIP OSBPL6 P2RX6						
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY																													ZCCHC12 ZCCHC18											
GO_NUCLEAR_SPECK																					ATOH8 PPP1R16B																			
GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 AMPD3 CBFA2T3															ACTN3 AK5
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY							RGS16 RGS4 RUNDC3A																													RGS16 RGS4				
GO_NUCLEOTIDE_PHOSPHORYLATION			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															ACTN3 AK5
GO_OLIGODENDROCYTE_DIFFERENTIATION																									MDK TP73															
GO_OMEGA_PEPTIDASE_ACTIVITY																ASRGL1 GGT5																								
GO_ORGANELLE_FISSION									HECW2 HSPA2																															
GO_ORGANELLE_LOCALIZATION											CHGA MAP6																DYNC1I1 TUBA1A													
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS										OSBPL6 PROX1 RBP1						GGT5 PROX1 RBP1																								
GO_ORGANIC_ACID_METABOLIC_PROCESS						ASRGL1 CYGB DPEP1 OSBPL6				ACTN3 CYGB OSBPL6 PRELP PROX1 RBP1						ASRGL1 GGT5 PROX1 RBP1																								
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT		RGS4 SLC7A4					AGT RGS4 SLC16A12			SLC16A12 SLC7A4			AGT RGS4		RGS4 SLC16A12								SLC1A2 SLC38A5		RGS4 SLC16A12 SLC38A5						AGT RGS4 SLC16A12			AGT SLC7A4						
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY										SLC16A12 SLC7A4													SLC1A2 SLC38A5																	
GO_ORGANIC_ACID_TRANSPORT		RGS4 SLC7A4					AGT RGS4 SLC16A12 SLC6A17						AGT RGS4	CPLX1 DRD2	RGS4 SLC16A12							DRD2 SLC38A3	DRD2 SLC1A2 SLC38A5		DRD2 RGS4 SLC16A12 SLC38A5						AGT DRD2 RGS4 SLC16A12	DRD2 SLC6A17		ADORA2A AGT SLC7A4						
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																							SLC1A2 SLC38A5																	
GO_ORGANIC_ANION_TRANSPORT		RGS4 SLC7A4					AGT RGS4 SLC16A12 SLC6A17						AGT RGS4		RGS4 SLC16A12							DRD2 SLC38A3	DRD2 SLC1A2 SLC38A5								AGT DRD2 PLTP RGS4 SLC16A12									
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	ASRGL1 PCBP4			CYP27A1 PCBP4 PDE2A																																				
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS										OSBPL6 PLTP PROX1							AKR1B1 PLTP						AKR1B1 QDPR	CACNA1H PROX1	CACNA1H PLCG2 PROX1					AKR1B1 INSM1	AKR1B1 PLTP QDPR			AKR1B1 OSBPL6 PLCG2 QDPR						
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	CHRNB2 OSBPL6									ACTN3 OSBPL6 PLTP PROX1													AKR1B1 DRD2 QDPR		ACTN3 CACNA1H DRD2 PLCG2 PROX1					AKR1B1 INSM1	AKR1B1 DRD2 PLTP QDPR			AKR1B1 OSBPL6 PLCG2 QDPR						
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	CHRNB2 OSBPL6										CHGA SYT5																				AGT CHGA DRD2 PLTP			ADORA2A AGT GAL OSBPL6				PLTP SYT5		
GO_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE																																		SLC25A34 STMN3						
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS																										GOLGA7B NNMT PRELP SOX4 SRM				INSM1 MRPL34 SRM										
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS																									AMPD3 PLCG2															
GO_ORGANOPHOSPHATE_METABOLIC_PROCESS			ACTN3 CBFA2T3 FLT1 SOCS1																																					
GO_ORGAN_GROWTH							AGT RGS4						AGT RGS4		DLL1 RGS4		DLL1 TP73								DLL1 PROX1 RGS4 TP73											RGS4 TP73				
GO_OSSIFICATION																													GDF10 MDK MMP2											
GO_OSTEOCLAST_DIFFERENTIATION										CSF1R LTF														CSF1R LTF																
GO_O_GLYCAN_PROCESSING										MUC15 MUC5AC																														
GO_PALLIUM_DEVELOPMENT																																		MDK NEUROD1						
GO_PANCREAS_DEVELOPMENT																									DLL1 PROX1 SOX4									NEUROD1 NEUROG3 RFX6						
GO_PANCREATIC_A_CELL_DIFFERENTIATION																																		NEUROD1 RFX6						
GO_PARANODAL_JUNCTION							AKR1B1 JAM3																								AKR1B1 JAM3			AKR1B1 JAM3						
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY							CLCNKA GABRE KCNF1 SCN1B		CHRNA3 CHRNB2															CACNA1H KCNH6 KCNK3				CHRNA1 KCNF1 P2RX6			ABCC8 GABRE KCNH6 SCN1B									KCNF1 KCNJ11 P2RX6 SCN1B
GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION		GDF10 LEFTY1																											GDF10 LEFTY1											
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY																								LTF SFTPA2																
GO_PATTERN_SPECIFICATION_PROCESS				DSCAML1 GRHL3 LEFTY1											DLL1 LEFTY1		DLL1 NKD1 SFRP1							DLL4 GRHL3 LEFTY1					DLL4 GRHL3 LEFTY1 LMX1B											
GO_PEPTIDASE_ACTIVITY					ADAMTSL2 ASRGL1	ASRGL1 DPEP1 KLK12	ADAMTSL2 CPE DPEP1 SFRP1			CELA3A CELA3B KLK12 LTF MMP11			ADAMTSL2 ASRGL1 HGFAC MMP2			ASRGL1 GGT5 HGFAC PCSK1 TMPRSS11E VASH2	CELA3B GGT5 HGFAC KLK12 PGA3 SFRP1					LTF MMP11 TMPRSS11E	CELA3A CELA3B KLK12		CELA3B CPA1 HGFAC KLK12 MMP2			GGT5 PGA3	CPA1 CPE MMP11 MMP2 PGA4		CPA1 DPEP1 PCSK1 PGA3 PGA5			ADAMTSL2 CPA1 CPE DPEP1 GGT5 MMP2 PCSK1 PGA3 PGA4						
GO_PEPTIDASE_REGULATOR_ACTIVITY							AGT DPEP1							SPINK4 TFPI2									AMBP SPINK4											AGT DPEP1 TFPI2			AGT LTF			
GO_PEPTIDE_CATABOLIC_PROCESS																																		DPEP1 GGT5						
GO_PEPTIDE_HORMONE_SECRETION				KCNJ11 RFX6			CPE SFRP1							CPLX1 DRD2											DRD2 MAFA SOX4				CPE CPLX1 DRD2		ABCC8 CHGA DRD2			CPE GAL NEUROD1 RFX6				CPE FFAR2	CPE GAL	
GO_PEPTIDE_SECRETION				KCNJ11 RFX6 SOCS1																					CD200 DRD2 LTBP2 MAFA SOCS1 SOX4				CPE CPLX1 DRD2 LTBP2 SOCS1		ABCC8 AGT CHGA DRD2			ADORA2A AGT CPE GAL NEUROD1 RFX6 SOCS1			AGT SOX4	CPE FFAR2 SOCS1	CPE CSF1R GAL	
GO_PEPTIDYL_AMINO_ACID_MODIFICATION																	CRLF1 EPHB3 GOLGA7B NTRK1 SFRP1																				AGT SOX4			
GO_PEPTIDYL_TYROSINE_MODIFICATION						NTRK1 SOCS1								ENPP2 EPHB3 FLT1			CRLF1 EPHB3 NTRK1 SFRP1					CRLF1 EPHB3																CSH1 SOCS1		AGT CRLF1 SOCS1
GO_PERIKARYON														CPLX1 DRD2								DRD2 SCN1B			DRD2 SCN1B SERPINI1				CPLX1 DRD2 SERPINI1		DRD2 SCN1B									
GO_PERINUCLEAR_REGION_OF_CYTOPLASM											CHGA MAP6 SYT5																AKR1B1 DYNC1I1													
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT																									PMP22 SERPINI1									NEUROG3 PMP22						
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS																							AKR1B1 DRD2							AKR1B1 INSM1	AKR1B1 DRD2	AKR1B1 DRD2								
GO_PHOSPHATASE_BINDING										CDH5 CSF1R PPP1R3C											PPP1R16B PPP1R3C			CDH5 CSF1R																
GO_PHOSPHATASE_REGULATOR_ACTIVITY			ELFN1 PPP1R16B																																					
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING			FLT1 PPP1R16B																																		AGT PPP1R16B			
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS										CSF1R FAM126A																			FAM126A PLCG2 SOCS1											
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING																																								AMER3 NOXO1
GO_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION																													FAM126A SOCS1											
GO_PHOSPHOLIPASE_ACTIVITY														ENPP2 NOTUM											NOTUM PLCG2															
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY																															AGT CHGA DRD2									
GO_PHOSPHOLIPASE_C_ACTIVITY																									NOTUM PLCG2															
GO_PHOSPHOLIPID_BINDING																																						PLTP SYT5		
GO_PHOSPHOLIPID_METABOLIC_PROCESS																													FAM126A FLT1 PLCG2 SOCS1											
GO_PHOSPHOPROTEIN_BINDING																									PLCG2 SHF															
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY				NOTUM PDE2A			NOTUM PDE2A							ENPP2 NOTUM											NOTUM PLCG2						ENPP2 PDE6B									NOTUM PDE2A
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY																																							PDE6B PTP4A3	
GO_PHOSPHOTYROSINE_RESIDUE_BINDING																									PLCG2 SHF															
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY							AGT RGS4						AGT RGS4																		AGT RGS4									
GO_PIGMENTATION														DRD2 SPARC																										
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	CHRNB2 NOXO1		KCNF1 NOXO1 SCN1B						CHRNA3 CHRNB2 HSPA2											CDH22 CHRNA1	GABBR2 KCNJ11			CACNA1H CDH5 GNG4 HSPA2		CATSPERB GNG4 HSPA2	CDH5 HSPA2	CHRNA1 KCNF1			ABCC8 CATSPERB CNIH2 GNAO1 GNG4 SCN1B									CDH22 CNIH2 KCNF1 KCNJ11 NOXO1 SCN1B
GO_PLASMA_MEMBRANE_RAFT									CHRNA3 CHRNB2																															
GO_PLASMA_MEMBRANE_REGION				CNIH2 KCNJ11 LRFN1 PDE2A SYP			DPEP1 FAIM2 GABRE PDE2A SLC16A12 SYP								DLL1 P2RX6 SLC16A12 SYP																CNIH2 DPEP1 DRD2 FAIM2 GABRE MPP2 PDE6B SLC16A12 SYP	CHRNA1 DRD2 FAIM2 MPP2 PDE2A								CNIH2 KCNJ11 LRFN1 LZTS1 MPP2 P2RX6 PDE2A SYP
GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX									CHRNA3 CHRNB2																															
GO_POLYMERIC_CYTOSKELETAL_FIBER																											DYNC1I1 TUBA1A							ADORA2A JAM3 KIF19 MAP6 TMOD1				DPYSL3 DYNC1I1 TUBB3		
GO_POLYOL_BIOSYNTHETIC_PROCESS																							AKR1B1 QDPR								AKR1B1 QDPR			AKR1B1 PLCG2 QDPR						
GO_POLYOL_METABOLIC_PROCESS																							AKR1B1 QDPR								AKR1B1 QDPR			AKR1B1 PLCG2 QDPR						
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT																						DRD2 SLC38A3									AGT DRD2			ADORA2A AGT						
GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT																																		ADORA2A AGT						
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS																															AGT MDK			AGT MDK						AGT MDK
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT																																		ADORA2A AGT						
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY							AGT G0S2 MLLT11 SFRP1						AGT MLLT11 ST18				SFRP1 TP73									ADORA2A MLLT11					AGT MLLT11			ADORA2A AGT MLLT11						
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION																															CHGA RGS4									
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER																																		ADORA2A AGT						
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT																									HSPA2 PLCG2															
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																									HSPA2 PLCG2															
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT																									HSPA2 PLCG2															
GO_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY							SFRP1 TMEM198																			SOX4 TMEM198														
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY																	EPHB3 NOXO1 NTRK1 SFRP1 TP73							ARHGAP9 CSF1R EPHB3 GRHL3 HSPA2 LTF PROX1	ARHGAP9 CD200 CLPS DRD2 FLT1 HSPA2 PROX1 RGS4 SOCS1 TP73		DOCK8 GADD45G HSPA2								CLPS GRHL3	RGS16 RGS4 TP73				
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY																													CACNG4 PLCG2 RGS9					GAL PLCG2						
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS													AGT BEX1 LMX1B MLLT11 ST18																								AGT BEX1 SOX4			
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS								CDH5 SLITRK6								CHGA NTRK1 PROX1	EPHB3 NTRK1 SFRP1 SLITRK6							CDH5 COL16A1 EPHB3 PROX1																
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT												CD99L2 PLCG2		CD99L2 ENPP2 FLT1 SPARC										ATOH8 CDH5 CSF1R PROX1 SEMA6B	ATOH8 CDH5 FLT1 MDK PLCG2 PROX1 SMOC2		CDH5 DOCK8													AGT ATOH8 CD99L2 MDK
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION						MDK NEUROD2 NTRK1	AGT GPC2 MLLT11 NEUROD2 SCN1B SFRP1	CDH5 SLITRK6 TOX									DLL1 EPHB3 NTRK1 SFRP1 SLITRK6 TP73					DRD2 EPHB3 MLLT11 SCN1B			CDH5 DLL1 DRD2 MDK PLCG2 PROX1 SCN1B SERPINI1 TP73				COL16A1 DRD2 GPC2 MDK PLCG2 SERPINI1 TOX		AGT DRD2 ENPP2 MAP6 MDK MLLT11 NEUROD2 SCN1B SLITRK6			AGT CDH5 GPC2 MAP6 MDK MLLT11 PLCG2						
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION																																								CD99L2 MDK
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION						MDK SOCS1																			MAD2L2 MDK SOCS1 SOX4				MDK SOCS1 TOX									DOCK8 SOCS1		
GO_POSITIVE_REGULATION_OF_CELL_ADHESION						MDK NINJ1 SOCS1																			MDK SMOC2 SOCS1 SOX4	COL16A1 SMOC2 SOX4			COL16A1 MDK SOCS1									DOCK8 SOCS1		
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION						MDK SOCS1																			MDK SOCS1 SOX4													DOCK8 SOCS1		
GO_POSITIVE_REGULATION_OF_CELL_CYCLE																									DRD2 HSPA2 PCBP4 PROX1 SMOC2 SOX4 TP73	HSPA2 SMOC2 SOX4						DRD2 TP73								
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST																									PCBP4 SOX4 TP73															
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS				HSPA2 PCBP4																					DRD2 HSPA2 PCBP4 SOX4 TP73	HSPA2 SOX4						DRD2 TP73								
GO_POSITIVE_REGULATION_OF_CELL_DEATH							AGT G0S2 MLLT11 SFRP1						AGT MLLT11 ST18													ADORA2A MLLT11 SOX4								ADORA2A AGT GAL MLLT11 NEUROD1			AGT SOX4			
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT			DPYSL3 GPC2 SCN1B			MDK NEUROD2 NTRK1	AGT GPC2 NEUROD2 SCN1B	CDH5 TOX																	CDH5 DRD2 MDK PROX1 SCN1B SERPINI1 TP73				DRD2 GPC2 MDK SERPINI1 TOX		AGT DRD2 MAP6 MDK NEUROD2 SCN1B			AGT CDH5 GPC2 MAP6 MDK NEUROD1 NEUROG3		NEUROG3 SCN1B TP73				AGT CAMK2B MAP6 MDK SCN1B
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION			DPYSL3 GPC2 SCN1B SOCS1			MDK NEUROD2 NTRK1 SOCS1	AGT GPC2 NEUROD2 SCN1B SFRP1	CDH5 TOX WIF1									NTRK1 SFRP1 TP73 WNT9A				ATOH8 WNT9A	DRD2 LTF SCN1B		ATOH8 CDH5 LTF PROX1	ATOH8 CDH5 DRD2 MDK PROX1 SCN1B SERPINI1 SOCS1 SOX4 TP73				DRD2 GPC2 MDK SERPINI1 SOCS1 TOX		AGT DRD2 MAP6 MDK NEUROD2 SCN1B			AGT CDH5 GPC2 MAP6 MDK NEUROD1 NEUROG3 SOCS1		NEUROG3 SCN1B TP73	AGT LTF SOX4			AGT ATOH8 CAMK2B MAP6 MDK SCN1B SOCS1
GO_POSITIVE_REGULATION_OF_CELL_DIVISION																									DRD2 MDK				DRD2 MDK		DRD2 MDK									
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY							AGT SFRP1										EPHB3 NTRK1 SFRP1 SLITRK6							COL16A1 EPHB3							AGT SLITRK6									
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION																															MAP6 MDK			MAP6 MDK						CAMK2B MAP6 MDK
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION																	AKR1B1 CRLF1 DLL1 SFRP1					CRLF1 DRD2 LTF		CSF1R DLL4 LTF PROX1	CRLF1 DLL1 DLL4 DRD2 FLT1 MDK MMP2 PROX1 SOX4				DLL4 DRD2 FLT1 MDK MMP2 TOX								AGT LTF PPP1R16B SOX4			
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION			DPYSL3 GPC2 SCN1B			MDK NTRK1	AGT GPC2 SCN1B						AGT MAP6																GPC2 MDK SERPINI1 TOX		AGT ENPP2 MAP6 MDK SCN1B			AGT GPC2 MAP6 MDK						AGT CAMK2B MAP6 MDK SCN1B
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION						MDK NINJ1																			MDK SMOC2	COL16A1 SMOC2			COL16A1 MDK		MDK NINJ1									MDK NINJ1
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS																									MDK SMOC2															
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION												CD200 PLCG2													CD200 DRD2 MDK PLCG2 SPON2				DRD2 MDK PLCG2 SPON2											
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE																													C2CD4A MDK PLCG2											AGT C2CD4A HMGB3 MDK PDE2A
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH										ACTN3 PROX1															ACTN3 DLL1 DRD2 PROX1															
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS			ACTN3 DPYSL3 FLT1 GPC2 PPP1R16B SCN1B SOCS1			MDK NEUROD2 NTRK1 SOCS1		CDH5 SLITRK6 TOX WIF1						DRD2 ENPP2 EPHB3 FLT1 WIF1	DLL1 GAL GPC2 SLITRK6		DLL1 EPHB3 NTRK1 SFRP1 SLITRK6 TP73 WNT9A				ATOH8 PPP1R16B WNT9A	DRD2 EPHB3 LTF SCN1B		ATOH8 CDH5 EPHB3 LTF PROX1	ACTN3 ATOH8 CDH5 DLL1 DRD2 FLT1 MAD2L2 MDK PROX1 SCN1B SERPINI1 SMOC2 SOCS1 SOX4 TP73				DRD2 FLT1 GPC2 MDK SERPINI1 SOCS1 TOX		AGT DRD2 ENPP2 MAP6 MDK NEUROD2 SCN1B SLITRK6			AGT CDH5 GAL GPC2 MAP6 MDK NEUROD1 NEUROG3 SOCS1		NEUROG3 SCN1B TP73	AGT LTF PPP1R16B SOX4			ACTN3 AGT ATOH8 CAMK2B MAD2L2 MAP6 MDK SCN1B SOCS1
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY						NEUROD2 NTRK1							AGT BEX1																					AGT NEUROD1 NEUROG3			AGT BEX1 LTF			
GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS																									DLL1 DRD2 PLCG2				DRD2 PLCG2											
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION																								ATOH8 CDH5	ATOH8 CDH5															
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION																PROX1 SPARC								ATOH8 PROX1	ATOH8 PROX1 SMOC2															AGT ATOH8
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION																PROX1 VASH2									MDK PROX1															
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION																								ATOH8 CDH5	ATOH8 CDH5															
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION														ENPP2 SPARC		PROX1 SPARC								ATOH8 PROX1	ATOH8 PLCG2 PROX1 SMOC2						AGT ENPP2			AGT PLCG2						AGT ATOH8
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION																PROX1 VASH2																								
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION																										ADORA2A SOX4													CSF1R PTP4A3	
GO_POSITIVE_REGULATION_OF_EXOCYTOSIS																								CACNA1H CADPS																
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY							AGT G0S2 SFRP1																																	
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION																									MDK TP73															
GO_POSITIVE_REGULATION_OF_GLIOGENESIS																									MDK TP73															
GO_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY																													CACNG4 RGS9											
GO_POSITIVE_REGULATION_OF_GROWTH																	DLL1 SFRP1								ACTN3 DLL1 DRD2 PROX1															
GO_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY		DOCK8 RGS4					RGS16 RGS4 SFRP1																													RGS16 RGS4				
GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY																															CHGA DRD2									
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION																															CHGA RGS4									
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS						MDK SOCS1																			MDK SOCS1 SOX4				MDK SOCS1 TOX											
GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION																									DRD2 SOX4									GAL RFX6						
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY							AGT RGS16 RGS4 SFRP1						AGT RGS4 ST18														DOCK8 HSPA2									RGS16 RGS4				
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS												CD99L2 PLCG2																										DOCK8 FFAR2 SOCS1		CD99L2 HMGB3 MAD2L2 MDK SOCS1 SPON2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE							AGT PDE2A																						C2CD4A MDK		AGT MDK			AGT MDK						AGT C2CD4A MDK PDE2A
