	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_NEURON_APOPTOTIC_PROCESS			FAIM2 MDK VSTM2L																											ADORA2A FAIM2 MDK VSTM2L									CRLF1 FAIM2							CRLF1 FAIM2 VSTM2L			ADORA2A CRLF1 MDK NTRK1								CRLF1 MDK	
GO_NEURON_CELLULAR_HOMEOSTASIS			CHRNA1 SCGN								CHRNA1 SCGN	CHRNA1 SCGN															CHRNA1 SCGN							CHRNA1 SCGN												CHRNA1 SCGN												
GO_NEURON_DEATH			CD200 FAIM2 MDK VSTM2L																											ADORA2A CHGA FAIM2 MDK VSTM2L									CD200 CRLF1 FAIM2							CHGA CRLF1 FAIM2 VSTM2L			ADORA2A CD200 CRLF1 MDK NTRK1									
GO_NEURON_DEVELOPMENT		DPYSL3 DPYSL4 NEUROD2 SERPINI1 TUBB3	CSF1R DRD2 JAM3 KIF1A LINGO1 LZTS1 MAP6 MDK SEMA6B SFRP1 SLITRK6 VASH2 VSTM2L		CAMK2B CHRNA3 CHRNB2 CSF1R DPYSL4 EPHB3 GPC2 MATN2 NPTX1 SAMD14 SCN1B STMN3				CHRNB2 CSF1R DPYSL3 GPC2 HECW2 LZTS1 MATN2 NEUROD2 NREP SAMD14 SERPINI1 STMN3 VASH2	ADORA2A AGT NEUROG3	CAMK2B CHRNA3 CHRNB2 EPHB3 GFRA1 GPC2 JAM3 LINGO1 MAP6 PMP22 SAMD14 SCN1B SEMA6B SERPINI1 SFRP1 SLITRK6 STMN3 VASH2		CHRNB2 DPYSL3 DRD2 NREP SAMD14	CSF1R GFRA1 JAM3 MATN2 NREP SLITRK6 TOX	ADORA2A AGT DSCAML1 LINGO1 NPTX1 NREP SEMA6B				ADORA2A NEUROD2 NEUROG3	CHRNA3 EPHB3 GFRA1	DSCAML1 SERPINI1 VASH2					AGT C1QL1 DSCAML1 HECW2 JAM3 MDK NEUROD2 SAMD14 SFRP1 SLITRK6	CAMK2B DPYSL3 DRD2 DSCAML1 EPHB3 HECW2 INSM1 JAM3 LZTS1 MAP6 MATN2 MDK NEUROD2 NREP PMP22 SAMD14 SFRP1 TOX VASH2	DPYSL4 NEUROG3	C1QL1 CHRNB2 CSF1R DRD2 EPHB3 INSM1 JAM3 LINGO1 LZTS1 NEUROD2 NEUROG3 NREP SAMD14 SERPINI1 SFRP1 SLITRK6 TUBB3 VSTM2L	ADORA2A AGT C1QL1 DPYSL3 DSCAML1 HECW2 JAM3 LINGO1 MAP6 MATN2 MDK NEUROD2 NREP SAMD14 VSTM2L	CHRNA3 KIF1A	AGT C1QL1 CAMK2B CHRNA3 DPYSL3 DSCAML1 GPC2 INSM1 LINGO1 MAP6 MATN2 MDK NEUROD1 NPTX1 NREP NTRK1 PMP22 SEMA6B SERPINI1 VASH2	C1QL1 GPC2 NTRK1 PMP22 SERPINI1 TOX VASH2	CAMK2B CSF1R DPYSL3 DRD2 DSCAML1 EPHB3 INSM1 LINGO1 LZTS1 MAP6 MATN2 MDK NEUROD1 NPTX1 NREP PMP22 SEMA6B SERPINI1 STMN3 TOX VASH2		CAMK2B CSF1R GPC2 INSM1 LINGO1 MATN2 NEUROG3 NPTX1 SAMD14 SCN1B SERPINI1 STMN3 TOX VSTM2L	AGT CAMK2B CHRNA3 CHRNB2 DPYSL3 GFRA1 HECW2 LINGO1 MATN2 MDK NTRK1 PMP22 SAMD14 SEMA6B SERPINI1			CHRNB2 GFRA1 HECW2 MAP6 SEMA6B TOX	CHRNA3 EPHB3 GPC2 HECW2 LZTS1 MATN2 NPTX1 NREP SAMD14 SFRP1 TUBB3 VASH2	DSCAML1 HECW2 MDK NEUROD2 SLITRK6		CAMK2B CHRNA3 HECW2 INSM1 JAM3 KIF1A MAP6 MATN2 NEUROD1 NEUROD2 SAMD14 SFRP1 TOX TUBB3 VSTM2L		DSCAML1 GFRA1 LINGO1 NREP PMP22 SLITRK6 VSTM2L	ADORA2A C1QL1 CAMK2B CSF1R DPYSL3 DSCAML1 EPHB3 HECW2 LINGO1 LZTS1 MAP6 NREP PMP22 SCN1B SEMA6B STMN3 TUBB3	CHRNB2 CSF1R DPYSL3 DPYSL4 DSCAML1 EPHB3 GFRA1 GPC2 HECW2 INSM1 LZTS1 MATN2 NPTX1 PMP22 SEMA6B SERPINI1 STMN3 TOX TUBB3 VASH2	ADORA2A AGT C1QL1 DSCAML1 GFRA1 HECW2 LINGO1 MDK NEUROD2 NTRK1 PMP22 SEMA6B SERPINI1 TUBB3			CHRNB2 CSF1R DPYSL3 EPHB3 GFRA1 HECW2 LINGO1 MATN2 NREP NTRK1 SAMD14 SERPINI1 TUBB3	CAMK2B CHRNA3 DPYSL3 MATN2 SAMD14 SERPINI1 STMN3		GPC2 SLITRK6		MATN2 MDK NEUROD2 SCN1B SFRP1	
GO_NEURON_DIFFERENTIATION		DLL4 DPYSL3 DPYSL4 LMX1B NEUROD2 NKD1 SERPINI1 TUBB3	CSF1R DRD2 FAIM2 JAM3 KIF1A LINGO1 LZTS1 MAP6 MDK PROX1 SDK2 SEMA6B SFRP1 SLITRK6 SOX4 VASH2 VSTM2L WNT9A	ATOH8 CAMK2B CHRNB2 CSF1R DLL1 SERPINI1 TP73 WNT9A	ATOH8 CAMK2B CHRNA3 CHRNB2 CSF1R DLL1 DLL4 DPYSL4 EPHB3 GPC2 HEYL MATN2 NPTX1 SAMD14 SCN1B SDK2 STMN3 TP73 WNT9A				CHRNB2 CSF1R DLL4 DPYSL3 GPC2 HECW2 HEYL LZTS1 MATN2 NEUROD2 NKD1 NREP SAMD14 SERPINI1 STMN3 VASH2 WNT9A		ATOH8 CAMK2B CHRNA3 CHRNB2 EPHB3 FAIM2 GFRA1 GPC2 HEYL JAM3 LINGO1 MAP6 NKD1 PMP22 PROX1 SAMD14 SCN1B SEMA6B SERPINI1 SFRP1 SLITRK6 SOX4 STMN3 TP73 VASH2 WNT9A	C1QL1 CHRNB2 CSF1R DLL1 LINGO1 LMX1B MAP6 NKD1 PMP22 PROX1 SEMA6B SLITRK6 SOX4 TUBB3	CHRNB2 DPYSL3 DRD2 FAIM2 NREP SAMD14	CSF1R DLL4 GFRA1 JAM3 MATN2 NREP SLITRK6 TOX	ADORA2A AGT DSCAML1 LINGO1 LMX1B NPTX1 NREP SEMA6B SOX4			NEUROD2 NEUROG3 SDK2	ADORA2A NEUROD2 NEUROG3	CHRNA3 EPHB3 GFRA1	DLL1 DSCAML1 SERPINI1 VASH2		CAMK2B DPYSL3 NKX2-2			AGT C1QL1 DSCAML1 HECW2 JAM3 MDK NEUROD2 SAMD14 SDK2 SFRP1 SLITRK6 SOX4	CAMK2B DPYSL3 DRD2 DSCAML1 EPHB3 HECW2 INSM1 JAM3 LZTS1 MAP6 MATN2 MDK NEUROD2 NKX2-2 NREP PMP22 SAMD14 SFRP1 SOX4 TOX VASH2	DPYSL4 NEUROG3	ATOH8 C1QL1 CHRNB2 CSF1R DLL1 DRD2 EPHB3 FAIM2 HEYL INSM1 JAM3 LINGO1 LMX1B LZTS1 NEUROD2 NEUROG3 NREP SAMD14 SERPINI1 SFRP1 SLITRK6 SOX4 TP73 TUBB3 VSTM2L	ADORA2A AGT C1QL1 DPYSL3 DSCAML1 FAIM2 HECW2 HEYL JAM3 LINGO1 LMX1B MAP6 MATN2 MDK NEUROD2 NREP PROX1 SAMD14 SOX4 VSTM2L	CHRNA3 KIF1A	AGT ATOH8 C1QL1 CAMK2B CHRNA3 DLL4 DPYSL3 DSCAML1 GPC2 INSM1 LINGO1 MAP6 MATN2 MDK NEUROD1 NKX2-2 NPTX1 NREP NTRK1 PMP22 SDK2 SEMA6B SERPINI1 SOX4 TP73 VASH2 WNT9A	C1QL1 GPC2 LMX1B NTRK1 PMP22 SDK2 SERPINI1 SOX4 TOX VASH2 WNT9A	ATOH8 CAMK2B CSF1R DPYSL3 DRD2 DSCAML1 EPHB3 HEYL INSM1 LINGO1 LMX1B LZTS1 MAP6 MATN2 MDK NEUROD1 NKD1 NPTX1 NREP PMP22 PROX1 SDK2 SEMA6B SERPINI1 STMN3 TOX TP73 VASH2		CAMK2B CSF1R DLL4 GPC2 INSM1 LINGO1 LMX1B MATN2 NEUROG3 NPTX1 SAMD14 SCN1B SDK2 SERPINI1 SOX4 STMN3 TOX TP73 VSTM2L	AGT CAMK2B CHRNA3 CHRNB2 DLL4 DPYSL3 GFRA1 HECW2 HEYL LINGO1 LMX1B MATN2 MDK NKD1 NTRK1 PMP22 PROX1 SAMD14 SDK2 SEMA6B SERPINI1 SOX4 TP73		C1QL1 CHRNA3 DLL1 FAIM2 NKX2-2 NREP SAMD14 TUBB3		ATOH8 CHRNA3 DLL1 EPHB3 GPC2 HECW2 HEYL LZTS1 MATN2 NPTX1 NREP SAMD14 SFRP1 TP73 TUBB3 VASH2	DSCAML1 HECW2 LMX1B MDK NEUROD2 SLITRK6		CAMK2B CHRNA3 DLL1 HECW2 HEYL INSM1 JAM3 KIF1A LMX1B MAP6 MATN2 NEUROD1 NEUROD2 NKD1 NKX2-2 SAMD14 SDK2 SFRP1 TOX TP73 TUBB3 VSTM2L		DSCAML1 FAIM2 GFRA1 LINGO1 NREP PMP22 SDK2 SLITRK6 VSTM2L	ADORA2A C1QL1 CAMK2B CSF1R DLL4 DPYSL3 DSCAML1 EPHB3 HECW2 HEYL LINGO1 LMX1B LZTS1 MAP6 NKD1 NREP PMP22 PROX1 SCN1B SDK2 SEMA6B SOX4 STMN3 TP73 TUBB3 WNT9A	CHRNB2 CSF1R DLL1 DLL4 DPYSL3 DPYSL4 DSCAML1 EPHB3 GFRA1 GPC2 HECW2 INSM1 LZTS1 MATN2 NKD1 NPTX1 PMP22 PROX1 SDK2 SEMA6B SERPINI1 STMN3 TOX TP73 TUBB3 VASH2 WNT9A	ADORA2A AGT C1QL1 DLL4 DSCAML1 GFRA1 HECW2 LINGO1 MDK NEUROD2 NTRK1 PMP22 PROX1 SEMA6B SERPINI1 SOX4 TUBB3			ATOH8 CHRNB2 CSF1R DLL1 DLL4 DPYSL3 EPHB3 FAIM2 GFRA1 HECW2 HEYL LINGO1 MATN2 NREP NTRK1 SAMD14 SERPINI1 SOX4 TP73 TUBB3 WNT9A	CAMK2B CHRNA3 DPYSL3 MATN2 SAMD14 SERPINI1 STMN3	DSCAML1 SDK2 STMN3 WNT9A	GPC2 SLITRK6	FAIM2 PROX1 SEMA6B WNT9A	DLL1 MATN2 MDK NEUROD2 SCN1B SFRP1	DLL4 HEYL NEUROD2 NEUROG3 SAMD14 SFRP1 WNT9A
GO_NEURON_FATE_COMMITMENT					DLL1 DLL4																											DLL4 NKX2-2							DLL1 NKX2-2					DLL1 NKX2-2				DLL1 DLL4				DLL1 DLL4						
GO_NEURON_FATE_SPECIFICATION																																							DLL1 NKX2-2					DLL1 NKX2-2														
GO_NEURON_MIGRATION																											CAMK2B DRD2 MATN2 MDK					CAMK2B MATN2 MDK		CAMK2B DRD2 MATN2 MDK			CAMK2B MATN2 MDK																CAMK2B MATN2				MATN2 MDK	
GO_NEURON_PROJECTION		CACNA1H DPYSL3 PDE6B PTGDR2 TUBB3	ANKS1B BAALC CD200 CHRNA1 CPLX1 DRD2 FAM126A KIF1A LZTS1 MAP6 PCSK1 SCGN SLC1A2 SSTR1 SYT5 VSTM2L	CAMK2B CHRNB2 CNIH2 GABBR2 KCNJ11 RAB39B SCN3A SYT5	ANKS1B CAMK2B CHRNA3 CHRNB2 EPHB3 KCNJ11 NPTX1 PTGDR2 SAMD14 SCN1B SLC1A2 STMN3 TUBB4A	ADORA2A ELFN1 RAB39B TUBB4A			ANKS1B CHRNB2 DPYSL3 GNAO1 LZTS1 P2RX6 SAMD14 SSTR1 STMN3		CAMK2B CHRNA1 CHRNA3 CHRNB2 CNIH2 EPHB3 FAM126A GABRE GNAO1 MAP6 MPP2 P2RX6 PCSK1 PDE6B QDPR RAB39B SAMD14 SCGN SCN1B SCN3A SSTR2 STMN3 SYP SYT5	ANKS1B C1QL1 CHRNA1 CHRNB2 CNIH2 GNAO1 MAP6 P2RX6 PCSK1 PTGDR2 QDPR SCGN SSTR1 SYT5 TUBB3	CHRNB2 DPYSL3 DRD2 GABBR2 SAMD14 SLC1A2 SSTR2		ADORA2A CNIH2 DSCAML1 NPTX1 PCSK1 QDPR SCGN SLC1A2 SSTR1 SYP	CYGB NTRK1 TUBB4A	ADORA2A ANKS1B PDE6B SYP TUBB4A			CHRNA3 EPHB3 TUBB4A			CAMK2B CPLX1 DPYSL3 SYP	C1QL1 EPHB3 PCSK1 QDPR SCN3A SSTR1	RAB39B SCN3A	ANKS1B BAALC C1QL1 CD200 CNIH2 DSCAML1 GABRE P2RX6 PCSK1 PTGDR2 SAMD14 SCGN SSTR1 SYP SYT5	BAALC CAMK2B CD200 CHRNA1 CNIH2 CPLX1 DPYSL3 DRD2 DSCAML1 EPHB3 GABBR2 GABRE LZTS1 MAP6 MPP2 QDPR SAMD14 SCGN SSTR1 SSTR2		ANKS1B C1QL1 CACNA1H CHRNA1 CHRNB2 CNIH2 CPLX1 DRD2 ELFN1 EPHB3 FAM126A GABRE KCNJ11 LZTS1 P2RX6 PDE6B PTGDR2 SAMD14 SLC1A2 SSTR1 SYT5 TUBB3 VSTM2L	ADORA2A ANKS1B BAALC C1QL1 CACNA1H CNIH2 CPLX1 DPYSL3 DSCAML1 ELFN1 GABBR2 GABRE GNAO1 KCNJ11 MAP6 PTGDR2 RAB39B SAMD14 SCGN SYP SYT5 VSTM2L	CHRNA3 KIF1A RAB39B SCN3A	C1QL1 CACNA1H CAMK2B CHRNA1 CHRNA3 CPLX1 DPYSL3 DSCAML1 GNAO1 KCNJ11 MAP6 NPTX1 NTRK1 P2RX6 PCSK1 PDE6B RAB39B SLC1A2 SSTR2 TUBB4A	C1QL1 CHRNA1 GNAO1 MPP2 NTRK1 P2RX6 SLC1A2 TUBB4A	BAALC CAMK2B CHRNA1 CPLX1 DPYSL3 DRD2 DSCAML1 EPHB3 FAM126A GABBR2 GNAO1 LZTS1 MAP6 MPP2 NPTX1 P2RX6 PCSK1 PDE6B QDPR SCGN SCN3A SLC1A2 SSTR2 STMN3		ANKS1B CACNA1H CAMK2B FAM126A NPTX1 PTGDR2 SAMD14 SCN1B STMN3 VSTM2L	ANKS1B CACNA1H CAMK2B CD200 CHRNA3 CHRNB2 CPLX1 CYGB DPYSL3 GABRE GNAO1 MPP2 NTRK1 P2RX6 PDE6B RAB39B SAMD14 SYP	BAALC DSCAML1 ELFN1 MPP2 SCGN	C1QL1 CD200 CHRNA3 CNIH2 CYGB GABRE KCNJ11 MPP2 SAMD14 SYP TUBB3 TUBB4A	ANKS1B CHRNB2 CNIH2 CPLX1 FAM126A GABBR2 GNAO1 KCNJ11 MAP6 MPP2 P2RX6 PCSK1 PDE6B PTGDR2 QDPR SYP	CHRNA3 CNIH2 CPLX1 EPHB3 FAM126A GABBR2 LZTS1 MPP2 NPTX1 PTGDR2 QDPR SAMD14 SLC1A2 SYP SYT5 TUBB3			ANKS1B CACNA1H CAMK2B CD200 CHRNA3 CNIH2 ELFN1 GABBR2 KCNJ11 KIF1A MAP6 MPP2 PCSK1 PTGDR2 QDPR RAB39B SAMD14 SCGN SSTR1 SYT5 TUBB3 TUBB4A VSTM2L		CHRNA1 CNIH2 CYGB DSCAML1 GNAO1 PTGDR2 SCGN SLC1A2 SYT5 VSTM2L	ADORA2A C1QL1 CAMK2B CHRNA1 CNIH2 CPLX1 DPYSL3 DSCAML1 EPHB3 GABBR2 GNAO1 KCNJ11 LZTS1 MAP6 PCSK1 PTGDR2 SCN1B SLC1A2 SSTR1 STMN3 SYT5 TUBB3	CD200 CHRNA1 CHRNB2 DPYSL3 DSCAML1 EPHB3 FAM126A GABBR2 LZTS1 NPTX1 SLC1A2 SSTR2 STMN3 SYT5 TUBB3	ADORA2A C1QL1 CD200 CPLX1 DSCAML1 GABBR2 GABRE GNAO1 NTRK1 P2RX6 PCSK1 PTGDR2 SCN3A SYT5 TUBB3			CHRNB2 CNIH2 CPLX1 DPYSL3 EPHB3 GABBR2 GNAO1 NTRK1 PDE6B PTGDR2 SAMD14 SSTR1 SYP SYT5 TUBB3 TUBB4A	CAMK2B CHRNA3 DPYSL3 PTGDR2 SAMD14 STMN3 TUBB4A	CYGB DSCAML1 STMN3			ANKS1B BAALC CNIH2 KCNJ11 P2RX6 PTGDR2 SCN1B SYT5	
GO_NEURON_PROJECTION_GUIDANCE		DPYSL4 TUBB3			CSF1R DPYSL4 EPHB3 MATN2 SCN1B									CSF1R GFRA1 MATN2						EPHB3 GFRA1														CSF1R DSCAML1 EPHB3 MATN2 SEMA6B		CSF1R MATN2 SCN1B VSTM2L	GFRA1 MATN2 NTRK1 SEMA6B				EPHB3 MATN2 TUBB3					DSCAML1 GFRA1 VSTM2L	CSF1R DSCAML1 EPHB3 SCN1B SEMA6B TUBB3	CSF1R DPYSL4 DSCAML1 EPHB3 GFRA1 MATN2 SEMA6B TUBB3	DSCAML1 GFRA1 NTRK1 SEMA6B TUBB3			CSF1R EPHB3 GFRA1 MATN2 NTRK1 TUBB3					MATN2 SCN1B	
GO_NEURON_PROJECTION_MEMBRANE					KCNJ11 SLC1A2						GABRE MPP2				ADORA2A SLC1A2												GABRE MPP2		GABRE KCNJ11 SLC1A2	ADORA2A GABRE KCNJ11		KCNJ11 SLC1A2	MPP2 SLC1A2	MPP2 SLC1A2			GABRE MPP2		GABRE KCNJ11 MPP2	KCNJ11 MPP2	MPP2 SLC1A2			KCNJ11 MPP2			ADORA2A KCNJ11 SLC1A2		ADORA2A GABRE									
GO_NEURON_PROJECTION_ORGANIZATION					CAMK2B EPHB3																						CAMK2B EPHB3																	CAMK2B KIF1A			CAMK2B EPHB3											
GO_NEURON_PROJECTION_REGENERATION									MATN2 NREP					JAM3 MATN2 NREP													JAM3 MATN2 NREP		JAM3 NREP	JAM3 MATN2 NREP		MATN2 NREP		MATN2 NREP							MATN2 NREP			JAM3 MATN2								MATN2 NREP						
GO_NEURON_PROJECTION_TERMINUS			CPLX1 DRD2 SCGN												SCGN SYP								CPLX1 SYP			SCGN SYP	CPLX1 DRD2 SCGN			CPLX1 SCGN SYP				CPLX1 DRD2 SCGN						CPLX1 SYP																		
GO_NEURON_RECOGNITION																											DSCAML1 EPHB3		EPHB3 VSTM2L	DSCAML1 VSTM2L				DSCAML1 EPHB3												DSCAML1 VSTM2L	DSCAML1 EPHB3	DSCAML1 EPHB3										
GO_NEURON_SPINE			ANKS1B DRD2 LZTS1						ANKS1B LZTS1 P2RX6			ANKS1B CNIH2 P2RX6														ANKS1B CNIH2 P2RX6	CNIH2 DRD2 LZTS1 MPP2		ANKS1B CNIH2 DRD2 LZTS1 P2RX6				MPP2 P2RX6	DRD2 LZTS1 MPP2 P2RX6			ANKS1B MPP2 P2RX6		CNIH2 MPP2	ANKS1B CNIH2 MPP2 P2RX6	CNIH2 LZTS1 MPP2			ANKS1B CNIH2 MPP2													ANKS1B CNIH2 P2RX6	
GO_NEURON_TO_NEURON_SYNAPSE			ANKS1B BAALC DRD2 LZTS1 RGS9					ADORA2A CHRNA3 LRFN1	ANKS1B LZTS1 P2RX6 RGS9 SAMD14		CHRNA3 CNIH2 MPP2 P2RX6 SAMD14						ADORA2A ANKS1B									ANKS1B BAALC CNIH2 P2RX6 SAMD14	BAALC CNIH2 DRD2 LZTS1 MPP2 RGS9 SAMD14		ANKS1B CACNG4 CNIH2 DRD2 LZTS1 P2RX6 SAMD14	ADORA2A ANKS1B BAALC CACNG4 CNIH2 SAMD14				BAALC CACNG4 DRD2 LZTS1 MPP2 P2RX6 RGS9			ANKS1B CHRNA3 LRFN1 MPP2 P2RX6 RGS9 SAMD14	BAALC MPP2	CHRNA3 CNIH2 MPP2 SAMD14	ANKS1B CNIH2 LRFN1 MPP2 P2RX6 RGS9	CHRNA3 CNIH2 LZTS1 MPP2 SAMD14			ANKS1B CACNG4 CHRNA3 CNIH2 MPP2 RGS9 SAMD14								CACNG4 CNIH2 LRFN1 RGS9 SAMD14	CHRNA3 LRFN1 SAMD14				ANKS1B BAALC CNIH2 P2RX6 RGS9	
GO_NEUROPEPTIDE_BINDING												PTGDR2 SSTR1														PTGDR2 SSTR1	SSTR1 SSTR2		PTGDR2 SSTR1															PTGDR2 SSTR1			PTGDR2 SSTR1					PTGDR2 SSTR1						
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY			GAL SSTR1						GAL SSTR1		GAL SSTR2	GAL SSTR1												GAL SSTR1		GAL SSTR1	SSTR1 SSTR2		GAL SSTR1			GAL SSTR2		GAL SSTR2																								
GO_NEUROPEPTIDE_RECEPTOR_BINDING									GAL GNAO1		GAL GNAO1	GAL GNAO1																		GAL GNAO1		GAL GNAO1		GAL GNAO1			GAL GNAO1												GAL GNAO1									
GO_NEUROPEPTIDE_SIGNALING_PATHWAY			GAL SSTR1		GAL PTGDR2				GAL SSTR1			GAL PTGDR2 SSTR1			CPE SSTR1									GAL SSTR1		CPE GAL PTGDR2 SSTR1			GAL PTGDR2 SSTR1	CPE GAL PTGDR2						GAL PTGDR2				CPE PTGDR2	CPE PTGDR2			PTGDR2 SSTR1			CPE PTGDR2 SSTR1		CPE GAL PTGDR2									
GO_NEUROTRANSMITTER_BINDING					CHRNA3 CHRNB2						CHRNA1 CHRNA3 CHRNB2	CHRNA1 CHRNB2																	CHRNA1 CHRNB2			CHRNA1 CHRNA3					CHRNA3 CHRNB2											CHRNA1 CHRNB2										
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY			CHRNA1 DRD2		CHRNA3 CHRNB2						CHRNA1 CHRNA3 CHRNB2 GABRE		CHRNB2 DRD2														CHRNA1 DRD2 GABRE		CHRNA1 CHRNB2 DRD2 GABRE								CHRNA3 CHRNB2 GABRE		CHRNA3 GABRE																			
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL					CHRNA3 CHRNB2						CHRNA1 CHRNA3 CHRNB2 GABRE	CHRNA1 CHRNB2															CHRNA1 GABRE		CHRNA1 CHRNB2 GABRE			CHRNA1 CHRNA3					CHRNA3 CHRNB2 GABRE		CHRNA3 GABRE									CHRNA1 CHRNB2										
GO_NEUROTRANSMITTER_RECEPTOR_COMPLEX																													CACNG4 CNIH2	CACNG4 CNIH2														CACNG4 CNIH2								CACNG4 CNIH2						
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT																													CACNG4 CPLX1	CACNG4 CPLX1				CACNG4 CPLX1																		CACNG4 CPLX1						
GO_NEUROTRANSMITTER_REUPTAKE			DRD2 SLC1A2										DRD2 SLC1A2																DRD2 SLC1A2					DRD2 SLC1A2																								
GO_NEUROTRANSMITTER_SECRETION			CPLX1 DRD2 SYT5	CHRNB2 SYT5	CADPS CHRNA3 CHRNB2			ADORA2A CHRNA3			CADPS CHRNA3 CHRNB2 SYP SYT5		CADPS CHRNB2 DRD2	CADPS CPLX1	ADORA2A SYP		ADORA2A SYP						CPLX1 SYP				CADPS CPLX1 DRD2		CADPS CHRNB2 CPLX1 DRD2 SYT5	ADORA2A CPLX1 SYP SYT5							CADPS CHRNA3 CHRNB2 CPLX1 SYP		CHRNA3 SYP	CADPS CHRNB2 CPLX1 SYP	CHRNA3 CPLX1 SYP SYT5			CADPS CHRNA3 SYT5			ADORA2A CPLX1 SYT5		ADORA2A CPLX1 SYT5			CADPS CHRNB2 CPLX1 SYP SYT5						
GO_NEUROTRANSMITTER_TRANSPORT			CPLX1 DRD2 SLC1A2 SYNGR3 SYT5	CHRNB2 SYT5	CADPS CHRNA3 CHRNB2 SLC1A2			ADORA2A CHRNA3			CADPS CHRNA3 CHRNB2 SLC6A17 SYP SYT5		CADPS CHRNB2 DRD2 SLC1A2	CADPS CPLX1	ADORA2A SLC1A2 SYP		ADORA2A SYNGR3 SYP						CPLX1 SYP						CADPS CHRNB2 CPLX1 DRD2 SLC1A2 SYT5	ADORA2A CPLX1 SYNGR3 SYP SYT5		CADPS CHRNA3 CPLX1 SLC1A2 SLC6A17 SYNGR3		CADPS CPLX1 DRD2 SLC1A2			CADPS CHRNA3 CHRNB2 CPLX1 SLC6A17 SYP		CHRNA3 SYP	CADPS CHRNB2 CPLX1 SLC6A17 SYP	CHRNA3 CPLX1 SLC1A2 SYP SYT5			CADPS CHRNA3 SLC6A17 SYT5			ADORA2A CPLX1 SLC1A2 SYNGR3 SYT5	CHRNB2 SLC1A2 SYNGR3 SYT5	ADORA2A CPLX1 SYNGR3 SYT5			CADPS CHRNB2 CPLX1 SLC6A17 SYP SYT5						
GO_NEUROTRANSMITTER_UPTAKE			DRD2 SLC1A2 SYNGR3										DRD2 SLC1A2																DRD2 SLC1A2			SLC1A2 SYNGR3		DRD2 SLC1A2													SLC1A2 SYNGR3	SLC1A2 SYNGR3										
GO_NEUROTROPHIN_SIGNALING_PATHWAY																																AGT NTRK1					AGT NTRK1												AGT NTRK1									
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY																																AGT NTRK1					AGT NTRK1												AGT NTRK1									
GO_NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																																															SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
GO_NEUTRAL_AMINO_ACID_TRANSPORT									SLC38A3 SLC6A17		RGS4 SLC38A5 SLC6A17																							RGS4 SLC38A5			SLC38A5 SLC6A17				RGS4 SLC38A3						SLC38A3 SLC38A5					SLC38A3 SLC38A5 SLC6A17						SLC38A3 SLC38A5
GO_NEUTROPHIL_CHEMOTAXIS			JAM3 MDK																							DPEP1 JAM3 MDK	DPEP1 JAM3 MDK																	DPEP1 JAM3														
GO_NEUTROPHIL_EXTRAVASATION																											CD99L2 MDK					CD99L2 MDK					CD99L2 MDK																					
GO_NEUTROPHIL_MIGRATION			JAM3 MDK											CD99L2 JAM3												DPEP1 JAM3 MDK	CD99L2 DPEP1 JAM3 MDK																															
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION										AGT MAFA																				AGT RASD1		AGT NEUROD1		NEUROD1 RASD1			AGT MAFA RASD1							MAFA NEUROD1														
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY		NKD1 PDE6B							GNAO1 NKD1		GNAO1 GRHL3 NKD1 PDE6B SFRP1															GRHL3 SFRP1			GRHL3 PDE6B SFRP1					GNAO1 NKD1 PDE6B			GNAO1 GRHL3 NKD1 PDE6B			GNAO1 PDE6B				GRHL3 NKD1 SFRP1			GNAO1 GRHL3 NKD1					GNAO1 GRHL3 PDE6B					GRHL3 SFRP1	GRHL3 SFRP1
GO_NORADRENERGIC_NEURON_DIFFERENTIATION																											INSM1 SOX4		INSM1 SOX4			INSM1 SOX4				INSM1 SOX4																						
GO_NOREPINEPHRINE_METABOLIC_PROCESS																											AKR1B1 INSM1		AKR1B1 INSM1			AKR1B1 INSM1																										
GO_NOREPINEPHRINE_SECRETION										ADORA2A AGT					ADORA2A AGT		ADORA2A AGT													ADORA2A AGT																			ADORA2A AGT									
