	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_METABOLISM_OF_NUCLEOTIDES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04959541070328233	1	1	1	1	1	1	1	0.012262816409152832	1	1	1	1	1	1	1	0.05308007769205547	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04910740350190834	1	1	1	1	1	1	1	1	1	1	1	0.01894977601610115	1	1	1	1	1	1	1	1	1	1	1	0.05666540828750066	0.029730222084437763	1	0.05461298054582586	1	1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	1	1	0.03940889153578819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021425166141872287	1	1	1	1	1	1	1	1	1	1	0.03722089177792576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07401781203400482	1	1	1	1	1	1
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	1	1	1	1	1	1	1	1	1	1	1	0.018656846610136446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008042421698777558	1	1	1	1	1	1
REACTOME_MUSCLE_CONTRACTION	1	1	0.05787733835979736	0.0089399357478952	0.03870019226913146	1	1	1	1	1	1	0.02678243423321447	1	0.0013769589118588499	0.002788112674618981	1	1	1	1	1	1	1	1	1	1	1	0.09511212152351012	1	0.014002959627213651	1	1	1	1	0.00012203871227478569	0.00020505211185561922	1	0.005111406091965254	0.0663651605700818	3.0108617706137153e-05	1	0.0027183934114882735	0.08791266706083145	0.029623686517240233	0.004418811415529467	0.09511212152351012	0.0018963496388850754	1	0.052981540578670216	0.051407080120820625	0.09822817468782263	1	0.0004857702177782919	1	1	0.03141124326882072	3.3606019086640515e-05	0.00039130852315871767	0.000640367019775212	1	0.008207876215487686	0.01061152969553436	1	1	0.034518789931191174	0.005120303136508575	0.014002959627213651	1	1
REACTOME_MYOGENESIS	1	1	0.03474182402201831	1	1	1	1	1	1	1	1	1	1	1	1	0.026217922057087062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05847749883299602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NCAM1_INTERACTIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06420297445407719	1	1	1	1	1	1	1	1	1	1	1	0.09771163930346871	1	1	1	1	1	1	1	1	1	1	1	0.01194924861477642	0.039490268289736674	1	0.05010567375999253	1	0.0026101870477232003	1	1	1	1	1	1	0.05010567375999253	1	1	0.08510103674980207	1	1	1	1	1	1	0.008975661812250624	1	1	1
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	1	1	1	1	1	1	1	1	1	1	1	0.04745999096197129	1	0.07450876340605961	1	1	1	1	0.024149948115536946	1	1	1	1	1	1	1	1	1	1	1	0.04483601654784042	1	1	1	1	1	1	1	0.057635321368064374	1	1	1	0.005679890153549527	0.011745583030357776	1	0.016729125439875925	1	0.005784569008592699	1	1	1	0.053921645919499106	1	1	0.016729125439875925	1	1	1	1	1	1	1	1	1	0.019460317617473466	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09266155883852045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0644065103371323	0.05904886439555668	1	0.07487515883136298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03228385757752761	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0974833387845001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06788281105498817	0.062259720506943284	1	0.07886037588504258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03411319495102094	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07413848709519533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05115113720160058	0.04682426891031766	1	0.05963576945421922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025378266031698682	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08324013470123082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057644509513254394	0.052808940275644534	1	0.06710983541419968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028747054567032082	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	1	1	1	0.007417440316286994	0.007417440316286994	1	1	1	1	1	1	1	1	1	0.02456788360498474	0.014186694893060015	1	1	0.017889789529046296	1	1	1	1	1	1	1	1	1	1	1	1	0.02576684332943746	1	1	1	1	1	1	0.03412343468895207	1	1	1	0.023392934834750467	0.010660241701675788	1	1	1	1	1	1	1	0.03244269706067138	1	1	0.013721544808860342	0.025464869969141546	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	1	1	0.009852923327698049	1	1	1	1	1	1	1	1	1	1	0.022071308603911488	1	0.007338624562396423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0035316648602441436	1
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	1	0.03607807840992794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	1	1	0.0709268273549809	1	0.06849649035908101	0.06866602849603809	1	1	1	1	1	1	1	1.1555889195102864e-05	0.07702056172426208	0.06635667116772326	1	1	0.028017312842335218	0.08154860902241778	1	1	1	0.04089545607600309	1	0.04538241649712593	0.0034153383928263725	0.07791661314984077	0.047366489939317136	0.0862652691242376	0.014729315049799241	0.08852669949655922	0.010694416142085439	1	0.04389512607882018	0.07173095654294648	1	1	0.00017182103676494087	1	1	0.050132806748902414	0.032754689768826895	0.011579462097362048	0.08664763127545472	1	0.0366282552210645	0.0862652691242376	1	0.0913325902239821	1	0.00554838014497816	1	0.03588013167409143	0.0040023839023040075	0.021023711486007568	1	0.007494468498389972	1	1	0.04058569423610747	1	1	1	1	1	1	1
REACTOME_NETRIN_1_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009381864329770284	1	1	0.08687966725559892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.054073316464336885	1	1	1	1	1	0.029605847006651254	1	1	1	1	0.06824195084779738	1	1	1	1	1	1	1	0.004647376189643504	1	1	1	1	1
REACTOME_NEUREXINS_AND_NEUROLIGINS	1	1	1	0.04731729148133523	1	1	1	1	1	1	1	1	1	1	0.0040891850996865875	0.08556452938832315	1	1	0.017711958358525348	1	1	1	1	1	1	1	1	1	1	1	0.03333077386189198	1	1	1	1	1	1	1	0.04313223809686373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012190387274313208	1	1	0.02707326208946137	1	1	1	1	1	1	1	1	1	1
REACTOME_NEUROFASCIN_INTERACTIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004789509654604673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0004206017381808147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0026988110247966324	1	1	1	1	1	1	1	1	1	1
REACTOME_NEURONAL_SYSTEM	0.02957235947218373	1	0.0009513653680273126	6.874256719413552e-11	0.00021788430260494263	1	1	1	1	0.033245343943871575	1	0.07634604123343136	0.0010294005559813302	2.1652368786817533e-10	6.861244905564945e-11	0.00023611497789843838	0.010546430459798195	1	5.238478539837388e-10	1	1	1	1	0.06509636685678322	1	0.002462320556948061	1.9716618815390774e-07	0.0005979994820453083	1	1	1.72866509995373e-09	3.2691529851525125e-05	1	9.475718876217343e-09	2.6127988661528434e-10	0.004812487281274147	5.541552260401872e-07	0.0024780415568658176	1.1395624638366186e-06	1	0.04309991542696101	0.016594459963992003	1.3312010382904305e-09	5.529949142490942e-05	0.005906740310957281	1.0410279285388846e-05	0.00032503224826907484	1	0.001332303322734707	0.00155671755369724	1	7.63961449656847e-09	1	0.0017620840502958757	4.7571691375480896e-05	3.1781132170394244e-09	0.0005122553641780936	5.39168643809429e-06	0.06848514522759297	1	3.306507012634796e-07	0.003166596201623517	1	1	0.0025302936924537223	0.0024780415568658176	0.003079834539805648	1
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005724591144838809	0.0032358391170445033	1	1	0.004114168687777364	1	1	1	1	1	1	1	1	1	1	1	0.0002197569385811171	1	1	1	0.0003373453035721008	1	1	1	0.008082201973723002	1	1	1	0.00016286425521794268	1	1	1	1	1	1	1	1	1	1	1	0.0031263099921851056	1	1	1	1	1	0.005797076544451163	1	1	1	1	1	1	1
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	1	1	0.018179509293415386	3.935600003956985e-05	0.0017150781800097104	1	1	1	1	1	1	1	1	1.8863371379240768e-05	4.964080225433598e-06	0.0020962662791835784	0.014002959627213651	1	0.0009515379796826151	1	1	1	1	0.011011978964676983	1	1	1.2222294977881631e-05	0.04905611717046643	1	1	5.605390029006507e-05	0.011707693402598918	1	2.558386864481843e-05	0.003097402084943579	1	0.021327139845940923	0.0663651605700818	0.002327702749450933	1	1	1	3.775807821515542e-06	0.01900122705526497	0.004602143253619406	0.0018963496388850754	0.010618931493184602	1	0.051407080120820625	0.024481582850154893	1	2.2907285185835846e-05	1	1	0.03141124326882072	6.059906713873353e-06	0.00039130852315871767	0.000640367019775212	0.01932365932020974	1	8.633781312106237e-07	0.005984079156784894	1	1	1	0.0663651605700818	0.034441033001599064	1
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.014947185960565434	1	1	1	1	1	1	1	1	1	1	1	0.002910054974571308	0.07282481541955343	1	1	0.08986308330509774	1	1	1	1	1	1	1	0.002479981613710769	1	1	1	0.0004362373018449439	0.0031913325721599772	1	0.005175852930825786	0.0063655753048658115	1	0.059046968391038845	1	0.034063227151537645	1	1	1	0.002646281251093008	1	1	0.07064185327761963	0.07725586177338295	1	1	1	1	0.031767301735639686	1	1	0.00944434155661944	0.022678395475713264	1	0.00284249249501467	1	1	1	1	1	1	0.013036330149335362	1	1	1
REACTOME_NEUTROPHIL_DEGRANULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07873285762377358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NGF_STIMULATED_TRANSCRIPTION	1	0.005031063143830838	1	0.0017980466287842445	0.024355316764780977	1	1	1	1	1	1	1	1	0.003038364019591566	8.472578619578286e-05	1	1	1	0.006588870104368039	1	1	1	1	1	1	1	1	1	1	1	0.08613463772630703	0.07914933628308907	1	0.01614658255617163	0.01886826043692258	1	1	1	0.016865089951182854	1	1	1	1	1	0.018107641568921307	0.004463381312058257	1	1	1	1	1	0.015677446251948557	1	1	1	0.0782895166817057	0.0665831337483972	1	1	1	0.07657903911721353	1	1	1	1	0.0007266229276798875	0.0016153878849909376	1
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004574166672339786	1	1	1	1	5.729376989649371e-05	1	1	1	1	1	1	1	1	1	0.00012935608213870964	1	0.030806646791407655	1	1	0.0032245383367655034	0.0038071786815983	1	0.012353833225630328	1	0.03719802488218582	1	1	1	1	0.0005684662275105001	1	0.015010113894909027	0.01655403990868176	1	1	1	1	1	1	1	3.308647175426227e-05	0.027795952049391226	1	1	1	1	0.02714425056940517	1	1	1	1	1	1	1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.014074938248567537	1	1	1	1	1	1	1	1	1	1	1	0.018311545958915487	0.010513020213842372	1	1	0.013286769323520353	1	1	1	1	1	1	1	0.004016152429798359	1	1	1	0.02108249165123033	0.0012036952143417157	1	0.024777408578205318	0.002105350444181364	1	0.008348135074225826	1	0.0018644080522772777	1	1	1	0.0010359502573549229	1	1	0.010165295952036635	1	1	1	1	1	1	1	1	0.010165295952036635	0.01898852076897617	1	1	1	1	0.01853602480903027	1	1	1	0.0016799106819151977	1	1	1
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004428116899192869	1	1
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03129902922912797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061484382674931504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	1	0.011967207330168539	1	0.006420722963369152	0.055129710394081544	1	1	1	1	1	1	1	1	0.014808041416816242	0.0007124798392754705	1	1	1	0.022197977849992112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05119267017314966	0.059052572434493134	1	1	1	0.05328200724557308	1	1	1	1	1	0.041515971044180366	0.015348670865015235	1	1	1	1	1	0.04982267116010286	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002665750446896653	0.005789671406503993	1
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016350319137389713	1	1	1	1	1	1
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06115079571682169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020654985690853445	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ONCOGENIC_MAPK_SIGNALING	1	1	1	0.0921435957249187	1	1	1	1	1	1	1	1	1	0.038700192263318334	1	1	1	0.09597095257471655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05353269441345754	1	1	0.056743455910365226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07416013415756195	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_OPIOID_SIGNALLING	1	1	0.06358819937680094	1	1	1	1	1	1	1	1	0.013527333386086138	1	0.013044295803644967	8.537231640348697e-05	1	1	1	0.011969207712122842	1	1	1	1	1	1	1	0.012080566672184267	1	1	1	1	1	1	0.0014706331271451267	0.04219773600828691	1	0.032457161914156596	0.06310050072175666	0.03700870481025753	1	1	1	8.145284843608103e-06	0.0300813115619728	1	0.04198109528710203	1	1	1	0.012552353612534595	1	0.03396456706279616	1	1	0.007401891255184423	0.0007041793071661528	1	0.020566989396793356	1	1	0.0006583217876617864	0.04077333406959416	1	1	1	1	0.01670563660885971	1
REACTOME_OTHER_INTERLEUKIN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00263414921375682	0.018332095690998806	1	1	0.023066028060013122	1	1	1	1	1	1	1	1	1	1	1	0.03621302333090304	1	1	0.04237287416731583	0.0471242973401107	1	1	1	0.004349319428559761	1	1	1	0.030072739583110186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03194218096631152	1	1	1	1	1	1	1
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	1	1	1	0.024355316764780977	0.0017980466287842445	1	1	1	1	1	1	1	1	1	0.0757284302171164	0.04524364135619552	0.013519209367299667	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08613463772630703	1	1	0.0019348360812160292	1	1	0.03641099742684806	0.013519209367299667	0.016865089951182854	1	0.0007997965418042874	1	1	1	1	1	0.04810637677509366	1	1	1	1	1	1	1	1	1	1	0.07488094080468188	1	1	1	1	1	1	1	1	1	1
REACTOME_O_LINKED_GLYCOSYLATION	1	1	1	1	0.005011033179568747	1	1	1	1	1	1	1	1	1	1	1	0.0906165382716888	1	1	1	1	1	1	1	1	0.027814268577391	1	1	1	1	1	1	1	0.01831879592594876	0.07862276290251446	1	1	0.0906165382716888	1	1	0.015287315795249445	1	0.037724994977816895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03342906083448505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07611394450900111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PEPTIDE_HORMONE_METABOLISM	0.009721775956286871	1	3.524178764946484e-05	1	1	1	1	1	1	1	1	1	0.00012501089776084662	0.0004947849694791895	0.004018721379093648	0.00013181285605590176	1	1	2.3801867432560186e-07	1	1	1	1	1	1	1	1	1	0.0007367288926451998	0.01151364687205203	1.574321817354729e-08	1	1	1	0.01003324165285091	1	0.032457161914156596	1	0.00844020121082778	1	1	1	0.08286796706204547	0.0300813115619728	1	0.007401891255184423	1	1	1	0.08448898590401943	1	1	1	0.03319094371935272	1	0.022367009593387	1	0.003908901876813697	1	1	1	1	1	1	1	1	1	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	0.09561758339574211	1	0.034238950585950834	1	1	1	1	0.04527081359420504	1	0.009886166631761784	1	1	1	1	1	1	1	0.06035250090518718	1	1	1	1	1	0.06810216825076965	1	1	1	1	1	1	1	0.07417404917111348	1	1	0.006917437671096871	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06097061474491361	1	1	1	1	1	1	1	1
REACTOME_PHASE_0_RAPID_DEPOLARISATION	1	1	0.000843301789112294	0.02796370994993569	0.02796370994993569	1	1	1	1	1	1	1	1	0.00398791170522228	0.086052037434448	0.05169831270870806	1	1	1	1	1	1	1	1	1	1	0.02082707843863585	1	0.01557252243688445	1	0.015669170581914083	0.0898885514705996	1	1	1	1	1	1	1.6314785257209863e-06	1	0.016570700928665638	0.004615849916409398	0.08226801183549004	0.00026791844043516644	0.02082707843863585	0.05010567375999253	1	1	0.012742032585425611	1	1	0.0024497650746859723	1	0.007853231430276941	1	0.013505415474176052	0.07577799702289689	0.00137991188347808	1	1	0.08700631846981721	1	1	1	0.00038747585182374866	1	1	1
REACTOME_PHASE_2_PLATEAU_PHASE	1	1	0.026353804101433065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045651124428268686	0.050743175018025166	1	1	1	0.004892255698318748	1	1	1	1	0.0008352709457843943	1	1	1	1	1	1	1	0.044747248999452593	1	1	1	1	1	1	1	1	0.034456913765636754	1	1	1	0.0032443818530356605	1	1	1
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	1	1	1	0.006088642029298708	1	1	1	1	1	1	1	1	1	0.002978328298494204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023370690792157478	1	1	0.00011289543786396905	0.00014178692979749385	1	0.009283572238510951	1	1	1	0.003526786195253595	1	0.019332031408132333	1	1	1	0.012471398844658532	1	1	0.004599035825805231	1	1	1	1	1	0.021058786845850386	1	0.020064321809776464	1	1	1	1	1	1	1	0.0033067770523151907	1	1
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	1	1	1	1	1	1	1	1	1	1	1	0.022445672397088612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03119874134774192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02108249165123033	0.01921653134066259	1	0.024777408578205318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010165295952036635	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022071308603911488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01482883799033241	0.013500331037665125	1	0.01746652571947105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00709377457894611	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	1	0.03142077199648541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041545475049548086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02823551404029867	0.02576684332943746	1	0.03311089125100031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013721544808860342	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR2	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04905611717233982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03346668798725516	0.0305645524310858	1	0.03918794283973326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016348671138270876	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR3	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03119874134774192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02108249165123033	0.01921653134066259	1	0.024777408578205318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010165295952036635	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR4	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03796930489935524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025755955735510594	0.02349485334570467	1	0.030225374265898552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012483910549238697	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009395238997724764	1	1	1	0.0005739840746772362	1	1	1	1	1	1	1	9.212340179776124e-05	1	1	1	0.018894185365103677	1	1	0.0014973118420522624	1	1	1	1	1	1	1	1	0.0008705135393315411	0.0070394846520707155	1	1	1	1	1	0.0036831943155543057	1	1	1	1	1	1	1	1	1	1	0.016603012423921037	1	1	1	1	1	1	1
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015351897119146862	1	1	1	0.0009417114330243503	1	1	1	1	1	1	1	0.00015268960584025049	1	1	1	0.025755955735510594	1	1	0.002435486097212447	1	1	1	1	1	1	1	1	0.0014233887001738887	0.009691992646814862	1	1	1	1	1	0.005092342903974645	1	1	1	1	1	1	1	1	1	1	0.02266954072774252	1	1	1	1	1	1	1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	1	1	0.050080928482333587	1	1	1	1	1	1	1	1	1	1	1	0.03341515900337755	1	1	0.08489146822297955	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03759826328604143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026017352168876462	1	1	0.02466194295372015	0.03652175518981082	1	0.08332108685705941	1	1	1	0.06563043162652804	1	1	1	1	1	0.04840839222515547
