	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_CARDIAC_CONDUCTION				CACNB4 CAMK2B KCNJ11 KCNJ2 KCNK17 SCN3A	CACNB4 CAMK2B KCNH2 KCNJ11 SCN1B						KCNH2 SCN3B	CACNA2D1 CACNG7 CAMK2B KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SCN3B SLC8A1	ATP1A3 CACNA2D1 CACNG7 FGF14 KCNH2 KCNK16	CACNB4 CACNG7 KCNJ2 SCN1B			ATP1A3 CACNA1C CACNB4 CACNG6 KCNK3 SCN3B								CACNA1C FGF14 KCNK3		CACNB4 FGF14 KCNK3 SCN3A		CACNA1C CACNG6 FGF14 KCNJ2 KCNK17	CACNA2D1 CACNG6 CAMK2B KCNK3	CACNA2D1 CACNG4 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNB4 CACNG4 CACNG6 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1		CAMK2B KCNH2 KCNJ11 KCNK17 KCNK3	CACNA2D1 CACNB4 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CACNG6 CAMK2B FGF14 KCNH2 KCNK3 SCN3A SCN3B SLC8A1	CAMK2B KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 CACNG7 SCN3A	ATP1A3 CACNA2D1 CAMK2B KCNJ2 KCNK3 SCN3B	CACNA1C CACNA2D1 CACNB2 SLC8A1	CACNA2D1 CACNB4 CACNG6 FGF14 KCNJ11	ATP1A3 CACNA2D1 CACNG6 FGF14 KCNJ11 KCNJ2 SCN3B	ATP1A3 KCNJ2 KCNK3 SLC8A1	CACNA2D1 CACNB4 FGF14 KCNK17	CACNA2D1 CACNB4 KCNK16 KCNK17		ATP1A3 CACNB2 CACNB4 CACNG4 CACNG6 CAMK2B FGF14 KCNH2 KCNJ11 KCNK16 SLC8A1	CACNB2 CACNG7 SCN3A	ATP1A3 CACNB4 CACNG6 CACNG7 SLC8A1	ATP1A3 CACNA1C CACNB4 CACNG7 CAMK2B KCNJ11 KCNJ2 KCNK3 SCN1B	CACNA2D1 KCNH2 KCNK3 SLC8A1	CACNA1C CACNB4 CACNG6 FGF14 KCNJ2 KCNK17 SCN3A SLC8A1		ATP1A3 CACNA2D1	ABCC9 ATP1A3 CACNA2D1 CACNG4 KCNJ2 SCN3B			ABCC9 CACNB2	ABCC9 ATP1A3 CACNA1C CACNB2	ABCC9 CACNB4 KCNJ11 KCNJ2 KCNK3 SCN1B	ABCC9 CACNG6 KCNJ2		
REACTOME_CA_DEPENDENT_EVENTS					ADCY1 CAMK2B								ADCY1 ADCY2				ADCY1 ADCY2								ADCY1 ADCY2					ADCY1 CAMK2B				ADCY2 CAMK2B					ADCY1 ADCY2 CAMK2B PRKCG						ADCY1 ADCY2		CAMK2B PRKCG			CAMK2B PRKCG					ADCY1 PRKCG								
REACTOME_CD28_CO_STIMULATION			GRAP2 PAK3																						AKT3 GRAP2				AKT3 GRAP2 PAK3	AKT3 GRAP2		AKT3 GRAP2 PAK3				AKT3 PAK3																											
REACTOME_CELL_CELL_COMMUNICATION					CADM3 PARD6A SDK2						CADM2 CADM3													CADM2 SDK2								CADM2 CADM3 CLDN6 DST LIMS2 PARD6A							CADM2 CLDN6 LIMS2 PARD6A SDK2																	CADM2 CADM3 LIMS2	PARD6A SDK2						
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION				CADM2 CADM3	CADM3 PARD6A SDK2						CADM2 CADM3													CADM2 SDK2					CADM2 CLDN6 SDK2			CADM2 CADM3 CLDN6 PARD6A				CADM2 CADM3 SDK2	PARD6A SDK2		CADM2 CLDN6 PARD6A SDK2												CADM2 CLDN6 SDK2					CADM2 CADM3	PARD6A SDK2						
REACTOME_CELL_JUNCTION_ORGANIZATION			DST PARD6A SDK2	CADM2 CADM3	CADM3 PARD6A SDK2					DST PARD6A	CADM2 CADM3													CADM2 SDK2			CADM2 DST				CADM2 DST LIMS2 PARD6A	CADM2 CADM3 CLDN6 DST LIMS2 PARD6A					PARD6A SDK2		CADM2 CLDN6 LIMS2 PARD6A SDK2	CADM2 DST		CLDN6 DST PARD6A		CADM2 DST						CADM2 DST SDK2	CADM2 CLDN6 SDK2				CLDN6 LIMS2 PARD6A	CADM2 CADM3 LIMS2	PARD6A SDK2			CADM2 DST			
REACTOME_CGMP_EFFECTS												KCNMA1 KCNMB2 KCNMB3 PDE2A			KCNMB2 KCNMB3		KCNMA1 KCNMB2 PDE2A									KCNMA1 KCNMB3	KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 KCNMB3	KCNMB2 KCNMB3 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2				KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A	KCNMB2 KCNMB3					KCNMA1 KCNMB2 PDE2A														
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS			BGN VCAN																										CHST9 VCAN																			BGN CHST9	CHST9 VCAN														
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM										CHST9 GPC2																									GPC2 GPC6		BGN GPC2		B3GAT1 BGN GPC6									BGN CHST9	CHST9 GPC6 VCAN									CHST9 GPC2					
REACTOME_CHYLOMICRON_ASSEMBLY												APOA1 APOC3							APOA1 APOA4 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
REACTOME_CHYLOMICRON_REMODELING												APOA1 APOC3							APOA1 APOA4 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	FFAR1 NTS TAC1						CCL19 FFAR1 FFAR3 NTS TAC1	SUCNR1 TACR3		ECE2 MLN PYY SSTR1	ADORA2A AGT GHRL NTS SSTR5	AVPR1B CCL19 FFAR2 GHRL MLN SST SSTR2 SSTR5 SUCNR1 TACR3	BRS3 ECE2 FFAR2 GHRL PTGDR2 SSTR1 SSTR5 UTS2B				ADORA2A AGT FFAR1 FFAR2 FFAR3 GHRL NTS SSTR1 TAC1 TAC3 TACR3		ADORA2A AGT BRS3 MLN		ADORA2A CCL19			FFAR1 NTS TAC1					AGT FFAR1 FFAR2 FFAR3 GPBAR1 MLN NPW NTS PTGDR2 PYY SSTR1 TAC1		AVPR1B CCL19 FFAR2 GPBAR1 NPW PTGDR2 PYY SSTR1 TAC3 UTS2B	ADORA2A AGT AVPR1B BRS3 CCL19 FFAR3 GPBAR1 NPY NTS PTGDR2 PYY SST SSTR5	FFAR3 NPY SUCNR1 TACR3				FFAR2 GPBAR1 NPW PTGDR2 TACR3		AGT AVPR1B CCR6 GPBAR1 MLN NPY SSTR5 TAC3	AGT FFAR2 GPBAR1 SUCNR1 UTS2B		AVPR1B BRS3 ECE2 GPBAR1 MLN NPY PTGDR2 PYY SSTR3 SSTR5	BRS3 FFAR1 FFAR3 PTGDR2 SSTR5 TACR3 UTS2B				ECE2 FFAR2 GHRL GPBAR1 MLN PTGDR2 SSTR1 SSTR5	CCL19 FFAR1 FFAR3 NTS SST SUCNR1 TAC1 TACR3	ECE2 FFAR1 FFAR3 GPBAR1 NPW NTS PTGDR2 PYY SUCNR1 TAC1	ADORA2A BRS3 ECE2 GPBAR1 NPW PTGDR2 SSTR1 TAC3 UTS2B	FFAR2 FFAR3 SSTR2 SSTR3 SSTR5 TAC1 UTS2B	ADORA2A AGT BRS3 CCL19 FFAR2 MLN PTGDR2 SSTR5			ECE2 NPW PTGDR2 PYY SSTR1 SSTR3 SSTR5 UTS2B								
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_			GNG2 GNG4 SCT WNT9A									GIP GNG2 GNG4 SCT UCN3 WNT9A																														GIP GNG2 SCT								GNG4 UCN3 WNT9A		GNG2 GNG4 SCT UCN3									GNG4 UCN3 WNT9A		
REACTOME_COLLAGEN_DEGRADATION												COL14A1 MMP11 TMPRSS6																							MMP2 TMPRSS6	COL14A1 MMP2 TMPRSS6																COL14A1 MMP11 TMPRSS6				MMP11 TMPRSS6							
REACTOME_COLLAGEN_FORMATION																									COL14A1 DST		COL14A1 DST																	COL14A1 DST																			
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING			GNG2 GNG4 RGS9							GNAO1 RGS11 RGS9		GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4 RGS9																			GNAO1 GNG2 GNG4				GNAO1 GNG4 RGS9			GNAO1 GNG4 RGS11 RGS9			GNAO1 GNG2 RGS9					GNG2 GNG4 RGS9		GNAO1 RGS11	GNAO1 GNG4 RGS9		GNAO1 GNG2 GNG4			GNAO1 GNG4 RGS9						GNG4 RGS9		
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC		KIF5A TUBB3																							KIF5A TUBB4A					KIF5A TUBA1A TUBB2B				KIF19 KIF5A TUBB4A				KIF1A TUBB2B			TUBA1A TUBB3 TUBB4A						KIF1A TUBA1A TUBB3 TUBB4A																
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC																														TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT					ANK2 SPTBN4 TUBB4A						SPTBN4 TUBB4A														ANK2 TUBB4A				ANK2 SPTBN4 TUBA1A TUBB2B	ANK2 TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						ANK2 SPTBN4 TUBA1A TUBB3 TUBB4A								ANK2 TUBA1A TUBB3 TUBB4A								
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY			GRAP2 HLA-DQA2 PAK3																						AKT3 GRAP2			HLA-DQA2 PAK3	AKT3 GRAP2 HLA-DQA2 PAK3				HLA-DQA2 PAK3															HLA-DQA2 PAK3															
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING																																							CAMK2B GRIN1								CAMK2B GRIN1																
REACTOME_CS_DS_DEGRADATION			BGN VCAN																																																												
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM																					BST2 CCL19 HLA-DQA2 IFI27 IL11																																										
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES			PODXL2 SULT2A1										PODXL2 SULT2A1 TPST2																PODXL2 SULT2A1	PODXL2 SULT2A1	PODXL2 SULT2A1												PODXL2 SULT2A1 TPST2	SULT2A1 TPST2								SULT2A1 TPST2			PODXL2 SULT2A1 TPST2								
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_											MUC17 MUC5AC														MUC16 MUC3A MUC5AC MUC5B							MUC16 MUC17 MUC3A MUC5B PAK3																							MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DAG_AND_IP3_SIGNALING					ADCY1 CAMK2B								ADCY1 ADCY2				ADCY1 ADCY2								ADCY1 ADCY2					ADCY1 CAMK2B				ADCY2 CAMK2B					ADCY1 ADCY2 CAMK2B PRKCG						ADCY1 ADCY2					CAMK2B PRKCG					ADCY1 PRKCG								
REACTOME_DECTIN_2_FAMILY											MUC17 MUC5AC	MUC16 MUC5B	MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC17 MUC3A	MUC16 MUC17 MUC3A MUC5B							MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC							MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE			BGN VCAN														GPC6 VCAN																		GPC2 GPC6	GPC6 VCAN	BGN GPC2		BGN GPC6										GPC6 VCAN														
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_											MUC17 MUC5AC	MUC16 MUC5B	MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC17 MUC3A	MUC16 MUC17 MUC3A MUC5B							MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC							MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE			BGN VCAN																																																												
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD			BGN VCAN																																																												
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS			BGN VCAN																																																												
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2																																			GPC2 GPC6																												
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A																																																		F10 TPST2													
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_											MUC17 MUC5AC	MUC16 MUC5B	MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC17 MUC3A	MUC16 MUC17 MUC3A MUC5B							MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC							MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS_																																																		F10 TPST2													
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX			MMP11 MMP2 SCUBE1 SPOCK3									COL14A1 MMP11 SCUBE1 SPOCK3 TMPRSS6		MMP2 SCUBE1 SPOCK3 TMPRSS6										COL14A1 FBN1 SPOCK3											MMP2 SCUBE1 TMPRSS6	COL14A1 MMP2 SPOCK3 TMPRSS6						MMP11 SCUBE1 SPOCK3 SPP1 TMPRSS6		COL14A1 SCUBE1 SPOCK3								COL14A1 MMP11 SCUBE1 SPP1 TMPRSS6				FBN1 MMP11 TMPRSS6							
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS			BGN VCAN																																																												
REACTOME_DEVELOPMENTAL_BIOLOGY												ANK2 BOC CRMP1 DCX DNM3 EFNB3 EPHA4 GAP43 GCK GDF1 GFRA1 GFRA3 ISL1 LEFTY1 NCAM1 NFASC PAK6 PAX6 PLXNC1 RET RFX6 SCN1B SCN3A SCN3B SPTBN4 TUBA1A					ABLIM2 AKT3 ANK2 CACNA1C CACNB4 DSCAML1 EPHA4 GAP43 GCK GDF1 ISL1 LGI3 NCAM1 PAK6 PLXNC1 POU5F1 SCN3B SPTBN4 STX1A TRPC6	GDF1 TUBB4A									ABLIM2 CACNB4 DCX GATA2 NFASC PAX6 POU5F1 SCN3A SPTBN4 TRPC6		ABLIM2 AKT3 ANK2 BOC CACNA1C CFC1 DSCAML1 EPHA4 GAP43 GATA2 GCK GFRA3 ISL1 LGI3 NCAM1 PAK3 PAK6 PAX6 POU5F1 SPTBN4 STX1A TUBA1A TUBB2B	ABLIM2 AKT3 ANK2 DNM3 DSCAML1 EPHA4 INSM1 KLK12 MMP2 MSI1 NFASC NKX2-2 POU5F1 TRPC6 TUBA1A TUBB2B		AKT3 ANK2 BOC CACNA1C CACNA1H CACNB4 CACNG4 DOK6 DSCAML1 EFNB3 EPHA4 GAP43 GATA2 GCK GFRA3 HHEX MMP2 NFASC NKX6-1 PAK3 PAK6 PLXNC1 RFX6 SCN3B STX1A TRPC6		CACNA1H CFC1 DSCAML1 GCK INSM1 KLK12 MAFB MMP2 NEUROD1 NFASC NKX2-2 PAX4 POU5F1 RET TRPC7 TUBB4A		ABLIM2 AKT3 CACNA1C CACNG4 DSCAML1 EFNB3 EPHA4 GAP43 HHEX INSM1 ISL1 MAFB MMP2 NCAM1 NEUROD1 PAK3 PAK6 PLXNC1 RFX6 SCN3A SCN3B SPTBN4 STX1A TRPC7		CACNB2 DCX GDF1 SCN3A TUBB2B	AKT3 ANK2 BOC CACNA1H EFNB3 EPHA4 GAP43 GFRA1 GRIN1 HHEX LEFTY1 LGI3 MMP2 NCAM1 PLXNC1 POU5F1 SCN3B SPTBN4 STX1A TRPC6		CACNB4 DNM3 EFNB3 KLK12 NKX2-2 NKX6-1 PAK6 PLXNC1 TRPC7 TUBA1A TUBB3 TUBB4A						ABLIM2 ANK2 BOC CACNA1H CACNB2 CACNB4 CACNG4 EFNB3 EPHA4 GCK GRIN1 HHEX INSM1 LGI3 MMP2 MSI1 NEUROD1 NFASC NKX2-2 PAX4 PAX6 PLXNC1 RET SPTBN4 TRPC7 TUBA1A TUBB3 TUBB4A		ABLIM2 ANK2 BOC CACNB4 DSCAML1 EFNB3 EPHA4 GAP43 GCK GFRA1 GFRA3 GRIN1 NCAM1 NKX6-1 PAK6 SPTBN4 STX1A TRPC6			AKT3 CACNA1C CACNB4 CFC1 DCX DOK6 DSCAML1 GAP43 GATA2 GCK GDF1 GFRA1 ISL1 LGI3 NFASC PAX6 RET RFX6 SCN3A TRPC7 TUBB3											
REACTOME_DISEASE					ABCC8 ADAMTSL1 ADAMTSL2 ADCY1 CAMK2B CDKN1C DLL1 DPEP1 F10 GCK GPC2 KCNJ11 KHK MUC5B SCT SYT2 TUBB4A	ADORA2A DPEP1 KIT TUBB4A							ABCC8 ADCY1 ADCY2 AKT3 CCND2 CDKN1C DLL1 FAM131B GCK GNG2 GNG4 GPC6 HEY1 KHK KSR2 MUC16 MUC17 RBP1 SCT SNAP25 SPON2 STX1A TAF9B TPST2 TUBA1A TUBB3 UBE2S												ADCY1 ADCY2 AKT3 DPEP1 HEY1 KSR2 MUC16 MUC3A MUC5AC MUC5B RNF213 SNAP25 SYT2 TUBB4A																				ADCY1 ADCY2 BGN FAM131B GGT5 GNG2 GPBAR1 KHK MUC3A RNF213 SV2A TTR UBE2S	ADORA2A KIT MUC5AC																	
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM			BGN VCAN														GPC6 VCAN																		GPC2 GPC6	GPC6 VCAN	BGN GPC2		BGN GPC6										GPC6 VCAN														
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS					ADAMTSL1 ADAMTSL2 MUC5B						MUC17 MUC5AC		MUC16 MUC17 SPON2												MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC17 MUC3A SPON2	ADAMTSL2 MUC16 MUC17 MUC3A MUC5B		ADAMTSL2 SPON2		ADAMTSL1 MUC16 SPON2	ADAMTSL2 SPON2		ADAMTSL1 MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC				ADAMTS2 MUC5AC	ADAMTS2 ADAMTSL2 MUC5B		MUC17 MUC5B SPON2				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DISEASES_OF_GLYCOSYLATION			ADAMTS2 ADAMTSL1 BGN VCAN		ADAMTSL1 ADAMTSL2 GPC2 MUC5B						MUC17 MUC5AC						ADAMTS2 GPC6 MUC3A VCAN								MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC17 MUC3A SPON2	ADAMTSL2 MUC16 MUC17 MUC3A MUC5B		ADAMTSL2 GPC2 SPON2	GPC2 GPC6 SPON2	ADAMTSL1 GPC6 MUC16 SPON2 VCAN	ADAMTSL2 BGN GPC2 SPON2		ADAMTSL1 BGN GPC6 MUC17 MUC5B									ADAMTS2 BGN MUC5AC	ADAMTS2 ADAMTSL2 GPC6 MUC5B VCAN		GPC2 MUC17 MUC5B SPON2				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_DISEASES_OF_METABOLISM					ADAMTSL1 ADAMTSL2 GPC2 KHK MUC5B																				MUC16 MUC3A MUC5AC MUC5B										GPC2 GPC6 SPON2		ADAMTSL2 BGN GPC2 SPON2											ADAMTS2 BGN MUC5AC	ADAMTS2 ADAMTSL2 GPC6 KHK MUC5B VCAN		GPC2 KHK MUC17 MUC5B SPON2												
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE													CCND2 CDKN1C UBE2S																										CCND2 CDKN1C UBE2S				CDKN1C UBE2S									CCND2 CDKN1C											
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS				ABCC8 GCK KCNJ11	ABCC8 GCK KCNJ11																													ABCC8 APOA1 GCK KCNJ11																													
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE												LIN7A SYN1	LIN7A SNAP25 STX1A SYN1	SNAP25 STX1A			SNAP25 STX1A								CPLX1 LIN7A SNAP25				LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25	CPLX1 LIN7A SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1				CPLX1 SNAP25 STX1A			CPLX1 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SYN1				LIN7A SNAP25			CPLX1 LIN7A		CPLX1 LIN7A SYN1			CPLX1 STX1A								
REACTOME_ECM_PROTEOGLYCANS			BGN SPARC VCAN																																	NCAM1 SPARC VCAN																											
REACTOME_ELASTIC_FIBRE_FORMATION										FBN1 LTBP2							LTBP2 MFAP2																				LTBP2 MFAP2																			FBN1 LTBP2							
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS													P2RX6 TRPC7																					P2RX6 TRPC7		P2RX6 TRPC7			P2RX6 TRPC6			P2RX6 TRPC7										P2RX6 TRPC7								P2RX6 TRPC7			
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING																																							EFNB3 GRIN1			EFNB3 GRIN1							EFNB3 GRIN1														
REACTOME_EPHRIN_SIGNALING																																EFNB3 PAK3				EFNB3 PAK3																											
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS										EFNB3 EPHA4																				EPHA4 MMP2		EFNB3 EPHA4 MMP2				EFNB3 EPHA4 MMP2			EFNB3 EPHA4 MMP2	EPHA4 MMP2			EPHA4 MMP2				EFNB3 EPHA4 MMP2							EFNB3 EPHA4									
REACTOME_EPH_EPHRIN_SIGNALING			EPHA4 MMP2 PAK3							EFNB3 EPHA4																						EFNB3 EPHA4 MMP2 PAK3				EFNB3 EPHA4 MMP2 PAK3			EFNB3 EPHA4 GRIN1 MMP2	EPHA4 MMP2							EFNB3 EPHA4 GRIN1 MMP2		EFNB3 EPHA4 GRIN1					EFNB3 EPHA4									
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT					ANK2 SPTBN4 TUBB4A						SPTBN4 TUBB4A																		ANK2 CNIH2 SPTBN4 TUBA1A TUBB2B	ANK2 CNIH2 TUBA1A TUBB2B											CNIH2 TUBA1A TUBB3 TUBB4A						ANK2 CNIH2 SPTBN4 TUBA1A TUBB3 TUBB4A								ANK2 CNIH2 TUBA1A TUBB3 TUBB4A								
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION			ADAMTS2 BGN DST JAM3 MMP11 MMP2 SCUBE1 SPARC SPOCK3 VCAN							DST FBN1 LTBP2 MMP11		COL14A1 DST JAM3 MMP11 NCAM1 SCUBE1 SPOCK3 TMPRSS6 TTR		ADAM12 DST LTBP2 MMP2 SCUBE1 SPOCK3 TMPRSS6 VCAN		ADAM12 DST JAM3 TMPRSS6	ADAMTS2 DST LTBP2 MFAP2 NCAM1 TMPRSS6 TTR VCAN			MFAP2 SCUBE1	MFAP2 SCUBE1	BGN SPP1 TTR		COL14A1 FBN1 NCAM1 SPOCK3	ADAM12 COL14A1 DST SPOCK3		ADAM12 COL14A1 DST LTBP2		ADAM12 COL14A1 FBN1 JAM3 NCAM1 SCUBE1 SPOCK3 TTR VCAN	JAM3 LTBP2 MMP2 SCUBE1 SPARC SPOCK3 TTR VCAN					MFAP2 MMP2 SCUBE1 TMPRSS6	COL14A1 MMP2 NCAM1 SPARC SPOCK3 TMPRSS6 VCAN			ADAM12 BGN MMP2 NCAM1 SCUBE1 SPOCK3 TTR			ADAM12 DST MMP11 NCAM1 SCUBE1 SPOCK3 SPP1 TMPRSS6		COL14A1 DST SCUBE1 SPOCK3	BGN DST TMPRSS6 TTR				ADAMTS2 DST NCAM1 SCUBE1 SPOCK3 VCAN	BGN DST MFAP2 MMP11 SPARC TMPRSS6	LTBP2 MMP11 SCUBE1 SPARC SPOCK3 TTR	ADAM12 COL14A1 LTBP2 MMP11 SCUBE1 SPP1 TMPRSS6				FBN1 LTBP2 MMP11 TMPRSS6		DST SPP1					MFAP2 SPARC
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING			GNG2 GNG4 MMP2										AKT3 GNG2 GNG4																			AKT3 GNG2 GNG4 MMP2				AKT3 GNG4 MMP2			AKT3 GNG4 MMP2								GNG2 GNG4 MMP2					AKT3 GNG2 GNG4											
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION		KIF5A TUBB3									DOCK8 GATA2 TUBB4A														DOCK8 KIF5A TUBB4A					DOCK8 KIF5A TUBA1A TUBB2B			GATA2 KIF1A					KIF1A TUBB2B			TUBA1A TUBB3 TUBB4A																						
REACTOME_FATTY_ACID_METABOLISM																						ACOT7 ELOVL4															ACBD7 ACOT7 GGT5								ACBD7 ACOT7 GGT5																		
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS																									ADCY1 ADCY2																				ADCY1 ADCY2																		
REACTOME_FERTILIZATION														CATSPER2 CATSPERB																																																	
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES																																GCK NPY																															
REACTOME_FREE_FATTY_ACID_RECEPTORS							FFAR1 FFAR3										FFAR1 FFAR2 FFAR3									FFAR1 FFAR3			FFAR1 FFAR2 FFAR3														FFAR1 FFAR3					FFAR1 FFAR3	FFAR1 FFAR3		FFAR2 FFAR3												
REACTOME_FRUCTOSE_METABOLISM			AKR1B1 KHK																												AKR1B1 KHK																		AKR1B1 KHK														
