	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY																										APOA1 APOC3																					
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE																				APOA1 LIPC						APOA1 APOC3																					
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE																				APOA1 LIPC																											
REACTOME_PLASMA_LIPOPROTEIN_REMODELING																				APOA1 LIPC						APOA1 APOC3																					
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION									IGF2 SPARC TRPC6										SPARC TRPC6				APOA1 TRPC7				RAPGEF4 TRPC6																				
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS							TRPC6 TRPC7	SLC8A1 TRPC6																																P2RX6 TRPC7							
REACTOME_PLATELET_HOMEOSTASIS							TRPC6 TRPC7	KCNMB3 PDE2A SLC8A1 TRPC6											KCNMB3 TRPC6																	GNG2 GNG4 KCNMA1 KCNMB2 KCNMB3								GNG2 SLC8A1		P2RX6 PDE2A	
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS																					NEGR1 RTN4RL1																										
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION										ANK2 MUC17 MYSM1 RAB3C VCAN																																					
REACTOME_POTASSIUM_CHANNELS		KCNB2 KCNJ2 KCNK17	KCNAB2 KCNMB2	KCNB2 KCNH7 KCNJ2 KCNK17	KCNH8 KCNJ11 KCNN3		KCNH7 KCNJ3	KCNB2 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMB3	GABBR2 KCNK3								GNG2 KCNH3 KCNH6		KCNAB2 KCNMB3	KCNAB2 KCNJ3 KCNK17			KCNJ2 KCNK17	KCNJ3 KCNMB3	GABBR2 KCNJ11			GNG4 KCNH6 KCNK3		GNG4 KCNAB2		KCNAB2 KCNH7		GABBR2 KCNB2 KCNH7 KCNK16 KCNK17		ABCC8 GNG2 GNG4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3	KCNAB2 KCNH3			KCNH2 KCNJ6 KCNK3				GNG2 KCNA6 KCNJ6			
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING								CACNB2 CACNB4																												CACNA1A CACNB4											
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS																																				GNG2 GNG4											
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR																																				GNG2 GNG4											
REACTOME_PROTEIN_FOLDING		RGS11 TUBB2B TUBB3							RGS11 RGS9								GNG2 TUBB2B											GNG4 TUBB2B								GNAO1 GNG2 GNG4 TUBA1A TUBB2B								GNG2 TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES		STX1A SYT2			BEGAIN LIN7A LRFN1 NRXN2																													BEGAIN NRXN2		BEGAIN LRRTM3 NRXN2 STX1A				BEGAIN NRXN2 SYT2						GRIN1 LRFN1	
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR																																														CAMK2B GRIN1	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES		TUBB2B TUBB3																																			CEP290 TUBB2B							TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RECYCLING_PATHWAY_OF_L1		TUBB2B TUBB3			DNM3 TUBB3																																							TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT																					AKT3 PAX6																			NEUROD1 RFX6							
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS																					AKT3 PAX6																			NEUROD1 RFX6							
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_		SCG3 SPP1							IGF2 SCG2									MMP2 SCG3 SERPINA10		APOA1 PAPPA2 SCG2 SERPINA10			APOA1 PAPPA2			APOA1 SPP1 VGF								MMP2 SERPINA10 SPP1		PAPPA2 SERPINA10 SPP1 VCAN VGF				CHGB MMP2 VGF						SCG3 SERPINA10 VGF	
REACTOME_REGULATION_OF_INSULIN_SECRETION		SNAP25 STX1A			CACNA1C KCNJ11 RAPGEF4 SNAP25										STX1A SYT5			CACNA1C SNAP25												GNG4 SNAP25						ABCC8 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A								GNG2 SYT5			
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA																		AGT SULT2A1								APOA1 SULT2A1																					
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL																				CFC1 LEFTY1																											
REACTOME_REGULATION_OF_TP53_ACTIVITY																													TAF9B TP73																		
REACTOME_REPRODUCTION																					CATSPERB SYNE2																CATSPERB SYNE2										
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION		TUBB2B TUBB3										SPC25 TUBA1A																																TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_		PRKCG SCG3																																													
REACTOME_RET_SIGNALING								DOK6 GFRA1 GFRA3 RET																												DOK6 RET											
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS		TUBB2B TUBB3										SPC25 TUBA1A																																TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_RHO_GTPASE_EFFECTORS																																												KIF5A TUBB2B TUBB3			
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING							TRPC6 TRPC7																																								
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION																																				AKT3 ITGBL1											
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_SELECTIVE_AUTOPHAGY		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS		TUBB2B TUBB3 UBE2S										SPC25 TUBA1A										TUBB3 UBE2S																							TUBA1A TUBB3		
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE		SNAP25 STX1A SYN1			SNAP25 SYN1															STX1A SYN1																SNAP25 STX1A											
REACTOME_SIALIC_ACID_METABOLISM								ST6GALNAC5 ST8SIA3																												ST6GALNAC5 ST8SIA3											
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS		CAMK2B FAM131B																																												CAMK2B FAM131B	
REACTOME_SIGNALING_BY_ERBB4									GABRB3 SPARC																																						
REACTOME_SIGNALING_BY_GPCR			ADCY1 CCR6 FFAR2 GPC2 REEP2 RGS16					AGT APOC3 AVPR1B CCL19 GIP GPC2 MLN PDE2A PRKCG RGS11 RGS16 RGS4 SST SSTR3 TRPC6 UCN3	ADCY1 BRS3 FFAR2 GABBR2 PYY RGS11 RGS16 RGS9 SST SSTR5 TRPC6 UCN3						ADCY1 PRKCG SSTR1 TAS2R20		ADORA2A CCL19 FFAR2 GNG2 GPBAR1 SSTR1 TAC3 TTR	AGT GNAO1 GPBAR1 RGS14 RGS4 SSTR2 TTR		ADCY2 APOA1 GIP GPC2 MLN PTGDR2 PYY RGS11 RGS4 UCN3			ADCY2 APOA1 TRPC7 TTR		CCR6 GABBR2 SSTR1 WNT9A	APOA1 APOC3 CCL19 ECE2 PDE2A PYY RBP2 SST	CLPS GPC6 RBP2 TRPC6 TTR									ADCY2 AGT AKT3 BRS3 CCL19 ECE2 FFAR1 GAST GIP GNAO1 GNG2 GNG4 GPBAR1 GPC6 NPW NTS PDE8B PYY RBP2 REEP2 RGS14 RGS4 TAC3 UCN3						AVPR1B GAST GPC6 RGS16 RGS4 SCT TAC1				AGT BRS3 CAMK2B ECE2 GPBAR1 MLN NPW PDE2A RGS11 SSTR5 TAC3	
REACTOME_SIGNALING_BY_HEDGEHOG											ADCY1 TUBB4A																	ADCY1 BOC TUBB2B																TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_SIGNALING_BY_NODAL																				CFC1 LEFTY1																											
REACTOME_SIGNALING_BY_NOTCH2																													DLL1 MDK																		
REACTOME_SIGNALING_BY_NTRKS					ARC CDK5R2 DNM3 ID4																		DNM3 TPH1		ARC VGF					ADORA2A CDK5R2										ADORA2A ARC CDK5R2 ID4 VGF							
REACTOME_SIGNALING_BY_PDGF							PDGFD SPP1																													PDGFD SPP1 THBS4	PDGFD THBS4										
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES									ARC GABRB3 IGF2 PDGFD PGF SPARC																ARC GRAP2 VGF									ADAM12 AKT3 ARC ID4 SPP1													
REACTOME_SIGNALING_BY_WNT	PARD6A PRKCG																																														
REACTOME_SIGNAL_AMPLIFICATION																																				GNG2 GNG4											
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT		SLC18A1 SLC30A8 SLC8A1																																													
REACTOME_STIMULI_SENSING_CHANNELS		TRPM2 UNC79		TRPC7 TRPM2			TRPC6 TRPC7 WNK2	ASIC4 TRPC6 UNC79 WNK3	TRPC6 TRPM2			CLCN4 WNK3																																			
REACTOME_STRIATED_MUSCLE_CONTRACTION											TMOD1 TMOD2																																				
REACTOME_SURFACTANT_METABOLISM																																				PGA3 PGA5				ADORA2A PGA3 PGA4							
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES																																														GRIN1 LRFN1	
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_																																								DPEP1 GGT5							
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS								ST6GALNAC5 ST8SIA3																																							
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN																																				MBOAT4 PCSK1 SEC11C				GHRL PCSK1 SEC11C							
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_																					PAX6 PCSK1															FFAR1 PCSK1 SEC11C				PCSK1 SEC11C							
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_								GIP PAX6			GIP PAX6									GIP ISL1	PAX6 PCSK1															FFAR1 GIP ISL1 PCSK1 SEC11C				ISL1 PCSK1 SEC11C							
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS																																		KCNK16 KCNK17													
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS														MUC16 MUC5AC											MUC17 MUC5B																					MUC17 MUC3A MUC5B	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_																																				GNG2 GNG4											
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR																																				GNG2 GNG4											
REACTOME_TIGHT_JUNCTION_INTERACTIONS			CLDN6 PARD6A														CLDN6 PARD6A																														
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BONT_D_								SV2A SV2B																												SV2A SV2B											
REACTOME_TP53_REGULATES_METABOLIC_GENES																																		AKT3 RRAGD													
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS		CAMK2B PRKCG																																													
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CHRNB2 KCNJ2 PRKCG	CAMK2B KCNJ2 PRKCG SNAP25 STX1A SYN1 TUBB2B TUBB3			LIN7A SNAP25 SYN1 TUBB3			CACNB2 CACNB4 CHRNA5 KCNJ2 KCNJ3 NCALD PRKCG	ADCY1 CHRNA5 GABBR2 GABRB3		ADCY1 CHRNA3 CHRNA5 CHRNB2 NCALD STX1A TUBB4A				ADCY1 PRKCG STX1A		CHRNA5 GNG2 TUBB2B		CACNB4 CPLX1	ADCY2 CACNB4 KCNJ3 STX1A SYN1			ADCY2 KCNJ2		GABBR2 GRIN1			ADCY1 GNG4 TUBB2B		GNG4 GRIK5 LIN7A SNAP25		NCALD TUBA1A		ADCY1 CACNG4 CPLX1 GABBR2		ADCY2 CACNA1A CACNB4 CHRNA5 GABRA1 GNG2 GNG4 GRIK5 KCNJ3 SNAP25 STX1A TUBA1A TUBB2B				ADCY2 CACNB4 GABRA1 KCNJ6 SYN1			CACNA1B GRIK3 TSPAN7	GNG2 KCNJ6 NCALD TUBB2B TUBB3	GRIK5 TUBA1A TUBB3		
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS		SLC18A1 SLC30A8																																													
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE		TUBB2B TUBB3																																		TUBA1A TUBB2B								TUBB2B TUBB3	TUBA1A TUBB3		
REACTOME_TRANSPORT_OF_SMALL_MOLECULES		ATP6V0E2 CAMK2B SLC18A1 SLC30A8 SLC8A1 TRPM2 UNC79													ABCC9 ADCY1 SLC38A3					ADCY2 APOA1 ATP1A3 ATP6V0E2 LIPC SLC30A8 UNC79 WNK2			ADCY2 APOA1 SLC18A1 TRPC7																								
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION		CHST8 ST8SIA3 TUBB2B TUBB3			CHST8 CNIH2 ST8SIA3 TUBB3																					CHST10 ST8SIA3 TUBB3										ANK2 CNIH2 SPTBN4 ST8SIA3 TUBA1A TUBB2B									SPTBN4 TUBA1A TUBB3		
REACTOME_TRP_CHANNELS				TRPC7 TRPM2			TRPC6 TRPC7		TRPC6 TRPM2																																						
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION																																														CAMK2B GRIN1	
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS		SNAP25 STX1A SV2B SYT2						SV2A SV2B SYT2												STX1A SV2B																SNAP25 STX1A SV2A SV2B											
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS																												ADCY1 GNG4								ADCY2 GNG2 GNG4											
REACTOME_VISUAL_PHOTOTRANSDUCTION											RBP2 TTR									APOA1 GPC2			APOA1 TTR			APOA1 APOC3 RBP2	CLPS GPC6 RBP2 TTR							GPC2 RGS9													
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS				KCNB2 KCNH7				KCNB2 KCNH8									KCNH3 KCNH6															KCNAB2 KCNH7		KCNB2 KCNH7		KCNB2 KCNH3 KCNH6	KCNAB2 KCNH3										
SIG_CHEMOTAXIS		AKT3 PAK6																																													
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES		AKT3 PAK6															IFI27 PARD6A																														
ST_ADRENERGIC																																				GAST KCNJ3											
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS												GAST TUBA1A																								GAST MAP1B TUBA1A											
ST_G_ALPHA_I_PATHWAY																																				AKT3 KCNJ3											
ST_INTEGRIN_SIGNALING_PATHWAY		AKT3 PAK6																																													
ST_MYOCYTE_AD_PATHWAY																																				GAST KCNJ3											
ST_T_CELL_SIGNAL_TRANSDUCTION				GRAP2 PAK6				GRAP2 NFAT5																																							
ST_WNT_BETA_CATENIN_PATHWAY																					AKT3 NKD1	NKD1 SFRP1																							DACT1 NKD1		
WNT_SIGNALING																						CCND2 NKD1 SFRP1 WNT9A															NKD1 WNT9A								NKD1 WNT9A		
WP_ALLOGRAFT_REJECTION																										C7 CCL19																					
WP_AMINO_ACID_METABOLISM																																			DDC SRM												
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING																																								EIF4EBP1 INS-IGF2						CPT1C EIF4EBP1	
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY					CACNA1C CACNG6			CACNA1C CACNB2 CACNB4 SLC8A1													CACNA1C CACNG6													CACNA2D1 CACNG4		CACNA1C CACNB4 CACNG7 SGCD				CACNA1C CACNB4				SGCD SLC8A1			
WP_BDNFTRKB_SIGNALING									ADCY1 ARC TRPC6						ADCY1 ARC										ARC GRIN1									ADCY1 ARC						ARC EIF4EBP1						EIF4EBP1 GRIN1	
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION								SFRP1 SST																																							
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY																																			EIF4EBP1 SYN1												
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL		ANXA6 CAMK2B PRKCG RGS11 RGS4 SLC8A1	ADCY1 ANXA6 RGS16					CACNA1C KCNJ3 PRKCG RGS11 RGS16 RGS4 SLC8A1	ADCY1 RGS11 RGS16 RGS9			RGS16 RGS5			ADCY1 PRKCG			CACNA1C GNAO1 KCNJ3 RGS14 RGS4		ADCY2 ANXA6 KCNJ3 RGS11 RGS4								ADCY1 GNG4								ADCY2 ANXA6 CACNA1A CACNA1C GNAO1 GNG2 GNG4 KCNJ3 RGS14 RGS4				ADCY2 CACNA1C RGS14		RGS16 RGS4	CACNA1B GNAO1	GNG2 SLC8A1		ANXA6 CAMK2B RGS11	
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING					HEY1 MFAP2																																										
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR																					AKT3 EFNB3													AKT3 MMP2		AKT3 EFNB3											
WP_CHEMOKINE_SIGNALING_PATHWAY			ADCY1 CCR6																									ADCY1 GNG4								ADCY2 AKT3 CCL19 GNG2 GNG4											
WP_CILIOPATHIES							CEP290 DNAJB13																																								
WP_CIRCADIAN_RHYTHM_RELATED_GENES	CHRNB2 PRKCG									DDC GHRL	ADCY1 CHRNB2				ADCY1 PRKCG																			ADCY1 ID4 KCNH7						ADORA2A DDC GHRL ID4							
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION															ADCY1 PRKCG																																
WP_COMPLEMENT_AND_COAGULATION_CASCADES																			C7 F10																						CFH F10						
WP_COMPOSITION_OF_LIPID_PARTICLES																										APOA1 APOC3																					
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY																						GSTA2 SULT2A1																									
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY																		GNAO1 SULT2A1																													
WP_DIFFERENTIATION_PATHWAY																												CSF1R LEFTY1																			
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV		CAMK2B STX1A			ARC NRXN2				ARC NRXN2						ARC STX1A										ARC GRIN1									ARC NRXN2		NRXN2 STX1A				ARC NRXN2						CAMK2B GRIN1	
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT																						CCND2 TP73																									
WP_DOPAMINERGIC_NEUROGENESIS																																				LMX1A RET			DDC RET	DDC NEUROD1						CDKN1C RET	
WP_EBOLA_VIRUS_PATHWAY_ON_HOST																																											BST2 CLEC4G HLA-DQA2				
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE		AKT3 PRKCG																			AKT3 PDGFD															AKT3 EIF4EBP1 PDGFD						EIF4EBP1 PDGFD					
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX																																								DPEP1 GGT5							
WP_ENDODERM_DIFFERENTIATION					DUSP2 MAD2L2 POU5F1																								MAD2L2 POU5F1																		
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY																																								ADCY2 SYNE2							
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER																		CLDN6 MMP2			AKT3 CLDN6 SPARC	DLL1 WNT9A							DLL1 MMP2					AKT3 CLDN6 MMP2											MMP2 WNT9A		
WP_ERBB_SIGNALING_PATHWAY		AKT3 CAMK2B PAK6 PRKCG																																												CAMK2B EIF4EBP1	
WP_FOCAL_ADHESION		AKT3 PAK6 PRKCG SPP1																																	CCND2 PGF	AKT3 CCND2 PAK6 PDGFD SPP1 THBS4	PDGFD THBS4										
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY							FGF14 PDGFD SPP1																					CSF1R GNG4 PGF								AKT3 EIF4EBP1 FGF14 GNG2 GNG4 PDGFD SPP1 THBS4						EIF4EBP1 PDGFD					
WP_FRAGILE_X_SYNDROME									ARC EPHA4																ARC GRIN1																						
WP_G1_TO_S_CELL_CYCLE_CONTROL					CDKN1C MYT1																																									CDKN1C MYT1	
WP_GABA_RECEPTOR_SIGNALING									GABBR2 GABRB3																											GABRA1 GABRP											
WP_GASTRIC_ACID_PRODUCTION																																										GAST SCT					
WP_GASTRIN_SIGNALING_PATHWAY												EIF4EBP1 GAST																														EIF4EBP1 GAST					
WP_GDNFRET_SIGNALLING_AXIS								GFRA1 RET																																							
WP_GENES_INVOLVED_IN_MALE_INFERTILITY																		GNAO1 MMP2																MMP2 MSMB RGS9													
WP_GPCRS_CLASS_A_RHODOPSINLIKE									BRS3 FFAR2 SSTR5								ADORA2A FFAR2 SSTR1								CCR6 SSTR1																						
WP_GPCRS_OTHER									GPR162 LGR6									GPR162 SSTR2																													
WP_G_PROTEIN_SIGNALING_PATHWAYS															ADCY1 PRKCG			GNAO1 KCNJ3		ADCY2 KCNJ3								ADCY1 GNG4						ADCY1 PDE8B		ADCY2 GNAO1 GNG4 KCNJ3 PDE8B											
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION																													CBFA2T3 HES6											HES6 KCNH2						HES6 KCNH2	
WP_HUMAN_COMPLEMENT_SYSTEM		F10 SPP1																	C7 F10	APOA1 F10						APOA1 C7 SPP1															CFH F10						
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY																																				ADCY2 GNAO1 GNG2											
WP_IL18_SIGNALING_PATHWAY																																													CDK5R2 MMP2 NPPB		
WP_INTEGRINMEDIATED_CELL_ADHESION		AKT3 PAK6																																													
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER																						CCND2 NKD1 SFRP1																									
WP_LUNG_FIBROSIS																																		MMP2 SPP1													
WP_MAPK_SIGNALING_PATHWAY	MAP3K12 PRKCG												MAP3K12 PRKCG								AKT3 CACNA1C CACNG6															AKT3 CACNA1A CACNA1C CACNB4 CACNG7 FGF14											
WP_MATRIX_METALLOPROTEINASES																																		MMP11 MMP2													
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION																																				GABRA1 GABRP SLC12A5											
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME									IGF2 SST																	MPP1 NREP SST																		MYT1 NREP		GRIN1 MPP1 MYT1	
WP_MESODERMAL_COMMITMENT_PATHWAY																				DLL1 LEFTY1 PBX3									C6orf201 DLL1 POU5F1																		
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES																				APOA1 LIPC																											
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II												GSTA2 KCNAB2						NAT8L NNMT SULT2A1				AKR1B1 GSTA2 SULT2A1								KCNAB2 NNMT	CHST10 GSTA2	AKR1B1 KCNAB2					AKR1B1 KCNAB2									AKR1B1 NAT14 SULT2A1	
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA		AKT3 PAK6																																													
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY																																													MAPK4 NPPB		
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS																											GPC6 PBX3									GPC6 PBX3											
WP_MONOAMINE_TRANSPORT		STX1A SYN1																		STX1A SYN1										ADORA2A AMPH						AGT AMPH STX1A				ADORA2A AGT SYN1			AGT TDO2				
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS		CAMK2B PRKCG RGS11 RGS4 SLC8A1	ADCY1 RGS16					PRKCG RGS11 RGS16 RGS4 SLC8A1	ADCY1 RGS11 RGS16 RGS9			RGS16 RGS5			ADCY1 PRKCG			RGS14 RGS4		ADCY2 RGS11 RGS4								ADCY1 GNG4								ADCY2 GNG2 GNG4 RGS14 RGS4						RGS16 RGS4		GNG2 SLC8A1			
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA																						CCND2 NKD1 SFRP1																									
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT		AKT3 PAK6																																AKT3 MMP2		AKT3 PAK6											
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER		AKT3 PAK6																																AKT3 MMP2													
WP_NEURAL_CREST_DIFFERENTIATION																				DLL1 ISL1																											
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS									CHRNA5 DDC KCNK3		CHRNA3 CHRNA5 CHRNB2						CHRNA5 GNG2									CHRNA5 DDC										ADCY2 CHRNA5 GNG2				ADCY2 DDC KCNK3				DDC GNG2			
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION					CNGA3 PDE2A			CNGA3 PDE2A																																						CAMK2B GRIN1 PDE2A	
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3		CAMK2B PRKCG																																													
WP_NONSMALL_CELL_LUNG_CANCER		AKT3 PRKCG																																													
WP_NOTCH_SIGNALING_PATHWAY_NETPATH																													DLL1 HES6																		
WP_NUCLEAR_RECEPTORS_METAPATHWAY																										APOA1 APOC3 SULT2A1																					
WP_OSTEOBLAST_DIFFERENTIATION									HEY1 MAPK4													DLL1 WNT9A							DLL1 HES6																MAPK4 WNT9A		
WP_OVARIAN_INFERTILITY_GENES																																			CCND2 SYNE2												
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY		AKT3 PAK6																																													
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		TUBB2B TUBB3																																										TUBB2B TUBB3	TUBA1A TUBB3		
WP_PEPTIDE_GPCRS									BRS3 SSTR5																CCR6 SSTR1															AVPR1B CCR6						BRS3 SSTR5	
