	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF492	ZNF519	ZNF846
GO_SODIUM_CHANNEL_ACTIVITY	1	1	1	0.0392252374452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	9.19696056823e-06	0.620938248696	0.232802347238	2.58696479644e-05	0.0	0.0	0.000135950255447	1	1	0.0	1	1	1	1	0.0655070719742	0.0	0.000403154398581	0.0	0.0	1	0.146842831077	0.337578057321	0.0	0.970615583718	1	0.0	4.79715436295e-05	0.0146622624723	8.11359801545e-06	3.85334149633e-06	1	1	5.91361261526e-06	1	2.25412496668e-07	0.0	0.0	3.56022886983e-06	1	3.23582205308e-06	1	1	1	0.000229715178981	0.000168170572991
GO_SYNAPSE	1	0.000186697323577	2.86668038907e-05	0.0	6.67903900431e-06	0.0	0.0	0.0	0.0	5.76083464054e-05	1	9.26044218408e-06	1	0.0014304190474	0.00896844527078	0.0787493919644	0.0470954985441	0.0	6.35655247472e-06	1.18419020367e-05	0.0	0.134053778245	0.0131399876025	0.002243415988	8.54267369399e-06	0.00220351112611	0.00923610130811	0.0	1.25578362542e-05	1.25139214786e-05	2.4826177662e-05	2.45580492759e-05	1	1	1.79499138909e-05	0.000700991023841	1.46102745617e-05	1.95910622303e-05	1.64366221114e-05	1.28362930036e-05	1	1.24096734133e-05	0.0807638135796	1	1	0.0131399876025	1.59760330576e-05
GO_SYNAPSE_ASSEMBLY	1	0.626730891231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00889930377487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPSE_ORGANIZATION	1	0.285045751793	0.0050415409386	1	1	1	0.00165334157094	0.12433356932	0.0797601731724	1	1	1	1	1	1	1	1	0.000157579649922	0.23605459546	1	0.0170851291868	1	1	1	0.144613992309	1	1	0.0225418094554	0.0619466602665	1	1	1	1	1	2.55768501605e-05	1	1	0.243500512714	0.00226584121881	1	1	0.20882574862	1	1	1	1	1
GO_SYNAPTIC_MEMBRANE	1	1	0.0218350465922	1	1	0.00922340041735	0.000933443719089	0.0	0.000390954973204	0.000518865122715	1	4.88143911026e-06	1	0.00220737171637	0.851366857274	1	1	0.0	0.00552893054164	1.98700806808e-05	1.88498042597e-06	1	1	1	1.30158044576e-05	1	1	0.0	6.83575914255e-05	1	0.00151397041175	0.000404280286819	1	1	3.90285454024e-05	1	1.37817657699e-05	3.39891831347e-05	1.94915245944e-05	0.00220082480033	1	3.15590598471e-05	1	1	1	1	0.000315413069825
GO_SYNAPTIC_SIGNALING	1	0.803285292702	0.00547405358894	0.00264392360412	0.000184426457979	0.000276123972415	0.0	0.0	0.0	0.102775984785	1	0.0	1	1	1	1	1	0.0	1.5717603133e-05	0.0	0.0	0.070716154169	1	1	0.0	1	0.000882679289929	0.0	0.00460613257684	0.00208716708756	2.21274743306e-07	1.50953462358e-05	1	1	0.0	0.0285118421591	0.0	0.0	0.0	0.0	1	0.0	1	1	1	0.00763597043816	0.00230773859193
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	0.269590936882	1	1	1	1	0.110011008439	1	1	1	1	1	1	1	1	1	1	1	0.118248684005	0.669285001574	1	1	1	1	1	1	0.00975666183728	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00455647702106	1	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	1	1	0.586772659565	1	1	1	1	1	1	1	1	1	1	1	1	0.733860353418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	1	0.0396654627253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.68261915535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.247264272666	1	0.0151041915021	1	1	1	1	1	1	1	1
GO_TAXIS	1	1	1	1	1	1	0.269273944962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.454657406034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	0.731151172419	1	1	4.2151936096e-06	0.0	1	1	1	0.019827864421	1	1	1	1	1	0.0255741414515	0.536319288151	1	0.000141419784869	1	1	1	0.558235920721	1	1	1	0.0235331627287	1	0.0124105511636	1	1	1	1	1	0.110841205714	1	0.00246682834589	0.000465306690561	1	1	1	1	1	1	1
GO_TRANSMISSION_OF_NERVE_IMPULSE	1	1	1	1	1	1	0.111857366905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.823657399738	1	1	1	1	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	3.15151789552e-05	0.000116662344569	1	1	1	0.00584465714228	1	1	1	1	1	0.0414755166413	1	0.480301157289	0.000480992791459	1	1	1	0.104975378464	1	1	1	0.397907356578	1	1	1	1	1	1	1	1	1	0.0370945300174	0.00420945778462	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	0.719472472866	7.97883435354e-05	0.0106062009436	1	0.0	0.0	0.0	0.958077157826	1	0.0	1	1	1	1	1	0.0	0.448071376398	0.0019165164147	0.0	1	0.00301230413434	0.37355413082	0.0	1	1	0.0991004155728	0.0707480076886	0.0429348054458	1.10693422858e-05	1	1	1	1	1	0.000262889439312	0.000621543321214	9.76846765688e-06	7.57360157744e-06	1	0.00289348150166	1	1	1	1	0.0570611257772
GO_TRANSPORT_VESICLE	1	1	0.25608427654	1	1	1	1	0.307871667841	1	1	1	1	1	1	1	1	1	0.358744117378	1	1	0.386297949657	1	1	1	1	1	1	1	1	1	1	1	1	1	0.256489477834	1	1	1	0.000444987310113	1	1	0.501123860132	1	1	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	0.0234443682255	1	1	1	0.187149390025	0.0187100908545	1	1	1	1	1	1	1	1	1	0.380744928833	0.15523195449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0587963493628	1	0.265458950374	1	1	1	1	1	1	1	1
GO_TUBULIN_BINDING	1	1	1	1	1	0.77639593093	0.105195826874	0.665225800258	1	1	1	1	1	1	1	1	1	1	1	0.73858626526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000331343874397	1	1	1	0.061823522391	1	1	1	1	1	1	1	0.363012653329
GO_T_TUBULE	1	1	1	1	1	1	0.280502980446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	0.0021441386207	1	1	1	0.453360383971	8.42738028184e-06	1	1	1	1	1	1	1	1	1	1	0.35455166495	0.0131382310326	0.0144910232121	1	1	1	1	1	1	0.0	1	1	0.267658844883	0.977801905378	1	1	0.00364801151517	1	0.596077272009	0.00660695185327	0.00299937416328	0.46105778987	1	0.000208529361637	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	0.43227857287	1	1	1	1	1	1	1	1	1	1	1	0.452768484005	0.0454437242939	1	1	1	1	1	1	1	1	0.950912240723	1	1	1	1	1	1	0.0765174696926	0.417540574618	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	1	1	1	1	1	1	0.0460696146137	1	1	1	1	1	1	1	1	0.0307672820386	1	1	0.0350516094018	1	1	1	1	1	1	1	1	0.00225980650419	1	1	1	1	1	1	0.00457966244871	0.339059427569	1	1	1	1	1	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.00013181562549	0.0279140276316	1	0.0	0.0	0.0431592075373	1	1	0.000696823868871	1	1	1	1	1	0.0231375717984	1	0.00731241955726	0.0	1	0.00123106051761	0.0592689721287	9.26928455103e-05	1	1	0.471052676169	1	0.00259063964975	0.0492206065771	1	1	1	0.00287828611032	1	0.00178817632546	1.12841310952e-05	9.40527663359e-05	0.00135548364133	1	0.051536503705	1	1	1	0.101539457776	0.730697972516
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	4.04330540849e-06	0.000670570681067	1	0.0	0.0	0.0629140728105	1	1	0.000944626046544	1	1	1	1	1	0.152186901953	1	0.00643693216218	0.0	1	0.000214766019168	0.0036096671377	1.67767912262e-05	1	1	0.616782747699	1	0.196980376058	0.047242441156	1	1	1	0.0029287267585	1	0.000780734851865	0.0	1.28471068663e-05	8.56831517604e-06	1	0.682151151095	1	1	1	0.0970572520315	0.430341371494
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00755771740176	1	1	0.0281945466462	0.287923325175	1	1	1	0.230081379184	1	1	1	1	1	1	1	1	0.00693661261665	1	0.00664056602743	1	0.242350160293	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0444659178258	1	1	1	1	1	1	1	1
