	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING												FZD4 GNAO1 ITPR1 PRKCG		FZD4 GNAO1 GNG2 GNG4 PRKCG	GNAO1 GNG2 GNG4 ITPR1																										FZD4 GNAO1 GNG4 ITPR1 PRKCG													GNAO1 GNG4 ITPR1 PRKCG					FZD4 GNAO1 GNG4 ITPR1 PRKCG						FZD4 GNG4 PRKCG		
REACTOME_BIOLOGICAL_OXIDATIONS																												ADH6 ARNT2 PODXL2														ADH6 ARNT2 GLYATL3 PODXL2																									
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN																										ST6GALNAC5 ST8SIA3																																									
REACTOME_CA2_ACTIVATED_K_CHANNELS														KCNMA1 KCNMB2			KCNMB2 KCNN3		KCNMA1 KCNMB2									KCNMA1 KCNMB2		KCNMA1 KCNMB2 KCNN3		KCNMB2 KCNN3	KCNMA1 KCNMB2				KCNMA1 KCNMB2 KCNN3		KCNMA1 KCNN3			KCNMA1 KCNMB2 KCNN3		KCNMA1 KCNMB2 KCNN3	KCNMA1 KCNN3								KCNMA1 KCNMB2 KCNN3														
REACTOME_CA2_PATHWAY												FZD4 GNAO1 ITPR1		FZD4 GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4 ITPR1			GNG2 ITPR1														FZD4 GNG2 GNG4 ITPR1	FZD4 GNAO1 GNG2 GNG4			FZD4 GNAO1					FZD4 GNAO1 GNG4 ITPR1			FZD4 GNAO1 GNG2										GNAO1 GNG4 ITPR1		GNAO1 GNG2 GNG4			FZD4 GNAO1 GNG4 ITPR1						FZD4 GNG4		
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN					TTLL6 TUBB4A							LRRC49 TTLL7				LRRC49 TTLL7	TTLL6 TTLL7	TTLL6 TTLL7	LRRC49 TTLL6							TTLL10 TTLL7 TUBB4A		TTLL6 TTLL7		LRRC49 TTLL10 TUBB2B	LRRC49 TTLL10 TTLL6 TTLL7 TUBB2B	LRRC49 TTLL10 TTLL6 TTLL7	LRRC49 TTLL10 TTLL6 TTLL7		TTLL7 TUBB4A						LRRC49 TTLL10 TTLL6 TTLL7			LRRC49 TTLL6						LRRC49 TTLL10 TTLL6 TTLL7 TUBB4A				LRRC49 TTLL10 TTLL7		TTLL10 TTLL6 TTLL7			LRRC49 TUBB4A	LRRC49 TUBB4A					TTLL10 TTLL6 TTLL7		
REACTOME_CARDIAC_CONDUCTION			CACNA1C CACNA2D1 CACNA2D2 FGF14 FXYD1 FXYD6 KCNE4	CAMK2B FXYD1 KCNJ11 KCNJ2 KCNK17 SCN3A	CACNA2D2 CAMK2B KCNH2 KCNJ11 SCN1B							ATP1A3 CACNA2D2 CACNB2 ITPR1	KCNH2 SCN3B	CACNA2D1 CACNA2D2 CAMK2B FXYD1 KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SCN3B SLC8A1	ATP1A3 CACNA2D1 FGF14 ITPR1 KCNE4 KCNH2 KCNIP3 KCNK16	CACNA2D2 FXYD6 KCNJ2 SCN1B	CACNA1C CACNA2D2 KCNE4		ATP1A3 CACNA1C FXYD1 ITPR1 KCNE4 KCNK3 SCN3B							CACNA1C FGF14 KCNK3		FGF14 FXYD6 ITPR1 KCNK3 SCN3A		CACNA1C CACNA2D2 FGF14 KCNJ2 KCNK17	CACNA2D1 CAMK2B FXYD6 KCNK3	CACNA2D1 CACNA2D2 CACNG4 FXYD1 ITPR1 KCNE4 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CACNG4 FXYD1 FXYD6 KCNE4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1		CAMK2B KCNE4 KCNH2 KCNIP3 KCNJ11 KCNK17 KCNK3	CACNA2D1 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNE4 KCNH2 KCNIP3 KCNK3 SCN3A SCN3B SLC8A1		CACNA2D2 CAMK2B FXYD6 KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 SCN3A	ATP1A3 CACNA2D1 CACNA2D2 CAMK2B FXYD6 ITPR1 KCNJ2 KCNK3 SCN3B	CACNA1C CACNA2D1 CACNA2D2 CACNB2 ITPR1 KCNE4 SLC8A1	CACNA2D1 FGF14 KCNJ11	ATP1A3 CACNA2D1 CACNA2D2 FGF14 FXYD6 KCNIP3 KCNJ11 KCNJ2 SCN3B	ATP1A3 FXYD6 KCNJ2 KCNK3 SLC8A1	CACNA1C SLC8A1	CACNA2D1 FGF14 KCNK17	CACNA2D1 CACNA2D2 KCNK16 KCNK17		ATP1A3 CACNB2 CACNG4 CAMK2B FGF14 FXYD6 KCNH2 KCNJ11 KCNK16 SLC8A1			ATP1A3 CACNA2D2 FXYD6 ITPR1 KCNE4 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CAMK2B FXYD6 ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK3 SCN1B	CACNA2D1 CACNA2D2 FXYD6 ITPR1 KCNE4 KCNH2 KCNK3 SLC8A1	CACNA1C CACNA2D2 FGF14 FXYD1 KCNE4 KCNIP3 KCNJ2 KCNK17 SCN3A SLC8A1		ATP1A3 CACNA2D1	ATP1A3 CACNA2D1 CACNA2D2 CACNG4 FXYD6 ITPR1 KCNIP3 KCNJ2 SCN3B	ATP1A3 CAMK2B KCNE4		CACNB2 ITPR1	ATP1A3 CACNA1C CACNB2	CACNA2D2 KCNJ11 KCNJ2 KCNK3 SCN1B	FXYD1 KCNIP3 KCNJ2		
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE																																																							CNGA4 SSTR3												
REACTOME_CA_DEPENDENT_EVENTS				ADCY5 CAMK2B	ADCY1 CAMK2B										ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5					ADCY1 CAMK2B	ADCY1 ADCY2 ADCY5			ADCY2 CAMK2B		ADCY5 CAMK2B				ADCY1 ADCY2 ADCY5 CAMK2B PRKCG	ADCY2 ADCY5						ADCY1 ADCY2		CAMK2B PRKCG			ADCY5 PRKCG	ADCY5 CAMK2B PRKCG					ADCY1 ADCY5 PRKCG						ADCY5 PRKCG		
REACTOME_CD28_CO_STIMULATION																														AKT3 PAK3							AKT3 PAK3																														
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS																															CAMK2B HSPA12A HSPA6																							CAMK2B HSPA12A NUP210													
REACTOME_CELL_CELL_COMMUNICATION													CADM2 CADM3			KIRREL3 SDK1 SDK2 SIRPA									CADM2 SDK2												CADM2 CADM3 SDK2 SIRPA					CADM2 KIRREL3 SDK1					CADM2 SIRPA						KIRREL3 SDK1 SDK2 SIRPA	CADM2 KIRREL3 SDK1 SDK2 SIRPA						CADM2 CADM3 SDK1							
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION				CADM2 CADM3	CADM3 SDK2								CADM2 CADM3												CADM2 SDK2												CADM2 CADM3 SDK2				CADM2 SDK1 SDK2	CADM2 SDK1												CADM2 SDK1 SDK2						CADM2 CADM3 SDK1							
REACTOME_CELL_JUNCTION_ORGANIZATION				CADM2 CADM3									CADM2 CADM3												CADM2 SDK2																													CADM2 SDK1 SDK2						CADM2 CADM3 SDK1							
REACTOME_CGMP_EFFECTS														KCNMA1 KCNMB2 PDE2A					ITPR1 KCNMA1 KCNMB2 PDE2A									ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2		ITPR1 KCNMB2 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2					ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A								ITPR1 KCNMA1 KCNMB2 PDE2A	ITPR1 KCNMB2					ITPR1 KCNMB2								
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS			BGN VCAN																											CHST9 VCAN																						BGN CHST9	CHST9 VCAN														
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM			BGN VCAN									CHST9 GPC2			B3GAT1 GPC6																					GPC2 GPC6			BGN GPC2		B3GAT1 BGN GPC6											BGN CHST9	CHST9 GPC6 VCAN									CHST9 GPC2					
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	FFAR1 NTS TAC1						CXCL12 CYSLTR2 FFAR1 FFAR3 NTS TAC1	CYSLTR2 SUCNR1		ADORA2A CYSLTR2			ADORA2A AGT GHRL NTS						ADORA2A AGT FFAR1 FFAR2 FFAR3 GHRL NTS SSTR1 TAC1 TAC3	ADORA2A AGT BRS3 MLN					CXCL12 CYSLTR2 FFAR1 NTS TAC1				CXCL12 NTS TAC1	AGT CHRM4 FFAR1 FFAR2 FFAR3 GPBAR1 MLN NTS PYY SSTR1 TAC1			ADORA2A AGT AVPR1B BRS3 CHRM4 CYSLTR2 FFAR3 GPBAR1 NPY NTS PYY SST	FFAR3 NPY SUCNR1							AGT AVPR1B CHRM4 CXCL12 GPBAR1 MLN NPY TAC3			AVPR1B BRS3 CXCL12 GPBAR1 MLN NPY PYY SSTR3								CYSLTR2 FFAR1 FFAR3 NTS SST SUCNR1 TAC1	CYSLTR2 FFAR1 FFAR3 GPBAR1 NTS PYY SUCNR1 TAC1		CHRM4 FFAR2 FFAR3 SSTR2 SSTR3 TAC1												
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_			GNG2 GNG4 SCT											FZD4 GIP GNG2 GNG4 SCT UCN3	GNG2 GNG4 SCT	CRH FZD4 SCT																CRH FZD4 GIP GNG2 GNG4	CRH CYSLTR2 FZD4 GNG2 GNG4 SCT			CRH FZD4			FZD4 SCT		CRH FZD4 GIP GNG4 SCT		GIP UCN3	CRH FZD4 GIP GNG2 SCT												CRH GNG2 GNG4 SCT UCN3			CRH FZD4 GIP GNG4						CRH FZD4 GNG4 UCN3		
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES				COL12A1 COL22A1															ADAMTS2 COL12A1 COL1A2 COL22A1									COL12A1 COL14A1		COL12A1 COL14A1 COL1A2													COL1A2 COL22A1				COL14A1 COL1A2												COL12A1 COL14A1 COL22A1						COL12A1 COL22A1		
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION				COL12A1 COL22A1															COL12A1 COL1A2 COL22A1									COL12A1 COL14A1		COL12A1 COL14A1 COL1A2													COL1A2 COL22A1				COL14A1 COL1A2									COL14A1 COL1A2			COL12A1 COL14A1 COL22A1						COL12A1 COL22A1		
REACTOME_COLLAGEN_DEGRADATION														COL14A1 COL1A2 MMP13														COL12A1 COL14A1		COL12A1 COL14A1 COL1A2 MMP13												COL12A1 MMP2					COL14A1 COL1A2																				
REACTOME_COLLAGEN_FORMATION				COL12A1 COL22A1															ADAMTS2 COL12A1 COL1A2 COL22A1									COL12A1 COL14A1		COL12A1 COL14A1 COL1A2 MMP13													COL1A2 COL22A1				COL14A1 COL1A2												COL12A1 COL14A1 COL22A1								
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER																																FGF17 KL KLB				KIT KLB																															
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING			GNG2 GNG4 RGS9									GNAO1 RGS11 RGS9		GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4 RGS9																		GNAO1 GNG2 GNG4				GNAO1 GNG4 RGS9				GNAO1 GNG4 RGS11 RGS9			GNAO1 GNG2 RGS9						GNG2 GNG4 RGS9			GNAO1 RGS11	GNAO1 GNG4 RGS9		GNAO1 GNG2 GNG4			GNAO1 GNG4 RGS9						GNG4 RGS9		
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC																										KIF5A TUBB4A									KIF19 KIF5A TUBB4A					KIF1A TUBB2B																											
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT					ANK2 SPTBN4 TUBB4A								SPTBN4 TUBB4A													ANK2 TUBB4A																																									
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY																													HLA-DQA2 PAK3	AKT3 HLA-DQA2 PAK3				HLA-DQA2 PAK3																		HLA-DQA2 PAK3															
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING																																									CAMK2B GRIN1									CAMK2B GRIN1 NEFL			GRIN1 NEFL	CAMK2B NEFL													
REACTOME_CRMPS_IN_SEMA3A_SIGNALING					CDK5R1 DPYSL4									CDK5R1 CRMP1	CDK5R1 CRMP1																																								CDK5R1 DPYSL4												
REACTOME_CS_DS_DEGRADATION			BGN VCAN																																																																
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM											NEFL NUP210																																								CSH1 GFRA1 NEFL																
REACTOME_DAG_AND_IP3_SIGNALING				ADCY5 CAMK2B	ADCY1 CAMK2B							ITPR1 PRKCG			ADCY1 ADCY2 ADCY5 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1							ADCY1 ADCY2 ADCY5					ADCY1 CAMK2B	ADCY1 ADCY2 ADCY5 ITPR1			ADCY2 CAMK2B						ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 PRKCG	ADCY2 ADCY5 ITPR1						ADCY1 ADCY2					ADCY5 ITPR1 PRKCG	ADCY5 CAMK2B ITPR1 PRKCG	ADCY1 ITPR1				ADCY1 ADCY5 ITPR1 PRKCG						ADCY5 PRKCG		
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE			BGN VCAN																GPC6 VCAN																	GPC2 GPC6	GPC6 VCAN		BGN GPC2		BGN GPC6												GPC6 VCAN														
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE			BGN VCAN																																																																
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD			BGN VCAN																																																																
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS			BGN VCAN																																																																
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2																																				GPC2 GPC6																															
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX			COL1A2 MMP2 SCUBE1 SCUBE3 SPOCK3											COL14A1 COL1A2 MMP13 SCUBE1 SCUBE3 SPOCK3		COL12A1 MMP2 SCUBE1 SPOCK3								FBN1 SCUBE3	COL14A1 FBN1 SPOCK3					COL12A1 COL14A1 COL1A2 FBN1 MMP13 SCUBE1 SCUBE3 SPOCK3		COL14A1 COL1A2 FBN1 SCUBE3 SPOCK3	COL1A2 MMP2 SCUBE1 SCUBE3 SPOCK3									COL12A1 MMP2 SPOCK3		COL12A1 SCUBE1 SPOCK3 SPP1			COL14A1 COL1A2 SCUBE1 SPOCK3									COL14A1 COL1A2 SCUBE1 SPP1			COL12A1 COL14A1 SCUBE1 SCUBE3		MMP13 SPP1						
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS			BGN VCAN																																																																
REACTOME_DEVELOPMENTAL_BIOLOGY		ABLIM2 AKT3 CACNA1G CACNA1H DPYSL4 HHEX				NEUROG3 PAX4 TUBB4A							EVL GATA2 HHEX NEUROG3 PAX6 SCN3B SPTBN4 TUBB4A	ANK2 BOC CACNA1G CDK5R1 CRMP1 DCX EFNB3 EPHA4 EVL GCK GFRA1 GFRA3 ISL1 KRT4 KRTAP5-2 LEFTY1 NCAM1 NFASC ONECUT1 PAK6 PAX6 PLXNC1 RET RFX6 SCN1B SCN3A SCN3B SPTBN4					ABLIM2 AKT3 ANK2 CACNA1C CACNA1G CHL1 DSCAML1 EPHA4 GCK ISL1 KRT4 LGI3 NCAM1 PAK6 PLXNC1 SCN3B SHC3 SPTBN4 STX1A								CACNA1G GATA2 NCAM1 NKX2-2 ONECUT1 PAX4	ABLIM2 DCX EVL GATA2 NFASC PAX6 SCN3A SHC3 SPTBN4		ABLIM2 AKT3 ANK2 BOC CACNA1C CACNA1G CFC1 DSCAML1 EPHA4 GATA2 GCK GFRA3 ISL1 KRT4 KRTAP5-2 LGI3 NCAM1 PAK3 PAK6 PAX6 SHC3 SPTBN4 STX1A TUBB2B			AKT3 ANK2 BOC CACNA1C CACNA1G CACNA1H CACNG4 DOK6 DSCAML1 EFNB3 EPHA4 EVL GATA2 GCK GFRA3 HHEX MMP2 NFASC PAK3 PAK6 PLXNC1 RFX6 SCN3B SHC3 STX1A		CACNA1G CACNA1H CFC1 DSCAML1 GCK INSM1 KLK12 MAFB MMP2 NEUROD1 NFASC NKX2-2 PAX4 RET TUBB4A		ABLIM2 AKT3 CACNA1C CACNG4 CDK5R1 CHL1 CXCL12 DSCAML1 EFNB3 EPHA4 EVL HHEX INSM1 ISL1 MAFB MMP2 NCAM1 NEUROD1 PAK3 PAK6 PLXNC1 RFX6 SCN3A SCN3B SPTBN4 STX1A		ANK2 CACNA1H HHEX INSM1 LEFTY1 NEUROG3 PAK6 RFX6 SCN1B	CACNB2 DCX ONECUT1 SCN3A TUBB2B	AKT3 ANK2 BOC CACNA1G CACNA1H CXCL12 EFNB3 EPHA4 EVL GFRA1 GRIN1 HHEX KRT4 KRTAP5-2 LEFTY1 LGI3 MMP2 NCAM1 PLXNC1 SCN3B SPTBN4 STX1A			ABLIM2 AKT3 CACNA1G CHL1 CXCL12 EFNB3 GFRA1 GRIN1 HHEX LGI3 NCAM1 PAK6 PLXNC1 RET RFX6 SCN3B SPTBN4						ABLIM2 ANK2 BOC CACNA1H CACNB2 CACNG4 CDK5R1 EFNB3 EPHA4 GCK GRIN1 HHEX INSM1 LGI3 MMP2 NEUROD1 NFASC NKX2-2 PAX4 PAX6 PLXNC1 RET SPTBN4 TUBB4A			ABLIM2 ANK2 BOC CACNA1G DSCAML1 EFNB3 EPHA4 EVL GCK GFRA1 GFRA3 GRIN1 KRT4 KRTAP5-2 NCAM1 ONECUT1 PAK6 SPTBN4 STX1A			AKT3 CACNA1C CFC1 DCX DOK6 DSCAML1 GATA2 GCK GFRA1 ISL1 KRT4 KRTAP5-2 LGI3 NFASC PAX6 RET RFX6 SCN3A SHC3			ANK2 CACNG4 CDK5R1 EPHA4 EVL GCK GFRA1 HHEX KRTAP5-2 LEFTY1 LGI3 MAFB PAK6 RET SCN3B SHC3 STX1A TUBB4A								
REACTOME_DISEASE					ABCC8 ADAMTSL1 ADAMTSL2 ADCY1 CAMK2B CDK5R1 CDKN1C CRH DLL1 F10 GCK GPC2 KCNJ11 KLB SCT TUBB4A					ADORA2A CYSLTR2 ENTPD1 NUP210					ABCC8 ADCY1 ADCY2 ADCY5 AKT3 CDK5R1 CDKN1C DLL1 ENTPD1 FAM131B GCK GNG2 GNG4 GPC6 ITPR1 KL KSR2 RBP1 SCT SNAP25 SPON2 STX1A																																																				
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM			BGN VCAN																GPC6 VCAN																	GPC2 GPC6			BGN GPC2		BGN GPC6												GPC6 VCAN														
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS					ADAMTSL1 ADAMTSL2																											ADAMTSL1 ADAMTSL2 SPON2			ADAMTSL2 SPON2				ADAMTSL2 SPON2																												
REACTOME_DISEASES_OF_GLYCOSYLATION			ADAMTS2 ADAMTSL1 BGN VCAN		ADAMTSL1 ADAMTSL2 GPC2																														ADAMTSL2 GPC2 SPON2	GPC2 GPC6 SPON2			ADAMTSL2 BGN GPC2 SPON2														ADAMTS2 ADAMTSL2 GPC6 VCAN														
REACTOME_DISEASES_OF_METABOLISM																																							ADAMTSL2 BGN GPC2 SPON2																												
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS																																				FAM131B FZD4 KIT KLB KSR2																															
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS				ABCC8 GCK KCNJ11																																																															
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE														LIN7A SYN1	LIN7A SNAP25 STX1A SYN1	SNAP25 STX1A			SNAP25 STX1A							CPLX1 LIN7A SNAP25				LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25	CPLX1 LIN7A SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1				CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SYN1					LIN7A SNAP25				CPLX1 LIN7A		CPLX1 LIN7A SYN1			CPLX1 STX1A								
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1			FGF17 KL											FGF17 KL																FGF17 KL	FGF17 KL	FGF17 KL																					FGF17 KL														
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4														FGF17 KLB																		FGF17 KLB																																			
REACTOME_ECM_PROTEOGLYCANS			BGN COL1A2 VCAN																COL1A2 NCAM1 VCAN																																																
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS																		DGKB ITPR1	DGKB ITPR1																							DGKB ITPR1											DGKB ITPR1	DGKB ITPR1	DGKB ITPR1												
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS												ITPR1 P2RX6			ITPR1 P2RX6																	ITPR1 P2RX6									ITPR1 P2RX6																										
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING																																												EFNB3 GRIN1									EFNB3 GRIN1														
REACTOME_EPHRIN_SIGNALING																																	EFNB3 PAK3				EFNB3 PAK3																														
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS												EFNB3 EPHA4																			EPHA4 MMP2		EFNB3 EPHA4 MMP2				EFNB3 EPHA4 MMP2				EFNB3 EPHA4 MMP2	EPHA4 MMP2			EPHA4 MMP2					EFNB3 EPHA4 MMP2				EFNB3 EPHA4				EFNB3 EPHA4									
REACTOME_EPH_EPHRIN_SIGNALING			EPHA4 MMP2 PAK3																														EFNB3 EPHA4 MMP2 PAK3				EFNB3 EPHA4 MMP2 PAK3				EFNB3 EPHA4 GRIN1 MMP2									EFNB3 EPHA4 GRIN1 MMP2								EFNB3 EPHA4									
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT					ANK2 SPTBN4 TUBB4A								SPTBN4 TUBB4A																																																						
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION			ADAMTS2 BGN COL1A2 JAM3 MMP2 SCUBE1 SCUBE3 SPOCK3 VCAN											COL14A1 COL1A2 JAM3 MMP13 NCAM1 SCUBE1 SCUBE3 SPOCK3 TTR		ADAM12 COL12A1 MMP2 SCUBE1 SPOCK3 VCAN			ADAMTS2 COL12A1 COL1A2 COL22A1 NCAM1 TTR VCAN				BGN SPP1 TTR		COL14A1 FBN1 NCAM1 SPOCK3					ADAM12 COL12A1 COL14A1 COL1A2 FBN1 JAM3 MMP13 NCAM1 SCUBE1 SCUBE3 SPOCK3 TTR VCAN	COL22A1 JAM3 MMP2 SCUBE1 SPOCK3 TTR VCAN	ADAM12 COL14A1 COL1A2 FBN1 JAM3 SCUBE3 SPOCK3 TTR									ADAM12 BGN MMP13 MMP2 NCAM1 SCUBE1 SPOCK3 TTR						COL14A1 COL1A2 SCUBE1 SPOCK3														MMP13 SPP1						
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING			GNG2 GNG4 MMP2												AKT3 GNG2 GNG4																		AKT3 GNG2 GNG4 MMP2				AKT3 GNG4 MMP2				AKT3 GNG4 MMP2									GNG2 GNG4 MMP2						AKT3 GNG2 GNG4											
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION													DOCK8 GATA2 TUBB4A													DOCK8 KIF5A TUBB4A								GATA2 KIF1A						KIF1A TUBB2B																											
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS																																																		ACSL6 ELOVL4																	
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS															ADCY1 ADCY2 ADCY5 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1							ADCY1 ADCY2 ADCY5						ADCY1 ADCY2 ADCY5 ITPR1									ADCY1 ADCY2 ADCY5 ITPR1	ADCY2 ADCY5 ITPR1						ADCY1 ADCY2											ADCY1 ADCY5 ITPR1								
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION			FGF17 KL											FGF17 KL																FGF17 KL	FGF17 KL	FGF17 KL																					FGF17 KL														
REACTOME_FLT3_SIGNALING												KLB KSR2 SHC3 SPTBN4		CAMK2B FGF17 GFRA1 GFRA3 KL KLB KSR2 NCAM1 RET SPTBN4					KL KLB KSR2 NCAM1 SHC3 SPTBN4											FGF17 GFRA3 KL KSR2 NCAM1 NEFL SHC3 SPTBN4														FGF17 GFRA1 GRIN1 KSR2 NCAM1 RET SPTBN4							GFRA1 NEFL		FGF17 GFRA1 GFRA3 GRIN1 KL NCAM1 NEFL SPTBN4														
REACTOME_FOXO_MEDIATED_TRANSCRIPTION																																	AKT3 GCK NPY																																		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES																																	GCK NPY																																		
REACTOME_FREE_FATTY_ACID_RECEPTORS							FFAR1 FFAR3												FFAR1 FFAR2 FFAR3								FFAR1 FFAR3			FFAR1 FFAR2 FFAR3															FFAR1 FFAR3							FFAR1 FFAR3	FFAR1 FFAR3		FFAR2 FFAR3												
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING			FGF17 KL											FGF17 KL																FGF17 KL	FGF17 KL	FGF17 KL																					FGF17 KL														
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING														FGF17 KLB																		FGF17 KLB																																			
