	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION																																					ITGA4 MDK				ITGA4 MDK				ITGA4 MDK																													
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION				CCDC88A CDK5R1 KCNJ11 MAP1A TP73	CCDC88A CDK5R1 KCNJ11 MAP1A TP73																	CDK5R1 PRKCH WNK3																																																				
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION				CHRNB2 NR4A3 PAK3 STXBP1 TNFSF14 TTBK1																																																												BCL2 DOCK8 NR4A3 TTBK1										
GO_POSITIVE_REGULATION_OF_CELL_ADHESION																								EDIL3 EFNB3		DUSP26 ITGA4 TNFSF14						DUSP26 ITGA4 PAK3							DUSP26 FUT1 GRAP2 MDK NR4A3 RET																							EFNB3 FUT1 RET												
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION																																ITGA4 PAK3																																										
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST					CDK5R1 E2F7 TP73																																		E2F7 INSM1 TP73		CDK5R1 E2F7 INSM1 TP73		CDK5R1 INSM1 TP73											CDK5R1 INSM1 TP73				CDK5R1 E2F7 INSM1 TP73	CDK5R1 E2F7 INSM1 TP73											CDK5R1 E2F7				
GO_POSITIVE_REGULATION_OF_CELL_DEATH																																																																						BCL2 CDK5R1 CNR1 GRIK5 MCF2L MLLT11 NR4A3 SFRP1				
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT			CAMK2B DRD2 EPHA4 GATA2 MAP1B MAP6 MDK NEGR1 PAK3 PAX6 PROX1 STMN2 TTBK1 TUBB2B UNC13A	CAMK2B GPC2 PAK3 RASAL1 SCN1B SERPINI1 TP73 TTBK1									EPHA4 GPC2 HEYL MAP6 NEGR1 NEUROD2 PRKD1 RASAL1 RNF157 SERPINI1 TTBK1	AGT GATA2 GPC2 PAX6 RNF157	CAMK2B CNR1 EPHA4 GPC2 HEYL ISLR2 MAP1B MAP6 MDK MMD2 NEGR1 NEUROD2 PAX6 PLXNC1 PROX1 RET ROBO1 SCN1B SERPINI1 STMN2 TP73	AGT ASCL1 CNR1 GPC2 ISLR2 MAP1B MAP6 MMD2 NDRG4 NEGR1 NEUROD2 PAX6 PLXNC1 PRKCH PROX1 RASAL1 RET SCN1B STMN2	BCL2 DRD2 EPHA4 MMD2 NEGR1 PAX6 PROX1 RASAL1 RNF157 ROBO1 SCN1B TTBK1 UNC13A	DRD2 EPHA4 MMD2 PAX6 PRKCH RNF157 ROBO1 TOX TTBK1	BCL2 PAX6 PRKCH PRKD1 RNF157 ROBO1 STMN2 TOX	AGT BCL2 EPHA4 NDRG4 NEGR1 PLXNC1 PRKCH PROX1 RASAL1 RNF157 ROBO1 STMN2 TTBK1								MMD2 PRKCH PRKD1 RNF157 ROBO1		CAMK2B GATA2 NKX2-2	AGT ASCL1 GATA2 MAP6 PAX6 SYT4 TOX	GATA2 KIT PAK3 SYT4	AGT BCL2 DRD2 EPHA4 GATA2 MDK NDRG4 NEGR1 NEUROD2 PAK3 PAX6 RASAL1 RNF157 ROBO1 TUBB2B	BCL2 CAMK2B DRD2 EPHA4 GPC2 MAP6 MDK NDRG4 NEGR1 NEUROD2 NKX2-2 PRKCH RASAL1 RNF157 TOX TTBK1 TUBB2B	CNR1 EPHA4 RNF157	CNR1 DRD2 HEYL NDRG4 NEGR1 NEUROD2 PAX6 PLXNC1 PRKCH PROX1 RASAL1 RNF157 ROBO1 SERPINI1 STMN2 TP73	AGT BCL2 CNR1 EPHA4 GATA2 HEYL MAP6 MDK NDRG4 NEGR1 NEUROD2 PAK3 PLXNC1 PROX1 RASAL1 RNF157 STMN2 TP73 TTBK1	ASCL1 GATA2 PAK3 SYT4 UNC13A	AGT CAMK2B GPC2 ISLR2 MAP6 MDK NEUROD1 NKX2-2 RET SERPINI1 TOX TP73	GPC2 ISLR2 KIT RET SERPINI1 TOX	CAMK2B DRD2 EPHA4 HEYL ISLR2 KIT MAP6 MDK NEUROD1 PAK3 PLXNC1 PROX1 ROBO1 SERPINI1 TOX TP73 TTBK1	EPHA4 PRKCH ROBO1 SERPINI1 TTBK1 TUBB2B	CAMK2B GPC2 RASAL1 RNF157 SCN1B SERPINI1 TOX TP73 UNC13A	ASCL1 PRKD1 TUBB2B UNC13A	AGT BCL2 CAMK2B DRD2 EPHA4 HEYL ISLR2 MAP1B MDK NDRG4 PLXNC1 PRKD1 PROX1 RASAL1 RNF157 SCN1B SERPINI1 STMN2 TP73 TTBK1 UNC13A		BCL2 MMD2 NDRG4 NKX2-2 PLXNC1 PROX1 ROBO1 TTBK1 TUBB2B	ASCL1 BCL2 DRD2 ISLR2 MAP6 MDK MMD2 PLXNC1 PROX1 RASAL1 RET RNF157 ROBO1 SCN1B SERPINI1 TOX TP73 TTBK1	EPHA4 GPC2 HEYL NDRG4 PAX6 PRKCH RASAL1 RNF157 ROBO1 TP73 TTBK1	BCL2 EPHA4 HEYL PAX6 UNC13A				CAMK2B EPHA4 HEYL MAP1B MAP6 MMD2 NDRG4 NEGR1 NEUROD1 NEUROD2 NKX2-2 PAX6 PLXNC1 PRKCH RASAL1 RET RNF157 STMN2 TOX TP73		ASCL1 GATA2 PAK3 SYT4 UNC13A	DRD2 EPHA4 GPC2 ISLR2 MDK MMD2 NEGR1 PRKCH RASAL1 RNF157 ROBO1 SERPINI1 TOX TTBK1	CAMK2B CNR1 EPHA4 HEYL MAP6 MMD2 NDRG4 NEGR1 PLXNC1 PRKCH PROX1 RASAL1 RET RNF157 ROBO1 SCN1B TP73 TTBK1	AGT BCL2 DRD2 GPC2 MAP1B MAP6 MDK MMD2 NDRG4 NEUROD2 PROX1 RASAL1 RET RNF157 SCN1B SERPINI1 TOX TP73 TTBK1 TUBB2B	AGT CNR1 DRD2 GATA2 MAP1B MDK NDRG4 NEUROD2 PAX6 PROX1 RASAL1 RET RNF157 SERPINI1 STMN2 TP73 TUBB2B			AGT BCL2 CNR1 EPHA4 GPC2 HEYL ISLR2 KIT MAP6 MDK NDRG4 NEUROD1 PRKCH PRKD1 RASAL1 RET RNF157 ROBO1 SERPINI1 TP73 TTBK1 UNC13A	BCL2 CAMK2B ISLR2 KIT PRKCH RNF157 SERPINI1 TTBK1	EPHA4 ISLR2 SCN1B TP73 TTBK1					BCL2 CNR1 MDK NEGR1 NEUROD2 PRKD1 SCN1B		AGT CAMK2B CNR1 EPHA4 HEYL MAP6 MDK NEGR1 NEUROD2 RET RNF157 SCN1B		PRKCH PRKD1 RASAL1 TTBK1
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION			BOC CAMK2B DRD2 EPHA4 GATA2 ISL1 MAP1B MAP6 MAPK12 MDK NEGR1 PAK3 PAX6 PROX1 SFRP1 STMN2 TTBK1 TUBB2B UNC13A WNT9A	ATOH8 CAMK2B GPC2 PAK3 RASAL1 SCN1B SERPINI1 TNFSF14 TP73 TPH1 TTBK1 WNT9A											ATOH8 BOC CAMK2B CNR1 EPHA4 GPC2 HEYL ISL1 ISLR2 MAP1B MAP6 MDK MMD2 NEGR1 NEUROD2 PAX6 PLXNC1 PROX1 RET ROBO1 SCN1B SERPINI1 SFRP1 STMN2 TP73 TPH1 WNT9A		ATOH8 BCL2 BOC DRD2 EPHA4 INSM1 MAPK12 MMD2 NEGR1 PAX6 PROX1 PTCH1 RASAL1 RNF157 ROBO1 SCN1B SFRP1 TTBK1 UNC13A WNT9A	DRD2 EPHA4 MMD2 PAX6 PRKCH PTCH1 RNF157 ROBO1 TNFSF14 TOX TTBK1															AGT BCL2 BOC DRD2 EPHA4 GATA2 ISL1 MDK NDRG4 NEGR1 NEUROD2 PAK3 PAX6 RASAL1 RNF157 ROBO1 SFRP1 TPH1 TUBB2B	BCL2 CAMK2B DRD2 EPHA4 GPC2 INSM1 ISL1 MAP6 MDK NDRG4 NEGR1 NEUROD2 NKX2-2 PRKCH PTCH1 RASAL1 RNF157 SFRP1 TOX TPH1 TTBK1 TUBB2B			AGT BCL2 BOC CNR1 EPHA4 GATA2 HEYL MAP6 MDK NDRG4 NEGR1 NEUROD2 PAK3 PLXNC1 PROX1 RASAL1 RNF157 SFRP1 STMN2 TP73 TPH1 TTBK1 WNT9A		AGT ATOH8 CAMK2B GPC2 INSM1 ISLR2 MAP6 MDK NEUROD1 NKX2-2 RET SERPINI1 TOX TP73 WNT9A		APOB ATOH8 CAMK2B DRD2 EPHA4 HEYL INSM1 ISL1 ISLR2 KIT MAP6 MDK NEUROD1 PAK3 PLXNC1 PROX1 PTCH1 ROBO1 SERPINI1 TOX TP73 TPH1 TTBK1		ATOH8 CAMK2B GPC2 INSM1 PTCH1 RASAL1 RNF157 SCN1B SERPINI1 TOX TP73 UNC13A WNT9A		AGT BCL2 BOC CAMK2B DRD2 EPHA4 HEYL ISLR2 MAP1B MAPK12 MDK NDRG4 PLXNC1 PRKD1 PROX1 RASAL1 RNF157 SCN1B SERPINI1 STMN2 TP73 TTBK1 UNC13A		ATOH8 BCL2 BOC MMD2 NDRG4 NKX2-2 PLXNC1 PROX1 PTCH1 ROBO1 TTBK1 TUBB2B	ASCL1 ATOH8 BCL2 DRD2 ISLR2 MAP6 MDK MMD2 PLXNC1 PROX1 RASAL1 RET RNF157 ROBO1 SCN1B SERPINI1 TOX TP73 TPH1 TTBK1		BCL2 EPHA4 HEYL MAPK12 PAX6 UNC13A			APOB KIT PRKD1	ATOH8 BOC CAMK2B EPHA4 HEYL INSM1 MAP1B MAP6 MAPK12 MMD2 NDRG4 NEGR1 NEUROD1 NEUROD2 NKX2-2 PAX6 PLXNC1 PRKCH PTCH1 RASAL1 RET RNF157 SFRP1 STMN2 TOX TP73				CAMK2B CNR1 EPHA4 HEYL INSM1 MAP6 MAPK12 MMD2 NDRG4 NEGR1 PLXNC1 PRKCH PROX1 PTCH1 RASAL1 RET RNF157 ROBO1 SCN1B TP73 TTBK1 WNT9A	AGT BCL2 BOC DRD2 GPC2 INSM1 ISL1 MAP1B MAP6 MAPK12 MDK MMD2 NDRG4 NEUROD2 PROX1 PTCH1 RASAL1 RET RNF157 SCN1B SERPINI1 TOX TP73 TPH1 TTBK1 TUBB2B WNT9A	AGT CNR1 DRD2 GATA2 ISL1 MAP1B MAPK12 MDK NDRG4 NEUROD2 PAX6 PROX1 RASAL1 RET RNF157 SERPINI1 STMN2 TP73 TUBB2B WNT9A			AGT ATOH8 BCL2 CNR1 EPHA4 GPC2 HEYL ISL1 ISLR2 KIT MAP6 MAPK12 MDK NDRG4 NEUROD1 PRKCH PRKD1 PTCH1 RASAL1 RET RNF157 ROBO1 SERPINI1 TNFSF14 TP73 TPH1 TTBK1 UNC13A WNT9A	BCL2 CAMK2B ISLR2 KIT MAPK12 PRKCH RNF157 SERPINI1 TTBK1	EPHA4 ISLR2 MAPK12 SCN1B TNFSF14 TP73 TTBK1 WNT9A	MAP1B TNFSF14				APOB BCL2 CNR1 MDK NEGR1 NEUROD2 PRKD1 SCN1B SFRP1 TPH1 WNT9A		AGT ATOH8 CAMK2B CNR1 EPHA4 HEYL MAP6 MAPK12 MDK NEGR1 NEUROD2 PTCH1 RET RNF157 SCN1B SFRP1 TPH1 WNT9A		PRKCH PRKD1 RASAL1 TTBK1
GO_POSITIVE_REGULATION_OF_CELL_DIVISION																	CIT DRD2 FGF9	CIT DRD2 FGF9																CIT DRD2 FGF9 MDK							CIT DRD2 FGF9 MDK							DRD2 FGF9 MDK				CIT MDK					CIT DRD2 FGF9 MDK		CIT DRD2 FGF9 MDK	CIT DRD2 FGF9 MDK														
GO_POSITIVE_REGULATION_OF_CELL_GROWTH																	BCL2 RASAL1 RNF157 SFRP1 UNC13A																					SYT4 UNC13A					RASAL1 RNF157 UNC13A		BCL2 ISLR2 MAP1B RASAL1 RNF157 UNC13A					BCL2 UNC13A						SYT4 UNC13A								BCL2 ISLR2 RNF157										
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY														AGT GHRL																	AGT EPHB3 LRRTM3		AGT EPHB3 LRRTM3 SFRP1				AGT CLSTN2 EPHB3 SFRP1							CLSTN2 LRRTM3																							AGT CLSTN2					AGT CLSTN2 SFRP1		
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION																																																																								FUT1 SFRP1		
GO_POSITIVE_REGULATION_OF_CELL_MATURATION																																																BCL2 RET											BCL2 RET				BCL2 RET											
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS			AKT3 GATA2																														AKT3 GATA2																											AKT3 GATA2														
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION			CAMK2B EPHA4 MAP1B MAP6 MDK PAK3 TUBB2B												CAMK2B EPHA4 ISLR2 MAP1B MAP6 MDK PLXNC1 ROBO1																		EPHA4 MDK PAK3 ROBO1 TUBB2B	CAMK2B EPHA4 MAP6 MDK TUBB2B					CAMK2B ISLR2 MAP6 MDK		CAMK2B EPHA4 ISLR2 MAP6 MDK PAK3 PLXNC1 ROBO1	EPHA4 ROBO1 TUBB2B			CAMK2B EPHA4 ISLR2 MAP1B MDK PLXNC1			ISLR2 MAP6 MDK PLXNC1 ROBO1						CAMK2B EPHA4 MAP1B MAP6 PLXNC1				CAMK2B EPHA4 MAP6 PLXNC1 ROBO1							EPHA4 ISLR2							CAMK2B EPHA4 MAP6 MDK		
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION			AKR1B1 AKT3 APLN CSF1R DRD2 FGF17 FOXP2 GATA2 ID4 ISL1 MDK MMP2 PAX6 PROX1 PTPRN SFRP1 TET1 VASH2								FOXP2 ITGA4 PRKD1 PTHLH			AGT APLN ARNT2 GATA2 GHRL ITGA4 PAX6			APLN ARNT2 BCL2 CRLF1 DRD2 FGF17 FGF9 FLT1 GHRL INSM1 MMP2 NR4A3 PAX6 PROX1 SCG2 SFRP1 SIX2 TET1 VASH2	APLN ARNT2 CHRNB2 DRD2 FGF9 FLT1 GHRL PAX6 PRKCH TOX	APLN ARNT2 BCL2 BST2 CHRNB2 CSF1R FGF9 FLT1 PAX6 PRKCH PRKD1 TET1 TOX	AGT AKT3 ARNT2 BCL2 CSF1R FLT1 FOXP2 GHRL ID4 ISL1 NR4A3 PRKCH PROX1 PTHLH PTPRN SIX2											AGT AKR1B1 ARNT2 ASCL1 FGF9 GATA2 MMP2 PAX6 PTPRN SIX2 TOX		AGT AKT3 APLN ARNT2 BCL2 DRD2 FGF17 FGF9 FLT1 FOXP2 GATA2 ID4 ISL1 MDK PAX6 SCG2 SFRP1 SIX2 TET1	AKR1B1 AKT3 APLN ARNT2 BCL2 DLL1 DRD2 FGF17 FGF9 FOXP2 ID4 INSM1 ISL1 MDK MMP2 PRKCH SCG2 SFRP1 SIX2 TET1 TOX VASH2		AKR1B1 AKT3 APLN CHRNB2 CRLF1 CSF1R DLL1 DRD2 FGF17 FGF9 FLT1 FOXP2 INSM1 PAX6 PRKCH PROX1 PTHLH PTPRN SCG2 SFRP1 SIX2 VASH2 VAV3	AGT AKR1B1 AKT3 APLN ARNT2 BCL2 CRLF1 DLL1 FGF17 FGF9 FLT1 FOXP2 GATA2 ITGA4 MDK MMP2 PROX1 PTHLH PTPRN SCG2 SFRP1 SIX2 VAV3				AKT3 ARNT2 CSF1R DRD2 FGF9 FLT1 GHRL ID4 INSM1 ISL1 ITGA4 KIT MDK MMP2 NR4A3 PROX1 PTPRN SCG2 TOX VASH2 VAV3					AGT AKR1B1 APLN ARNT2 BCL2 DRD2 FGF9 FLT1 MMP2 PAX6 PRKCH TET1		AKT3 APLN ARNT2 ASCL1 BCL2 CHRNB2 CRLF1 DLL1 DRD2 FGF17 FGF9 FLT1 MDK MMP2 PROX1 PTPRN SIX2 TOX																						BCL2 CRLF1 CSF1R DLL1 ID4 MDK MMP2 NR4A3 PRKD1 PTPRN SFRP1				ARNT2 PRKCH PRKD1 TET1
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION			CAMK2B ENPP2 EPHA4 MAP1B MAP6 MDK NEGR1 PAK3 STMN2 TUBB2B UNC13A	CAMK2B CCDC88A GPC2 PAK3 RASAL1 SCN1B SERPINI1	CAMK2B CCDC88A DZIP1 GPC2 SCN1B TENM2								CCDC88A DZIP1 EPHA4 GPC2 MAP6 NEGR1 PRKD1 RASAL1 RNF157 SERPINI1		CAMK2B CCDC88A CNR1 DZIP1 ENPP2 EPHA4 GPC2 ISLR2 MAP1B MAP6 MDK NEGR1 PLXNC1 RET ROBO1 SCN1B SERPINI1 STMN2	AGT CCDC88A CNR1 DZIP1 ENPP2 GPC2 ISLR2 MAP1B MAP6 NAV3 NDRG4 NEGR1 PLXNC1 RASAL1 RET SCN1B STMN2 TENM2	CCDC88A DZIP1 EPHA4 NEGR1 RASAL1 RNF157 ROBO1 SCN1B TENM2 UNC13A	DZIP1 EPHA4 RNF157 ROBO1 TOX	NAV3 PRKD1 RNF157 ROBO1 STMN2 TENM2 TOX	AGT DZIP1 EPHA4 NDRG4 NEGR1 PLXNC1 RASAL1 RNF157 ROBO1 STMN2 TENM2							DZIP1 MAP6 NAV3 RASAL1 SERPINI1	DZIP1 NAV3 PRKD1 RNF157 ROBO1	CCDC88A NAV3 PLXNC1 RASAL1 ROBO1 TENM2 TUBB2B		AGT CCDC88A MAP6 NAV3 SYT4 TOX	KIT PAK3 SYT4	AGT ENPP2 EPHA4 MDK NAV3 NDRG4 NEGR1 PAK3 RASAL1 RNF157 ROBO1 TENM2 TUBB2B	CAMK2B CCDC88A DZIP1 ENPP2 EPHA4 GPC2 MAP6 MDK NAV3 NDRG4 NEGR1 RASAL1 RNF157 TENM2 TOX TUBB2B	CNR1 EPHA4 RNF157	CNR1 ENPP2 NDRG4 NEGR1 PLXNC1 RASAL1 RNF157 ROBO1 SERPINI1 STMN2 TENM2	AGT CNR1 DZIP1 EPHA4 MAP6 MDK NAV3 NDRG4 NEGR1 PAK3 PLXNC1 RASAL1 RNF157 STMN2 TENM2	PAK3 SYT4 UNC13A	AGT CAMK2B GPC2 ISLR2 MAP6 MDK RET SERPINI1 TOX	GPC2 ISLR2 KIT NAV3 RET SERPINI1 TENM2 TOX	CAMK2B CCDC88A ENPP2 EPHA4 ISLR2 KIT MAP6 MDK NAV3 PAK3 PLXNC1 ROBO1 SERPINI1 TENM2 TOX	EPHA4 ROBO1 SERPINI1 TUBB2B	CAMK2B DZIP1 GPC2 NAV3 RASAL1 RNF157 SCN1B SERPINI1 TOX UNC13A	PRKD1 TUBB2B UNC13A	AGT CAMK2B DZIP1 EPHA4 ISLR2 MAP1B MDK NAV3 NDRG4 PLXNC1 PRKD1 RASAL1 RNF157 SCN1B SERPINI1 STMN2 UNC13A	AGT DZIP1 EPHA4 NAV3 ROBO1 TENM2	DZIP1 NDRG4 PLXNC1 ROBO1 TENM2 TUBB2B	ISLR2 MAP6 MDK PLXNC1 RASAL1 RET RNF157 ROBO1 SCN1B SERPINI1 TENM2 TOX	DZIP1 EPHA4 GPC2 NAV3 NDRG4 RASAL1 RNF157 ROBO1 TENM2				KIT PRKD1	CAMK2B CCDC88A DZIP1 EPHA4 MAP1B MAP6 NAV3 NDRG4 NEGR1 PLXNC1 RASAL1 RET RNF157 STMN2 TENM2 TOX		PAK3 SYT4 UNC13A	EPHA4 GPC2 ISLR2 MDK NEGR1 RASAL1 RNF157 ROBO1 SERPINI1 TENM2 TOX	CAMK2B CNR1 EPHA4 MAP6 NDRG4 NEGR1 PLXNC1 RASAL1 RET RNF157 ROBO1 SCN1B TENM2	AGT CCDC88A DZIP1 ENPP2 GPC2 MAP1B MAP6 MDK NAV3 NDRG4 RASAL1 RET RNF157 SCN1B SERPINI1 TENM2 TOX TUBB2B	AGT CCDC88A CNR1 ENPP2 MAP1B MDK NAV3 NDRG4 RASAL1 RET RNF157 SERPINI1 STMN2 TENM2 TUBB2B		EPHA4 PRKD1 RET	AGT CCDC88A CNR1 EPHA4 GPC2 ISLR2 KIT MAP6 MDK NAV3 NDRG4 PRKD1 RASAL1 RET RNF157 ROBO1 SERPINI1 UNC13A	CAMK2B ISLR2 KIT RNF157 SERPINI1	CCDC88A EPHA4 ISLR2 SCN1B			NAV3 NDRG4 RNF157 ROBO1 TENM2 TUBB2B		CNR1 MDK NEGR1 PRKD1 SCN1B		AGT CAMK2B CNR1 EPHA4 MAP6 MDK NAV3 NEGR1 RET RNF157 SCN1B		DZIP1 NAV3 PRKD1 RASAL1
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION																																		EDIL3 FUT1 MDK SFRP1																																								
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION				CSF1R FFAR2	CSF1R FFAR2																								CSF1R FFAR2														CSF1R FFAR2																															
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS																																												PRKD1 TUBB2B																										CSF1R MDK PRKD1				
GO_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION																																																																										PRKD1 TET1
GO_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION																																																																										PRKD1 TET1
GO_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY					CCDC88A DZIP1								CCDC88A DZIP1		CCDC88A DZIP1	CCDC88A DZIP1	CCDC88A DZIP1																	CCDC88A DZIP1																				CCDC88A DZIP1					CCDC88A DZIP1															
GO_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT															TACR3 TTLL6					TACR3 TTLL6																													TACR3 TTLL6			TACR3 TTLL6																						
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM														ADORA2A GHRL						ADORA2A GHRL																																											ADORA2A GHRL											
GO_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP														ADORA2A GHRL						ADORA2A GHRL																																											ADORA2A GHRL											
GO_POSITIVE_REGULATION_OF_CORTICOTROPIN_SECRETION														APLN GHRL	APLN GHRL		APLN GHRL	APLN GHRL																																																								
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY			ADCY1 CD200																ADCY1 PRKD1									CD200 PRKD1						ADCY1 CD200											ADCY1 CD200 PRKD1		ADCY1 CD200												ADCY1 CD200	ADCY1 CD200			ADCY1 PRKD1											
GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY			PROX1 TTBK1	CDK5R1 CDK5R2 TTBK1	CDK5R1 CDK5R2								CDK5R1 CDK5R2 TTBK1		CDK5R1 CDK5R2 PROX1	CDK5R1 CDK5R2 PROX1	PROX1 TTBK1			PROX1 TTBK1																	CDK5R2 PROX1 TTBK1				CDK5R1 PROX1 TTBK1				PROX1 TTBK1		CDK5R2 PROX1 TTBK1	PROX1 TTBK1	CDK5R2 TTBK1					CDK5R1 CDK5R2				CDK5R1 PROX1 TTBK1	CDK5R1 CDK5R2 PROX1 TTBK1				CDK5R1 CDK5R2 TTBK1							CDK5R1 CDK5R2		CDK5R1 CDK5R2		
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY																																										ROBO1 ST18 TTBK1																																
GO_POSITIVE_REGULATION_OF_CYTOKINESIS																	CIT DRD2	CIT DRD2																																										CIT DRD2														
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION																																							AGT MDK NR4A3 PLCG2 POU2F2 RSAD2 SPON2				CSF1R FFAR2 NR4A3 POU2F2 RSAD2 SPON2																	AGT CD200 DRD2 FFAR2 ISL1 MDK NR4A3 PLCG2 POU2F2 RSAD2														
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE				FFAR2 NR4A3 RSAD2	FFAR2 NR4A3 RSAD2								NR4A3 RSAD2		FFAR2 NR4A3 RSAD2	FFAR2 NR4A3 RSAD2 SPON2	FFAR2 NR4A3 RSAD2	FFAR2 SPON2		FFAR2 NR4A3 RSAD2 SPON2									FFAR2 NR4A3							FFAR2 RSAD2 SPON2			NR4A3 RSAD2 SPON2				FFAR2 NR4A3 RSAD2 SPON2											FFAR2 NR4A3 RSAD2 SPON2					FFAR2 NR4A3 RSAD2 SPON2	FFAR2 NR4A3 RSAD2														
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION				CCDC88A CDK5R1 LIMCH1 PPM1E									CCDC88A CDK5R1 EVL LIMCH1 PPM1E		CCDC88A CDK5R1 EVL MAP1B PROX1 SFRP1 STMN2	CCDC88A CDK5R1 LIMCH1 MAP1B NAV3 PPM1E PROX1 SFRP1 STMN2													CCDC88A EVL LIMCH1 NAV3 PPM1E												CCDC88A CDK5R1 EVL LIMCH1 NAV3 PROX1				EVL LIMCH1 MAP1B NAV3 PROX1 STMN2									CCDC88A CDK5R1 MAP1B NAV3 PPM1E SFRP1 STMN2					CCDC88A CDK5R1 EVL LIMCH1 MAP1B NAV3 PPM1E PROX1	CCDC88A LIMCH1 MAP1B NAV3 PROX1 STMN2														NAV3 PPM1E
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE																					CNR1 MUC15														CNR1 MUC5B																																							
GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT			CAMK2B EPHA4 PAK3	CAMK2B PAK3																																					CAMK2B EPHA4 PAK3																																	
GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS			CAMK2B EPHA4 PAK3	CAMK2B PAK3																													EPHA4 PAK3								CAMK2B EPHA4 PAK3				CAMK2B EPHA4									CAMK2B EPHA4				CAMK2B EPHA4														CAMK2B EPHA4		
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT				CAMK2B PAK3																																																																						
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS			CAMK2B PAK3	CAMK2B PAK3																																					CAMK2B PAK3																																	
