	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.012191777776982216	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014244215790302439	1	1	1	0.05723597645134404	1	1	1	1	1	1	1	1	0.008776159305458497	1	1	1	0.004524851312599054	0.01166726826980291	1	0.008798944110298468	0.043843986355546205	1	0.02743070381879309	0.06528308813109174	0.02167572159755604	1	1	1	0.024048167195341308	1	1	1	0.0435545694837306	1	1	1	1	0.07546400007390486	1	1	0.014441030472371552	0.01715851884426489	1	0.016721031536286124	0.004484167480455881	1	1	1	1	1	1	0.03396047996377172	1	1	1	1	1	1
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006466491505624283	1	1	1	1	1	1	1	0.004450932227129889	1	1	1	1	1	1	1	1	1	1	1	1	0.0036334806572677625	1	6.926970096798879e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NGF_STIMULATED_TRANSCRIPTION	1	0.022186275901658004	1	0.005156688900911588	0.009400848487609137	1	1	1	1	1	1	1	1	1	1	0.0030504429028830327	7.181206089901249e-05	1	1	1	0.029132592861121798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016018271256383998	0.01837138147272266	1	0.08880147838783392	1	0.04757975857012409	1	1	1	1	1	0.005653043667820712	0.003038364019591566	1	1	1	1	1	0.006584343119449998	1	1	1	1	0.03572702013395479	1	1	1	1	0.025471300754931647	1	1	1	1	1	0.00032149190497865465	1	0.0012296181156665753	1	1
REACTOME_NICOTINAMIDE_SALVAGING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06127449616239389	1	1	1	1	1	1	1	0.058988874536668456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051241616621019004	1	1	0.06281542989967992	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021572687045759542	1	0.002168586582668053	1	1	0.013774411232345685	1	0.0004886465063294043	1	1	1	1	1	1	1	1	1	0.002298112196221447	0.0005518352157033446	1	0.07942069273195618	0.05515278316665273	1	0.001987536696695158	0.01886649099528015	1	0.031838116471734956	1	0.0765240783868858	1	1	1	1	0.0019640513737535503	1	0.045242605850180695	0.04445041162579488	1	0.011002487641569525	1	1	1	1	1	0.0006414565824344187	0.06759306576182422	1	1	1	1	0.0813712810333469	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.03912639670507467	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04255715978093155	0.039741765424223696	1	1	0.03760458424203583	1	1	1	1	1	1	1	1	0.009653637856032238	1	1	1	0.055588522008882535	0.0034699390765935423	1	0.07369279375394622	0.01079489760184038	1	0.021801207607651696	1	0.00584928492104686	1	1	1	0.006393304906856967	1	1	0.03119874134774192	1	1	1	1	1	1	1	1	0.04287459558081719	0.04708330723242571	1	1	1	1	0.05699745148845026	1	1	1	1	0.004596271576502109	1	1	1	1	1	1
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	1	1	1	0.024914032703035716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031838116471734956	1	1	1	1	1	0.08088218961438409	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06259906892826939	0.06667515154807224	1	1	0.0813712810333469	1	1	1	1	1	1	0.014759242037374776	1	1	1	1
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	1	1	1	0.03165834561703873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07842313922414745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05603240753397776	1	1	1	1	1	1	1	1	0.0845465718160151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03395205226970455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	1	0.05043424428324195	1	0.017604705123006603	0.03099573343731421	1	1	1	1	1	1	1	1	1	1	0.01997602273049548	0.0008723502106177117	1	1	1	0.08753301252177437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06658032290131866	0.0750481698964105	1	1	1	1	1	1	1	1	1	0.01920634120296061	0.014808041416816242	1	1	1	1	1	0.03010657706555564	1	1	1	1	1	1	1	1	1	0.05753342142959572	1	1	1	1	1	0.0017678419981734805	1	0.0063511798663237196	1	1
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.047832713018237105	1	1	1	1	1	1	1	1	1	1
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02821099349424061	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06115079571682169	1	1	1	1	1	1	1	1	0.0827817871955252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ONCOGENIC_MAPK_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05969904782648394	1	1	1	0.04194079955587726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04139134042180703	1	1	1	1	1	1	1	0.07585889759924092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_OPIOID_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06702519128054041	1	0.08184145659250908	0.0013428410130583712	1	1	1	0.06948959625060858	1	1	1	1	1	1	1	1	0.039258106730825526	1	1	1	1	1	1	0.025505439145017683	1	1	1	1	1	1	1	1	0.0007180812540513726	0.08543729399586963	1	1	1	1	1	0.042909454543908154	1	0.0965170272213769	1	1	0.08537140649262165	0.008198679115222207	1	0.0965170272213769	1	1	0.013406081429477412	1	1	1	1	1	1	1	1	0.09604888214366503	1	1
REACTOME_OTHER_INTERLEUKIN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009377030552378596	0.06692326170272977	1	1	0.06345289586936487	1	1	1	1	1	1	1	1	1	1	1	1	0.09232372194588523	1	1	1	1	1	1	1	0.013231448651776612	1	1	1	0.09399597633696799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09455542448000398	1	1	1	1	1	1	1	1	1	1	1
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	1	1	1	0.04810637677509366	0.009400848487609137	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0403957342251291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016018271256383998	1	1	0.08880147838783392	0.0403957342251291	0.04757975857012409	1	0.005653043667820712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_O_LINKED_GLYCOSYLATION	1	1	1	1	0.0361848090871324	1	1	1	1	1	1	0.015805770316330126	1	1	1	1	0.054199583846600174	1	1	1	1	1	1	1	1	1	1	1	1	0.013837715615137802	1	1	1	1	1	0.0009070513822292403	0.0216292461627845	0.008617194098519465	1	1	1	0.08329704058990528	1	0.08510511505851326	1	0.03315155278289372	1	1	1	1	1	0.047125495801623174	1	1	1	1	1	1	1	1	1	1	1	0.09348053181760962	1	1	1	1	1	1	1	1	1	1	1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	1	1	1	1	1	1	1	1	1	1	1	0.0051553914039714765	1	1	0.039494338175646404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0017574663018004033	1	1	1	1	1	0.00016350613795446112	1	0.005483623651800995	1	1	1	1	1	1	1	0.010765191536991181	1	1	1	1	1	0.07476400561346508	1	1	1	1	1	1	1	1	1	1	1	0.010917888204123871	1	1	1	1	1	1	0.09724595080126419	1	1	1	1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06199418275730362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PCP_CE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0706061785815899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.047441147584769916	1	1	1	1	1	1	1	1	1
REACTOME_PEPTIDE_HORMONE_METABOLISM	1.2988360576171587e-05	1	0.0010269542490186634	1	1	1	1	0.018809791102496698	1	1	1	1	1	1	9.125377318197625e-05	0.00010120198761032206	0.006295399670993684	0.0052564384105335815	1	1	3.859901631653173e-07	1	1	1	1	1	1	1	0.07845654212971098	1	0.034658436844736684	0.0044852928413808835	0.0018606075751692597	6.391085438650634e-10	1	1	0.025505439145017683	0.0005632556430561486	0.03615081981893398	1	1	0.011403242341681441	1	1	1	0.04519843856166206	0.08543729399586963	1	0.0027534683940064753	1	1	1	1	1	1	1	0.00012041832760179005	0.08537140649262165	0.031063753588780108	1	0.0017694163893220427	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1	1	1	1	1	1	1	0.0011048917921012702	1	1	1	1	1	0.01681819785461558	0.017773401130662392	0.03104530974068409	0.07218528817237746	1	1	1	0.05403618461202797	1	0.036540515334976376	1	1	1	1	1	0.08121037187934665	1	1	0.05897009019146904	0.016289863305993912	0.02579932364574511	1	1	0.06042004352125352	0.014583391026772308	1	1	1	1	1	1	1	0.02736961444462871	1	1	0.0010195680169917676	1	1	1	1	1	1	1	0.00413316496291305	1	0.09071205256472248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHASE_0_RAPID_DEPOLARISATION	1	1	0.0008046737659298531	0.006352167944287279	0.0012204751531001978	1	1	1	1	1	1	1	1	0.07035562273990503	1	8.625163297248939e-05	0.041813410554366826	0.0008363583526311835	0.046205446836097175	1	0.005717815889366262	1	1	1	1	1	1	1	1	0.0477514078122101	1	0.0036950229645864585	1	0.0019146050306777518	0.036045400498992075	1	0.08772048957619072	0.0007237700774780365	1	1	0.046205446836097175	1.6361837484879516e-07	1	0.006958969727722031	0.00021595719284017711	0.012513575753377415	0.00011443973741831481	0.0006114787321251924	0.0004590334906322546	1	1	0.00348643559581141	0.005639963244033486	1	0.00014356657548530993	1	0.0014736071527791106	0.007355755506156081	0.00014982064562552022	0.04310693655116482	1.4015938577083276e-05	1	1	0.012662190600962742	1	1	1	1	0.0017256846112599922	1	0.005369284847571709	1	1	1	1
REACTOME_PHASE_2_PLATEAU_PHASE	1	1	0.0008803178129828115	1	0.03165834561703873	1	1	1	1	1	1	1	1	0.027456824723131712	1	0.025427607032115662	0.01051308098683501	0.00948876811878252	0.0010750514430530878	1	0.0008115443782581444	1	1	1	1	1	1	1	1	1	1	1	1	0.01568076826414544	0.06926319221551913	1	0.003239721544129548	3.552263705186576e-05	1	1	0.017606722548414	0.0001453855771273993	1	1	0.0022029084852044356	1	8.367963687305746e-06	0.0015640043000499926	0.006602308310317495	1	1	0.014088655361368607	0.0012567979762011516	1	0.0012506124834928967	1	0.007902435021680754	8.138154563464006e-05	0.001287259692421272	0.010868336804818579	0.00010022498815820402	1	1	0.016278974077572617	1	1	1	1	0.008783968399211806	1	0.018854381568320644	1	1	1	1
REACTOME_PHASE_3_RAPID_REPOLARISATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00878607580950852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017188992088896016	1	0.004338591735086439	1	0.011226641998686726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008996586588132516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	1	1	1	0.012471398844658532	1	1	1	1	1	1	1	1	1	1	1	0.011993261064029648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06127449616239389	1	1	0.0011174684735696383	0.0013030053480209691	1	0.024163844306475668	1	1	1	0.013282135909063575	1	0.06242892083264773	1	1	1	0.03390447356354853	1	1	0.011490104748700714	1	1	1	1	1	0.05196205086483596	1	0.051241616621019004	1	1	1	1	1	1	1	1	1	0.011107687055716076	1	1	1	1
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026776265066965177	1	1	0.0039929944354112346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029369687410750744	1	1	1	1	1	1	1	1	1	1	1	1	0.037147079032602615	0.08160406909285989	0.027454713551464005	1	1	1	0.0025208378803831533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09941582692471407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017993759137312604	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016642070180176383	0.015492959276703244	1	1	0.014624430409173605	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014870313160726512	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012041276206381513	0.011817641340284402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHENYLALANINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0048227711235521165	0.0044796346805954235	1	1	0.004221083312412222	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004294208905711305	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003456349080652066	0.0033904522883443367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07681343744468827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055588522008882535	0.03821044771207405	1	0.07369279375394622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04287459558081719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	1	0.0034445133633600467	1	1	0.011918132881670207	1	1	1	1	1	1	1	1	1	1	0.006074919014382063	1	0.028235283966281832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03977232292005328	0.027127392435775888	1	0.005684767481751174	0.057173239738842696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030505804265905878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	1	0.02244893220048161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR1	1	1	0.05189740475093629	1	1	1	1	1	1	1	1	1	1	1	1	0.015851649530414735	1	0.05269829605422538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009653531246891056	0.005443308051411022	1	0.014873308615766967	1	1	1	1	1	1	1	1	1	0.0239773876580901	1	1	1	1	1	1	1	1	1	1	0.006489736060713236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08579811397084725	0.05973247679346061	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0667813503697845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07681343744468827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055588522008882535	0.03821044771207405	1	0.07369279375394622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04287459558081719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PI_3K_CASCADE_FGFR4	1	0.006114943638721004	1	1	0.02079267075725122	1	1	1	1	1	1	1	1	1	1	0.013845778599474556	1	0.04822986337968882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06714884268414767	0.04639402182581975	1	0.012985492815514199	0.09507461496909153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0519813407287113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0034632714490709926	1	1	1	0.0028569540485163802	1	1	1	1	1	1	1	1	0.00035181924038807377	1	1	1	0.050101875269646934	1	1	0.008186898586235891	1	1	1	1	1	1	1	1	0.00541324253414166	0.016000614856586437	1	1	1	1	1	0.009241548852592874	1	1	1	1	1	1	1	1	1	1	0.0513816867101522	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005574751950132573	1	1	1	0.004611163243612437	1	1	1	1	1	1	1	1	0.0005791746013531496	1	1	1	0.06714884268414767	1	1	0.012985492815514199	1	1	1	1	1	1	1	1	0.008652398851749177	0.02185673910457342	1	1	1	1	1	0.012695358607583085	1	1	1	1	1	1	1	1	1	1	0.06882428995517242	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08443934055389835	1	1	1	1	1	1	4.469481489177696e-05	4.1057914543785046e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058988874536668456	1	1	1	1	1	0.013282135909063575	1	0.03390447356354853	1	1	1	1	1	1	1	1	1	0.004970412292825355	0.005493412049420443	1	1	0.06281542989967992	1	1	1	0.0014824190968225626	0.0051181882666553324	1	1	1	1	1	1
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0023022474720497677	0.0005888644856597569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004314660121233049	1	0.09607469662598711	1	1	1	1	1	1	1	1	1	1	0.048385057911123464	1	1	1	1	0.029605847007075248	1	0.01950968702594813	0.0615865218121876	1	1	1	1	1	1
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03769305978899051	1	0.09113457549177628	1	1	0.03280972091113343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0481255423510929	1	1	1	1	1	1	0.00022114212537482913	0.00011870116210155324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06294396716792894	1	0.02870352919635366	1	1	1	1	1	0.00021108093767419067	1	0.012810818504612964	1	1	0.030993102080106416	1	0.023401977108746363	1	1	1	1	0.02131105835715763	0.003198271369078576	1	1	0.0314358298965941	1	0.006488523006037972	1	0.004194244345259612	0.014155956444287687	1	1	1	1	1	1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	1	1	0.04132784783595356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07249712534089514	1	1	1	1	1	1	0.06711333466753722	1	1	1	1	0.08508783491361949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030534604424821365	1	1	1	1	1	0.06703286294499733	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05103404188101346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02061563894454277	1	1	1	1	1	1
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03390626665968588	1	1	0.014382076137306687	1	1	1	0.08314595174592276	1	1	1	1	1	1	1	1	1	1	0.018196722049005687	1	1	1	1	0.032226998205691526	1	1	0.04957498688908113	0.021835273917937492	0.020146968397296572	1	1	1	0.021911543869240213	0.04096532742402448	1	0.06971677416460587	1	1	1	1	1	1	1	1	0.014540616428512343	1	0.09533656518285993	0.016350862394300614	1	1	1	1	1	1	1	1	1	0.023368792424827478	1	1	1	1
REACTOME_PLATELET_HOMEOSTASIS	1	1	0.06482641900161767	1	1	1	1	1	1	1	1	1	1	0.060123586771128834	1	0.0016228744875124157	0.021170920097804302	1	0.033429368074685994	1	0.016268023350595517	1	1	1	1	1	1	1	1	0.03501635288005511	0.03188828332590821	0.003812428022285985	1	1	1	1	0.0013953232323813403	0.007210184203940817	1	0.024479669317553965	1	0.002131738459202559	0.05653871968248492	1	1	1	0.01732667500105589	1	0.01085992820034054	0.04350752765344634	1	0.024723495560358022	0.03830567641665261	1	0.02542324407371077	1	1	0.0051512153814079475	1	1	0.02542324407371077	1	1	1	1	1	1	0.027891594420563104	0.08585235715998452	1	0.0366418454822931	1	1	1	1
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06630289932168876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08579811397084725	0.05973247679346061	1	1	1	1	1	1	1	1	1	1	1	1	0.001220741847030471	1	1	1	1	1	1	0.009486108759667156	1	1	1	1	1	1	1	1	0.01293872234016702	1	1	1	1	1	1	1	1	1	1	1
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1	1	1	1	1	0.000312133283661975	1	1	1	1	1	1	1	1	1	1	0.09532111417219902	1	1	1	0.0787607241090107	1	1	1	1	1	1	1	0.08452829671446116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02201688828172843	1	1	1	1	1	1	0.00496133162396728	1	1	1
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1	1	1	1	1	0.04757318209469252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06742310879165725	1	1	1	1	1	1	1	1	1	1
REACTOME_POTASSIUM_CHANNELS	1	1	0.0004576604502135595	2.0014319090932986e-09	0.0010517284581768038	1	1	1	1	1	1	1	1	1	0.0018394995198307562	9.918604826353317e-10	0.0006214570940055175	0.0004844816160940457	0.00019627378445330468	0.07286700792009593	6.944265902297797e-05	1	1	1	1	1	1	1	0.016036812660108923	0.001681100207136077	0.04427303667320537	0.041212715378700526	1	6.931167273527272e-05	0.0020889288516701132	1	3.952944083174259e-08	4.020905830515176e-11	1	7.684665237484012e-07	0.0015499544215233918	5.7896605821783353e-05	0.07748148327743754	0.0003967423792652358	1	0.0017318403764008394	0.006724050638052814	1	5.560602280851867e-07	0.0010464392802794764	1	9.688823050746365e-06	0.00026344473774120303	1	4.692773854175769e-06	1	1	0.042172341162613036	9.63726793923314e-08	0.0006735167903867412	2.963142198131319e-05	1	1	0.0003932149945802266	0.027895718951682413	1	1	0.038819946229532	0.020781638609504327	1	0.00023930977342700999	1	3.510196710787561e-05	1	0.03198883094318217
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01864970117064646	1	1	1	1	0.0006714649124621719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006165881565848963	1	1
