	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
KCNH8	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83804	0	0.98001	-0.98344	0	0.076869	0	0.092482	0	0	0	0	0	0	0	0	0	-0.46208	0	0	0.80207	0.87278	0	0	0	0	0	0.97889	0	0	0	0	0	0.74523	0	0	0	0	0	0	0	0	0.95799	0	0	0.15118	0	0.4988	0	0	0.78042	0.32805	-0.38116	0	0	0	0	0	0	0	0.78872	0	0
KCNIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91553	0	-0.66171	0.23961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98459	0	0.79314	0	0	0	-0.52061	0	0	0.13825	0	0	0	0	0	0	0	0	0	0.47633	-0.92003	0.30343	0	0	0.76501	0	0	0	0	0	0	0	0	0.45341	0	0
KCNJ11	0	0	0	0.38695	0.83635	0	0	0	0	0	0	0	0	-0.79736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85171	0.62805	0	0	0.96501	0	0	0	-0.80913	0	0	0	0.016605	0.31941	0	0	0	0	0	0.83804	0	0	0	0.13825	0	0	0	0	0	0	0	0	0	0	0	0.31152	0	-0.37299	0	0
KCNJ2	0	-0.88385	-0.44597	0.59029	-0.87278	0	0	0	0	0	0	0	0	0	0	0.016605	-0.54155	0.29533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87278	0	0	0.59793	0.38728	0	0	-0.4758	-0.67398	0	0	0	0	0.7247	0	0	0.27096	0.54655	0	0	0	0	0	0	0	0	0.13825	0	0.3651	0	0	0.60215	0	0	0	0	0	0	0.31152	0	0.076869	0	0
KCNJ6	0	0	0	0.8905	0	0	0	0	0	0	0	0	0	0	0	0.49112	0	0.37299	0	0	0.77311	0	0	0	0	0	0	0	0	0.21727	0	0	0	0	0	0	0	0	0	0	0	0	0.99748	0	0	0	0	0	0.68017	0.40558	0	0	0.0067328	0	0	0	0	0	0	0.36113	0.66303	0.40648	0	0	-0.55027	0	0	0	0	-0.97637	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91722	0.99071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88385	0.80281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13057	0	0.99748	0	0	-0.87476	-0.92003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	0	0	-0.92577	0.95147	-0.51937	0	0	0	0	0	0	0	0	0	0	0.17332	-0.62714	0	0	0	0	0	0	0	0	0	0	0	0.30343	0	0	0	0	0.85171	-0.44287	0	0.092482	0.29533	0	0	0.7261	-0.49162	0	0	0.10029	0	0	0	0	0	0	0	0.45762	0.060595	0	0	0	0	-0.55287	0	0	0.34647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65564	0	0	0.90434	0	0	0	0	0	0	0	0	0.31941	0	0.092482	0	0	0.10777	0	0.23296	0.96501	0	0	0.99157	0.55134	0.79736	0	0.027303	0	0.56477	0	-0.54238	0	0.1881	0	0	0	0	0	0	0	0	0.44031	0.1881	0	0	0	-0.54007	0	0	0	0	0	0	0.21727	0	0	0	0
KCNMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50186	0	0	0	0	0.80636	0	0	0	0	0	0	0	0	0	0.19533	0.17332	0	0.4309	0.21727	0	0	0.95147	0	0	0.57724	0	0.99157	0.016605	0.30343	0	0	0.88616	0	0.52425	0.30343	0	0	0	0	0	0	0	0.59983	0	-0.87922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB2	0	0	0	-0.5444	0	0	0	0	0	0	0	0	0	0	0	0.21727	0	0	0.29533	0	0.80768	0	0	0	0	0	0	0	0	0	0	0.25535	0	0.52259	0	0	0.45642	0.51875	0	0	0	0	0.97889	0	0	0	0	0.84519	0	0.46935	0	0	0.04399	0	0	0	0	0	0.35204	0.60558	-0.94217	0	0	0	0.027303	0	0	0	0	0.18104	0	0	0	0	0	0
KCTD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72685	0.21045	0	0	0	0.94217	0	0.18104	0	0	0	0	0	0	0	0	0	0	0	0.92396	0	0	0	0	0	0	0	0.99157	0	0.55171	0	0.67398	0	0.016605	0.86254	0	0	0.18104	-0.75436	0	0.90669	0	0	0	0.61041	0.44242	0	0	0	0.55696	0	0	0	0	0	0	0	0	0	0	0
KIAA1324	0	0	0	-0.68765	0.83994	0	0	0	0	0	0	0	0	0	0	0.31152	0	0	0	-0.75147	0	0	0	0	0	0	0	0	0	-0.75919	0	0	0	0	-0.83143	0	-0.37955	0	0	0	0.035399	0	0.98827	0	0	0	0.64804	0.75919	0	0.91722	0	0	0	0	0	-0.53366	0	0	0	0	-0.41632	-0.77096	0	0	0.99281	0	0	0	0	-0.3677	0	0.0067328	0	0	0	0
KIAA1456	0	0	0	0	0	0	0	0	0.076869	0.41549	0	0	0	0	0	0	0.15118	0	0	0.81524	0	0	0	0	0	0	0	-0.34469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93437	0	0	0.45382	0.37129	0	0.28724	0	0	0	0	0.10029	0.076869	0	0.13057	0.04399	0	0	0	0.27869	0.31152	0	0	0	0	0.25535	0.24796	0.31152	0	0.24796	0	0	0	0
KIF19	0	0	0	0	0.47774	0	0	0	0	0	0	0	0	0.48897	0	0	0.48591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99356	0	0.79347	0	0	0	0	0	0	-0.89261	0	0	0	0	0	0	0	0	0	0.18104	0.80636	0	0	0	-0.7185	0	0	0	0	0	0	0	0	0	0	0
KIF1A	0	0	0.99793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34738	0	0	0	0	0	0.66039	0	0	-0.78629	0	-0.81685	0	0	0	0	0.99587	0	-0.48104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5A	0	0.77893	0.34527	0	0	0	0	0	0	0	0	0	0	0	0	0.12321	-0.43015	0.052045	0	0	0.70322	0	0	0	0	0	0	0	0	0.74523	0	0	0	0.6423	0.23961	0	0.46208	0.73337	0	0	0.85663	0	0	-0.76444	0	0	0.12321	0	0	0	0	0	0	0.38443	0	0	0	0	0.27096	0	-0.36283	0	0	0.55465	0	0	0	0	0	-0.80913	0	0	0	0	0	0
KIF5C	0.66914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84337	0	0	0	0	0.85308	0	0	0	0	0	0	0	0	0	0	0.78695	0.74577	0.73466	0	0	0	0	0	0.4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94217	0	0.29533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	0	0	0	0	0	0.92197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38955	0	0	0	0	0	0	0	0	0.084387	0.93036	0	0	0	0	0	0	0	0	0	0	0	0.84692	0	0	0	0	0	0	0	0.76712	0	0.78753	0.1881	0	0	0	0	0	0	0	0	0	0
KLHL32	0	0	0	0.99281	0.016605	0	0	0	0	0	0	0	0	0.90202	0	0.21727	-0.79017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50636	0	0	0	0	-0.39653	0	0	0	0.96171	0	0	0.016605	0	-0.93437	0.15118	0	0	-0.88616	0	0	0	-0.85171	0	0	0.60933	0	0	0	0
KLHL35	0	0	0.035399	0	0	0	0	0	0	0	0	0	0	0.21045	0	0.060595	0.11582	0.1881	0	-0.45151	-0.34552	0	0.7133	0	0	0	0	0	-0.42788	0	0	0	0	-0.37129	0.69876	0	0.052045	0	0	0	0	0	0	0	0	0	0	0	0	-0.38472	0.18104	0	0	0	0	0	0	0	-0.71809	0.52536	0	0	0	0	0.65353	0	0	0	0	-0.38596	0	0.50987	0	0	0	0
KLK12	0	0	0.14469	0	0	0	0	0	0	0	0	0	0	0	0	-0.55919	0.46997	0	0	0	-0.76382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22515	0	0.95568	-0.47633	0	0	0.99847	0	0	0	0	0	0	-0.39141	0.64048	-0.68166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82887	0	0
KSR2	0	0	0.55911	0.076869	-0.42383	0	0	0	0	0	0	0	0	0.34915	0	0.1881	0.5537	0.0067328	-0.85828	0.729	0.13057	0	0	0	0	0	0	0	0	0.27096	0	0	0	0.016605	0.23961	0	0	0.79438	0	0	0	0.04399	0.95799	0	0.076869	0	0	0.78166	0	0.20355	0.26378	0	0	0	0	0	0	0	-0.4886	0.15118	0	0	0	0	0.91722	0	0	0	0	0	0	0.04399	0	0	0	0
L1TD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58823	0	0	0.8178	0	0	0	0	-0.83317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89261	0	0	0	0	0	0	0	0	0	0	0	0	-0.78439	0	0	-0.76196	0	0.10777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMP3	0	0	0.068278	0.58666	-0.65031	0	0	0	0	0	0	0.084387	0	0	0	-0.33907	0.45122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24796	0	0	0	0.73717	-0.6252	0	0	0	0	0.83804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016605	0	0	0	0	0	0.83635	0	0	0	0	0	0	0	0	0	0	0
LAPTM5	0	0.67604	0.45642	0	0	0	0	0	0	0	0	0	0	0	0.32805	0.38885	-0.53978	-0.6893	-0.86679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060595	0.37807	0	0.87641	0.15118	0	0	0	0	0	0.43974	0	0	0.54267	0	-0.82772	0	-0.90434	0	0	0	0	0.67794	0	0	0	0.85828	-0.45808	0.68724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHD	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65973	0	0.67398	0	0.54209	-0.39504	0	0.73247	0	0	0	0	0	0	0	0	0	0	0	0	-0.53197	-0.58699	0	0.72515	0.052045	0	0	0	0	0.068278	0	0	0	0.76501	0	0.035399	0	-0.95568	-0.96026	0	0	0	-0.71528	0	0	0	0.35283	-0.53523	0.0067328	0	0	0	0	0	0	0.71615	0	0	0	0	0	0	0
LGR6	0	0	0.14469	0	0	0	0	0	0	0	0	0	0	0	0	0.54387	-0.46853	-0.92396	0.68178	0.31941	0.16638	0	0	0	0	0	0	0	-0.73664	0	0	0	0	0.42606	0.85828	0	-0.70223	0	0	0	0	0	0	0	0.24796	0	0.7703	0	0	0	0.15118	0	0	0.55964	0	0	0	0	0.11582	0.51528	0.068278	0	0.28724	0	0.50281	0	0	0	0.14469	0	0	0	0	0	0	0
LIMCH1	0	0	0.32805	-0.54767	0	0	0	0	0	0	0	0	0	0.41351	0	0	-0.74027	0	0	-0.78236	0	0	0	0	0	0	0	0	0	0.76258	0	0	0	0.9278	0	0	0	0	0	0	0	0	0.92577	0	0	0	0.37699	0	0	0.66663	0	-0.35977	0	-0.52408	0	0	0	0	0	0.052045	0.98637	0.42264	0	0	0.29533	0	0	0	0	0	0	0	0	0.36254	0	0
LIMD2	0	0	0	0	0	0	0.29533	0	0	-0.53007	0.23961	0	0	0	0.084387	0	0	0	0	0	0	0.95147	0.41632	0.45762	0.31152	0	0.60772	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0.23961	0	0	0	0	0	0	0	0.027303	0	0	0	0	0	0	0.10029	0	0	0	0	0.076869	0	0	0	0.28724	0	0	0	0	0	0	0	0	0	0.93437	0
LIN7A	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.79211	0	0.62441	0.69504	0	0	0	0	0	0	0	0	0	0.82887	0	0	0.35613	0	0	0	0.45382	0.79228	0	0.16638	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51285	0	0.80033	0	0	0.93036	0	0	0	0.84192	0.82148	0.44663	0.13057	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00261	0	0.72123	0	0	0.85308	0	0	0	0	0	0	0	0	0.95568	0	0.49054	0	0	0	0.14469	0	0	0.78872	0	0	0	0	0	0	0	0	0	0	0	-0.5045	0	0	0	0	0	0.93036	0	0.97889	0	0	0	-0.69917	0	0	0	0.27869	0.21045	0	-0.37513	0	0.80207	0	0	0	0	0	0	0	0	0	0	0.60896	0	0	0	0	0	0	0	0	0
LINC00340	0	-0.85502	0	0	0	0	0.77951	0	0.86679	0	0	0	0	0	0	0.15118	0.21727	0	0	0	0	0	0	0	0	0	0	0	0.016605	0	0	0	0.3727	0	0	0	0	0	0	0	0	0	0	0.30343	0	0.29533	0	0	0.092482	0	0	0	0	0.068278	0	0	0	0	0	0.36411	0	0	0	0	0	0	0	0	0	0.9665	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0	0	0.32805	0.26378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8905	0	0.93036	0	0	0	0.42689	0	0	0	0	0	0	0	0	0.89261	0	0	0	0	-0.80768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00617	0.21045	0	0.98249	0	0	0	0	0	0	0	0	0	0	0	0.22515	0	0	0	0	0	0.10777	0	0	0	0	0	0	0	0	0	0	0	0.17332	0.93656	0	0	0	0	0	0.62416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87476	0	0	0.016605	0	0	0	0	0	0	0	-0.71809	0	0	0	0	0	0	0
LINC00643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9278	0.95147	0	0	0	0	0.89765	0	0.32805	0	0	0	0	0	0.67637	0	0	0	0	0.98459	0	0	0	-0.52259	0	0	0	0	-0.45312	0	0	0	0	0	0	0	0	0	0	0
LINC00890	0.49372	0	0	0	0	0	0	0.63726	0	0	0	0	0	0	0	0	0	0	0	0	0.80504	0	0	0	0	0	0	0	0.70847	0	0	0	0.5102	0.9482	0	0	0	0.25535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78088	0.76572	0	0.28724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00930	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86254	0	0	0	0	0	0	0	0.69711	0.31941	0	0.72292	0	0.092482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81219	0.729	0	0.60178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31941	0.56258	0	0.44349	0	0	0	0	0	0	0	0	0
LMX1A	0	0	0.99793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28724	-0.42243	0	0	0	0	0	0	0	0.89765	0	0	0	0	0.96501	0	0	0.30343	0	0	0	0	0.73437	0	0	0	0	-0.98344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMX1B	0	0.9482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41632	0.04399	0	0	0.34325	0	0	0	0	0	0	0	0	0	0	-0.35093	0	0	0	0	0.20355	0.22515	0	0	0	0.59637	0.95799	0	0.61223	0	0.67493	0	0	0	0	0	0.67988	0.48996	0	0.63201	0	0	-0.83143	0.68889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128288	0	0	0	0	0	0	0	0.24796	0	0	0	0.3841	0	0.16638	0	0	0	0	0	0	0	0	0	0	0	0	0.68083	0	0	0	0	0	0	0	0	0	0	0	0	0.23961	0	0	0	0.25535	0	0.035399	0	0	0	0	0	0	0.48228	0	0	0	0	0	0.41404	0	0.27096	0.027303	0	0	-0.96353	0	0	0	0.23961	0.77865	0	0.027303	0	0	0	0.060595
LOC100129175	0	0	0	0	0.13057	0	0	0	0	0	0.59637	0	0	0	0	0	0.1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40421	0	0.14469	0	0	0	0	0.16638	0	0.47889	0	0.3741	0	0	0	0	0.15832	0	0	0	0	0	0	0	0.43672	0	0.21045	0	0	0.092482	0	0.96026	0	0	0	0	0	0	0.035399	0	0	0	0	0	0	0
LOC100130000	0	0	0	0	0	0	0	0	0	0.29533	0	0	0	0.092482	0	0	-0.76795	0	0	0	0	0	0	0	0	0	0.016605	0	0.21045	0	0.35708	0	0	0	0	0.29533	0	0	0	0	0	0	0	0	0	0.51268	0.0067328	0.21727	0	0	0	0	0	0.43672	0	0	0	0.19533	0.44965	0	0	0	0	0	0	0	0	0.092482	0.10777	0.32805	0.58459	0	0.16638	0	0	0.016605
LOC100130557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076869	0	0.15118	0	0	0	0.092482	0	0	0	0	0	0	0	0	0	0	0.30343	0	0	-0.56035	0	0	0	0	0	0	-0.49087	0	0	0	0	0	0	0	0.084387	0	0	0.10029	0.89488	0	0	0	0	0	0.83317	0.47732	0.36712	0	0	0	0
LOC100188947	0	0	0	0	0	0.28724	0	0.66646	0	0.30343	0	0	0	0	0.076869	0.3392	0	0	0	0	0	0	0.23296	0.0067328	0	0	0.22515	0	0	0.25535	0	0	0	0	0	0.052045	0.38728	0	0	0	0	0.46241	0.39042	0	0.65564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77096	0.092482	0	0	0	0	0.31152	0	0	0	0	-0.63817
LOC100190986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34044	0	0	0	0	0	0	0	0	0	0	0	0	0.68815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30343	0.70017	0	0	0	0	0	0	0	0	0	0	-0.44209	0	0	0	0	0.29533	0.96171	0	0	0.47865	0	0
LOC100216479	0.13057	0	0	0	0	0	0	0.19533	0	0	0	-0.42437	0	0	0.16638	0	0	0	0	0	0.71904	0	0	0	0	0	0	0	0	0	0	0	0.37852	0.90434	0	0	0	0.47485	0	0	0	0	0	0	0	0	0	0	0	0	0.092482	0	0	0	0	0	0	0.89938	0	0.51359	0	0	0.31941	0	0	0	0	0	0	0	0	0	0	0	0	0.04399
LOC100506585	0	-0.70458	0	0	0	0	0.0067328	0	0.24796	0	0	0	0	0	0	0	0	0	0.076869	0.55989	0	0	0	0	0	0	0.21045	0	-0.82053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64523	0.14469	0	0	0.1881	0	0	0	0	0	0.17332	0.31941	0	0	0	0	0	0.41698	0	0	0.51834	0	0	0.13057	0.14469	0	0	0.15118	0	0
LOC100507351	0	0	0.43945	0.67699	0	0	0	0	0	0	0	0	0	-0.71974	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16638	0	0	0	0	0.15118	0	0	0	0	0	0	0.71974	0	0	0	0	0	0.45238	0	0.32805	0	0.12321	0	0	0	0	0	0	0	0.78934	0	0	0	0.56997	0	0	0	0	0	0	0.076869	0	0	0	0	0	0	0
LOC100527964	0	0	0	0	0	0	0	0	0	0	0	0.80636	0.43445	0.26378	0	0	0	0.51528	0	0	0	0	0	0	0	0	0.70458	0	0.092482	0	0	0	0	0	0	0	0	0	0	0	0	0.0067328	0	0	0	0	0.19533	0	0	0	0.45609	0	0	0.23961	0.65238	0	0	0	0	0	0	-0.45576	0	0.16638	0	0	0	0	0.37757	0	0	0.20355	0	0	0	0.76914
LOC100652999	0	0	0	0	0	0	0	0.84866	0	0	0	0	0	0	0	0	0	0	-0.36712	0	0	0	0	0	0	0	0	0.25535	0	0	0	0	0	0	0	0	0	0.11582	0	0	0	0	0	0.15832	0	0	0	0	0	-0.46055	0.17332	0	0.37604	0	0	0	0	0	0	0	0	0.027303	0	0	0	0	0	0	0.04399	0.61132	0.64304	0	0.47691	0.75081	0	0
LOC100996634	0	0	0	0	0	0	0	0	0.0067328	0	0	0	0	0	0	0	-0.87096	0	0	0	0.0067328	0	0	0	0	0	0	0	-0.51706	0	0.21045	0	0	0	0	0	0	0	0	0	0	0	0.6456	0	0	0	0	0.75436	-0.45927	0	0	0	0	0	0.93222	0	0.12321	0	0	0.38748	0	0.12321	0	0	0	0	0	0	0	0	0.66914	0	0	0	0	0.34506
LOC149134	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41334	0	0	0	0	0	0	0	0	0	0	0	0.060595	0.6912	-0.57253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13057	0	0	0	0.18104	0.11582	0	0.5418	0.13057	0	0	0	0	0	0	0	0	0.31152	0	0	-0.81219	0.23961	0.95568	0	0	0.65874	0.15118	0	0	0.57237
LOC400891	0	0	0	0	0	0.95799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21045	0	0.28724	0	0	0	0	0	0	0	0	0	0	0	0.084387	0	0	0	0	0	0.48418	0	0.83317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1881	0	0	0	0.42454	0.81033	0.11582	0	0	0	0	0	0	0	0	0
LOC441081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19533	0	0	0	0	0	0	0	0	0	0	0.060595	0	0	0.12321	0.18104	0.41615	0.24796	0	0	0	0	0.44168	0	0	0	0	0	0	0	0.27096	0.54387	0	0.90434	0	0.16638	0	0	0
LOC642366	0.31941	0	0	0	0	0	0	0.64585	0	0	0	0	0	0.21045	0	0.59397	0	0	0	0	0.63143	0	0	0	0	0	0	0	0	0	0	0.78542	0.17332	0.49339	0	0	0	0	0	0.89261	0	0	0	0	0	0	0.40029	0.66786	0	0	0	0	0	0	0	0	0	0.91322	0	0	0	0.49339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC642776	0	0.28724	0	0	0	0	0	0	0.41722	0	0	0.12321	0	0	0	0	0	0.23296	0	0.20355	0	0	0	0	0	0	0	0	0.22515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44874	0	0	0	0	0	0	0	0	0	0.44242	0	0	0.084387	0.34857	0	0.81524	0.94973	0	0	0	0	0
LOC644172	0	0	0	0	0	0	0	0.37877	0	0	0	-0.3891	0	0	0	0	-0.71115	0.052045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47889	0	0	0	0	0	0	0	0	0	0	0	0	0.55514	0.70512	0.27869	0.65271	0.3613	0	0	0	0	0.15118	0	0	0	0	0	0	0	0	0.63548	0.10777	0	0	0.63912	0	0	0
LOC646903	0	0	0	0	0	0	0	0	0	0.052045	0.23961	0	0	0	0.75394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43362	0	0	0.49223	0	0	0	0.24796	0	0	0	0.24796	0	0	0	0	0	0	0.86101	0	0	0	0.95147	0	0	0	0	0	0	0	-0.7185	0	0	0	0	0	0
LOC653513	0	0	0.35907	0	0	0	0	0	0	0	0	0.77922	0	-0.70781	0	0	0	0	0	0	0.27096	0	0	0	0	0	0	0.21045	-0.44738	0	0	0	0	0.23296	0	0	0	0.24796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97749	0	0	0	0.85171	0	0	0	0	0	0	0	0	0	0	0.80033	0.58092	0	0	0	0	0	0
LOC728392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4974	0	0	0	0	0	0	0	0	0.035399	0	0	0	0	0	0.69645	0.87922	0	0	0	0	0	0	0.95799	0.94031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56935	0.076869	0	0	0	0	0	0	0	0	0	-0.63912	0	0	0	0	0	0	0
LOC729683	0	-0.63841	0	0	0	0	0.7261	0	0	0	0	0	0	0	0	0	0	0	0	0.45275	0	0.92197	0	0	0	0.092482	0	0	0.13057	0	0	0	0.40145	0	0.43238	0	0	0	0	0	0	0	0	0	0	0.31941	0	0	0	0	0	0	0	0	0	0	0.39789	0	0	0.10029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LONRF2	0	0	-0.40636	0	0.86679	0	0	0	0	0	0	0	0	0.71016	0	0.58666	-0.55576	0.20355	0.64907	0	0	0	0	0	0	0	0	-0.36055	0	0.78121	0	0	0	0	-0.45023	0	0.21727	0.14469	0	0	0	0	0.54973	0	0.11582	0	-0.35638	0	0	0	0	0	0.23296	-0.68525	0	0	0	0	0.83143	-0.5121	-0.52396	-0.45291	0	0	0.70512	0	0	0	0	0	0	0.56584	0	0	0	0
LPPR5	0.30343	0	0.46035	0	0	0	0	0.035399	0	0	0	0	0	0	0	0	0	0	0	0	0.60264	0	0	0	0	0	0	0	0	0	0	0	0	0.86679	0	0	0	0.16638	0	0.47951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88385	0.38575	0	-0.76993	0	0	0	0	0	0	0	-0.48083	0	0	0	0	0	0	0
LQFBS-1	0	0	0	0	0	0	0	0.3594	0.076869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4646	0	-0.39475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11582	0	0	0	0	0.16638	0	0	-0.3898	0	0	0.27096	0	0	0	0.17332	0	0	0	0	0	0	-0.64436	-0.65651	0	0	0	-0.47166
LRAT	0	0	0.78401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45262	0.86254	0	0	0.0067328	0	0.8905	0	0	0	0	0	0	-0.60359	0	0	0	0.068278	0	0	-0.51677	0	0	0	0	0	0	0	0	0	0.084387	0	0.27869	0	0	0	0	0	0.58823	0.95374	0	0	-0.60896	0.084387	-0.35708	0.31152	0	0	-0.84998	0	0.12321	0	0	0	0	0.13825	0	-0.55287	0	0
LRFN1	0.035399	0	0	0	0	0	0	0	0	0	0.13057	0	0	-0.70545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68178	0	0	0.1881	0	0	0	0	0	0	0	0	0	0	0.80636	0	0	0	0.92197	0.78765	0	0	0	0	0	0	0	-0.82656	0	0
LRRC16B	0.31941	0	0	0	0	0	0.45832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17332	0	0	0	0	0	0.96353	0	0	0	0	0.56964	0	0	0	0	0.53548	0	0.8691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39178	0
